,Cerebellum_8_R,Thal_MDm_L,Vermis_10,Thal_PuL_R,Cerebellum_Crus1_R,Rolandic_Oper_L,Raphe_M,Raphe_D,Insula_L,Vermis_8,Cingulate_Post_L,Vermis_3,Thal_LGN_L,Fusiform_R,ACC_sub_R,ParaHippocampal_L,Olfactory_L,Frontal_Med_Orb_L,OFClat_R,SN_pr_R,Cerebellum_Crus2_L,Cuneus_L,ACC_pre_L,Red_N_R,Calcarine_L,Cerebellum_3_R,N_Acc_R,Thal_AV_R,Frontal_Sup_Medial_L,VTA_L,Thal_LGN_R,Thal_LP_R,SupraMarginal_R,Thal_PuM_R,Cerebellum_8_L,Cuneus_R,Rectus_L,Pallidum_L,Parietal_Inf_R,Precentral_R,Cerebellum_10_L,Thal_MGN_R,Caudate_L,Occipital_Inf_L,Putamen_R,Occipital_Sup_L,Thal_IL_L,ACC_pre_R,Frontal_Inf_Tri_R,Thal_PuI_R,Vermis_6,OFCmed_L,Cingulate_Post_R,Cerebellum_9_L,Amygdala_L,Cerebellum_10_R,Cerebellum_7b_R,Frontal_Sup_Medial_R,Temporal_Sup_R,Occipital_Inf_R,Cingulate_Mid_L,Thal_PuI_L,Temporal_Mid_L,Cerebellum_4_5_L,Vermis_4_5
Cingulate_Post_L,0.06584088106825213,0.21766648587907214,0.25681559093295336,0.023403463539182035,-0.10829925510324626,0.5114092879000693,0.28781300581136265,0.20239408267003584,0.49064068794244337,0.013218698005097366,1.0,0.31575672924215475,0.42938962995028784,0.31318031768195476,0.35151564824151205,0.4290390001575497,0.5518667149512338,-0.07683581683844222,0.4638785327308153,0.3078321123806263,-0.056452099189934137,0.4520985256026943,0.2294277213642155,0.4971973556667772,0.6208812129429594,0.6073721505192446,0.24929517199101034,0.20249206620827087,0.7310698711091869,0.14055021546969593,0.25220706598998727,0.09500051499933074,0.29148198064356295,0.4092605477759603,0.03824332586642453,0.5899276902233839,0.21195278431470158,0.4817485865780319,0.2836617630872572,0.34761239932586147,0.2964358477669288,0.37648737443219893,0.45205978630084354,0.2013949617521996,0.24402592515012772,0.48672636564038063,-0.004436072610093024,0.5216902294639584,0.312692357859442,0.3510899620769516,0.5550235037862139,0.006439423400287063,0.6962433817426418,0.09317791664440069,0.6126905075692304,0.5096722129397238,0.022070773519894473,0.6602462623206208,0.5273822172678385,-0.16618824007727143,0.608863815948509,-0.16228558915619115,0.46536001620738776,0.49272310226752125,0.6716349864597276
Vermis_3,-0.15483410230455957,-0.21875099275822793,0.6384791315725536,0.4506798189012194,-0.40966875357169663,0.5338780660207051,0.5146416518193576,0.110583347655676,0.33204761786864334,0.07570372641715091,0.31575672924215475,1.0,0.2667254808533798,0.6181329006095925,0.38885972302928923,0.6501038058477584,0.230117417821514,0.3487469529637365,0.3186066001240024,0.4875964194636201,-0.5461194739299448,0.26932913944585263,0.6203185091830151,0.6850880452139226,0.16987701639781025,0.4418575143646405,0.5902373068412851,-0.1738283536413195,0.4250031376775547,-0.010968416946102443,0.3035518344984007,0.29311492072462425,0.35384273801984384,0.7541506906502549,-0.3105117117004618,0.1581006102665295,0.5390348885870678,0.5264168719773837,0.2733337427149252,0.4812466204832688,0.5342037584026642,0.45777684522800705,0.23881053529516175,-0.4944074752063944,0.7067793626835932,0.11548588622905077,-0.21189934780340183,0.45012671537655496,0.5120583981918453,0.6298216238827207,0.40828098378519495,0.4145068358054565,0.5496315789857489,-0.17172641059979954,0.5738958870606428,0.5167161952437644,-0.2612585684759214,0.5863554607540141,0.4042977707049555,-0.46699105773414645,0.5204049372367612,-0.13186264273828296,-0.1664879576422558,0.7216249349098949,0.6722328833132889
Thal_LGN_L,0.03707926201581394,0.4110285787785538,0.26857548078827126,-0.009832234074571875,-0.09475696076139016,0.4279449262714604,0.30267737619220114,-0.022216533250028484,0.4270614268443558,0.07664518101783,0.42938962995028784,0.2667254808533798,1.0,0.5018080167329895,0.36908654771566385,0.3861487958075994,0.41005574235094516,0.02311037353155655,0.4587631431563097,0.19411537940692009,-0.0829499954071289,0.43108409410090187,0.26761848761529317,0.3179905548914754,0.4696602031933301,0.24745718859043997,0.40133412761382603,0.1224414487515475,0.521238495403357,0.2114136366093169,0.1509907255304542,0.059110751999770283,0.3743312502185191,0.37803102935783084,-0.09138996433407219,0.2900931865076788,0.27363998588777144,0.2810667443139054,0.3752857865165341,0.40291172714057966,0.21599441543243525,0.38924583580353894,0.44758054157705446,-0.06666581593149794,0.41695996645811256,0.3692034915983986,0.29306499015492204,0.5515087706832492,0.29952139155741253,0.16336000796326205,0.36329694635621007,0.018744418857135778,0.5935255989612676,0.07717864832324695,0.2771726614716292,0.24031623741284963,0.10995038306442732,0.5165025123538953,0.6104513484695973,-0.07657221412827513,0.3782282676189279,0.14602444529415717,0.14101292648097688,0.4702669427489755,0.44682636184591906
Fusiform_R,0.046912117246426556,0.0680541019980592,0.5963118749459948,0.36534418664967167,-0.12979579737166774,0.5827926866067497,0.5460276203640901,0.1992014905200711,0.5856398708866521,0.41302704199056234,0.31318031768195476,0.6181329006095925,0.5018080167329895,1.0,0.4220368468836986,0.7119800943524478,0.27014100421059173,0.18616520505409162,0.4920869584423829,0.4182401760201415,-0.27518512736259526,0.32895135882682486,0.5241458329286316,0.4331322059008637,0.3301270920404387,0.47055301218262974,0.6038141516528183,0.28286684712069177,0.5164717610778844,0.10411473200213142,0.44288167120600724,0.2566799503920849,0.39586178731459315,0.5817424338764362,-0.0016207939485925185,0.2499410946632177,0.43799670910231847,0.5766560543720686,0.24434348099072964,0.46600763428282566,0.6681519335005273,0.47147813736812866,0.5890110480535289,-0.38131157832416157,0.6687575773526814,0.10001956092900773,0.20628724454338498,0.5638715906267409,0.6409106104546775,0.364123369827961,0.6726102551143784,0.3696026491476765,0.42840425067482996,0.13555341777540914,0.459764706743789,0.5091497210048452,-0.10014560466238515,0.5500413103223274,0.5712797248939205,-0.23101887844372204,0.6204620082741426,0.0979062949821216,0.11574156793508857,0.7578875402358487,0.688164415047814
ACC_sub_R,0.01443176056572408,0.13551283654201504,0.15374239087951128,0.19392079120226416,-0.1606007635769371,0.35587555450218195,0.4098663182406652,0.12144526778414577,0.4541163495436859,-0.07028280033879221,0.35151564824151205,0.38885972302928923,0.36908654771566385,0.4220368468836986,1.0,0.4391195407544907,0.129443867335105,0.5038600376317903,0.7207757209953277,0.22818462328008413,-0.2649955824762742,0.2512629006230881,0.539232008769188,0.3597274799748474,0.2030982765516882,0.2740313849946316,0.44387739851530766,0.16309419619869245,0.4901080053305648,0.04862180876628114,0.36630498509094617,0.2624628829408961,0.28867732474702695,0.49660585060813645,-0.13348912903566168,0.20364644579594662,0.4426454147389082,0.3367647299131941,0.22632857383127275,0.2642765307811953,0.3977676150728774,0.4174480990442925,0.3412748754875297,-0.0936124798876009,0.4166855552017073,0.20186968094767824,0.21610224883250723,0.6055130184587645,0.5261280126556993,0.3696257672314438,0.18429433460995423,0.3991870458228949,0.5321709044994555,-0.02869889641524635,0.4316568328534234,0.409866471694106,0.06365605027437012,0.5865420878731185,0.5222990085682812,-0.2322538812428635,0.360002781860944,0.05974091266298579,-0.013883534260446754,0.4671443413274637,0.41755140844467104
ParaHippocampal_L,-0.24763340642624324,-0.12231683059667929,0.44284657544311007,0.42566452542671296,-0.5254982356757044,0.7377069957105306,0.7366040547865745,0.19724991165191738,0.3952880690500684,-0.01877397704877475,0.4290390001575497,0.6501038058477584,0.3861487958075994,0.7119800943524478,0.4391195407544907,1.0,0.29516020980238666,0.38631180194289816,0.5570069022191505,0.621200305629177,-0.61106440603803,0.4010441415933589,0.6791830037600118,0.5795397339622731,0.21189375233436006,0.27793983195647504,0.6622331318603398,0.27347784206231107,0.6331139002334306,-0.0841052037223904,0.5884355797592506,0.4737889417130583,0.5222606097108898,0.7439506754120563,-0.26245620293113203,0.3106832256548567,0.7257008805281207,0.767386104879827,0.4194093592372888,0.5815455353106316,0.6823896688494261,0.5060426622491668,0.5882039996100847,-0.5403505258569534,0.8221603499781025,0.22530942067404705,-0.02288678155113388,0.7428588775596369,0.543520719157868,0.5066571713361259,0.5263402992815313,0.6071671426553459,0.5565930797570124,-0.23884921928785263,0.7126882254048988,0.4590781115940182,-0.34530969097175884,0.7624210491246602,0.4088048982774188,-0.6121344257139036,0.777161914694701,-0.07914540145306669,0.09152496190804904,0.8825317532432586,0.6829025102889048
Olfactory_L,0.03899710901600603,0.3187883959776405,0.12480959482196623,-0.13208538552984014,-0.08388517005087276,0.4588857315543369,0.2185095685461725,0.3727695715478235,0.4834733576902564,-0.005666503524930291,0.5518667149512338,0.230117417821514,0.41005574235094516,0.27014100421059173,0.129443867335105,0.29516020980238666,1.0,-0.03831876111783337,0.3016335340840121,0.36207235674340094,0.013603390190373939,0.529807530812079,0.10285792662746494,0.28269467133976733,0.6080961389669526,0.5644786688082762,0.16309784410285302,0.16583229711328912,0.6783248583986318,0.30729185586746965,0.2070334996932266,-0.03705355958818104,0.2926025565644387,0.2225722539212953,-0.005139024866874483,0.41406023876728426,0.009697742327615225,0.3446024736837311,0.34983376728942805,0.3254029161301126,0.17627882418354476,0.3935911791099236,0.414781494965474,0.08424198017086072,0.23713790348103564,0.5215384069833412,0.034784185696282145,0.5308691044280307,0.185892451813307,0.18680274025065047,0.3292964595172849,-0.1467729372555076,0.48994022609690463,0.07691887238497908,0.47230699215752114,0.3819269282626089,0.004552916596137463,0.5450373826649892,0.46499699788156373,-0.11614673151893509,0.5053906748930921,-0.12211276796740977,0.38546464713217465,0.4054502372422495,0.47246373725551855
Frontal_Med_Orb_L,-0.3068087088383912,-0.3203776741143293,-0.03884670961756685,0.4323717829774573,-0.3535635855842024,0.09425900178800958,0.3048599379296449,0.23196970509103834,0.0003347888157499092,-0.18088631243885012,-0.07683581683844222,0.3487469529637365,0.02311037353155655,0.18616520505409162,0.5038600376317903,0.38631180194289816,-0.03831876111783337,1.0,0.26816688439551617,0.2803169495045298,-0.4307236843717864,-0.05542953372181721,0.46841996456172014,0.04498996253867633,-0.26803142432368043,-0.11744376000246239,0.34781748664810697,0.13760080422835855,0.13654583201147666,-0.16333462206093993,0.31442115324464825,0.3177070471930137,0.01373340690938101,0.43537709951919396,-0.3125844547412993,-0.2642326751762,0.4335592897781189,0.24451712828002836,0.023976070344694855,0.007147815893826965,0.26967250482753574,0.3135294797283635,0.2956531056229462,-0.4058166927639459,0.42277469948185037,-0.1460053461776839,-0.14242442553470724,0.43174676428961584,0.1651960125813447,0.36707978402479396,-0.17369383560897014,0.6942670699411684,0.19461111118548333,-0.2673869817086486,0.19139464990814142,0.23076595142797787,-0.3031472746437999,0.3813430709266917,0.010233150157394285,-0.34592487981176423,0.11187773950835994,0.014697801060296643,-0.28052325971764064,0.2933831386924565,0.041931425475291995
OFClat_R,-0.18376253502542775,0.16886255644233544,0.17455410625201537,0.13148299571478722,-0.35230991970917985,0.5780308493191714,0.5312709643806527,0.12829197438171336,0.5455833071506001,-0.16334296115538052,0.4638785327308153,0.3186066001240024,0.4587631431563097,0.4920869584423829,0.7207757209953277,0.5570069022191505,0.3016335340840121,0.26816688439551617,1.0,0.4251693380928682,-0.3379307720123443,0.35446920349465033,0.5332129868742341,0.4348232100308156,0.32037428693239345,0.30597010820122084,0.5100606335153006,0.2449228437616481,0.5910151986743863,0.1950761412411942,0.34007522983834737,0.2844738669363336,0.42072215141648944,0.5433504163802735,-0.2881434026974731,0.35511336707893887,0.492811985802451,0.4707698288588766,0.42580807364191836,0.5228326215822539,0.3152753348181538,0.48370293675110826,0.3000382293168102,-0.18323092009536096,0.5621617798315562,0.29289570551383637,0.07569469948862426,0.653276893377244,0.627424802996399,0.33860397663375225,0.3639407281151006,0.27858795891579524,0.6043175054059572,-0.21840822621373243,0.522388643536022,0.35009691256388015,-0.15896217322837808,0.6366962333929959,0.6412202914412954,-0.3814261820457873,0.5796173123904583,-0.12257449273704,-0.018340896674738632,0.6354977256604893,0.5969257303511577
SN_pr_R,-0.42405621349386635,-0.14098152467200703,0.28668967899522146,0.1950629552747624,-0.6184934473761753,0.6117048451407815,0.6039166809717121,0.5799056129105864,0.23210211148620932,-0.22909016683118877,0.3078321123806263,0.4875964194636201,0.19411537940692009,0.4182401760201415,0.22818462328008413,0.621200305629177,0.36207235674340094,0.2803169495045298,0.4251693380928682,1.0,-0.5928709538834759,0.3420850852751854,0.5765765595386543,0.49932256101381023,0.19461175161379796,0.3298082432653992,0.5198150122212847,0.06821345488907077,0.45649480992692654,0.18684673983120711,0.2866170005024634,0.3139101421786191,0.5448368332669304,0.6050194916683874,-0.4718380337801972,0.2886473551471409,0.34201760135323456,0.62891150300503,0.5061588676940789,0.6315109597794694,0.3883209846313449,0.41875298277456474,0.2140280925414042,-0.534416759164657,0.6844475889855836,0.23929232397378222,-0.2491703477982011,0.54843044661013,0.545227715758614,0.4370733891314103,0.37404400817930067,0.42875621423547067,0.41100963007084274,-0.4256687575851081,0.6669632899365383,0.2936841416110957,-0.5014726345601641,0.6084005647554533,0.3161442612312667,-0.6006773214552372,0.7053087740353738,-0.32953092795887395,-0.18756026961183073,0.7340723884821881,0.5376367902046237
Cerebellum_Crus2_L,0.7423803009445638,0.3701920301804165,-0.2556406759902131,-0.30354461608148103,0.8985192086692282,-0.5127388127365576,-0.5925213820914262,-0.003472517624436772,0.01225565578785234,0.5155245130165865,-0.056452099189934137,-0.5461194739299448,-0.0829499954071289,-0.27518512736259526,-0.2649955824762742,-0.61106440603803,0.013603390190373939,-0.4307236843717864,-0.3379307720123443,-0.5928709538834759,1.0,-0.15558367891830507,-0.5640240446500573,-0.5016899219099941,0.22607070226713516,0.08708194446255334,-0.541557303084029,0.2477556555852289,-0.2043211952467471,0.1411831291014219,-0.14984643910289494,-0.3990143358149242,-0.4498493905783881,-0.6334288181524699,0.8206133125358916,-0.07349563836929338,-0.6243969729475191,-0.5004341554857651,-0.4882883798889657,-0.5774459785395496,-0.3434303681423282,-0.26291908957112137,0.080276720837907,0.7994924801426831,-0.7489284390889065,-0.08425403205207639,0.4170327534307815,-0.39458745931091505,-0.44925172774282107,-0.47760748008723186,-0.031562909535729475,-0.47841267620883027,-0.31993921486539717,0.8195526243253831,-0.4641076769992251,-0.17249021182485486,0.6864884507447787,-0.4686159657737821,-0.11976504082217788,0.8623461877282944,-0.419206093338844,0.4393356455227625,0.5665335837413923,-0.6591788109058399,-0.3441808334844033
