,Thal_PuI_R,Frontal_Inf_Orb_2_L,ACC_pre_R,ACC_sub_R,Vermis_3,Angular_R,VTA_R,Thal_LGN_L,Occipital_Sup_L,Angular_L,Paracentral_Lobule_R,Supp_Motor_Area_R,Red_N_L,Cerebellum_8_R,Fusiform_L,Thal_MGN_R,Cingulate_Mid_L,OFCpost_R,Thal_VA_R,Rolandic_Oper_L,Postcentral_L,OFCmed_L,Cuneus_R,Precentral_L,Temporal_Inf_R,Thal_PuL_R,Temporal_Pole_Sup_R,Thal_AV_R,Frontal_Inf_Tri_R,Raphe_M
Paracentral_Lobule_R,0.15992304185909276,0.24950595187167438,0.23855861086278263,0.1283357864159078,0.2910778049238771,0.7206189198503973,0.3592783201851397,0.23793011261194613,0.7015763320508998,0.6725655936805691,1.0,0.8585046499282319,0.7888455732973709,-0.23010794524049197,0.33277501326312114,0.24683888985568875,0.6540983170667807,0.22253403573240388,0.10649756234105968,0.6376430405238466,0.7865676897815393,-0.11884201648588401,0.852748381461964,0.6141293297076134,-0.2924625709924559,-0.23851240462964976,-0.34944019462462667,-0.050079391037023746,0.4734769325850124,0.47584328474846405
Supp_Motor_Area_R,0.3041206522245192,0.3863160343978019,0.42498383783511495,0.228419493328888,0.4608248119679954,0.6301144506650539,0.4738123877904487,0.28520218034024375,0.5709875103281785,0.516874535962046,0.8585046499282319,1.0,0.8444687093161313,-0.23352527700375544,0.4480263886986548,0.41441266076145794,0.8346705596272272,0.25721676402601257,0.29033009091825424,0.8237171500813735,0.7643690196689329,-0.027905370141148505,0.7466373859247201,0.6899477454286712,-0.2080849593487798,-0.020641161834821394,-0.4504312367758918,0.04488618733337882,0.7218226012899678,0.6350412159189688
Red_N_L,0.3994641654355453,0.33268808030117086,0.39492937466090056,0.3243581151256902,0.5189808038735704,0.706128557414933,0.3644704320737849,0.30227763916379885,0.6106259792630849,0.5122125195645116,0.7888455732973709,0.8444687093161313,1.0,-0.38223335562435873,0.27641318231276024,0.47760393435025383,0.7306486943107022,0.34501050059833344,0.35724108740956717,0.7064384891083504,0.6574911281178925,0.10546549362750307,0.6778880268601822,0.5962700100717965,-0.3370203703637405,-0.0177985766054484,-0.4295117382684547,-0.057561838485395915,0.5999006425846439,0.5753273326391309
Cerebellum_8_R,-0.2815063091597454,-0.14096731975607593,-0.13953505745850314,0.01443176056572408,-0.15483410230455957,-0.3042590756537527,0.004428958259849092,0.03707926201581394,0.00904935168853712,0.00557247266916203,-0.23010794524049197,-0.23352527700375544,-0.38223335562435873,1.0,0.2822726565586725,-0.16511715100326146,-0.14891080978544796,-0.07462953310241081,-0.04173225933363064,-0.19415876292730666,-0.1493964723283593,-0.2615497157459567,0.07027030345410978,-0.24923621772272223,0.72428014128859,-0.06192205583909007,0.6713964234134268,0.36664253655527745,-0.13386324888608692,-0.19083195933106883
Fusiform_L,0.16619171775162264,0.2993703105776834,0.5881374440331356,0.3198602607406985,0.21222670120926498,0.17365927233242795,0.42584603338274135,0.3380716307426142,0.29378375977515303,0.27682481564529465,0.33277501326312114,0.4480263886986548,0.27641318231276024,0.2822726565586725,1.0,0.42943581307725104,0.6851161820968404,0.5245558334995446,0.4284189511695302,0.5971882602272391,0.4567145801263194,0.26429245922303707,0.45915675626782754,0.2620128629720267,0.25400720460611376,0.13548488540718454,0.10951806644227996,0.616512841820042,0.4112212030410882,0.508828329140053
Thal_MGN_R,0.3882093039810864,0.3969524694969408,0.5330123915552327,0.4174480990442925,0.45777684522800705,0.3399658797955188,0.18865454991108785,0.38924583580353894,0.2748408497941075,0.1784735516884439,0.24683888985568875,0.41441266076145794,0.47760393435025383,-0.16511715100326146,0.42943581307725104,1.0,0.5731265385274322,0.42453486152235714,0.32446455253574014,0.5184154081249103,0.32893539364371555,0.28745143001959755,0.3210993251433799,0.28083982572067034,0.03193948502150572,0.2307108938057356,-0.13141243152411627,0.21964592509379158,0.4300236633140677,0.4246948386427077
Cingulate_Mid_L,0.39529993629027776,0.4955472234515283,0.6792597007604517,0.360002781860944,0.5204049372367612,0.47210916411468334,0.4424930804806443,0.3782282676189279,0.4578319535945465,0.4238644916632408,0.6540983170667807,0.8346705596272272,0.7306486943107022,-0.14891080978544796,0.6851161820968404,0.5731265385274322,1.0,0.5401035029635548,0.4696954005351557,0.8351505232293949,0.7114744663385523,0.2800234655296869,0.6008235362141775,0.6108187022099321,-0.05904989261351349,0.1513602806755672,-0.2736843817610235,0.32841466182929213,0.6729618563457352,0.6652187600780028
OFCpost_R,0.3027998959946731,0.423530240054051,0.5964288240694087,0.47764989311204126,0.37958930438978034,0.295553412208162,0.059143877952141925,0.3877518775059343,0.2703233048799527,0.1382838228073766,0.22253403573240388,0.25721676402601257,0.34501050059833344,-0.07462953310241081,0.5245558334995446,0.42453486152235714,0.5401035029635548,1.0,0.6250529956545628,0.5155831688141935,0.2899368616180336,0.6334370245618253,0.19775588899436283,0.10661645170310745,0.0783372649209133,0.2628378955160063,-0.08729796631219569,0.3356495944748406,0.28829254745055327,0.4922877462433463
Thal_VA_R,0.3488465989218393,0.02861084961426415,0.5969354584093673,0.5914989720234928,0.39324460031018627,0.23245242247162132,0.3042398257974248,0.4785518932686854,0.0843343303296551,-0.07410822138785378,0.10649756234105968,0.29033009091825424,0.35724108740956717,-0.04173225933363064,0.4284189511695302,0.32446455253574014,0.4696954005351557,0.6250529956545628,1.0,0.47419219717762146,0.10075228446082744,0.46292320789075975,0.08130362733214914,0.02754970884662028,0.21257891696229647,0.34856979101315866,-0.10586439298242004,0.31755234413889305,0.48281910249295246,0.5213016371620698
Rolandic_Oper_L,0.40630565500213234,0.5333142537462816,0.6467365777141106,0.35587555450218195,0.5338780660207051,0.5091699343388425,0.30767035441665896,0.4279449262714604,0.4306421223055412,0.3517884754886569,0.6376430405238466,0.8237171500813735,0.7064384891083504,-0.19415876292730666,0.5971882602272391,0.5184154081249103,0.8351505232293949,0.5155831688141935,0.47419219717762146,1.0,0.6507045527425334,0.21155055996937797,0.5096734882290279,0.5730246184942607,-0.12057106338075026,0.14332767655575598,-0.397641870002094,0.14631975327337002,0.7419571358599891,0.7538192186658648
Postcentral_L,0.2451535588772347,0.2564309910653307,0.4693736087278446,0.11104207963892007,0.18402690721533674,0.5560668857726336,0.5147943460420434,0.3439386824436553,0.7010957925118477,0.8340780785065439,0.7865676897815393,0.7643690196689329,0.6574911281178925,-0.1493964723283593,0.4567145801263194,0.32893539364371555,0.7114744663385523,0.2899368616180336,0.10075228446082744,0.6507045527425334,1.0,-0.18333024556733374,0.7436369692759959,0.7552828229210549,-0.2735315268479979,-0.18537339211285614,-0.16401544834977425,0.19728285432278744,0.30064050763642847,0.37687109168657307
OFCmed_L,0.3643554672002458,0.4337884519542421,0.42840787610230346,0.3991870458228949,0.4145068358054565,-0.08414738430946837,-0.1998860299919687,0.018744418857135778,-0.2341404398716485,-0.33107117596484353,-0.11884201648588401,-0.027905370141148505,0.10546549362750307,-0.2615497157459567,0.26429245922303707,0.28745143001959755,0.2800234655296869,0.6334370245618253,0.46292320789075975,0.21155055996937797,-0.18333024556733374,1.0,-0.22260219071053403,-0.09213632755808482,-0.022974320350280377,0.5556853860524263,-0.19927825838206042,0.15289896563192942,0.23148905182285573,0.4140145630936977
Cuneus_R,0.018410949659601588,0.1943563256353344,0.209834104297553,0.20364644579594662,0.1581006102665295,0.7010367690911258,0.42068887303206715,0.2900931865076788,0.8013272461981916,0.7453080550557624,0.852748381461964,0.7466373859247201,0.6778880268601822,0.07027030345410978,0.45915675626782754,0.3210993251433799,0.6008235362141775,0.19775588899436283,0.08130362733214914,0.5096734882290279,0.7436369692759959,-0.22260219071053403,1.0,0.4783473700338193,-0.050124320081178966,-0.30664925958390166,-0.03632526428207365,0.17004370456488405,0.3886843040238101,0.3230706734370995
Precentral_L,0.45332389679296814,0.32051766070304283,0.34459793318667636,0.12096828291907352,0.3017035219404417,0.1703531750577677,0.2929798769266433,0.1450622244642656,0.2588250233113563,0.5401899981550807,0.6141293297076134,0.6899477454286712,0.5962700100717965,-0.24923621772272223,0.2620128629720267,0.28083982572067034,0.6108187022099321,0.10661645170310745,0.02754970884662028,0.5730246184942607,0.7552828229210549,-0.09213632755808482,0.4783473700338193,1.0,-0.26111001824919433,0.06511449459997716,-0.10197864881243546,0.017277320875711866,0.40670203441912955,0.2963722155541841
Temporal_Inf_R,-0.12165658881552509,-0.13460269979845418,-0.011401010079756595,0.189132403109601,0.01186282162355792,-0.3031449168204769,0.014509100170053801,0.07931444388492086,-0.14084532104027622,-0.2060266028871786,-0.2924625709924559,-0.2080849593487798,-0.3370203703637405,0.72428014128859,0.25400720460611376,0.03193948502150572,-0.05904989261351349,0.0783372649209133,0.21257891696229647,-0.12057106338075026,-0.2735315268479979,-0.022974320350280377,-0.050124320081178966,-0.26111001824919433,1.0,0.18532834699453113,0.5433432780618617,0.4050305770915587,0.07520046547872848,-0.090963279853694
Thal_PuL_R,0.3370322159602837,0.32827313507590006,0.31294402673309424,0.19392079120226416,0.4506798189012194,-0.34747696227126973,-0.10011192487419039,-0.009832234074571875,-0.4400946791166932,-0.4144535044342401,-0.23851240462964976,-0.020641161834821394,-0.0177985766054484,-0.06192205583909007,0.13548488540718454,0.2307108938057356,0.1513602806755672,0.2628378955160063,0.34856979101315866,0.14332767655575598,-0.18537339211285614,0.5556853860524263,-0.30664925958390166,0.06511449459997716,0.18532834699453113,1.0,-0.10007021595278691,0.08826215713195833,0.22889065646399623,0.24465045943932553
Temporal_Pole_Sup_R,-0.19852322712269477,-0.27005492848092283,-0.07812345679277055,0.19630644073769302,-0.34187186359876875,-0.3851017619466297,-0.08439932828571094,0.09061432101950359,-0.09090427672916825,0.13406085074935425,-0.34944019462462667,-0.4504312367758918,-0.4295117382684547,0.6713964234134268,0.10951806644227996,-0.13141243152411627,-0.2736843817610235,-0.08729796631219569,-0.10586439298242004,-0.397641870002094,-0.16401544834977425,-0.19927825838206042,-0.03632526428207365,-0.10197864881243546,0.5433432780618617,-0.10007021595278691,1.0,0.3262248421519154,-0.2729475837035305,-0.46328059416701656
Thal_AV_R,-0.03803003753215116,0.07068392668119156,0.32556468422254886,0.16309419619869245,-0.1738283536413195,-0.1174867902637113,0.3802310016816191,0.1224414487515475,0.036568644066218466,0.06791832023632201,-0.050079391037023746,0.04488618733337882,-0.057561838485395915,0.36664253655527745,0.616512841820042,0.21964592509379158,0.32841466182929213,0.3356495944748406,0.31755234413889305,0.14631975327337002,0.19728285432278744,0.15289896563192942,0.17004370456488405,0.017277320875711866,0.4050305770915587,0.08826215713195833,0.3262248421519154,1.0,0.0829517221390677,0.13959815522354477
Frontal_Inf_Tri_R,0.32342650896954006,0.4410755530912666,0.47007539743051924,0.5261280126556993,0.5120583981918453,0.3958777311649452,0.23527399862583723,0.29952139155741253,0.17641205316442427,0.06468485913099078,0.4734769325850124,0.7218226012899678,0.5999006425846439,-0.13386324888608692,0.4112212030410882,0.4300236633140677,0.6729618563457352,0.28829254745055327,0.48281910249295246,0.7419571358599891,0.30064050763642847,0.23148905182285573,0.3886843040238101,0.40670203441912955,0.07520046547872848,0.22889065646399623,-0.2729475837035305,0.0829517221390677,1.0,0.7167994833539526
Raphe_M,0.4218804796629867,0.49504234904409916,0.5730336139354602,0.4098663182406652,0.5146416518193576,0.4266960414518182,0.28802882054206724,0.30267737619220114,0.23560332655173102,0.0949020036192643,0.47584328474846405,0.6350412159189688,0.5753273326391309,-0.19083195933106883,0.508828329140053,0.4246948386427077,0.6652187600780028,0.4922877462433463,0.5213016371620698,0.7538192186658648,0.37687109168657307,0.4140145630936977,0.3230706734370995,0.2963722155541841,-0.090963279853694,0.24465045943932553,-0.46328059416701656,0.13959815522354477,0.7167994833539526,1.0
