,Frontal_Med_Orb_L,Parietal_Inf_L,OFCpost_L,ACC_sub_L,Thal_AV_R,Caudate_R,Vermis_4_5,Supp_Motor_Area_L,Thal_LGN_L,VTA_L,OFCant_R,Frontal_Inf_Orb_2_R,Cerebellum_8_L,OFCmed_L,Thal_PuL_R,Postcentral_R,Vermis_7,Olfactory_R,Occipital_Sup_L,Temporal_Mid_R,Amygdala_L,Putamen_R,Frontal_Sup_2_R,Precentral_L,Angular_R
OFCant_R,0.3846845085430936,0.23914429910676402,0.5498882155665136,0.6231168608445776,0.1669781822489935,0.6286392976417206,0.4515409620134794,0.4576789656650201,0.19558894557137926,-0.22630685560635475,1.0,0.594097223428339,-0.3702437068397961,0.5756684984410335,0.5374320052303416,0.4659542429009803,-0.42587459701339203,-0.3313408394524392,0.020562943569322062,-0.08488959269010686,0.42799420188239135,0.7555443228379708,0.5336038734388397,0.1924390756086714,0.20415638611308187
Frontal_Inf_Orb_2_R,0.3550108064296501,0.22288592801479162,0.7257015134926674,0.4998091079843263,0.06146163950860537,0.6082606603771702,0.45301493249648156,0.4458692866092854,0.11629775453068683,-0.008481373752491899,0.594097223428339,1.0,-0.23108111432134068,0.5178451522567201,0.4373904498791724,0.42916375676951546,-0.23011470031790793,0.08929147312801179,0.009759247882841876,0.14519273655330756,0.3853503769195676,0.5974945721100913,0.4669871142937879,0.2553866922312537,0.17008273851862662
Cerebellum_8_L,-0.3125844547412993,-0.4986410600094212,-0.08546549035823156,-0.3084150808572887,0.4414901155791641,-0.27300203383733207,-0.1910490619554868,-0.42890420528075085,-0.09138996433407219,-0.04309162362696662,-0.3702437068397961,-0.23108111432134068,1.0,-0.19367414535288807,-0.029729758000231442,-0.5456067548662259,0.8374144223369316,0.11397220568708412,-0.21542628218519524,0.26426488026712236,-0.26007320633142667,-0.5288848127042456,-0.4776307215452656,-0.22198216364555756,-0.5274718520964499
OFCmed_L,0.6942670699411684,-0.07879569112410745,0.6220173829582211,0.6023935160973921,0.15289896563192942,0.5331661643168241,0.15107474106269408,0.036498230636242364,0.018744418857135778,-0.27990135522339005,0.5756684984410335,0.5178451522567201,-0.19367414535288807,1.0,0.5556853860524263,0.10319336289893793,-0.34977289219674595,-0.3992808187874368,-0.2341404398716485,-0.13331940127704286,0.3916366383826678,0.5049824340619191,0.15760440111893573,-0.09213632755808482,-0.08414738430946837
Thal_PuL_R,0.4323717829774573,-0.19214488311257052,0.35182252714150475,0.38575553576035315,0.08826215713195833,0.33687657355517364,0.23017752536046018,0.0027404252871768182,-0.009832234074571875,-0.33627981888179315,0.5374320052303416,0.4373904498791724,-0.029729758000231442,0.5556853860524263,1.0,-0.08869145725832882,-0.06970772383759608,-0.3047922851232334,-0.4400946791166932,-0.16387182161757907,0.21137997705784536,0.3890747411417177,0.0814555745757007,0.06511449459997716,-0.34747696227126973
Postcentral_R,0.05521107332304528,0.667801282134174,0.3709731647639467,0.3961187929419524,-0.042091098932603675,0.6278617371831615,0.529013968291334,0.840434089850832,0.40341948089494367,0.357091148951769,0.4659542429009803,0.42916375676951546,-0.5456067548662259,0.10319336289893793,-0.08869145725832882,1.0,-0.4170352107415817,0.16927012799176663,0.6201453856416792,0.31790831845002465,0.45625459315320493,0.6891322189050824,0.8527126805549986,0.3120254825306381,0.8618323965792467
Vermis_7,-0.41087692951060184,-0.41666371112217626,-0.15300109458418604,-0.4469532124724355,0.2796652130875281,-0.26975554090983034,-0.1056846848209152,-0.3799168383973343,0.027294917255174248,0.1492068105271705,-0.42587459701339203,-0.23011470031790793,0.8374144223369316,-0.34977289219674595,-0.06970772383759608,-0.4170352107415817,1.0,0.20504042745027312,-0.11729200073313191,0.4527466475127187,-0.29999814628436633,-0.49219353876334315,-0.4216732653805399,-0.22103278962210696,-0.36093728739841086
Olfactory_R,-0.21645591500584013,0.3239554171280603,-0.05016349557184946,0.02032610172286413,-0.0674727288697772,0.13101147689281792,0.2927295937912098,0.2605861760698207,0.33590944790697785,0.3322490040972197,-0.3313408394524392,0.08929147312801179,0.11397220568708412,-0.3992808187874368,-0.3047922851232334,0.16927012799176663,0.20504042745027312,1.0,0.47729364537480967,0.5435481544190666,0.19275621335284246,-0.07411509628497234,0.22902536964656514,0.19130952430090295,0.3469905937987711
Occipital_Sup_L,-0.1460053461776839,0.741585108111621,0.1465352511350232,0.06648337550530516,0.036568644066218466,0.2744763605847859,0.37605565715481704,0.620321220277187,0.3692034915983986,0.41283563726831474,0.020562943569322062,0.009759247882841876,-0.21542628218519524,-0.2341404398716485,-0.4400946791166932,0.6201453856416792,-0.11729200073313191,0.47729364537480967,1.0,0.5554964579804065,0.42205029813524375,0.18731317661019137,0.6050403606455051,0.2588250233113563,0.8411138060244314
Temporal_Mid_R,-0.08065800131674467,0.20851866118950044,0.1599524771467922,0.04848972485918829,0.2494750410363813,0.39818546899653984,0.29780473545874975,0.285866434305896,0.4994994933919756,0.33619597700182935,-0.08488959269010686,0.14519273655330756,0.26426488026712236,-0.13331940127704286,-0.16387182161757907,0.31790831845002465,0.4527466475127187,0.5435481544190666,0.5554964579804065,1.0,0.204184259797148,0.07635899976638792,0.2557848504347704,-0.09237799864462337,0.45620917232641006
Amygdala_L,0.19139464990814142,0.6393840944314261,0.5060203637829296,0.5243548412962935,0.15335009140624947,0.652912000000304,0.7031134429320611,0.6617503118471447,0.2771726614716292,0.09141609130857954,0.42799420188239135,0.3853503769195676,-0.26007320633142667,0.3916366383826678,0.21137997705784536,0.45625459315320493,-0.29999814628436633,0.19275621335284246,0.42205029813524375,0.204184259797148,1.0,0.5656344258009662,0.6658492662590021,0.5416042070234023,0.36863689343956924
Putamen_R,0.42277469948185037,0.417445232104398,0.450906228798915,0.7658624546740215,0.017231437952523097,0.8614513220027684,0.6213222058458527,0.6611929909066756,0.41695996645811256,0.04763975838416488,0.7555443228379708,0.5974945721100913,-0.5288848127042456,0.5049824340619191,0.3890747411417177,0.6891322189050824,-0.49219353876334315,-0.07411509628497234,0.18731317661019137,0.07635899976638792,0.5656344258009662,1.0,0.7513157545247997,0.30115586952881424,0.4445102320333929
Frontal_Sup_2_R,0.1229236210487338,0.8087203826691983,0.41715256307390564,0.540385428642244,0.05276313129216821,0.7004905591902084,0.7837024794453123,0.9109071977595176,0.4643127832810213,0.22767288163441604,0.5336038734388397,0.4669871142937879,-0.4776307215452656,0.15760440111893573,0.0814555745757007,0.8527126805549986,-0.4216732653805399,0.22902536964656514,0.6050403606455051,0.2557848504347704,0.6658492662590021,0.7513157545247997,1.0,0.6068981939797997,0.7234639957137713
Precentral_L,-0.23659670263095428,0.7428419303665049,0.22216604506378676,0.18241831707481715,0.017277320875711866,0.25282893975099985,0.6886651358950445,0.659740959732906,0.1450622244642656,0.08869114326786576,0.1924390756086714,0.2553866922312537,-0.22198216364555756,-0.09213632755808482,0.06511449459997716,0.3120254825306381,-0.22103278962210696,0.19130952430090295,0.2588250233113563,-0.09237799864462337,0.5416042070234023,0.30115586952881424,0.6068981939797997,1.0,0.1703531750577677
Angular_R,0.020101683730059747,0.7025602999285394,0.175565152107784,0.2363443025528334,-0.1174867902637113,0.42601016752424914,0.39528914110675634,0.6849545695033431,0.4565647701858957,0.4395703732561448,0.20415638611308187,0.17008273851862662,-0.5274718520964499,-0.08414738430946837,-0.34747696227126973,0.8618323965792467,-0.36093728739841086,0.3469905937987711,0.8411138060244314,0.45620917232641006,0.36863689343956924,0.4445102320333929,0.7234639957137713,0.1703531750577677,1.0
