,Thal_PuI_R,SupraMarginal_R,Cerebellum_8_L,Thal_LP_L,OFCant_R,OFCmed_R,Thal_AV_R,Calcarine_L,Postcentral_R,SupraMarginal_L,Frontal_Mid_2_L,Thal_MDm_R,Thal_VA_R,Frontal_Med_Orb_R,Thal_VPL_L,Red_N_R,Thal_PuM_R,Supp_Motor_Area_R,OFClat_R,Cerebellum_10_L,Cerebellum_Crus1_L,Occipital_Mid_L,Thal_PuL_R,ACC_sub_L,VTA_L,Hippocampus_L,Precentral_L,Thal_MDl_R,Cerebellum_10_R,Cerebellum_8_R,Cerebellum_9_L,Insula_R,Occipital_Sup_R,ACC_sub_R,Parietal_Inf_L,Thal_MDm_L,Cingulate_Post_R,Temporal_Mid_R,Vermis_3,Vermis_9,Putamen_R,Frontal_Sup_Medial_R,Thal_VL_R,N_Acc_L,Frontal_Inf_Tri_L
Insula_R,0.3472937058848919,-0.3096052357256849,0.6626668537758141,0.06377249417867582,0.29722114937547595,0.652275782020067,0.02361797430843804,0.041157247245611435,-0.2393957267784153,0.013226957576139675,0.6013307065759184,0.12830908739896454,0.37857582901924464,0.2810286273828871,0.16696830653216702,0.5662123888650032,0.40363049032189185,0.007301616217218562,0.6114044961709558,0.5293645414784339,0.23854844735207117,-0.44974838880757323,0.5506349083495289,0.2087036646693098,0.12667818579532195,0.5053208776148684,0.14258962608991663,0.26224047567543785,0.5531459925129939,0.13653105301170745,0.6355477322018764,1.0,-0.3444490145297697,0.18293418644248433,-0.2936764766441297,0.3928710250672452,0.5052773587320276,-0.17410940032191138,0.06795574565853386,0.3988984796336541,0.7077773490588172,0.754140582483184,0.20835232606291335,0.1569965868822388,0.5035997664720906
Occipital_Sup_R,-0.3064028767918022,-0.2806658867098144,-0.10405318154355814,0.20044756027062813,-0.18635906736903626,0.004828779461520609,-0.041556758997107826,0.38899111604127823,-0.3474618233450307,0.1287823946047194,0.03703380639175945,-0.1457309880170289,-0.20820280574757624,0.1262912242435935,0.06849885064879767,-0.07030779799179698,-0.2943467549330486,-0.23442057060243807,-0.36019639149089056,-0.041638547094149304,-0.16842940463344622,0.9275665157658095,-0.38902199292943396,-0.06226761591913893,-0.06528293973404645,0.08949172708566829,0.02199265039280256,-0.3417939199166763,-0.015810568418434517,-0.26586461632524233,-0.11628432406245653,-0.3444490145297697,1.0,-0.1954329405471838,0.13650744545031315,-0.08142735172077199,-0.2655440570306979,0.7606531117497572,-0.23039037606694635,-0.26792075703859103,-0.2491374284497642,-0.2282288523027537,-0.18716605081890939,0.0339375100268446,0.1438918662122669
ACC_sub_R,0.36226607046557424,0.25573442000338226,0.3606221311904649,0.18537599516898093,0.530489394389552,-0.034788107285573494,0.04869784607605988,-0.012389786550711207,0.40082276134936434,0.3683431275862234,0.4730585328895202,0.5331975446349133,0.4131047306704992,0.11462113738854232,0.2517434908500381,0.3688092415193449,0.5476210877602179,0.4825169726008551,0.38510791169046305,0.14079831672906112,0.25990831831515465,-0.18319176064303097,0.33484359641075745,0.24651268646289184,0.2987901615247147,0.23749143188017585,0.6135975900826054,0.3044704812033133,-0.10806689285258161,0.5630005741033829,0.016343631728493603,0.18293418644248433,-0.1954329405471838,1.0,0.29284734495949977,0.5667607893642311,0.5284461038069489,-0.017772011367884734,0.06510786838775312,0.04251321983004761,0.45882435846567243,0.3495773883624231,0.284706426546066,0.27641619668179257,0.4513135838553866
Parietal_Inf_L,0.17890337585477176,0.7160346100660498,-0.15387873828876436,0.17228583261189426,-0.09405514128176197,-0.5111622974374648,-0.3077334846438904,0.4961552905711064,0.6917293825071789,0.8243461781685356,0.04343059851895281,0.4292967579243415,0.1816833501174816,-0.37603939427671434,0.2955472415342686,-0.07580023495461394,0.10547610439699244,0.6124655004673375,-0.3609393166784128,-0.5930145565018203,0.21916006852553654,0.263584645922971,0.01955968838961687,-0.03746848795769251,0.37390977908080614,-0.44630035455517925,0.6554684976681809,0.15998794100159341,-0.7263221222288936,0.33477103251536805,-0.1933390366765087,-0.2936764766441297,0.13650744545031315,0.29284734495949977,1.0,0.23534799012040075,0.2847613872438425,0.2158867636512372,0.6102348407537568,0.2525945342724859,-0.2420253807840767,-0.2478920481550108,0.04433244900641739,0.2610758684162936,0.17171797391659954
Thal_MDm_L,0.4669036596667673,0.14930764525795895,0.47106831400681204,0.14350366859684652,0.4100859198788855,0.09503640145568998,0.15553034670693755,0.08948620077495487,0.32676954091167004,0.36147810644551814,0.6723942953921479,0.7872893884094171,0.5314473973377343,0.1328854905483952,0.47989968786953846,0.3938835758159846,0.6355543034854332,0.5746696512181828,0.4551044942328823,0.11209006141899075,0.05165485835964062,-0.09359593206270225,0.4392937851102327,0.3064615275696968,0.051844110959032366,0.3873380447567616,0.7477431281904233,0.48669993768839714,-0.013138260551775267,0.44108275516283957,0.06812634248640691,0.3928710250672452,-0.08142735172077199,0.5667607893642311,0.23534799012040075,1.0,0.5338869935184404,0.0970705802850514,-0.016823532242029753,0.021455123513441445,0.6292930759635402,0.46456414649360056,0.3090202766114425,0.4397625956273965,0.7678135856452646
Cingulate_Post_R,0.5838963741884883,0.18636537566580758,0.5957798899936216,0.1970858465048694,0.3457365993203539,0.19566582775414168,-0.05051157456177899,0.23527717483159394,0.3045486127970838,0.49482852145230244,0.6104995889250279,0.4738406810319428,0.5254313769384795,0.026390691318620013,0.4736844398131421,0.63790510663575,0.6507452747468678,0.5228843169154035,0.3945800831682005,0.2832871301368174,0.483922656719983,-0.26349680924547336,0.5528405024548432,0.1891921558967943,0.4293308869012273,0.3001756162492334,0.6704791139770223,0.4416120504649744,0.0960825790320886,0.4880238201355615,0.40210865865237855,0.5052773587320276,-0.2655440570306979,0.5284461038069489,0.2847613872438425,0.5338869935184404,1.0,-0.05432652889552473,0.2992231548956746,0.36147499761538227,0.5736795872669358,0.5588228368710607,0.36428328699206525,0.29031453890351566,0.6075994346746911
Temporal_Mid_R,-0.06740154253981494,-0.08958516136207151,0.010918363297535344,0.18205702186157188,-0.19056113727483015,-0.036508144201956166,0.04282251048162742,0.5465993523244799,-0.15540489937444096,0.2897283835967105,0.20115065331308918,0.0459533113613862,0.03511036407450135,-0.04792005565841844,0.2203685833902493,0.08219818103403523,-0.06947595400880203,-0.029991441372597346,-0.2600911698972798,-0.06588297963723323,-0.09450087189905483,0.776840000139694,-0.23315554688340992,-0.0773133362743835,0.1467960854374503,0.11642652877982912,0.2260673607081222,-0.16965990862494096,-0.09582204912295839,-0.16606512777106658,0.035289915449491144,-0.17410940032191138,0.7606531117497572,-0.017772011367884734,0.2158867636512372,0.0970705802850514,-0.05432652889552473,1.0,-0.0729136524409237,-0.0757162812286668,-0.08738512068598496,-0.07942935847256682,0.01231907950871735,0.1250379085963049,0.29051662033627174
Vermis_3,0.2160983145496855,0.5975009156038755,0.023781368541635175,0.005127753591100656,-0.12040102458509355,-0.31072822157487395,-0.34130776216022035,0.5026526551496279,0.5076627085983433,0.5783440151232323,0.004687745000630519,0.1743349467036383,0.27589529544185615,-0.5101077346007372,0.21709707057052202,-0.04487646814445662,0.06731668305184162,0.3820859201976953,-0.1603203992201812,-0.4992005584223869,0.42966886684216393,-0.1618990552369189,0.07558931510430027,-0.29464639003774923,0.397261643157323,-0.5298901975605425,0.3600653369767225,0.15428802823292084,-0.5624021853320561,0.27409509500754525,0.24561085367431193,0.06795574565853386,-0.23039037606694635,0.06510786838775312,0.6102348407537568,-0.016823532242029753,0.2992231548956746,-0.0729136524409237,1.0,0.7335549629666847,-0.090638050919184,-0.032014653038047555,0.10000107103752391,0.23457118594523343,-0.0035297103714543696
Vermis_9,0.2645197669732929,0.2949696742344275,0.2548526569827466,-0.03154936684062976,-0.017719791857138827,0.08874703065346674,-0.21568430503717254,0.48091289471376836,0.19577602004543876,0.452432800608308,0.12134658520552742,0.1128671661420786,0.33019782404708636,-0.43227115461293153,0.21990816668300509,0.14692794762793715,0.11798371629376546,0.14651143260426236,0.0693742089301388,-0.2784767898610627,0.5399817880242098,-0.2545985381889745,0.2090106721021386,-0.22035796557841947,0.3641784762434384,-0.30749618113803645,0.23499018741592337,0.24649723210579105,-0.23513938260846773,-0.025518014948066346,0.6430899359274517,0.3988984796336541,-0.26792075703859103,0.04251321983004761,0.2525945342724859,0.021455123513441445,0.36147499761538227,-0.0757162812286668,0.7335549629666847,1.0,0.15588699895723201,0.21061303248301996,0.09732686225968018,0.15991632854469434,0.07051991138137687
Putamen_R,0.35798584081820617,-0.25023790820310043,0.6959641004455495,0.25797592574374467,0.43643809243678566,0.5725419473338432,0.1663988071682804,-0.04263439313860562,-0.0733777039082956,0.015201140418596028,0.8095668554941208,0.33992237116489177,0.6337442100868431,0.37968767927377345,0.4689921177161956,0.638700905086063,0.681538547090968,0.18981414635936536,0.8171239879056601,0.5592915670571403,0.28439449441178083,-0.34089834586850504,0.5620273347048182,0.297176855426503,0.1510752117581376,0.6135522444678548,0.40703125855279415,0.3810117661022618,0.4845891118764015,0.3565688405029224,0.40478557770533136,0.7077773490588172,-0.2491374284497642,0.45882435846567243,-0.2420253807840767,0.6292930759635402,0.5736795872669358,-0.08738512068598496,-0.090638050919184,0.15588699895723201,1.0,0.8615233728721868,0.5368599295998769,0.3919187797877667,0.74180261185916
Frontal_Sup_Medial_R,0.14722075495183778,-0.35567939134792054,0.6488143046797696,0.24984191474032627,0.40170003864108583,0.6854948545832431,-0.0036592315027292677,-0.04477976033246217,-0.21660333449268815,-0.01698855497396651,0.8641917666792004,0.12938723717161327,0.46652715160052954,0.5153902759128133,0.3073221248441993,0.5946060895598305,0.5128341986144664,0.021432628565182767,0.7834923904288503,0.576498856929122,0.3676199767565828,-0.33620001438945246,0.5946945055171344,0.34861732230259157,0.1720950929101005,0.5287617075850586,0.296788227133028,0.36739475737961835,0.522506897859398,0.2799674074293576,0.4134234951178675,0.754140582483184,-0.2282288523027537,0.3495773883624231,-0.2478920481550108,0.46456414649360056,0.5588228368710607,-0.07942935847256682,-0.032014653038047555,0.21061303248301996,0.8615233728721868,1.0,0.3131332610560369,0.24400661113470185,0.6839240177636651
Thal_VL_R,0.32832000530301064,0.016479300680884035,0.21414699397205128,0.4151073327335017,0.09108415152810817,0.14720275648671463,0.2863990574131861,0.10609120090921145,0.18856840295207608,0.17498167573099774,0.3495573692656168,0.3622094743499249,0.8318980854796618,-0.16870350126548447,0.7571623107971002,0.43154559997781394,0.653450012295199,0.33291925087281377,0.31404061349834667,0.17431413124218303,0.21118955278109117,-0.18642651254477663,0.22869431160809797,-0.09895522004439891,0.4646251655774269,0.2524708087538136,0.37344418258505707,-0.008842694502259933,0.05684011361228197,0.25503114165462415,0.19808390588566024,0.20835232606291335,-0.18716605081890939,0.284706426546066,0.04433244900641739,0.3090202766114425,0.36428328699206525,0.01231907950871735,0.10000107103752391,0.09732686225968018,0.5368599295998769,0.3131332610560369,1.0,0.6180728915031923,0.4951319013660037
N_Acc_L,0.09368585713071988,0.09354559770094047,0.1722346683168864,0.45703842167998693,-0.09613889751667089,0.020060608148483303,-0.16785112608136923,0.2753377316018847,0.16461955611722803,0.3940458144125844,0.4066864048807514,0.5260930579679312,0.6723090501385831,-0.16125671334820957,0.6923544289793945,0.15301509969709082,0.5619402104958098,0.2617661714556017,0.04150138382463674,-0.07161957155112784,0.08036710701120477,0.030635591589576336,0.2272090816220125,-0.01760847511015714,0.24088894044914433,0.05214103027926973,0.45635910896538445,0.17878415829338698,-0.11790230326311407,0.2709980118745611,0.21751487123090404,0.1569965868822388,0.0339375100268446,0.27641619668179257,0.2610758684162936,0.4397625956273965,0.29031453890351566,0.1250379085963049,0.23457118594523343,0.15991632854469434,0.3919187797877667,0.24400661113470185,0.6180728915031923,1.0,0.5654757734564608
Frontal_Inf_Tri_L,0.2827117327339961,-0.1246683704373374,0.5316556387153077,0.45937580342025686,0.26972737525070334,0.3784376950330904,0.019820862919255035,0.2961286824827043,0.013211145298293423,0.39600910957548746,0.875525929997704,0.5504628384778383,0.6410964492756064,0.2606327342496332,0.6853229411508986,0.5704535073500463,0.6404260116185577,0.35856004761401056,0.4542286167253824,0.32529803911456445,0.1947175609735057,0.11608901550461748,0.48691272424737064,0.3195214321058054,0.26838954856220243,0.5015526978406443,0.6751176008476247,0.3031456121541687,0.1935490474945866,0.32656467241207504,0.271327985945304,0.5035997664720906,0.1438918662122669,0.4513135838553866,0.17171797391659954,0.7678135856452646,0.6075994346746911,0.29051662033627174,-0.0035297103714543696,0.07051991138137687,0.74180261185916,0.6839240177636651,0.4951319013660037,0.5654757734564608,1.0
