,Cerebellum_8_R,Frontal_Mid_2_R,Caudate_R,Vermis_6,Temporal_Pole_Mid_L,OFClat_L,Heschl_R,ACC_pre_R,Thal_PuM_R,Frontal_Inf_Orb_2_R,Lingual_L,Frontal_Mid_2_L,Thal_PuA_R,Heschl_L,Thal_MGN_R,OFClat_R,Thal_LGN_R,Occipital_Sup_L,Temporal_Inf_R,Thal_MGN_L,Putamen_R,Vermis_3,Occipital_Mid_L,Thal_PuI_R,OFCmed_R,Cerebellum_4_5_R,Frontal_Sup_2_L,ACC_sub_L,Amygdala_L,Vermis_9,Vermis_7,Temporal_Pole_Sup_R,Thal_MDm_L,Thal_LP_L,Rectus_R,Temporal_Mid_L,LC_R,Thal_VA_L,Vermis_10,SN_pc_R,Frontal_Inf_Tri_L,Postcentral_L,Temporal_Sup_L,ParaHippocampal_L,Cerebellum_Crus1_R
Temporal_Pole_Sup_R,0.014949538906311004,0.4013847908027691,0.6470675687937233,-0.13056470952694887,-0.036787035758820044,0.1349815429048238,0.728437538051026,0.7004306354605547,0.37844119779426544,0.6955824281256513,-0.2227899366881885,0.6654623876630233,0.11462622718239342,0.5034623257656654,0.2944547413823154,0.2513002970475044,-0.14907445243221154,-0.2255747986108666,0.5639861182077514,0.4444743781272945,0.33580599904840225,-0.06222722300111685,-0.3803457785945592,0.09459324623486429,0.47727232680017734,0.1558420206315835,0.5447828514775809,0.4914660778981941,0.3222218708142503,-0.262610247614268,-0.17640613591452384,1.0,0.09900094537592594,0.21484775289387104,0.5548500927333502,-0.3666250327722538,0.283566244892399,0.44450569574851195,-0.24790571758431554,0.2062096575061356,0.6481826086214716,0.4545547675232076,0.2107177662873842,0.4850917915367804,-0.0034179368607648057
Thal_MDm_L,0.287149290331748,0.007350193015790681,0.13394257011198102,0.3526871068514597,0.0614739051411214,0.040774138028150164,0.026689370110551388,-0.006132645042413753,-0.01820022241355383,0.12241953894641473,0.2895847636826066,0.038205492881044995,0.12512275228067085,0.22031567762021143,-0.07911928241469843,0.08532564728405427,-0.036813985731250956,0.39687237820287175,0.4787262347123686,0.21561045109408597,0.17429915605605692,0.47013769641147907,0.3150824006166813,0.23926647874015364,-0.1804644478744539,0.3135668719090698,0.12408889808992873,0.010553579935010876,-0.3552919337230465,0.3690510567745157,0.1321522439827104,0.09900094537592594,1.0,0.18766663827024643,-0.1343297741465072,0.1738790608401473,0.007324070338808725,0.25629199691839555,0.030379506129281777,-0.15804744867555112,0.013439713247015688,0.16774835392570978,0.261284759876058,-0.00779353813060485,0.411000351199391
Thal_LP_L,-0.19786120030318388,0.19364864993818898,0.5140205864006383,-0.20784064011344977,-0.2938535970244167,0.12591701559705887,0.26757726424115663,0.3327633998904069,0.21265595328628709,0.23984971828619092,-0.024108821779525287,0.45482280213229265,0.17792410746176254,0.09054443731139736,0.1475500604896568,0.1825322204107469,0.14487505686914265,-0.06503335746200137,0.18377418355378397,0.4567323399072419,0.3158779949699563,-0.003214177995608889,-0.1694129919286059,0.2539149146552042,-0.0035666324584582025,-0.12954750477198082,0.37962337935726587,0.04611608058838587,0.050140899582289816,-0.17930327525368428,-0.3266359063707516,0.21484775289387104,0.18766663827024643,1.0,0.19497392058302518,-0.23431308627194358,0.11130152698660756,0.4019635184874456,-0.19257887718600702,0.11619069519871138,0.2940362655577541,0.41778002006197773,0.09767914358624623,0.15854223038797544,-0.1658991083611432
Rectus_R,-0.35082182569854503,0.2702708346617539,0.6256100168838922,-0.4028990017820183,-0.23799937304652585,0.0661758503401255,0.5750976475472598,0.6638209103197201,0.4405494865814846,0.5971944299854179,-0.4895060803591447,0.7300775821648076,0.1472473349423064,0.3569990552512969,0.3873974523055548,0.3335414873892796,-0.008589931571526542,-0.2815520382872852,0.2687910409946692,0.3515484092946406,0.4337390300817429,-0.3586406086749218,-0.5224958382920419,0.20741303478541287,0.7068777774660663,-0.01896293055871603,0.6077907151921347,0.6158626586214742,0.6540334379590579,-0.5365760441099572,-0.4553279986131841,0.5548500927333502,-0.1343297741465072,0.19497392058302518,1.0,-0.4627264550071687,0.24014544216200018,0.385025989172031,-0.3575533228681251,0.3768455471843006,0.6437859536116937,0.5254306594516618,0.078583605578763,0.5922107518384888,-0.3769533093742207
Temporal_Mid_L,0.570632397444615,0.10597884925628483,-0.41772752708850747,0.7781477564035001,0.6233065111115894,-0.23652741038704825,-0.2704992692208021,-0.5012959753821402,-0.06635662731373283,-0.6532687753566796,0.7981974082827125,-0.4969347664463323,0.008306673749653501,0.2114408186900186,-0.025812164835851272,-0.5957252314800571,0.3462573749218089,0.6931078409474489,-0.04712430143481314,-0.28754898582431265,-0.04109526836282131,0.6213824374818657,0.8203242847659914,-0.22866467211834507,-0.2970922732129882,0.40321730369971964,-0.234793815180695,-0.5040058223543906,-0.5144006980304427,0.8074560328998186,0.7611188206271157,-0.3666250327722538,0.1738790608401473,-0.23431308627194358,-0.4627264550071687,1.0,-0.14551646111800157,-0.1293440637154738,0.6305945999206558,0.045300133797016556,-0.3520371045169003,-0.4808760376448661,0.6534023256726369,-0.45113311106200676,0.5918100785946664
LC_R,-0.13001290806001867,0.24308777585483335,0.3446522926955811,0.05540366939412513,-0.06754080545504396,0.2747048655988697,0.29612691300297767,0.32462465058660256,0.30693154557685426,0.25672571818777823,-0.18944097353654357,0.32130557916046615,0.1608720444017726,0.2083101053579079,0.12278646069361016,0.33622113171274726,-0.08075281924127563,-0.07290946357813378,0.2737518139692605,0.05039067971411642,0.34955369300617806,-0.012039759415266074,-0.23927371363410826,0.13085840315403108,0.3138056902964114,0.3338220635748557,0.34554282283871474,0.1604414973487753,0.2664422291812812,-0.18963614763384293,-0.19064878713244265,0.283566244892399,0.007324070338808725,0.11130152698660756,0.24014544216200018,-0.14551646111800157,1.0,0.3501338158202943,0.09209239254620981,0.16621923140301892,0.31417911212532873,0.3032346319636876,0.15357835931770275,0.4057700587344786,-0.1461539390105729
Thal_VA_L,-0.2893807007426496,0.5320712618487358,0.7171020106911822,0.009720449458016233,-0.055461712308310485,0.3312032134314826,0.4451664142196161,0.5514047948089622,0.5683121565582432,0.4465144787419589,-0.1694948524431286,0.6305308491483518,0.3704829553026361,0.5376419245183578,0.25831887414170107,0.3519821702611142,0.07964482945190153,-0.0002159839557652187,0.2819357991972729,0.30762605591449854,0.6992303239388225,0.13359992119005143,-0.250228669580977,0.3700565675965615,0.2769232302877938,0.4091394688132895,0.6566019839947915,0.34191874000646383,0.35724565891792504,-0.28358301263574087,-0.28299801018624887,0.44450569574851195,0.25629199691839555,0.4019635184874456,0.385025989172031,-0.1293440637154738,0.3501338158202943,1.0,0.04525587692854354,0.2682073845083723,0.612725009259273,0.5406795224740665,0.38861909487154966,0.5549695642114844,-0.21513298014675858
Vermis_10,0.2856853110796555,0.2668168894362025,-0.26122800268379254,0.6491178665948718,0.2956427921481284,0.16245807727100642,-0.18916766120159847,-0.3205623262556671,0.11417698705476376,-0.49736885234867784,0.5088682261521047,-0.3423985386872251,0.2375401252940814,0.14190001965231758,0.03100897796733353,-0.26311537039425603,0.2937196297384639,0.36188046303641946,-0.06890916351754627,-0.3629362208198929,0.04083063218835347,0.3667923058066476,0.4218930631960346,-0.09997434167148782,-0.2590949343765549,0.563721673452214,-0.06493862865782661,-0.4936201187598314,-0.3063050329840486,0.5058239014173664,0.40454964412893923,-0.24790571758431554,0.030379506129281777,-0.19257887718600702,-0.3575533228681251,0.6305945999206558,0.09209239254620981,0.04525587692854354,1.0,0.014288437930793747,-0.20273705089187977,-0.22843030879052867,0.4914243492772258,-0.11304337474236416,0.2149971989563082
SN_pc_R,-0.13584788541836867,0.2536679464100357,0.3887728447170177,-0.012698895710235992,0.10058326093050177,-0.09784234788464993,0.35047600782667937,0.3097247120096294,0.2664831340757157,0.08406033406983159,-0.07003583476981759,0.2782536158543655,0.17383698708141074,0.26934344813233313,0.4156921167355118,0.05869315839914862,0.18298893528845064,0.03489770025366386,0.015157478143415575,0.12458257317668743,0.32939762953476126,0.1276247599505035,-0.08863657587845511,0.07042456206743258,0.3268043601168867,0.11900455504160344,0.26844852403769603,0.24674731480168258,0.40048555486665594,-0.10072105488452168,-0.06471222957418583,0.2062096575061356,-0.15804744867555112,0.11619069519871138,0.3768455471843006,0.045300133797016556,0.16621923140301892,0.2682073845083723,0.014288437930793747,1.0,0.384935902035391,0.10347752906171227,0.23187639667757387,0.3090706679791283,-0.13885267666959955
Frontal_Inf_Tri_L,-0.39307303495691354,0.5634174777480794,0.7948524537973891,-0.18967837817825065,-0.11778989252347528,0.4198098313771006,0.5652104192992133,0.787195101235263,0.6045870213675184,0.7101919326412021,-0.39290031336651726,0.8357393547087887,0.36461912063037893,0.5304189514899943,0.2852114335913015,0.4799675209020347,0.04333805047825414,-0.29947954111809044,0.27018966858112686,0.46199882720175744,0.7091091108220138,-0.042407231508044436,-0.5594617546407947,0.36351067865343545,0.6032437974017173,0.25442560624742017,0.7986438369339475,0.6563295229799603,0.6059477915442767,-0.4988357816485923,-0.4457832454770743,0.6481826086214716,0.013439713247015688,0.2940362655577541,0.6437859536116937,-0.3520371045169003,0.31417911212532873,0.612725009259273,-0.20273705089187977,0.384935902035391,1.0,0.6517571422997643,0.30502714098375433,0.6761731189269429,-0.3720567797624325
Postcentral_L,-0.3508940443015558,0.378892582652477,0.6472288175673642,-0.2544594613333812,-0.5047070880406581,0.4805715488331153,0.4932808052160958,0.5255951325324341,0.33910577515209783,0.5903007868448273,-0.31582166799022154,0.7372094220537665,0.3312440528213876,0.23188564298401804,0.25673313912543866,0.5144145619103894,-0.1411098801587362,-0.13778931944628198,0.44393206014893855,0.43426524711733483,0.5313018002455951,-0.1708793283095161,-0.45305641656786416,0.3828373933753713,0.34643043200283674,0.08435092602964823,0.7593155592559856,0.37357654723259665,0.3800241819958204,-0.47424557739723977,-0.5886402253401681,0.4545547675232076,0.16774835392570978,0.41778002006197773,0.5254306594516618,-0.4808760376448661,0.3032346319636876,0.5406795224740665,-0.22843030879052867,0.10347752906171227,0.6517571422997643,1.0,0.12313669393820655,0.5340959585142971,-0.3686325501118706
Temporal_Sup_L,0.34025965234371375,0.5580068143573635,0.23258202410881484,0.6256008419135617,0.4728381295057361,0.016319519729654966,0.28778100667893164,0.10635892294738163,0.32564030968248425,-0.0625458230286581,0.5514282119730173,0.1809897869742525,0.2809919343299425,0.684205266890957,0.2600284323733163,-0.2606059981641759,0.2851539108335412,0.44494998399090535,0.37729869783872644,0.09178803020559632,0.4440951010850834,0.534919271058046,0.40831524353080456,0.01740697953988441,0.19325261296992313,0.6002010261637497,0.3804567528054774,-0.07143266684473072,-0.13240446618009447,0.43742054787784224,0.39545520682182345,0.2107177662873842,0.261284759876058,0.09767914358624623,0.078583605578763,0.6534023256726369,0.15357835931770275,0.38861909487154966,0.4914243492772258,0.23187639667757387,0.30502714098375433,0.12313669393820655,1.0,0.07520658986102927,0.347887020255071
ParaHippocampal_L,-0.47158124285901337,0.34653882721574936,0.657366643073204,-0.2842928968709147,-0.13425699403339844,0.3738637104558203,0.43137828679718404,0.6631883708240266,0.4850401350203238,0.6592154360107689,-0.5558049551528663,0.6742931251908204,0.3319911634631596,0.3320112726174949,0.23336298374627554,0.4967746016136795,0.02128972993721489,-0.3179469887316084,0.17518030718940641,0.262467262993439,0.6653842922937059,-0.15789288384063943,-0.616252309801523,0.3085087102681832,0.5563185947972611,0.3127429504291172,0.6093160138663121,0.5898286861508409,0.7192235087880745,-0.618020325629564,-0.49182476714722134,0.4850917915367804,-0.00779353813060485,0.15854223038797544,0.5922107518384888,-0.45113311106200676,0.4057700587344786,0.5549695642114844,-0.11304337474236416,0.3090706679791283,0.6761731189269429,0.5340959585142971,0.07520658986102927,1.0,-0.4858974174158137
Cerebellum_Crus1_R,0.8810247948104828,-0.21186405362493965,-0.34882751050550564,0.6270889593601167,0.35504653647945916,-0.2970838389325762,0.04190031350555422,-0.45184034213563035,-0.20891159657717343,-0.3703946991888971,0.6945380862922372,-0.43240427815529875,-0.23741507996337735,0.19974448976308648,-0.05364003297330286,-0.47663949892640217,0.031234728752845387,0.5791324433082295,0.47169979449681376,-0.02624617518339021,-0.320855286055454,0.5275589547699366,0.7826794461180147,-0.33638418581729596,-0.3578613701821678,0.1506294492387241,-0.3173851224623295,-0.44184281295673133,-0.69595849881884,0.8328508285207601,0.8336346337964093,-0.0034179368607648057,0.411000351199391,-0.1658991083611432,-0.3769533093742207,0.5918100785946664,-0.1461539390105729,-0.21513298014675858,0.2149971989563082,-0.13885267666959955,-0.3720567797624325,-0.3686325501118706,0.347887020255071,-0.4858974174158137,1.0
