,Frontal_Med_Orb_R,Cingulate_Mid_L,Thal_MDl_R,Cerebellum_7b_R,Putamen_L,Rolandic_Oper_R,ACC_pre_L,Red_N_L,Red_N_R,Occipital_Mid_L,Thal_PuI_R,Cerebellum_10_R,Thal_MDm_L,Rolandic_Oper_L,Cerebellum_Crus1_L,Frontal_Inf_Orb_2_R,Thal_LP_R,Frontal_Sup_2_L,Temporal_Sup_R,Putamen_R,Cerebellum_9_L,Frontal_Med_Orb_L,Thal_LGN_R,Thal_PuM_R,Thal_LGN_L,Frontal_Inf_Orb_2_L,Temporal_Mid_R,Insula_R,Thal_MGN_R,Thal_LP_L,Temporal_Pole_Mid_L,Paracentral_Lobule_L,Thal_AV_L,Thal_VL_L,Thal_VA_R,Occipital_Inf_L,Vermis_7,Parietal_Sup_L,Thal_PuM_L,Angular_R,Cuneus_R,Cingulate_Mid_R,Olfactory_L,Vermis_1_2,Amygdala_R
Temporal_Pole_Mid_L,-0.1401654745229766,0.12673406694747502,-0.3969142528581311,0.7154135253842379,-0.019354301192587166,0.08330346127668203,-0.18486434326190998,-0.28776703468465403,-0.33420408756542697,-0.12062848500126111,-0.499017667964247,0.2588229499429131,0.19232264152482495,0.06240102904394516,0.6620469535000151,-0.07299387216731387,0.031960951228257706,0.06027507357415691,0.3986907300226522,0.26276512742447294,0.8689069479662422,-0.15069455120665187,-0.7560402994809342,-0.23006255604287698,-0.13669159917513393,-0.11058512773731156,0.6390999748486272,0.3669121492279339,-0.7486381954346828,0.279043955121916,1.0,-0.5489218133078582,0.19024170276239122,0.3579478972185911,0.19926306617241266,0.6031355085312561,0.922442300285063,-0.4387067986220176,-0.14219919290906735,-0.3104759513651742,-0.15158710890738142,-0.03529368522483145,0.2010723715317672,0.44898549048917497,-0.5165912838507066
Paracentral_Lobule_L,-0.5073375910429696,0.2423025867380207,-0.22838836794970774,-0.2931560805791224,-0.28238868340451695,0.17330841583286397,-0.21259758282195948,0.7390333662950853,0.7489013511721551,0.3325347963294084,-0.09244859311041163,-0.49485123168590817,0.10166776238516394,0.43306980485115615,0.12181202195510862,-0.05768453519607153,0.2563790328011142,0.30188625296416566,0.14511526638213582,-0.5596290541291209,-0.2831971692899001,-0.4952218683742789,0.6671466479190511,0.35591676134356687,-0.17728566560644904,-0.14817145844657037,-0.3401123747254142,0.020659216212290242,0.3565689947761657,-0.0031327518715043062,-0.5489218133078582,1.0,0.08822590466096197,0.2534826613972055,-0.6309529132429921,-0.2857680555140689,-0.5198502302787429,0.49637662986759745,-0.2933450046054001,0.8463475010388342,0.5107349989950261,0.3561722040153494,0.10213514625307384,0.38461485051556127,0.08857518314679134
Thal_AV_L,-0.15963058925385099,-0.03756733508019781,-0.33264990269150857,0.1290735462695197,-0.2322879959389856,-0.06143605253683587,-0.1890220950972796,0.21016743033860383,0.15723983022987423,0.07382973703948877,-0.220057440955704,-0.005096627495585954,-0.0034257626106906853,0.1360384754494078,0.19599815541796425,-0.17475367514702347,0.02068837477077906,0.1176041293526558,0.16955514045569967,-0.2128472455441578,0.1594068772035183,-0.12706456225407106,-0.22468315397573388,0.004769792439090235,-0.29082964412494455,-0.03406257581142301,0.21370791696871627,0.0701608016800535,-0.24150095739615107,-0.03556732829493928,0.19024170276239122,0.08822590466096197,1.0,0.48435119548274314,-0.2068313717965245,0.12719280936949448,0.2140618736204233,-0.04374953609875122,-0.183021986084356,0.15265559846094506,0.05168320442143988,-0.12896771013417863,0.3112586961774508,0.12568916699582558,-0.11829826918073029
Thal_VL_L,-0.46073172298522763,0.19620800200917574,-0.6390965457981991,0.363349278252982,-0.3128087302837122,0.16272494016716893,-0.20789287974726192,0.36005322151035685,0.3498731924852859,0.41864074448515987,-0.5020656621304437,-0.07676294369106436,0.3638160738902668,0.38038981699586977,0.5362508999350144,-0.31478227654411334,0.04736689339528916,0.3520121145523536,0.46261048039973945,-0.17159432443298747,0.47994425246355304,-0.44718267952358853,-0.2360805731407329,0.07799460068316592,-0.20542317218020573,-0.17237445023016515,0.3253588791368887,0.4243059324147843,-0.29197259409525117,0.2512161624455151,0.3579478972185911,0.2534826613972055,0.48435119548274314,1.0,-0.4439343411374698,0.3360713976346174,0.37259904088455686,0.1333569775534205,-0.2653092233586887,0.48740049047987355,0.3785462609943217,0.15161739084828021,0.5645126499904256,0.592001734311855,-0.41404502661260684
Thal_VA_R,0.671578996130563,0.20103134401555955,0.6248559978304898,0.04650259383118121,0.7587056810032785,0.19879927024883676,0.59599570689703,-0.36941695103344085,-0.4143230065789298,-0.48832713406119455,0.42869438537024246,0.621334848361558,0.23926280861094557,-0.06999305979297973,-0.24685067229472898,0.5395439634848886,0.2026825081391986,0.09085122586273,-0.04745552001075079,0.7798186487996431,0.01573468994060567,0.5791639247125656,-0.1698957541335886,0.10570558317333756,0.4153701217294685,0.3830544785933604,0.19144643700588482,0.13001911357457732,-0.11989442481179549,0.2471457712278819,0.19926306617241266,-0.6309529132429921,-0.2068313717965245,-0.4439343411374698,1.0,0.053436140914964916,0.22322643516322335,-0.4039689977893257,0.5943406852607276,-0.7545554907992045,-0.5502937821344019,0.18942682102836067,-0.2782784229199176,-0.4527892369623058,0.49898933417677943
Occipital_Inf_L,-0.40237109829277506,0.12375943955121528,-0.38939830090634764,0.883659284751561,-0.17340372134086388,0.2697005513116796,-0.3825503044921087,-0.1267551715243457,-0.136126032551694,0.46179497048507123,-0.6584033151076365,0.12113185804384313,0.10763345226521047,0.013785986147587016,0.6398105542420669,0.03131460596343929,0.13664384626612366,0.23412245543477497,0.6554908699125518,0.08768911136347297,0.7528208272554366,-0.4718410358779323,-0.6319545982115415,-0.31278653401470585,-0.04112865257604399,-0.274861691060222,0.827734056533743,0.314169841309936,-0.735537443175507,0.22880447392066738,0.6031355085312561,-0.2857680555140689,0.12719280936949448,0.3360713976346174,0.053436140914964916,1.0,0.6819997052672283,0.22014832272912807,-0.3685570824457803,0.03064128292117631,0.42311898776236295,0.03106137175674606,-0.11996411911718337,0.46414177600873796,-0.34783252748360816
Vermis_7,-0.2376918879448433,0.12636838702232167,-0.36223517148751233,0.7877888576008859,-0.0180401029363619,0.1298296552732222,-0.2245101177559667,-0.2455979939525138,-0.2991180275810132,-0.01894003903607631,-0.5284394219353225,0.30850006838723915,0.22488379278720239,0.07206857489966126,0.6909301260105832,-0.03517582053654363,0.12229959668688442,0.11040752601378315,0.4967614093697631,0.2537605761647776,0.9141088534921109,-0.23838703811385387,-0.8104681030951605,-0.21943322379675553,-0.06628693877116755,-0.1299320055817139,0.7399067701641441,0.3758369173959242,-0.7683530721946759,0.2830863327290681,0.922442300285063,-0.5198502302787429,0.2140618736204233,0.37259904088455686,0.22322643516322335,0.6819997052672283,1.0,-0.35372418641591824,-0.1584195927902669,-0.28584096531254777,-0.0631319136136279,0.0031457945302339235,0.20027286544331474,0.4655887853141302,-0.45874577652104376
Parietal_Sup_L,-0.3959561040239204,-0.09005800555342577,-0.15549387329303194,0.09359928952705247,-0.4084742580622324,0.06620878640953345,-0.3528280601730504,0.3039458483026506,0.3352268475428533,0.8105637722529422,-0.20254439155286236,-0.2768023503253352,-0.1239157936736349,0.005907244044161421,0.0035170468392448943,-0.12642434397370642,0.0058093121440948225,0.1937243915732014,0.27868408248938237,-0.42869312056708275,-0.15431660178689366,-0.45669871190384487,0.2275423128783107,-0.01922453689349425,-0.15265116635814616,-0.36909571741434827,0.16660662718385472,-0.07252674952387911,0.19118527590407652,-0.0904707796456121,-0.4387067986220176,0.49637662986759745,-0.04374953609875122,0.1333569775534205,-0.4039689977893257,0.22014832272912807,-0.35372418641591824,1.0,-0.44060826380027723,0.5951531581278603,0.830208265776086,-0.03275792803650858,-0.14527723577318002,0.10938494297631655,-0.04521273861039511
Thal_PuM_L,0.660830793599138,0.34749318316536226,0.5393404281586615,-0.40950585077201557,0.7901240164797979,0.18601396799954278,0.7061479150792161,-0.025569178927580365,-0.11277856910310441,-0.5703370038242821,0.7195287732836607,0.5696987055487661,0.2987095806915853,0.16432063066312952,-0.46868560849445345,0.3920190715251977,0.2018329424173368,0.1478682731784421,-0.3301063160883917,0.7183193805605875,-0.3387821449834653,0.6581771075874299,0.24423500929202224,0.5298244404040527,0.3391403500844647,0.5158534212120212,-0.3281285420933973,0.14192939312123645,0.3246213375318132,0.26297333474703677,-0.14219919290906735,-0.2933450046054001,-0.183021986084356,-0.2653092233586887,0.5943406852607276,-0.3685570824457803,-0.1584195927902669,-0.44060826380027723,1.0,-0.5415733481114586,-0.6797526063414504,0.3004741304006766,-0.013276263495395502,-0.44771554805071995,0.6502460783301004
Angular_R,-0.6551884875857313,0.018986943460927847,-0.4955443594732661,-0.01056736406976183,-0.5666037750032515,0.101594886102821,-0.44001563101073693,0.5621939585681013,0.5960872532837868,0.5648983438845974,-0.3935659367181098,-0.5581778943630555,0.09015388302551174,0.2077337863546279,0.32990434092425486,-0.28253063645125587,0.05770837012379575,0.17638987249613888,0.3270853385738391,-0.6802536598006541,-0.03198052465081776,-0.6600567609689292,0.3644324036015268,0.115576790477287,-0.2910107592705444,-0.32821871774237715,-0.08029911899025381,0.04485254121304258,0.07298404577738761,-0.031101179897011916,-0.3104759513651742,0.8463475010388342,0.15265559846094506,0.48740049047987355,-0.7545554907992045,0.03064128292117631,-0.28584096531254777,0.5951531581278603,-0.5415733481114586,1.0,0.7805839431106073,0.1457139368930973,0.14336492845006685,0.5257939193649679,-0.24519750848820535
Cuneus_R,-0.6186782457892952,-0.13475896311877716,-0.41765018921973923,0.3060861141676552,-0.6068364004973541,0.09196717828647,-0.5575481641813315,0.30783449434729876,0.3541251559625959,0.8518244998398815,-0.5221145796018404,-0.3796415890838521,-0.023786777052434146,-0.01378276943640683,0.355901843999631,-0.26451691219980095,-0.019274223188766013,0.12309849465907062,0.47281964307089125,-0.5645789315529218,0.1602330721058211,-0.6679776589072347,0.025819069663231397,-0.15770444281586177,-0.2416770787065722,-0.45795353880397677,0.3210213224544322,0.04430963930509411,-0.10714012482007786,-0.06933328281618265,-0.15158710890738142,0.5107349989950261,0.05168320442143988,0.3785462609943217,-0.5502937821344019,0.42311898776236295,-0.0631319136136279,0.830208265776086,-0.6797526063414504,0.7805839431106073,1.0,-0.05277802138286388,-0.006228460933379413,0.41876663912815537,-0.32733213921176196
Cingulate_Mid_R,-0.0422242154077147,0.8957485330507984,0.0980974177998479,0.06881365561240074,0.5792109773587438,0.8216964890172291,0.3786276606937816,0.38382921558685673,0.3472249237039947,-0.1005341534128648,0.15570681656773352,0.1962055568554147,0.5009595322397398,0.7712609339836253,0.20540732759730765,0.666419613026742,0.6142959286958579,0.7160204941453484,0.46824870219581727,0.37716774402621495,0.08442362202475698,-0.1023574100650802,0.3369994568430363,0.5538523307541571,0.20551752173575566,0.30711709165425705,0.0693061007170484,0.6719189582319174,0.0343714411260026,0.44918450709490493,-0.03529368522483145,0.3561722040153494,-0.12896771013417863,0.15161739084828021,0.18942682102836067,0.03106137175674606,0.0031457945302339235,-0.03275792803650858,0.3004741304006766,0.1457139368930973,-0.05277802138286388,1.0,0.04452121957144212,0.3265675788174876,0.39574012121171254
Olfactory_L,-0.05794564387660961,0.06976307457645758,-0.29313546756875364,-0.050619549523088,-0.1441416094474377,-0.04306152643018229,0.0494149703054823,0.18164688146732924,0.22049541738843695,0.12124279552741514,-0.05461769685048675,0.0413514639792904,0.1941921112535983,0.30698457404683704,0.20562219075630922,-0.25778892886281146,-0.11722088839991947,0.10994276542544117,0.02455559508972586,-0.0028846114547634795,0.16997107586138896,0.059532840163215105,-0.12088528663036303,0.14427044208260162,-0.14485922966350387,0.1502823569516471,-0.04085102107925638,0.3179568371764288,0.053690143071752315,0.022654394951416648,0.2010723715317672,0.10213514625307384,0.3112586961774508,0.5645126499904256,-0.2782784229199176,-0.11996411911718337,0.20027286544331474,-0.14527723577318002,-0.013276263495395502,0.14336492845006685,-0.006228460933379413,0.04452121957144212,1.0,0.24458707387740902,-0.2564280231329939
Vermis_1_2,-0.771417030351095,0.36651097077670086,-0.6854654052560957,0.5922795297715773,-0.3257322455032235,0.2882327041849411,-0.4396276488475657,0.3941720269787432,0.38899850045877965,0.32182032192195836,-0.6723333266964014,-0.32293549966932084,0.21972670292623045,0.45128331972322777,0.888511088571289,-0.09993911132153341,0.30504158398553916,0.35497350451897886,0.6049909984291529,-0.27737020618132385,0.6993113488765879,-0.7501404160238357,-0.180117293904012,0.07239704631138229,-0.1583949038016919,-0.2586673099321142,0.36291141938853855,0.39397958826081875,-0.46133427901063384,0.2644522900526169,0.44898549048917497,0.38461485051556127,0.12568916699582558,0.592001734311855,-0.4527892369623058,0.46414177600873796,0.4655887853141302,0.10938494297631655,-0.44771554805071995,0.5257939193649679,0.41876663912815537,0.3265675788174876,0.24458707387740902,1.0,-0.49403777227742557
Amygdala_R,0.4922635250278726,0.38902807446897786,0.6873205414656116,-0.4545820885229691,0.698021750685686,0.2942681152194152,0.5681454402013469,0.2863625423496248,0.25334332918168156,-0.31364986605349104,0.6581691302830441,0.34364416394755104,0.2717167267615406,0.2271252783077398,-0.4985756154752438,0.5617878393211786,0.35773977457518213,0.3120565202686262,-0.23803982083535863,0.4678007464681759,-0.5482858849201356,0.4496784738449553,0.5537650772403412,0.518877736443393,0.36889466292502754,0.4506402269176468,-0.337122254572344,-0.001489494611400959,0.4134859311804522,0.16879393218354788,-0.5165912838507066,0.08857518314679134,-0.11829826918073029,-0.41404502661260684,0.49898933417677943,-0.34783252748360816,-0.45874577652104376,-0.04521273861039511,0.6502460783301004,-0.24519750848820535,-0.32733213921176196,0.39574012121171254,-0.2564280231329939,-0.49403777227742557,1.0
