,Vermis_7,Cerebellum_4_5_R,Temporal_Sup_R,Hippocampus_R,Cerebellum_Crus2_R,Insula_R,Olfactory_L,Thal_PuL_L,Thal_PuA_L,Cerebellum_7b_L,Caudate_R,Frontal_Inf_Oper_L,Cerebellum_6_R,Thal_PuA_R,Calcarine_L,Parietal_Sup_R,Rolandic_Oper_L,ACC_pre_R,Temporal_Mid_L,Rolandic_Oper_R,Frontal_Inf_Tri_L,Caudate_L,Paracentral_Lobule_L,Cerebellum_4_5_L,Cerebellum_6_L,Thal_MGN_L,Postcentral_R,Temporal_Pole_Mid_L,Postcentral_L,Occipital_Mid_R,Thal_PuM_R,Supp_Motor_Area_L,Occipital_Sup_R,ParaHippocampal_L,Frontal_Inf_Tri_R,Thal_VPL_L,Precuneus_L,Frontal_Inf_Oper_R,Vermis_9,Temporal_Pole_Mid_R,Thal_MDm_L,Heschl_L,Thal_LP_L,Pallidum_L,Putamen_L,Cerebellum_Crus1_L,Amygdala_L,Cerebellum_Crus1_R,Thal_MDl_L,OFCant_L,Olfactory_R,Frontal_Sup_2_L,Angular_R,Cerebellum_10_R,Frontal_Inf_Orb_2_R,Thal_VL_R,Temporal_Inf_L,Red_N_L,Pallidum_R,Thal_IL_R
Caudate_R,0.20038452139000792,0.002142981102664672,0.030382891406527415,0.6860360538455127,0.3742602496597795,0.5424980957003864,0.7055492913279275,0.09247481026173557,0.2079645411069481,0.15530426494996377,1.0,0.37986694091584794,-0.384588364798813,0.2950664148092527,-0.3396796025961874,0.11607539541526728,0.6706423896492142,0.3741300780497015,0.235348505630788,0.4354976800024309,0.5557762753823751,0.8589582093883061,0.4127007368540224,0.00030059829788347685,-0.11079858767711039,0.523514802797489,0.3578780737623874,0.25118843607026403,0.20830881560803138,0.1704873407715584,0.20703944420034406,0.6490159210502928,-0.08982452593828937,0.4694108041096342,0.5207586818097621,0.48569417049591207,-0.025764045118859727,0.2836194626568392,-0.05266066316234539,-0.004828773451555004,0.4469442008128657,0.42031192225993336,0.3518816179615625,0.7441127939277846,0.6291324013316362,0.11124783018504293,0.7097971365715928,0.06109657698534613,0.7010598080136572,0.46292656911078484,0.5485611038448416,0.6640331709544041,-0.36442941549858815,0.2577523231320784,0.7193168290671121,0.4418155461910405,0.08152291930093114,0.442239352406541,0.7924840699957933,0.16548762130713468
Frontal_Inf_Oper_L,0.02439102752301523,0.13437897165970866,-0.028216001821904802,0.5994034019129177,0.11677546040812609,0.3028074143979396,0.36198602645099326,0.5320771366077234,0.29715286769782007,-0.06623821763787174,0.37986694091584794,1.0,-0.17581605352501573,-0.09709249623120363,0.023848122787154966,0.20188345305493,0.700329275410925,0.4709342297847486,0.1563162365232571,0.45337191585276115,0.6097305124204008,0.36384301519681456,0.14348399903041964,0.1161794358411249,-0.032731661198531735,0.29015004852600235,0.30694324027029074,0.32497892943678913,0.20045522760040307,0.2559293142558471,0.18110896110486682,0.3542262576356776,0.042784278298441135,0.6866276711672128,0.5751053206329639,0.5566683375586855,-0.022074525051501415,0.5944840606180161,0.14005373627825804,-0.12118847721957697,0.4809289283686154,0.47601906343820877,0.3089962547575153,0.34007852432072055,0.6438048614792667,0.07117428976756292,0.30996376146440835,-0.042823343983341165,0.5054567999002136,0.4129770651869262,0.2440872413559569,0.5353984574863807,-0.014146686112173061,0.3379244911828263,0.5033531961673487,0.42038508694426674,0.39302175908201614,0.5593666882188588,0.26967149111625094,0.3362491207304103
Cerebellum_6_R,-0.07907649997789967,0.22101215529689733,0.730928121988736,-0.05618884722579335,-0.4738266530947982,0.18065578497891033,-0.7563137198243384,0.06472520972724839,0.018320787398587644,-0.006342059581001761,-0.384588364798813,-0.17581605352501573,1.0,0.13330045211317834,0.47438751922153444,-0.019504917275805993,-0.2575373460079999,-0.300253829840161,-0.09598660650785491,0.26936639322037603,-0.1709080885791853,-0.28044137751670917,-0.405037382601273,0.23019932001398022,0.1102705451049316,-0.5117271994759737,-0.45788845499727204,-0.17275986173104269,-0.031686397466499226,-0.3738670507438887,0.3329606780769857,-0.17195280633775883,0.10726584288534938,-0.3045140907328775,-0.10121159858809353,-0.09708754718665458,0.12026225220345041,0.35024781600224575,0.46689421326358455,0.3460957945572656,-0.1744344834762884,-0.06032792701793492,-0.0538667819793959,-0.30840358230042597,-0.35941705511116206,-0.1273209307938295,-0.7281444249551688,0.017709353148045042,-0.37078398608472174,-0.4026426305643201,-0.5062942540914442,-0.3783363213847527,0.38931094999541216,-0.2725796370208525,-0.29010178513833995,0.13963803952374773,-0.26553656060213787,0.003552219031005715,-0.36921443085913436,0.3403542777459226
Thal_PuA_R,-0.010640024304990225,0.002304026211184203,0.4050205828956252,0.22485079094397734,-0.014778141292735695,0.36547170071781715,-0.06606841539258593,0.09672341311348821,0.14366135425278634,-0.17097329921691987,0.2950664148092527,-0.09709249623120363,0.13330045211317834,1.0,-0.1431557835099534,0.02600615916778364,0.13131028177228862,-0.09623332314917038,-0.0018699036810588853,0.29742244598904477,0.17505738242589405,0.29841897303033943,0.15574507381431968,-0.2471518072182976,-0.10064226263998895,0.207696478180466,-0.06039787712035954,0.029538593947905683,0.10904458769638395,-0.19228956579265202,0.3001652012939809,0.20516364801007683,-0.10019871231776784,-0.22828403908877218,0.1716996775114685,0.2626987559772897,0.09008642090846938,0.25136759705889705,0.189495110330192,0.06975354737773543,0.09616203750616475,0.13874870381577795,0.24278913382141926,0.17273390619125165,-0.09769687369649449,0.1918368834978368,0.13956081444510857,0.09431457061488527,0.24647505960042093,-0.14186947580522288,-0.11764500441044365,0.0675494825857338,-0.04071258398465695,-0.15811496714133225,0.15287477844794947,0.353781363238458,-0.5188795560601381,0.11680975329290211,0.21175251435370024,0.4035133252965896
Calcarine_L,-0.13005754506533862,0.6973782010662414,0.15463773361619892,-0.05618737328131687,-0.2605984408341202,-0.08490303239376619,-0.4071151237456895,0.2078357003444698,0.2893017573955995,0.12781377904556798,-0.3396796025961874,0.023848122787154966,0.47438751922153444,-0.1431557835099534,1.0,0.2939073338995518,-0.007266081517911642,-0.5262538323943708,0.2627436091600257,0.07567549106600341,-0.3102449249149541,-0.30175541748356416,0.11283519102546566,0.6560097853349861,0.16285485144158188,-0.03382348756462005,0.21540980806149762,-0.14004797521596682,0.4003060832569622,-0.2659035329997025,0.6136505294612091,-0.15835677236294218,0.14575416560576543,0.14755361040274126,-0.41727770999538105,-0.04675158314850971,0.6906303352003367,0.13741749096595027,0.2755805868669644,0.12377857785479053,0.3074607851101788,0.13107811935658792,0.31037269237467296,-0.031235543646611238,-0.11877981936851312,-0.03597573166074102,-0.6848888703539169,0.122417073500705,-0.09661576758047699,-0.48447273076505376,-0.3507798125589665,-0.4582627627588949,0.7141847450061701,0.2583331438038559,-0.38451308512511306,0.34700208570395763,0.34960827595219374,0.011623978041917804,-0.3101564522237074,-0.23564360552146063
Parietal_Sup_R,-0.1623664236957236,0.33819245172195106,0.006652697018997985,0.22660023558620024,-0.020189052905785165,0.2251357237541763,0.10980912507105862,0.13662221261773294,0.16338870000854996,0.05990579915784609,0.11607539541526728,0.20188345305493,-0.019504917275805993,0.02600615916778364,0.2939073338995518,1.0,0.2721709201674771,-0.04940334086954859,0.15772381328692917,0.14129973366252066,0.09211818192138399,0.1308420254714271,0.2673056942934138,0.1841552524034084,-0.07824232501390799,0.28705947357906497,0.28762097511752616,0.06933090891679171,0.31730585546766776,0.05209293105422649,0.3317983844252506,0.14447563594013732,0.19830910509494878,0.21589548521154858,-0.046089749400478386,0.18091873990515625,0.32741928332505504,0.20141272773265348,0.0014697217843502146,0.11702263559486537,0.2732349650729623,0.11518953502329879,0.3475811087816063,0.24976608601668648,0.1830329433809076,0.017352869769578946,-0.0013816941769313783,0.05645307043955466,0.20097947190513374,0.02078612704422101,0.07753235225807813,0.07905732480183467,0.3038431047761017,0.163533100154978,0.11095468324781387,0.2689325865827261,0.16250765279876656,0.026576227374589242,0.18973194356249923,-0.02437731688825958
Rolandic_Oper_L,0.048687848608762845,0.3457931632759169,-0.012845354436314753,0.7791272828541087,0.22167626564015525,0.5353250401430937,0.5125861554284403,0.4381402742083968,0.3991312356282787,-0.017890173965357376,0.6706423896492142,0.700329275410925,-0.2575373460079999,0.13131028177228862,-0.007266081517911642,0.2721709201674771,1.0,0.32080392475427844,0.35490094943378764,0.5503802966120679,0.5193973719444857,0.6748718211390489,0.34842300706517226,0.1601246861658086,-0.041169225656644645,0.5145959423481831,0.435857074869053,0.2988935416095128,0.33048933665099584,0.12536294471229784,0.3704288432106215,0.5490472181696805,0.002567958053816402,0.6477362517251255,0.4802246378357365,0.5748679809802185,0.14295754526695295,0.5030143704923815,0.09649385694653062,0.024006765950535056,0.6317336080431015,0.593005717141864,0.41507506328056926,0.7002265347072657,0.7019188964133092,0.19256132912665574,0.42634137452576343,0.13718380926618187,0.7144017191768516,0.3955501471230839,0.4443851361421395,0.6140489902650325,-0.1087677223567681,0.36927670879419205,0.6985561197515605,0.5509046700201289,0.31228550290454016,0.5605026209374021,0.5839925809446265,0.23480288851299938
ACC_pre_R,-0.062255653540192316,-0.3249849971448069,-0.06773540290955395,0.43962483614323117,0.2842822621679645,0.3672396297936473,0.4405651513853366,0.021187751031494846,-0.16358051482532693,0.0927599166030674,0.3741300780497015,0.4709342297847486,-0.300253829840161,-0.09623332314917038,-0.5262538323943708,-0.04940334086954859,0.32080392475427844,1.0,-0.05396033863865033,0.25648559675622057,0.5093451829042117,0.38163516153967586,-0.18878892689750926,-0.25591120159605496,-0.1843468444613388,0.053338790670697606,-0.11459285559296341,0.19598521020272305,-0.40666274894648924,0.15805745221271728,-0.32441882177319353,0.25616931807268134,-0.09941818508022165,0.3807253006548414,0.7135808829291432,0.38702294239625945,-0.5300328568872749,0.28957175057478657,-0.2237171075817546,0.04658756597002612,0.01564492653490195,0.10056154638231316,-0.15850778117226103,0.16653651545246403,0.6085725896593402,-0.039997093535434444,0.5390323043014971,-0.13683850972467604,0.28328604786120537,0.8750174774706204,0.35692061498442323,0.8019001337328088,-0.4901405275501503,0.15767690878365445,0.6497003566515674,-0.09883318811997575,0.12457071467835366,0.3721364099195075,0.3771096409943912,0.3638364199536041
Temporal_Mid_L,-0.005240838108710556,0.19343887035974822,0.035383028063045774,0.33370757288325276,-0.04050487241868071,0.1441827023332088,0.29624495680939683,-0.03877547708847176,0.0176744458863719,0.33277686553489844,0.235348505630788,0.1563162365232571,-0.09598660650785491,-0.0018699036810588853,0.2627436091600257,0.15772381328692917,0.35490094943378764,-0.05396033863865033,1.0,0.129285035555083,-0.10032806700320304,0.1942920976166877,0.2807070541678519,0.2899223928223805,0.27270006188337026,0.1422755175826009,0.33749553501523727,-0.007733512862686945,0.29799534611861084,0.0017120635446270444,0.20157267143564742,0.5163335842734521,0.10483894733582963,0.43345577963563847,0.011109563366622643,-0.07595649979291229,0.29839253232186286,-0.00021700549105667694,0.03805260618830385,0.23540594633384135,0.2861794961394499,0.3694934434364657,0.03986812053156205,0.3937146156083999,0.2491786835812155,0.1231412185668341,0.12693307598086553,0.028124120596606024,0.26532673653675626,0.03134334843495339,0.32011521622007716,0.13985955458353957,0.20678878719691626,0.3428901771577006,0.09621861442787999,0.27360481380553586,0.38035378813266857,0.22366055221181003,0.30522363943746084,-0.10053445421374221
Rolandic_Oper_R,0.03502586126520317,0.2261729979375795,0.6162119183550658,0.6878761601938719,-0.03223658810021051,0.6319830294463884,0.10794804384468346,0.3374255759383311,0.31445650443409245,-0.15389216948125747,0.4354976800024309,0.45337191585276115,0.26936639322037603,0.29742244598904477,0.07567549106600341,0.14129973366252066,0.5503802966120679,0.25648559675622057,0.129285035555083,1.0,0.4403361826768879,0.42501850091325727,0.23759958213346682,0.1380782690891443,0.044702701739393017,0.1559203972844466,0.2185039972575662,0.24866855821446912,0.4234586453360615,-0.22535443344886255,0.40988685448118173,0.5212504988586663,-0.034543446965824544,0.37652266080252905,0.5838520798958747,0.44998005470726204,0.16666792857859541,0.7891522351750976,0.2354390604146301,0.06764679991794387,0.31974394061283323,0.36669882872336856,0.35082751893362346,0.3728020126720673,0.2885330422063509,0.13971708549507486,0.13144807456356258,-0.031574840698653794,0.40966029747363875,0.18296015516670133,0.14710824184709714,0.40661827389217986,0.034459878442884444,0.2304795096032973,0.5814524709570248,0.5918630430528707,-0.058937539078485375,0.5405713210597547,0.3235683440608159,0.5333438310923835
Frontal_Inf_Tri_L,0.0682715484743703,-0.23217351803258626,0.13215486752920086,0.49920049695702,0.09254171702942617,0.35928219233659364,0.3276725245307331,0.1996680198691021,0.05156252300104657,-0.057622531180293014,0.5557762753823751,0.6097305124204008,-0.1709080885791853,0.17505738242589405,-0.3102449249149541,0.09211818192138399,0.5193973719444857,0.5093451829042117,-0.10032806700320304,0.4403361826768879,1.0,0.5290841446036367,0.04020291252461098,-0.18036143187902529,-0.30138169009950627,0.3218571225465614,-0.01612246772458652,0.3709789058493409,-0.02135241311274242,0.13329992427613233,0.004921632616110333,0.3001454113150987,-0.01780335972173999,0.32183274840245263,0.6971377505403779,0.6530667517697277,-0.373835103745362,0.5603748911610736,0.07247836054600172,-0.17307230953627922,0.17383806434576798,0.26602796936700646,0.2882907662485209,0.2874708000412999,0.520962881736815,-0.08396026149260197,0.49496131868814097,-0.16063249265689236,0.40055442827565146,0.4289571141552765,0.12234356934723013,0.5513235390355492,-0.3783584432001906,0.06703317617426323,0.518565318532258,0.3163704632828033,0.0033979382032931385,0.3618086727991895,0.38532810468556195,0.41627588274717886
Caudate_L,0.15681894621654877,0.08856604673016374,0.06372334345037715,0.6969384067572961,0.28976200183168127,0.6110139398779316,0.5824308761528257,0.08647039970944248,0.16171266772701468,0.09806688012330679,0.8589582093883061,0.36384301519681456,-0.28044137751670917,0.29841897303033943,-0.30175541748356416,0.1308420254714271,0.6748718211390489,0.38163516153967586,0.1942920976166877,0.42501850091325727,0.5290841446036367,1.0,0.2733982901354057,0.008770403172385532,-0.09137088917132524,0.45606274814318376,0.20329126534932557,0.22079204306750772,0.09348081777900642,0.11774636024539374,0.19902152695877784,0.6033383466854731,-0.09795806325255921,0.40523328076294557,0.49071933267131473,0.4714180217918938,-0.07769899016691642,0.2881852420860478,0.009539738893349109,0.1403452782464125,0.4084651485801476,0.3567679441704442,0.2631190782191109,0.7636307660583446,0.6505249062882059,0.023093336524315337,0.6259645127658484,0.08941949015010194,0.6398553134712547,0.4775865334138475,0.5342181952924637,0.6747591196620157,-0.3415373559292035,0.19549733571539307,0.7094567393111314,0.42519094678623454,0.09484186503266381,0.470181723338788,0.8484787781481922,0.25388337701925606
