,Vermis_7,Cerebellum_4_5_R,Temporal_Sup_R,Hippocampus_R,Cerebellum_Crus2_R,Insula_R,Olfactory_L,Thal_PuL_L,Thal_PuA_L,Cerebellum_7b_L,Caudate_R,Frontal_Inf_Oper_L,Cerebellum_6_R,Thal_PuA_R,Calcarine_L,Parietal_Sup_R,Rolandic_Oper_L,ACC_pre_R,Temporal_Mid_L,Rolandic_Oper_R,Frontal_Inf_Tri_L,Caudate_L,Paracentral_Lobule_L,Cerebellum_4_5_L,Cerebellum_6_L,Thal_MGN_L,Postcentral_R,Temporal_Pole_Mid_L,Postcentral_L,Occipital_Mid_R,Thal_PuM_R,Supp_Motor_Area_L,Occipital_Sup_R,ParaHippocampal_L,Frontal_Inf_Tri_R,Thal_VPL_L,Precuneus_L,Frontal_Inf_Oper_R,Vermis_9,Temporal_Pole_Mid_R,Thal_MDm_L,Heschl_L,Thal_LP_L,Pallidum_L,Putamen_L,Cerebellum_Crus1_L,Amygdala_L,Cerebellum_Crus1_R,Thal_MDl_L,OFCant_L,Olfactory_R,Frontal_Sup_2_L,Angular_R,Cerebellum_10_R,Frontal_Inf_Orb_2_R,Thal_VL_R,Temporal_Inf_L,Red_N_L,Pallidum_R,Thal_IL_R
Cerebellum_Crus1_L,-0.03084502711485928,0.0962182556007023,-0.05662903319043116,0.13303053081192245,0.11204959347235588,0.23743763870646736,0.05388105800260136,0.18064291077689307,0.1590319213821073,-0.20689538752006173,0.11124783018504293,0.07117428976756292,-0.1273209307938295,0.1918368834978368,-0.03597573166074102,0.017352869769578946,0.19256132912665574,-0.039997093535434444,0.1231412185668341,0.13971708549507486,-0.08396026149260197,0.023093336524315337,0.12388669241383302,-0.15312131542540472,0.1619304782337525,0.10191667606197623,0.1752995632570982,0.11205310012570689,0.15235937219102735,0.0375382236632885,0.10142513497227941,0.10965479192203227,0.038740686600324266,0.0859141629798131,0.0035050831327166714,0.022876163079508887,0.11013965527288662,0.06086889400404997,0.0732211115565408,0.0023510682600713885,0.2177307746449127,0.16182486891167874,0.07205105107532829,0.09980779193843818,0.07091436461879996,1.0,0.030862680438567307,-0.057274226845057695,0.20299992421305263,0.012350979420838697,0.08421315140276604,0.07333343221803394,0.033891549009648664,0.16460728800422658,0.23327559339863463,0.1546342102866886,0.030394882884463997,0.1285139685000245,0.009333643587512078,0.013932872071258954
Amygdala_L,0.16884446471894374,-0.390965395216125,-0.2568293946683603,0.42453333372720375,0.4220243335257409,0.19445291319146482,0.8421478324846181,-0.07317498821302236,-0.07547181519296002,-0.03207407785088874,0.7097971365715928,0.30996376146440835,-0.7281444249551688,0.13956081444510857,-0.6848888703539169,-0.0013816941769313783,0.42634137452576343,0.5390323043014971,0.12693307598086553,0.13144807456356258,0.49496131868814097,0.6259645127658484,0.34019428212494585,-0.29620828295531676,-0.12286502847237149,0.47808862911331623,0.2841704534871308,0.2900764874232616,-0.017715165161703624,0.2852529236335645,-0.27976735036163103,0.5050659091210653,-0.1427361040854241,0.38472248167686574,0.5184520408356397,0.30005354210527174,-0.3468528804753964,-0.013440086538463677,-0.3249840895910374,-0.2699793413676747,0.1483530337790045,0.23626432836123748,0.03937329542233153,0.49224070874574993,0.4810896221941512,0.030862680438567307,1.0,-0.05366640725342185,0.5333706611663899,0.577900490438004,0.6502426584816533,0.6857680330504874,-0.5253963456752404,0.1767520474306128,0.5952598334272476,0.038602090107979346,0.036776390944548654,0.23899615890723266,0.6581777986635249,0.08519751823977804
Cerebellum_Crus1_R,0.16904792759431336,0.3578265757186803,-0.09968139116183534,0.11491520300888501,0.27212265878347924,0.014052779803938738,0.009706528925362341,0.07212494744850723,0.3226076019527476,0.024428476412046735,0.06109657698534613,-0.042823343983341165,0.017709353148045042,0.09431457061488527,0.122417073500705,0.05645307043955466,0.13718380926618187,-0.13683850972467604,0.028124120596606024,-0.031574840698653794,-0.16063249265689236,0.08941949015010194,0.05811575613588219,0.2770470644063547,-0.3145604844970083,0.20159886493607346,0.08352637129818441,-0.020667720098598037,0.04952036009406571,0.03590006267850777,0.29234012391338976,0.02357193966184697,0.09704411185507578,0.021007161017082315,-0.12736282675495122,0.17220408562097894,0.17102068896382597,-0.11351154666699792,-0.09623828453888848,0.18597766688455378,0.3263375397402362,0.20671988506605907,0.06645466275046391,0.2024541018204551,0.09907992336718881,-0.057274226845057695,-0.05366640725342185,1.0,0.22908859393832834,0.012384466090852992,0.044460471349404895,0.009421518085537858,0.021836306861814085,0.024874626683745283,0.03869539560735503,0.033016046183880494,0.05989868167416299,0.048343931486335256,0.0791774597476317,-0.1272684697069932
Thal_MDl_L,0.1977500777206237,0.29371160534905255,-0.10206885544063653,0.6604059438228739,0.3994124488373365,0.38012857029536273,0.6234523076496357,0.3359794498742762,0.47972860685173274,0.050131183480856455,0.7010598080136572,0.5054567999002136,-0.37078398608472174,0.24647505960042093,-0.09661576758047699,0.20097947190513374,0.7144017191768516,0.28328604786120537,0.26532673653675626,0.40966029747363875,0.40055442827565146,0.6398553134712547,0.410000449799207,0.19429785062795701,-0.03998787929212964,0.5875611658905295,0.46679006586913596,0.19410829376959,0.30536129287949887,0.1371226239959397,0.4403892760854571,0.5909776830518023,-0.01558849012289068,0.5732110366308868,0.41839886943721705,0.6399772910262755,0.16169875320359708,0.27749799857510116,-0.0015694652429929315,-0.029902865729508538,0.6609885319183679,0.5934140075817189,0.31323748538119267,0.7375388462229983,0.6625407678425826,0.20299992421305263,0.5333706611663899,0.22908859393832834,1.0,0.4046004307323923,0.536460229367756,0.6036742684770462,-0.176992052323643,0.39370727584742415,0.621835092416297,0.47840715915759424,0.28977167602639,0.454120807535127,0.5594823518056612,0.08339178936922845
OFCant_L,-0.0176622883427638,-0.14931650919206943,-0.23398447303464584,0.48275760383557753,0.36180268298037127,0.3857694669623182,0.5554961639977014,-0.09350821772932331,-0.11752330442822677,0.2243385417384741,0.46292656911078484,0.4129770651869262,-0.4026426305643201,-0.14186947580522288,-0.48447273076505376,0.02078612704422101,0.3955501471230839,0.8750174774706204,0.03134334843495339,0.18296015516670133,0.4289571141552765,0.4775865334138475,-0.11099786740774156,-0.17284910825957814,-0.202971831250392,0.12591547495455868,-0.0020194696679772454,0.18606651621527281,-0.3271042991010947,0.2153209676882625,-0.21247642253826166,0.29400184777193633,-0.10236972317916947,0.43367071069758295,0.600874661643237,0.3575007394306501,-0.43187328700002875,0.14585848485918212,-0.3181250769263048,0.15601432317200514,0.1644246181397668,0.15868886458577544,-0.14897144333228837,0.36822774134480596,0.745035315004199,0.012350979420838697,0.577900490438004,0.012384466090852992,0.4046004307323923,1.0,0.4943993235315849,0.849184968453254,-0.48720591073611846,0.2866563193204925,0.7356293409372593,-0.12202936627658664,0.2408221297216799,0.3754916472052996,0.5171826412303518,0.1736567073390754
Olfactory_R,0.21716092490223102,-0.041771103924944764,-0.2613740532313346,0.4114962361977002,0.36855035714164097,0.20121789055894293,0.7940717963882091,-0.05516296011310372,0.03883775001967399,0.15824012945024984,0.5485611038448416,0.2440872413559569,-0.5062942540914442,-0.11764500441044365,-0.3507798125589665,0.07753235225807813,0.4443851361421395,0.35692061498442323,0.32011521622007716,0.14710824184709714,0.12234356934723013,0.5342181952924637,0.268825701738833,-0.015945292329840904,0.14985243461605094,0.2504255560764035,0.35076245001417167,0.048131477824551044,0.1247403618106929,0.16445932638957034,-0.08663433733332776,0.5965941813465611,-0.06335167817036218,0.4159833408750176,0.30250308458463004,0.10903608681263059,-0.08952003824933469,-0.10595004907515722,-0.22335860709230201,-0.04682888890639816,0.2644144009897884,0.28275364807775927,-0.10021698943051802,0.5792142436221972,0.43731221930039577,0.08421315140276604,0.6502426584816533,0.044460471349404895,0.536460229367756,0.4943993235315849,1.0,0.5982309588188366,-0.2594065439454062,0.2518268896877233,0.4972298358434229,0.03170121990393418,0.23568574553453558,0.28916196910750874,0.6166565713547336,-0.08184362516957183
Frontal_Sup_2_L,0.05848158922323044,-0.043629387938632094,-0.04607685127189664,0.7229987741201667,0.4194307390350545,0.5265726584347341,0.6391681636835163,0.09062593276438227,0.07501298375004577,0.14629080529624872,0.6640331709544041,0.5353984574863807,-0.3783363213847527,0.0675494825857338,-0.4582627627588949,0.07905732480183467,0.6140489902650325,0.8019001337328088,0.13985955458353957,0.40661827389217986,0.5513235390355492,0.6747591196620157,0.12017898271054009,-0.1195730064340973,-0.16064964377804786,0.29734186576395466,0.18942881585994167,0.28454838826657136,-0.11860209978476666,0.18079351113764533,0.0008703343946678785,0.5813490152935876,-0.08160161957945015,0.55646468014305,0.7453333191637106,0.524154042056841,-0.2905552231424917,0.3516015215849663,-0.21015887127049418,0.09859915606036969,0.32845780113744427,0.4000561067262466,0.0538413393469878,0.5365760218423438,0.7296435599807027,0.07333343221803394,0.6857680330504874,0.009421518085537858,0.6036742684770462,0.849184968453254,0.5982309588188366,1.0,-0.41337579023882604,0.2241128812877961,0.8340373858918116,0.19922348580735014,0.19267134344310358,0.5284735388701236,0.6447212655035474,0.3083861669155557
Angular_R,-0.2046500518568232,0.42964700079997864,0.21608097099631515,-0.0756319414699051,-0.15899642763624983,-0.05535060499935073,-0.36136019118983115,0.16241013433275256,0.09550323741034282,0.007268063581939015,-0.36442941549858815,-0.014146686112173061,0.38931094999541216,-0.04071258398465695,0.7141847450061701,0.3038431047761017,-0.1087677223567681,-0.4901405275501503,0.20678878719691626,0.034459878442884444,-0.3783584432001906,-0.3415373559292035,0.17859609675067203,0.32244483096283527,0.13599095944673936,-0.1347125230362861,0.22781458707044927,-0.04965012045522192,0.4209606990108955,-0.09651938467186441,0.45702295434643636,-0.13398724514796795,0.24215079358475583,0.03898098672864341,-0.3442305034438528,-0.21428594140648263,0.6300887380796394,0.13429408319433636,0.2369929883080195,0.08080944770193836,0.14907071066386424,0.07079757179589577,0.24364841399253098,-0.14109916408578072,-0.2575166044403139,0.033891549009648664,-0.5253963456752404,0.021836306861814085,-0.176992052323643,-0.48720591073611846,-0.2594065439454062,-0.41337579023882604,1.0,0.02212654450128153,-0.37692791771428863,0.30653205813794676,0.07513817970665826,-0.026721550794774285,-0.33233438716359526,-0.13485708976038924
Cerebellum_10_R,-0.09374162153619284,0.30600557540119616,-0.1797343300434272,0.33424187950720025,0.04747117000575626,0.17460587238924175,0.380556940542766,0.21026724143283318,0.22997989453031983,0.13799970997676614,0.2577523231320784,0.3379244911828263,-0.2725796370208525,-0.15811496714133225,0.2583331438038559,0.163533100154978,0.36927670879419205,0.15767690878365445,0.3428901771577006,0.2304795096032973,0.06703317617426323,0.19549733571539307,0.2517075284655745,0.2604162340069883,0.16605004834499257,0.3083492004584021,0.38982113674209107,-0.015189814784484125,0.2641555393923381,0.022948279356591786,0.21658421624267263,0.16883860910824763,-0.07580013618746043,0.476664028388406,0.10810688539678819,0.2320756149186936,0.2939098793341491,0.11799519311942928,-0.07625922670089225,-0.1213974108591515,0.41863468394856845,0.34721550492330433,0.14206693532112658,0.421652037884779,0.5159840296249623,0.16460728800422658,0.1767520474306128,0.024874626683745283,0.39370727584742415,0.2866563193204925,0.2518268896877233,0.2241128812877961,0.02212654450128153,1.0,0.32857577676084654,0.14878384916446835,0.46351773894968346,0.31706665358590935,0.2744833913579011,-0.14028398935832634
Frontal_Inf_Orb_2_R,0.012049586702513597,0.06190041976697813,0.05219384131860075,0.7480352511243775,0.3809000326278647,0.6618194954043705,0.5712958388662694,0.2033764705782134,0.18287021815976606,0.014455830133502937,0.7193168290671121,0.5033531961673487,-0.29010178513833995,0.15287477844794947,-0.38451308512511306,0.11095468324781387,0.6985561197515605,0.6497003566515674,0.09621861442787999,0.5814524709570248,0.518565318532258,0.7094567393111314,0.1797217640285026,-0.1314835334348345,-0.13942898072840243,0.3646512320870246,0.2280790845792719,0.3238361645960215,0.06915634414207417,0.08682498852103339,0.0982145820771139,0.46419744653204514,-0.1422597266985439,0.5045884048187607,0.6386330755984181,0.4980568688711432,-0.14744073258022614,0.44789334648444756,-0.08249586282149914,0.08785534708295444,0.36928321601117664,0.4158182504203972,0.2044269512766899,0.6168918021647468,0.7341690832955882,0.23327559339863463,0.5952598334272476,0.03869539560735503,0.621835092416297,0.7356293409372593,0.4972298358434229,0.8340373858918116,-0.37692791771428863,0.32857577676084654,1.0,0.2814886857671002,0.1021293410635127,0.5219165674193469,0.6468375072749292,0.3464814057798594
Thal_VL_R,-0.07425899501639491,0.4610217340628106,0.3837459093812582,0.6030358486517537,0.08259316109530342,0.46575193248462177,0.054498435418189106,0.4350202281341096,0.4837997707665124,-0.00089792182033952,0.4418155461910405,0.42038508694426674,0.13963803952374773,0.353781363238458,0.34700208570395763,0.2689325865827261,0.5509046700201289,-0.09883318811997575,0.27360481380553586,0.5918630430528707,0.3163704632828033,0.42519094678623454,0.48687666196037327,0.3359189816181938,-0.03402689028143278,0.40100871444029107,0.4709497031320134,0.30412181859876064,0.554589436512727,-0.13607883527017045,0.6785382924425511,0.48534748363505054,0.023274148938053116,0.4746345903255957,0.28148742677686417,0.4701015949070774,0.47497400538958356,0.6014461692219047,0.25527519718926517,0.08501705744807644,0.5923343284919099,0.4401937948200065,0.6888512535984329,0.4969949659479579,0.28053390117338717,0.1546342102866886,0.038602090107979346,0.033016046183880494,0.47840715915759424,-0.12202936627658664,0.03170121990393418,0.19922348580735014,0.30653205813794676,0.14878384916446835,0.2814886857671002,1.0,0.14800951898105885,0.44064477428548543,0.30681290160290803,0.22285113690099703
Temporal_Inf_L,0.0747889838593124,0.39604403290411083,-0.4088816717743455,0.19568674748906398,0.11817967504449171,-0.04158909650738171,0.27704933243274454,0.1161940811042225,0.18153005619604168,0.18882553449221748,0.08152291930093114,0.39302175908201614,-0.26553656060213787,-0.5188795560601381,0.34960827595219374,0.16250765279876656,0.31228550290454016,0.12457071467835366,0.38035378813266857,-0.058937539078485375,0.0033979382032931385,0.09484186503266381,0.176745039342603,0.5350116786696594,0.17157695156079358,0.1691286608633138,0.43246255576082776,0.11830827753046476,0.18199947723275392,0.15378323699391322,0.14673826287707512,0.22971230222958836,0.16607062227646294,0.688706126945476,0.01878349242927002,0.1428919071139181,0.20219167435117133,-0.03976738469507381,-0.12297969052211946,-0.012189294099945637,0.4834882730145389,0.28638894726302794,0.09787281067227889,0.2939877118679395,0.5070048412943787,0.030394882884463997,0.036776390944548654,0.05989868167416299,0.28977167602639,0.2408221297216799,0.23568574553453558,0.19267134344310358,0.07513817970665826,0.46351773894968346,0.1021293410635127,0.14800951898105885,1.0,0.18856537619304015,0.14074034866350746,-0.3543800836540357
Red_N_L,-0.02550813145458637,0.16719013505890604,0.19723049724498723,0.6954274356515283,0.08047000659245652,0.5582458467639267,0.22681310114555586,0.3970859900969412,0.25093332680604896,-0.05195085837813869,0.442239352406541,0.5593666882188588,0.003552219031005715,0.11680975329290211,0.011623978041917804,0.026576227374589242,0.5605026209374021,0.3721364099195075,0.22366055221181003,0.5405713210597547,0.3618086727991895,0.470181723338788,0.0522321793782068,0.03192932978321892,0.06808264766892581,0.13559223614158136,0.15922903144131442,0.2388283322926193,0.11788389585699223,-0.02488924036151554,0.3009167424641606,0.4554476261307052,-0.12033631403763716,0.4542074487258527,0.5238227754560695,0.465304964628384,0.01345173500183188,0.5178690495860487,0.17514963349414872,0.1394888573891216,0.45358912369821935,0.49684206703389433,0.16976824963329046,0.43111460106410643,0.5613400883747967,0.1285139685000245,0.23899615890723266,0.048343931486335256,0.454120807535127,0.3754916472052996,0.28916196910750874,0.5284735388701236,-0.026721550794774285,0.31706665358590935,0.5219165674193469,0.44064477428548543,0.18856537619304015,1.0,0.39674257072510044,0.430598334628452
Pallidum_R,0.16818516084615476,0.037182497651187425,-0.014786740746750748,0.6376735197142679,0.29399095295935396,0.554574724712227,0.6712625465613508,-0.07819233225830564,0.028747483413348648,0.20881177569031317,0.7924840699957933,0.26967149111625094,-0.36921443085913436,0.21175251435370024,-0.3101564522237074,0.18973194356249923,0.5839925809446265,0.3771096409943912,0.30522363943746084,0.3235683440608159,0.38532810468556195,0.8484787781481922,0.3536862977083187,0.05025683177296217,-0.026114214933636956,0.39336327527052706,0.2680786371752412,0.09822660206368038,0.09262763219467916,0.16720257729189683,0.09734656986273552,0.6313770357660311,-0.13921717196200137,0.399695140639018,0.42832559834688305,0.33027160736891087,-0.04020270788379924,0.125661107793784,-0.10678887583449202,0.15459644442810222,0.3577709502263676,0.2775712240506877,0.142198680870253,0.7962536707927227,0.6372604012568268,0.009333643587512078,0.6581777986635249,0.0791774597476317,0.5594823518056612,0.5171826412303518,0.6166565713547336,0.6447212655035474,-0.33233438716359526,0.2744833913579011,0.6468375072749292,0.30681290160290803,0.14074034866350746,0.39674257072510044,1.0,0.13433885503752743
Thal_IL_R,-0.011679375104263555,-0.1916462152206675,0.5460220182903607,0.4129895390854654,-0.13870033518823144,0.4893138976452247,-0.14213635933607047,0.2907213962362081,0.0026195242676974426,-0.24636961206212252,0.16548762130713468,0.3362491207304103,0.3403542777459226,0.4035133252965896,-0.23564360552146063,-0.02437731688825958,0.23480288851299938,0.3638364199536041,-0.10053445421374221,0.5333438310923835,0.41627588274717886,0.25388337701925606,-0.18841929259063758,-0.28354970351352615,0.0017739365290115325,-0.13465834497741694,-0.2771432224511273,0.22350047866704698,-0.09197087899573504,-0.1464520122380078,0.024804093139655755,0.18580767343014268,-0.143709451481586,-0.008603585570738344,0.5151892047324244,0.27921008321969953,-0.24187335654427988,0.583444342446926,0.27272711866432336,0.1389491655611104,-0.035906700570516085,0.14876683519768882,0.0031677420606517764,0.030509202467469552,0.10629850164812558,0.013932872071258954,0.08519751823977804,-0.1272684697069932,0.08339178936922845,0.1736567073390754,-0.08184362516957183,0.3083861669155557,-0.13485708976038924,-0.14028398935832634,0.3464814057798594,0.22285113690099703,-0.3543800836540357,0.430598334628452,0.13433885503752743,1.0
