,Cingulate_Post_R,Cingulate_Post_L,Cerebellum_7b_L,Hippocampus_L,Parietal_Inf_R,Cerebellum_10_R,Temporal_Pole_Mid_L,Temporal_Inf_L,Occipital_Sup_R,Vermis_7,OFCmed_R,Amygdala_L,Vermis_1_2,Heschl_L,Temporal_Mid_L,Insula_L,Thal_MDm_R,Frontal_Inf_Oper_L,Thal_VA_L,Thal_LGN_L,Thal_PuI_R,N_Acc_R,Vermis_10,Caudate_R,Vermis_4_5,Fusiform_R,Calcarine_L,Paracentral_Lobule_L,OFCmed_L,Frontal_Med_Orb_R,LC_L,Temporal_Sup_L,Precuneus_R,Olfactory_R,VTA_L,Red_N_L,Cerebellum_9_L,Thal_PuL_R,Occipital_Inf_L,ACC_sub_R,Temporal_Mid_R,SN_pr_L,Frontal_Inf_Tri_R,Vermis_8,Cerebellum_6_R
OFCmed_R,0.09734646642839745,0.03371209771333469,-0.20463825306623995,0.01864866468197444,0.001490534198364076,0.008957573450232764,0.0525404507194069,-0.05754317841950042,-0.17482408612383174,0.11736252930397009,1.0,0.42232260053298054,-0.2549013293645063,0.17651116425581273,-0.002083088929913537,0.010807154034221955,-0.13576343377725422,0.2039592266336877,0.006164588155477076,0.04618084956078206,0.12766516455044785,0.2346584055950425,0.20673229987677302,0.16125132953102467,-0.2886933219407724,-0.0609516678638661,-0.3712086155056258,0.1447887188229549,0.1515588160147834,0.02535867528574599,0.11846987988387761,-0.12702104646617635,-0.16375751965827606,0.3111355375435285,0.165767043362622,0.08619047624907424,0.15677369647850822,0.25830864140352805,-0.18509836085066345,0.33005347011674835,-0.20792762376049292,0.05792467096576147,0.17351815292569425,-0.06140034483293992,-0.30759360485860965
Amygdala_L,0.4122019657732889,0.41215871193161796,-0.03207407785088874,0.15337989282141526,-0.06124405778708503,0.1767520474306128,0.2900764874232616,0.036776390944548654,-0.1427361040854241,0.16884446471894374,0.42232260053298054,1.0,-0.719759293346225,0.23626432836123748,0.12693307598086553,0.31972619217608267,-0.04886618128268809,0.30996376146440835,0.09030930743354543,0.40299274142459784,0.4459228115754144,0.48100363248267775,0.4571078936478805,0.7097971365715928,-0.14695723481111317,0.08373863507993211,-0.6848888703539169,0.34019428212494585,0.12656511813199095,0.5177898822890825,0.11445769247388443,-0.07825196917377834,-0.13245949449483638,0.6502426584816533,0.27070830373192784,0.23899615890723266,0.41510011044347456,0.03228825766016116,-0.15884861785765844,0.6265623124014416,-0.4598983450717904,0.19206501428945258,0.5184520408356397,-0.4422038856298708,-0.7281444249551688
Vermis_1_2,-0.21723759417714442,-0.19547210419124655,0.0569917500496388,0.2827551448303651,0.4134144006504475,0.0288018754056534,-0.11405425501833466,0.347016331367173,0.13653933157182224,0.019967612808525437,-0.2549013293645063,-0.719759293346225,1.0,0.10143354809624622,0.0742216430050362,-0.01966963362540765,-0.04855514010231064,-0.06405687905706503,0.12192240811643418,-0.0788237762009632,-0.14313263863118114,-0.16430743730972963,-0.3941714966137828,-0.4762581175844194,0.4125172609101514,0.12102252970119806,0.8193721861715206,0.04911718676303182,-0.1408963576858384,-0.40614375127389923,-0.3643782533496064,0.386031338229652,0.47328006527281163,-0.37038309676254944,0.13412558679800013,-0.1467283526611899,-0.4276587132129956,-0.09138922681063544,0.03272483954008395,-0.47136028771331817,0.33211968939445424,-0.11479035285458268,-0.41466643805769265,0.6716420251789004,0.5385937380651686
Heschl_L,0.5294045215404846,0.44544528558980273,0.017482588518326975,0.6424764700901135,0.23533374166008925,0.34721550492330433,0.21643030815261358,0.28638894726302794,0.004619960211441729,0.2755106482859607,0.17651116425581273,0.23626432836123748,0.10143354809624622,1.0,0.3694934434364657,0.5385440612670684,0.14261960556239325,0.47601906343820877,0.5062055564984178,0.44109832143742755,0.44966799209150166,0.5131956591999485,0.21074924953184632,0.42031192225993336,0.254621873813517,0.30435592636779557,0.13107811935658792,0.3331084668540385,0.16760441150540167,0.1353486255991562,-0.10888374972082403,0.37215891522221317,0.3719165807075688,0.28275364807775927,0.49752295429080734,0.49684206703389433,0.30698176271317945,0.23018368005844395,-0.19547671977196543,0.05587552040135828,-0.012873178659776895,0.43969531318787036,0.3659978213699274,0.09471022857867262,-0.06032792701793492
Temporal_Mid_L,0.24623957522803686,0.3684218062607406,0.33277686553489844,0.45978207740272625,0.24742546713010896,0.3428901771577006,-0.007733512862686945,0.38035378813266857,0.10483894733582963,-0.005240838108710556,-0.002083088929913537,0.12693307598086553,0.0742216430050362,0.3694934434364657,1.0,0.36012817749856774,0.12286556544699204,0.1563162365232571,0.0673832316601421,0.3835102501822992,0.1410886641130009,0.28258700184345675,0.14416266237095,0.235348505630788,0.23241311897380804,0.15672830563761864,0.2627436091600257,0.2807070541678519,-0.22775384537466956,-0.045391534834175164,-0.10822581414504473,0.4232918977455193,0.2874432795644736,0.32011521622007716,0.1830834541140138,0.22366055221181003,0.24796830735147135,-0.11707700588771125,-0.04410631731478434,0.10304063361555495,0.035070094354922136,0.28613673288802915,0.011109563366622643,-0.006871345936809635,-0.09598660650785491
Insula_L,0.5383455498388258,0.4569362713166759,0.22518812497957683,0.7624719848458166,0.16121904367896872,0.511959661428656,0.16762360365220513,0.5960110890063987,0.043808722847313665,0.04469952799489189,0.010807154034221955,0.31972619217608267,-0.01966963362540765,0.5385440612670684,0.36012817749856774,1.0,0.46035723825820585,0.6819795563119375,0.3350788026565891,0.489014474342724,0.40420129769804375,0.7266643755697542,0.21169626131209993,0.5184580734836132,0.25804054834614715,0.31266537440879594,0.08534855734158082,0.10367948854377497,0.13658104018346937,0.21464559655324697,-0.07964740106349485,0.6986085444928116,0.23100524443072742,0.45736960982090785,0.46948709610723177,0.5972969602826539,0.504111062482016,0.1423354342198135,-0.042761584009275176,0.28044007528311854,-0.29904712471450173,0.728086691294614,0.4700276962957102,-0.15904612951273528,-0.20738021413344995
Thal_MDm_R,0.3301806053894114,0.23606659418427114,0.05430107682735817,0.2909607387341701,-0.2964186301954198,0.12506801581799873,0.004286589950974076,0.015198061967561197,-0.01531393075558435,-0.2438315448507213,-0.13576343377725422,-0.04886618128268809,-0.04855514010231064,0.14261960556239325,0.12286556544699204,0.46035723825820585,1.0,0.32684000419644804,0.17965188693366216,0.19736824181258017,0.004975197593446206,0.2112327165554065,0.050870877837942176,0.22633191761684512,0.22970733986253278,0.5012258097309831,0.05921474980290652,-0.2623713036739164,0.19786960074214724,-0.17969569591418136,0.38397509601716207,0.17973643057567165,-0.11566195225510716,-0.03464117588215617,-0.15215024231580773,0.4885448718860035,0.2767171746972283,0.2207772868274717,-0.06368053602125803,0.08432775739107645,0.2683832902359719,0.5218717090294847,0.41932115311264767,-0.1919914452910318,0.40460282262897224
Frontal_Inf_Oper_L,0.6588358071026497,0.32525210945292315,-0.06623821763787174,0.6533402111268803,0.1260134338184306,0.3379244911828263,0.32497892943678913,0.39302175908201614,0.042784278298441135,0.02439102752301523,0.2039592266336877,0.30996376146440835,-0.06405687905706503,0.47601906343820877,0.1563162365232571,0.6819795563119375,0.32684000419644804,1.0,0.40511889864299827,0.3607212146841868,0.2792535386072788,0.6121441827638705,0.17945762544194552,0.37986694091584794,0.32784049055435205,0.09365072311711731,0.023848122787154966,0.14348399903041964,0.5491200762563623,0.2356650316545868,0.019017964198625982,0.5456727832223163,0.1485835407997931,0.2440872413559569,0.2788725360115606,0.5593666882188588,0.38102820987251906,0.5022063221705313,-0.1415030458718876,0.026806143627414052,-0.1893102744965222,0.5065229739689353,0.5751053206329639,-0.13212518502329812,-0.17581605352501573
Thal_VA_L,0.4980004791230952,0.48306306711799224,-0.08713889821874692,0.5228429006670117,0.46292499676241455,0.27380915537637485,0.22310353661502735,0.1789295202827045,-0.027553912280313345,0.040309305801162196,0.006164588155477076,0.09030930743354543,0.12192240811643418,0.5062055564984178,0.0673832316601421,0.3350788026565891,0.17965188693366216,0.40511889864299827,1.0,0.4072082495613491,0.43168326638466364,0.3306051249992624,0.036653315897394595,0.4344030527023237,0.2600866002553894,0.26151292307307794,0.2611948878995537,0.4835080629456164,0.2962826962595119,0.3032829314542334,-0.22967649203136586,0.19416943156158636,0.5686363699472327,0.03640072143316506,0.31589326429034453,0.3539901038130653,0.335530494306653,0.2353857741972923,-0.3016291290891481,-0.2197476000276932,0.01234434820992136,0.35165151495925046,0.1847256821160582,0.12763298249544225,-0.06313287226513119
Thal_LGN_L,0.5762197131195261,0.5847855665427373,0.15475779344373808,0.6643987211242703,0.2593612050663735,0.26721300389930847,0.32611298143921835,0.36433618840073534,0.019590131565748323,-0.05309130268063117,0.04618084956078206,0.40299274142459784,-0.0788237762009632,0.44109832143742755,0.3835102501822992,0.489014474342724,0.19736824181258017,0.3607212146841868,0.4072082495613491,1.0,0.48313630890587433,0.4166943463863819,0.25298108129980995,0.5498730324754479,0.3591535196657122,0.2765823827841328,0.05200884856799853,0.4637097770728167,0.18713809784624916,0.3199306056989988,-0.09506912454190412,0.4030914170649564,0.3558675002417595,0.3601608676859916,0.20966097938028197,0.34523205838720356,0.35511747781129066,0.04949726264587592,-0.19064926596798548,0.05412130566430938,0.028068810345071943,0.44346123436359164,0.37819148572744776,-0.23845946465454446,-0.22668724815957064
Thal_PuI_R,0.530465753441148,0.6713214531906336,0.023980232156364818,0.46941084381458326,0.26286804873871583,0.16029248579613306,0.22358086590800402,0.1495611450472355,-0.002731723948262647,0.2558361899045572,0.12766516455044785,0.4459228115754144,-0.14313263863118114,0.44966799209150166,0.1410886641130009,0.40420129769804375,0.004975197593446206,0.2792535386072788,0.43168326638466364,0.48313630890587433,1.0,0.49303989053215774,0.31835997206016037,0.5757108228820923,0.03046745366860586,0.3747971568398963,-0.1545372218984685,0.5006634955396277,0.08126464492421495,0.32473878516485116,-0.11831522891101566,0.1257019147650254,0.40629750404092807,0.41756753966418547,0.46123225722171496,0.3513828701875049,0.3009788247626783,-0.015190275087390336,0.005315494923107622,0.18179033651053725,-0.08774702865297039,0.3029738884609615,0.3733139658226863,-0.10091193267446043,-0.3111741642874832
N_Acc_R,0.5236957126643356,0.468481075276259,0.14443196237882647,0.6095822143980821,0.17593726371701732,0.3577163260402894,0.250798942838169,0.42578648077217957,-0.0012971376315008161,0.21294433755547557,0.2346584055950425,0.48100363248267775,-0.16430743730972963,0.5131956591999485,0.28258700184345675,0.7266643755697542,0.2112327165554065,0.6121441827638705,0.3306051249992624,0.4166943463863819,0.49303989053215774,1.0,0.307804725511494,0.593582972965513,-0.03811265623730655,0.2534977281698586,-0.1661745519906933,0.21826636681549294,0.1639387279096784,0.2848812501717623,-0.039802768429114586,0.42625313287448124,0.14702847062127616,0.5980430290093632,0.49912490420123096,0.46896784335630476,0.5267644487304893,0.2556282947227578,-0.07435009550592643,0.38675973833604993,-0.3878419918338878,0.5433341111007431,0.417471400257297,-0.10977914718337055,-0.3650608670109279
Vermis_10,0.23954194108129942,0.23478123140417922,0.04359062580310402,0.15735281120328143,-0.19588226519382257,0.11060595553010129,0.13821498875046484,0.08426869884940574,-0.06454978328353554,0.27488848768056034,0.20673229987677302,0.4571078936478805,-0.3941714966137828,0.21074924953184632,0.14416266237095,0.21169626131209993,0.050870877837942176,0.17945762544194552,0.036653315897394595,0.25298108129980995,0.31835997206016037,0.307804725511494,1.0,0.42711142363605814,-0.20636616781656789,0.07861884554578723,-0.4357783005382261,0.1053970493416618,-0.08268993299134296,0.23637881826460427,0.2738150747248749,0.0015947846681214556,-0.2306334190355128,0.3661055269453785,0.27375719912071217,0.21398902722951835,0.26768369722930146,0.025608862753517155,-0.1065016340408188,0.4096314105885131,-0.31486988117018555,0.2520723313866027,0.3396546470866763,-0.37371976089643416,-0.3368949228978556
Caudate_R,0.5553933733123357,0.6458657142209733,0.15530426494996377,0.40676063528469125,0.0745859035956475,0.2577523231320784,0.25118843607026403,0.08152291930093114,-0.08982452593828937,0.20038452139000792,0.16125132953102467,0.7097971365715928,-0.4762581175844194,0.42031192225993336,0.235348505630788,0.5184580734836132,0.22633191761684512,0.37986694091584794,0.4344030527023237,0.5498730324754479,0.5757108228820923,0.593582972965513,0.42711142363605814,1.0,0.03683477631560786,0.43605266266549364,-0.3396796025961874,0.4127007368540224,0.1299794300826717,0.5069446812024784,0.07997445279430114,0.026153042209511323,0.1510342657809257,0.5485611038448416,0.3168041692539959,0.442239352406541,0.5007082207314889,0.035107744742829725,-0.1546465787221395,0.43667379207777135,-0.22034726200491414,0.4594858157722944,0.5207586818097621,-0.30893416769524457,-0.384588364798813
Vermis_4_5,0.2514763591524613,0.0567167647074418,0.043675349339461086,0.495037222380436,0.2675527790000397,0.20719633524675585,0.26853997128446594,0.3526831308425859,0.1119206505950025,-0.11425035508816198,-0.2886933219407724,-0.14695723481111317,0.4125172609101514,0.254621873813517,0.23241311897380804,0.25804054834614715,0.22970733986253278,0.32784049055435205,0.2600866002553894,0.3591535196657122,0.03046745366860586,-0.03811265623730655,-0.20636616781656789,0.03683477631560786,1.0,0.1798108007285748,0.5491747237357826,0.18394843944969183,0.37073556874911706,0.1702134698706482,-0.19728135473648292,0.5165864237516894,0.4385447930336816,-0.29737533969206753,-0.005678923246318839,0.14482476156018664,-0.09129217194998707,-0.08094423380664803,-0.049138031079455656,-0.3947404335007378,0.28238697685189834,0.11478015515705979,0.1329242340355027,0.1056465914601041,0.22485061557492864
Fusiform_R,0.25179222665420165,0.5435682682038377,0.03621200285400256,0.3590545143012907,0.059528370815032185,0.1087135310596966,0.14027208759171697,-0.05122933812562055,-0.05442731965040813,0.1598596218247203,-0.0609516678638661,0.08373863507993211,0.12102252970119806,0.30435592636779557,0.15672830563761864,0.31266537440879594,0.5012258097309831,0.09365072311711731,0.26151292307307794,0.2765823827841328,0.3747971568398963,0.2534977281698586,0.07861884554578723,0.43605266266549364,0.1798108007285748,1.0,0.05785700720620421,0.2571289125169716,-0.045637905113352105,-0.2203525912026558,0.10486748153624541,-0.06262779502440954,0.24291509257387967,0.18705649525452253,0.1447054544829674,0.3524970849563747,0.12967470763207653,-0.08495195960089506,-0.05709538934280942,0.2169239166492363,0.3478913268473406,0.34133091613295796,0.29607425032828094,0.15218677593180335,0.3236042670841709
Calcarine_L,-0.053438590992075666,-0.0727520594595638,0.12781377904556798,0.3548369377020788,0.5169531845669124,0.2583331438038559,-0.14004797521596682,0.34960827595219374,0.14575416560576543,-0.13005754506533862,-0.3712086155056258,-0.6848888703539169,0.8193721861715206,0.13107811935658792,0.2627436091600257,0.08534855734158082,0.05921474980290652,0.023848122787154966,0.2611948878995537,0.05200884856799853,-0.1545372218984685,-0.1661745519906933,-0.4357783005382261,-0.3396796025961874,0.5491747237357826,0.05785700720620421,1.0,0.11283519102546566,-0.05586150342812658,-0.2317146878726097,-0.4145168916250636,0.48438632482352323,0.6195232927801481,-0.3507798125589665,0.04936621351156011,0.011623978041917804,-0.2015535369449983,-0.1436564654136304,-0.012036533380833412,-0.6191329993293199,0.37092776212101064,0.037247685944480864,-0.41727770999538105,0.4883554340541561,0.47438751922153444
Paracentral_Lobule_L,0.3061884169169032,0.5333870468130755,-0.011768947329460912,0.4279398206031261,0.7564931173999868,0.2517075284655745,0.2776996301657198,0.176745039342603,-0.1346837119281703,0.12419568714887015,0.1447887188229549,0.34019428212494585,0.04911718676303182,0.3331084668540385,0.2807070541678519,0.10367948854377497,-0.2623713036739164,0.14348399903041964,0.4835080629456164,0.4637097770728167,0.5006634955396277,0.21826636681549294,0.1053970493416618,0.4127007368540224,0.18394843944969183,0.2571289125169716,0.11283519102546566,1.0,-0.058055380097378186,0.30598996107232335,-0.46218515293881585,0.05593426070477634,0.7065076628593764,0.268825701738833,0.33195927655528357,0.0522321793782068,0.13550696137090576,-0.0820885918718745,-0.23447132748531269,-0.08893543140761376,-0.04048850861696206,-0.011295762307606871,0.007097711388468811,0.16136323825861615,-0.405037382601273
OFCmed_L,0.5061827925313922,0.041228677056781356,-0.19523174638284815,0.1834057212356017,-0.07156180988769623,-0.02312980934143764,0.43701785624959427,-0.08872175617726026,-0.017964945729566584,-0.1689287576424838,0.1515588160147834,0.12656511813199095,-0.1408963576858384,0.16760441150540167,-0.22775384537466956,0.13658104018346937,0.19786960074214724,0.5491200762563623,0.2962826962595119,0.18713809784624916,0.08126464492421495,0.1639387279096784,-0.08268993299134296,0.1299794300826717,0.37073556874911706,-0.045637905113352105,-0.05586150342812658,-0.058055380097378186,1.0,0.19253663922629358,0.10646454377244773,0.10671118148353194,-0.005312857712535612,-0.23375477761383467,-0.11092355102664764,0.31760214571926787,0.10646519469643445,0.5446957523503714,-0.05863988889618416,-0.27067113979649465,0.09085879157726996,0.14534002807084243,0.5201886811962435,-0.1364449563165944,0.06263918166450208
Frontal_Med_Orb_R,0.2527874312733643,0.10837276191048953,0.05061367159018911,0.12980487917845365,0.13225072696985743,0.14848685696282496,0.2057712905231846,0.1470200101038678,-0.00645270394257645,0.08659169266743678,0.02535867528574599,0.5177898822890825,-0.40614375127389923,0.1353486255991562,-0.045391534834175164,0.21464559655324697,-0.17969569591418136,0.2356650316545868,0.3032829314542334,0.3199306056989988,0.32473878516485116,0.2848812501717623,0.23637881826460427,0.5069446812024784,0.1702134698706482,-0.2203525912026558,-0.2317146878726097,0.30598996107232335,0.19253663922629358,1.0,-0.06335147716092537,0.14770880807134482,0.11694282122618165,0.2416286915668038,0.20325358663984772,0.026719544662684728,0.23303317428953127,-0.13095368399569846,-0.1380834553882344,0.16239198213145956,-0.38357565592507475,0.03314715949846241,0.20984763884373697,-0.33702693366824205,-0.5692436667431023
LC_L,0.0305469564084502,-0.09184480778341905,-0.01768304919735632,-0.2731598966216684,-0.6771369485258332,-0.2836297862543323,-0.08893929541865228,-0.3215144518671336,0.06199105621534204,0.09784060731348053,0.11846987988387761,0.11445769247388443,-0.3643782533496064,-0.10888374972082403,-0.10822581414504473,-0.07964740106349485,0.38397509601716207,0.019017964198625982,-0.22967649203136586,-0.09506912454190412,-0.11831522891101566,-0.039802768429114586,0.2738150747248749,0.07997445279430114,-0.19728135473648292,0.10486748153624541,-0.4145168916250636,-0.46218515293881585,0.10646454377244773,-0.06335147716092537,1.0,-0.22663376633180526,-0.6020020052829858,0.016797578918424812,-0.2887254065373218,0.12719876095862198,0.024480043981288935,0.1524999728390078,-0.007680424575011511,0.3048733388350665,0.18903011581605872,0.09146250829657131,0.34362341573489197,-0.3536971694183886,0.2750630484640142
