,Frontal_Inf_Oper_R,Amygdala_R,Temporal_Pole_Sup_R,Cerebellum_Crus2_L,Thal_PuL_L,Paracentral_Lobule_R,Pallidum_L,Thal_LP_L,Vermis_3,Occipital_Mid_R,Vermis_8,Precentral_R,Thal_VL_L,Vermis_4_5,Cerebellum_6_R,Angular_R,Cerebellum_Crus2_R,OFCant_R,VTA_L,Cuneus_R,Thal_PuI_R,Frontal_Sup_Medial_R,Thal_PuM_L,Thal_VL_R,Vermis_10,Cerebellum_3_R,Thal_MDl_L,Cerebellum_Crus1_R,Thal_MDm_L,Thal_MDl_R
Vermis_8,-0.26805806459761683,0.015245344082252065,-0.031337599152060865,-0.33847112216682884,0.22754762918307694,0.22796782950618727,0.35253642229234894,0.040370016819162,-0.030314542639034006,-0.21651594853257972,1.0,0.03366968820925314,-0.04425410636813603,-0.029773964406981504,-0.39695591363249677,0.06138553890441001,-0.6068237473036375,0.424166970030382,0.37512011119086974,-0.17156574353986362,-0.003703352227536501,0.18728436141921176,0.1718669460773413,-0.16604636892274435,0.3778251442979898,-0.1710578261260059,-0.26378648633085866,0.15515809135136804,-0.2524639902299267,-0.043406287586302814
Precentral_R,0.7113169744705914,0.18115413152850804,0.16254608027685716,0.03777902380261522,0.6497120047729256,0.8960829049746287,0.19417731999445395,0.4420312962154676,0.7759338136389404,0.3506847034489798,0.03366968820925314,1.0,0.6409286432879286,0.7747079712072197,0.2810892327010852,0.6991961553077132,0.2669949911789252,0.0793990351441458,0.14119796236885448,0.46457508295409816,0.6714200064172748,0.7885038487381796,0.8442722305326368,0.5654149792660162,0.4086654957262878,0.8954180389474012,0.4532120891110301,0.6519806752766645,0.4569394848761336,0.37763602066465346
Thal_VL_L,0.4627920918036469,-0.08330651698128448,0.20715474790658467,0.004119908361619286,0.32798796943824277,0.6409817982871283,0.4648481087430441,0.5013274651280722,0.6680683150617077,0.11685573316364901,-0.04425410636813603,0.6409286432879286,1.0,0.6128899534559488,0.3143260985612604,0.36605018753635793,0.27281134955177333,-0.078928704068738,0.2540121676981629,0.22530941159966134,0.6758621602470752,0.5760243332192927,0.6236930355190912,0.7918748073146284,0.3292334787654365,0.6832892513217858,0.594476692897849,0.3889645078701502,0.6315254290454678,0.5390785028656186
Vermis_4_5,0.4558073519435358,0.15177170349081062,0.2543147822407439,-0.025923121434041227,0.5655132534168336,0.6979565899808597,0.21928904125788096,0.38627638081202664,0.851353464625362,0.5257012450676896,-0.029773964406981504,0.7747079712072197,0.6128899534559488,1.0,0.44409668496356114,0.6883470591969179,0.3249462508713649,0.010606735781598278,0.04259597354524576,0.5812492046948999,0.5491302732564414,0.49742483338153637,0.7617248964381779,0.4250166124596367,0.19342180087706312,0.814279627718564,0.35815596405175143,0.5609390113338516,0.27765243305990583,0.24301035248025973
Cerebellum_6_R,0.5582365891597655,-0.08630324785845918,-0.13639736656574802,0.25065656726690033,0.0030673835191217316,0.12908847739890497,-0.26508245072758413,0.23295894263584663,0.21302674953317363,0.2680500923452178,-0.39695591363249677,0.2810892327010852,0.3143260985612604,0.44409668496356114,1.0,0.23263646788423276,0.4093578210063762,-0.19983783059730806,-0.19792713939045586,0.24397839081165204,0.25609393679680886,0.1573921599384711,0.18201584576867474,0.44232032980088215,-0.34929818646722793,0.4211036277280612,0.5066878178909151,0.37021059277352864,0.2792166913779062,0.2381215545849919
Angular_R,0.3793574066800869,0.20693595185479233,0.3396877374789008,-0.12272060464308317,0.48882306602545195,0.6890311837772871,-0.020755553177759664,0.2849714294390042,0.6607232649250824,0.7229921053676663,0.06138553890441001,0.6991961553077132,0.36605018753635793,0.6883470591969179,0.23263646788423276,1.0,0.2081761690835648,0.006662201841425078,-0.07341672672354832,0.6138000663804213,0.3326543373762292,0.3670379111060693,0.5503006941593771,0.2727296934903762,0.23832584067248952,0.6299332879208971,0.25757696656776186,0.5916076897499918,0.17602877156103458,0.21123375542274955
Cerebellum_Crus2_R,0.3628918187108349,-0.022034132654440083,0.22082056142979037,0.32367057113804515,0.10813360441127637,0.11292388273198524,-0.18498985408789667,0.09034411689562068,0.3702416486649045,0.4462961149430688,-0.6068237473036375,0.2669949911789252,0.27281134955177333,0.3249462508713649,0.4093578210063762,0.2081761690835648,1.0,-0.6060262137494977,-0.3698046562949068,0.4938359081449105,0.16873682990324276,0.057417953506217465,0.07731012653589553,0.29294572922443995,-0.40424781373872737,0.4263374347390032,0.3614506135757948,0.1308426586236199,0.4118014963700358,0.12573418805314632
OFCant_R,-0.03974645252243514,0.2076285797200171,-0.1550407109501486,0.023882378644632638,0.19143394330973895,0.13064024196364724,0.13821624464145305,0.04813028142988869,-0.07614271296454252,-0.2543923332631087,0.424166970030382,0.0793990351441458,-0.078928704068738,0.010606735781598278,-0.19983783059730806,0.006662201841425078,-0.6060262137494977,1.0,0.2629718690987309,-0.24506817034212444,0.11783428178660978,0.2201825666503096,0.22245821269857738,-0.12417855632739366,0.42889748538670136,-0.045362200641504806,-0.20597707804815976,0.10062975700671532,-0.22850622402540804,-0.008417965026405447
VTA_L,0.010831589562324037,0.07719075614755475,-0.1547780011829719,-0.10811249218046522,0.10177425202766836,0.2415751219414509,0.4037392885454005,0.09152709609222064,-0.02624628602173868,-0.235478263057587,0.37512011119086974,0.14119796236885448,0.2540121676981629,0.04259597354524576,-0.19792713939045586,-0.07341672672354832,-0.3698046562949068,0.2629718690987309,1.0,-0.1787956032364645,0.054780342075315916,0.2945146350513776,0.1826233193959746,0.06579192720614689,0.3368591250743354,-0.03626408603315287,-0.019756031461110785,-0.042866177793846466,-0.0038751126810339155,0.011603103676840507
Cuneus_R,0.3091714642555391,0.200630746910777,0.2677085893334057,-0.06413700602634699,0.37096515820490666,0.36996073718081685,-0.09813796211592414,0.03619480624124149,0.5721835924275217,0.7144967853498306,-0.17156574353986362,0.46457508295409816,0.22530941159966134,0.5812492046948999,0.24397839081165204,0.6138000663804213,0.4938359081449105,-0.24506817034212444,-0.1787956032364645,1.0,0.15998369997956507,0.1678217919915106,0.32302655663391655,0.13498324652460594,-0.08089730866261952,0.4416272711332824,0.23831554894883814,0.3564229106392288,0.1535910796311537,0.10909014718660882
Thal_PuI_R,0.56058807277964,-0.013877881291810742,0.09625129577897286,0.10055322805661004,0.4593071872656418,0.6197749875624209,0.4492408630472547,0.2942048053763639,0.6036557978867474,0.03045391568317344,-0.003703352227536501,0.6714200064172748,0.6758621602470752,0.5491302732564414,0.25609393679680886,0.3326543373762292,0.16873682990324276,0.11783428178660978,0.054780342075315916,0.15998369997956507,1.0,0.64306797221916,0.6686297204315905,0.6108018858649195,0.4328408888569261,0.6928458736028544,0.4447091648214802,0.36499521524689993,0.5227013457869374,0.42427083545458044
Frontal_Sup_Medial_R,0.6673304022060426,0.0847667699492591,-0.12406193797789473,0.033431841385775644,0.5788258236761487,0.7386938562492793,0.24477905702299654,0.5023881523052003,0.536297366191626,0.02089656224757794,0.18728436141921176,0.7885038487381796,0.5760243332192927,0.49742483338153637,0.1573921599384711,0.3670379111060693,0.057417953506217465,0.2201825666503096,0.2945146350513776,0.1678217919915106,0.64306797221916,1.0,0.7567740460652849,0.5648519375899221,0.4264425278417068,0.7037853725914505,0.3455687339898021,0.5711546384477921,0.3514412377918074,0.3302229666087115
Thal_PuM_L,0.5033780666936872,0.22775821171128688,0.09963385269112271,-0.04765702164248562,0.6901595684482877,0.8143652725437889,0.3064005401206249,0.5249202316465473,0.7653961218951034,0.2235845438560932,0.1718669460773413,0.8442722305326368,0.6236930355190912,0.7617248964381779,0.18201584576867474,0.5503006941593771,0.07731012653589553,0.22245821269857738,0.1826233193959746,0.32302655663391655,0.6686297204315905,0.7567740460652849,1.0,0.47380780689236407,0.4784313394459729,0.7906213847475733,0.30712744709031947,0.5711468304224512,0.29527676441719475,0.3091018601824916
Thal_VL_R,0.635861834800663,-0.14528496433527222,-0.0771808718588369,0.1715497845692002,0.14336223531429917,0.49543484144967126,0.1966462046583365,0.5951302312569169,0.4567254423994742,0.057514339176795534,-0.16604636892274435,0.5654149792660162,0.7918748073146284,0.4250166124596367,0.44232032980088215,0.2727296934903762,0.29294572922443995,-0.12417855632739366,0.06579192720614689,0.13498324652460594,0.6108018858649195,0.5648519375899221,0.47380780689236407,1.0,0.23123114212076926,0.6236124353578095,0.7866619695369982,0.47536501976612805,0.7708980362069736,0.5990422437093806
Vermis_10,0.10674463454753431,0.04118309655784028,0.13755805134041776,-0.16985340901778956,0.30688513616481117,0.487741981731814,0.4347580325655299,0.3001704432121179,0.35506643271189436,-0.17946096691984845,0.3778251442979898,0.4086654957262878,0.3292334787654365,0.19342180087706312,-0.34929818646722793,0.23832584067248952,-0.40424781373872737,0.42889748538670136,0.3368591250743354,-0.08089730866261952,0.4328408888569261,0.4264425278417068,0.4784313394459729,0.23123114212076926,1.0,0.25957786852441206,0.0296962840867712,0.24911156530139686,0.09176475587848851,0.1346755246062862
Cerebellum_3_R,0.7154366809006378,0.11874475651767961,0.1608108276748544,0.10250684052527695,0.5672187690837486,0.7714357419945896,0.12991301075858222,0.45755843777027244,0.799985297431473,0.3875956334477248,-0.1710578261260059,0.8954180389474012,0.6832892513217858,0.814279627718564,0.4211036277280612,0.6299332879208971,0.4263374347390032,-0.045362200641504806,-0.03626408603315287,0.4416272711332824,0.6928458736028544,0.7037853725914505,0.7906213847475733,0.6236124353578095,0.25957786852441206,1.0,0.5033401425159597,0.6097127667017239,0.5030775550175071,0.3906332935674865
Thal_MDl_L,0.5027879662497788,-0.11700534560154348,-0.05137600881461706,0.11978850498603358,0.05441549447132888,0.3639529007054993,0.011594714347958108,0.35062997542498353,0.3747562040898392,0.1269727386897439,-0.26378648633085866,0.4532120891110301,0.594476692897849,0.35815596405175143,0.5066878178909151,0.25757696656776186,0.3614506135757948,-0.20597707804815976,-0.019756031461110785,0.23831554894883814,0.4447091648214802,0.3455687339898021,0.30712744709031947,0.7866619695369982,0.0296962840867712,0.5033401425159597,1.0,0.2367123888458473,0.8345245330845098,0.7449194558193284
Cerebellum_Crus1_R,0.5551289138903929,0.06657677644850012,0.04864011214661078,0.07585087751955474,0.28746756126878925,0.57738947509209,-0.0720124535917324,0.6100562098518174,0.45207350912648475,0.36324967336985964,0.15515809135136804,0.6519806752766645,0.3889645078701502,0.5609390113338516,0.37021059277352864,0.5916076897499918,0.1308426586236199,0.10062975700671532,-0.042866177793846466,0.3564229106392288,0.36499521524689993,0.5711546384477921,0.5711468304224512,0.47536501976612805,0.24911156530139686,0.6097127667017239,0.2367123888458473,1.0,0.11345189216516803,0.10305145660512867
Thal_MDm_L,0.45473438880448347,-0.22678530460951563,0.07867554569430221,0.07847880949741855,0.1999473835871082,0.37626093045489256,0.24959393510816977,0.17652553050282058,0.43291112952675426,0.00822294388852011,-0.2524639902299267,0.4569394848761336,0.6315254290454678,0.27765243305990583,0.2792166913779062,0.17602877156103458,0.4118014963700358,-0.22850622402540804,-0.0038751126810339155,0.1535910796311537,0.5227013457869374,0.3514412377918074,0.29527676441719475,0.7708980362069736,0.09176475587848851,0.5030775550175071,0.8345245330845098,0.11345189216516803,1.0,0.7281954311003181
Thal_MDl_R,0.30296118724408383,-0.06706799993708246,0.07590246779734096,0.09151909521949038,0.18378045149899325,0.37470709651197404,0.13615848863238386,0.16369988840667762,0.32603324796546407,-0.06859077998729561,-0.043406287586302814,0.37763602066465346,0.5390785028656186,0.24301035248025973,0.2381215545849919,0.21123375542274955,0.12573418805314632,-0.008417965026405447,0.011603103676840507,0.10909014718660882,0.42427083545458044,0.3302229666087115,0.3091018601824916,0.5990422437093806,0.1346755246062862,0.3906332935674865,0.7449194558193284,0.10305145660512867,0.7281954311003181,1.0
