,SN_pr_L,Postcentral_L,Thal_PuA_L,Insula_L,Cerebellum_10_R,Vermis_7,ACC_sub_R,Cerebellum_4_5_L,Cerebellum_6_R,Thal_VA_R,Cingulate_Post_R,Paracentral_Lobule_L,Insula_R,Occipital_Inf_R,Vermis_1_2,Amygdala_R,OFClat_L,Parietal_Inf_R,Temporal_Pole_Mid_R,Cuneus_L,Fusiform_L,Occipital_Sup_L,Frontal_Inf_Oper_R,Thal_IL_L,Frontal_Inf_Tri_L,Frontal_Sup_2_R,ACC_pre_L,Pallidum_L,Thal_AV_R,Putamen_L,Thal_PuM_L,Thal_VL_L,Thal_PuM_R,Calcarine_L,Raphe_D,Thal_IL_R,Frontal_Med_Orb_R,OFCant_R,Frontal_Inf_Orb_2_L,Cerebellum_8_R,Thal_MDm_R,Putamen_R,Frontal_Sup_Medial_R,Thal_LP_R,Cerebellum_3_L
Thal_VL_L,-0.26877197884859333,-0.1902981419995651,-0.4641384591863552,-0.044289047204616974,0.6032741688126938,-0.051688702871700666,0.5549540956106986,0.3431508532159673,-0.012386887766757632,0.5428109258181176,0.026368853040631305,-0.20129633336957,0.26407332232412767,-0.560823519474621,0.6337515272837785,0.13568178343941287,0.7438814635753931,-0.25738784476497206,-0.13155567897117743,-0.4416105793843131,0.43026039511039665,-0.47762910448438745,-0.08229876986783242,0.5172278800851836,0.46294999402848946,0.1571406106340112,0.31479251577317413,0.5026160185972012,-0.14030600155020062,0.18781533424139527,-0.5560356756721944,1.0,0.36337556930823334,-0.48882378684131,-0.1063896875933853,0.3668020405757849,0.5220820839609581,0.6165707977309729,0.5850220018935872,-0.09007743622704589,-0.4824683905434815,0.5192171144866292,0.04484308474613103,0.28593480053779535,-0.1592503715670961
Thal_PuM_R,-0.1032473652286995,-0.4123127694885651,-0.46663968767194036,0.07789716734802789,0.24015750549165357,0.4679122985021019,0.6252596782974207,0.56105759583438,0.48597590175651045,0.7371051329878433,0.3162374141177415,-0.04737390991925479,0.2326570946678261,-0.2460441209155144,0.4810689767543183,0.32943428708955985,0.3231394204543415,-0.4060827976408129,0.2722437233204952,-0.4539762316083385,0.29830232306995214,-0.5941834909977233,0.1411230808473362,0.700297857441947,0.0807056396531097,0.22115528654809555,0.404761390595584,0.6330025155643595,-0.6537922519372353,0.6106835032335137,-0.4906738381224179,0.36337556930823334,1.0,-0.38222270893048577,0.008881472512269109,0.32648823208726785,0.6690606270047175,0.47119644410972056,0.4325402514254195,0.25650037377701984,-0.3268501893056015,0.7611705482426914,0.2938759274901582,0.8431077754753609,0.12275043628202027
Calcarine_L,0.5860125557136047,0.3248642040619442,0.7630096119593935,0.2760503795990181,-0.3317640779126119,0.1344724013674056,-0.4884617723518015,-0.2100976528024665,0.09718066706533887,-0.6611431318980705,0.3175036525419227,0.25533645525830995,0.10626865670034101,0.6128316034589365,-0.2963618462185395,0.18631701415877946,-0.5569507897718634,0.34217148629984695,-0.01007750203985437,0.8645449893191088,-0.0030336934047597,0.7498153657487949,0.1275702636089893,-0.4367504415500212,-0.23120868857125068,-0.0206262909989958,-0.05412589964938959,-0.33425478247221907,0.5766934601662553,-0.06859861893582045,0.7925227701691205,-0.48882378684131,-0.38222270893048577,1.0,0.317796687026509,-0.22048843739846222,-0.538685883364825,-0.5223472347240598,-0.3621108151839673,0.2963520621027802,0.6637380696200835,-0.39855594492208707,0.10501856405397553,-0.4303366058509727,0.37838691365905114
Raphe_D,0.5671382375629501,0.3453043593919376,0.23770497399999746,0.2882237929618058,-0.19341563399180906,0.1629587877045998,-0.0918318484531398,0.1528768978573783,0.18101437190422132,-0.1416851127183652,0.43054411903240536,0.39068373399622436,0.25194915658899353,0.28741917634823944,-0.04418920158276781,0.4530343640414066,-0.1986041196564236,0.15588948871622704,-0.07958617915939355,0.3308412628581038,-0.14107134201036356,0.18808533833314012,0.3837883412822144,-0.17905971617132113,0.13286256463585855,0.2990864656762918,0.2087222005073774,0.01746592429748833,0.19447329955344536,0.25501870658751535,0.19316001070175068,-0.1063896875933853,0.008881472512269109,0.317796687026509,1.0,0.024772985713056198,-0.1886974306790705,-0.2337038261259354,0.08409867820403541,0.07815657400571156,0.23982690321847855,0.016337894104204824,0.33886360624557366,-0.06638924134220073,0.36493941050746975
Thal_IL_R,-0.21790958290013995,-0.28104386936568704,-0.4167042447827454,-0.25602310339559925,0.34101098374567584,0.3922815732828695,0.4665115001896819,0.20537938467594324,0.37959672710687764,0.5064470130802554,0.07856455484170129,-0.2516045510333345,-0.13750000948395674,-0.1887383252169529,0.4722936459637022,0.039397632299722596,0.28017513067993044,-0.2817929296780062,0.1107511224722228,-0.26690576074381855,0.5503253925219292,-0.280649352922391,-0.252654770685145,0.5785389648187884,0.20888085889297925,-0.09454479399523993,0.05290597573050422,0.508129647633936,-0.17551284206044493,0.08645509605930908,-0.3343485183671744,0.3668020405757849,0.32648823208726785,-0.22048843739846222,0.024772985713056198,1.0,0.2462502321750134,0.2391976486076032,0.19227792360899565,0.1659870342855562,0.11225584192273996,0.3340626729757222,-0.19648114187478014,0.24588678777336126,-0.16067652828464313
Frontal_Med_Orb_R,-0.35175540402338373,-0.2318741804342657,-0.5933958634739326,0.1383790596666698,0.43554706312373853,0.26696797246602544,0.8097339124920065,0.5608029873084786,0.29093998779464647,0.832867023779978,0.013731444143319163,-0.04940607606505941,0.27989163985248994,-0.47033716184849356,0.5967246558739747,0.11488076378909828,0.5570285316136415,-0.44223465550621466,0.41151538622374234,-0.5156000996931143,0.2378553432551619,-0.5582641383356192,0.19966680717448973,0.7069848159497731,0.23948058766757865,0.20536474436359517,0.4952771565040024,0.5888791536211291,-0.7557562967877084,0.5504926053521177,-0.6556402931763614,0.5220820839609581,0.6690606270047175,-0.538685883364825,-0.1886974306790705,0.2462502321750134,1.0,0.7764230536041398,0.5387440962552034,0.047344540877048494,-0.5935605949872348,0.6955852259055051,0.2765565396717991,0.6585351254645303,-0.022159409204247377
OFCant_R,-0.5299765879161212,-0.2109668600529288,-0.6230636226817495,0.0008467553262924367,0.543499774821358,0.1642127352125779,0.5847674228474737,0.5365459141653727,0.12332320018746198,0.6786592135850938,-0.189470749034595,-0.04364306026094797,0.2539486969367749,-0.5890001787288688,0.5978064686535642,-0.04482072976905552,0.8460125399284989,-0.30438867630160676,0.08896335958288096,-0.4708262348098353,0.4661276679238284,-0.46765558655335726,0.06472338933178781,0.5824214386288196,0.38515362984003493,0.2687115269184382,0.21139015154996915,0.4359108168074723,-0.5307766808266406,0.30357919884578216,-0.7082350040848947,0.6165707977309729,0.47119644410972056,-0.5223472347240598,-0.2337038261259354,0.2391976486076032,0.7764230536041398,1.0,0.6875708164857148,-0.1262812165122213,-0.637789685910258,0.552747857340959,0.07605011113515057,0.44534523826541034,-0.04908635787080195
Frontal_Inf_Orb_2_L,-0.03434411838537597,-0.040447079642898696,-0.4345941330934518,0.38991253197848813,0.3627253455653549,0.13565340346350152,0.41455527999122804,0.6502299301451345,0.2429509913506186,0.47199875347358133,-0.015673402618676044,0.11977284578345623,0.6379137275670899,-0.3376488347766987,0.5935759472028523,0.24089070777306415,0.7408025568954759,-0.19774867744841415,-0.024705950343816667,-0.31090760867277295,0.4710298350701316,-0.4173201634010916,0.3710117345615263,0.4433017372144778,0.7204051062840718,0.5091885704483611,0.32776228770916227,0.510521259321838,-0.2970653854401556,0.5624819131086229,-0.5233927893668452,0.5850220018935872,0.4325402514254195,-0.3621108151839673,0.08409867820403541,0.19227792360899565,0.5387440962552034,0.6875708164857148,1.0,-0.040307719345056066,-0.4416219332815756,0.5942043347187231,0.2896842424474936,0.4152629977352903,0.279178630475584
Cerebellum_8_R,0.38684576638230017,-0.05190142475718794,0.36998853392789055,0.30230404262448823,-0.2452505768737705,0.5792364634994313,0.0800523608797194,0.10950109305242968,0.5386634024316134,-0.008675925284778849,0.36564100534004784,0.07123943520448592,0.2513277776629657,0.5834667789250431,0.1748333470219971,0.30801246891482353,-0.33285445698565985,-0.18340697874611767,0.6917133326290656,0.11840426967163398,0.1415317704866063,-0.004704135299278418,0.08874810661442797,0.26940972281216513,-0.027398590484968923,0.1445961748898878,0.2693173832953631,0.29734966926056783,-0.01154574631043446,0.34601023748813553,0.3923984076118835,-0.09007743622704589,0.25650037377701984,0.2963520621027802,0.07815657400571156,0.1659870342855562,0.047344540877048494,-0.1262812165122213,-0.040307719345056066,1.0,0.3850077706764627,0.36447671936607007,0.337452358274498,0.29738442394760173,0.31664909603429126
Thal_MDm_R,0.4763495491640344,0.21732023531700076,0.7210627722665581,0.19226753206010153,-0.39634724938012317,0.1181336595523286,-0.5046189027350237,-0.3164902617830743,0.09972261573577972,-0.5567534709843559,0.2830975474537097,0.10655374219854787,-0.06637304068753287,0.6979315318332411,-0.39445541444833637,0.23687951508424915,-0.6697206768222982,0.23643076448083694,0.09685530435630571,0.5874593167712813,-0.09700141622039793,0.5759933185394022,0.04316834194073505,-0.2943031361265687,-0.11880195947694891,-0.1391825622755843,-0.08481082833949653,-0.215955807632876,0.6573719847709393,-0.07477045188277967,0.788871994890532,-0.4824683905434815,-0.3268501893056015,0.6637380696200835,0.23982690321847855,0.11225584192273996,-0.5935605949872348,-0.637789685910258,-0.4416219332815756,0.3850077706764627,1.0,-0.3170330417951298,-0.010345484510078535,-0.35382481785560105,0.24961889336336804
Putamen_R,-0.01992415721033905,-0.18029866477539172,-0.3500634900948449,0.24449547286103918,0.35417122471699874,0.46509151523096276,0.6235808198730861,0.573639337143921,0.44435441412393706,0.687860066096854,0.3077572682311617,0.09874006870832328,0.40169189519846354,-0.27041193696220595,0.6197570091260677,0.43741950609085456,0.44348225119506574,-0.3362155160915294,0.3915949131077093,-0.43850490296031985,0.278966604349252,-0.5890864855101805,0.2323555678784745,0.6418239214484295,0.3542313267694179,0.4475773425473415,0.4975339655734694,0.813085545317151,-0.5388308315428137,0.7075899527916475,-0.4012205787738705,0.5192171144866292,0.7611705482426914,-0.39855594492208707,0.016337894104204824,0.3340626729757222,0.6955852259055051,0.552747857340959,0.5942043347187231,0.36447671936607007,-0.3170330417951298,1.0,0.4219092932600748,0.7119734317856544,0.13206559414903135
Frontal_Sup_Medial_R,0.4365402667637978,0.329546608903134,0.21149280374956395,0.5174544982659368,0.12142241071731638,0.2641291433468735,0.23042063994039133,0.39209894829425174,0.3632413342652167,0.11962924015018887,0.581948037748799,0.6327863235730044,0.5796185861274853,0.127902709608628,0.28044135118512187,0.6030921995345273,-0.05517336085845792,0.24885436328707228,0.3567068999813001,0.221745205247659,-0.10498627569970591,0.05421971195460518,0.6378800986870513,0.17321142126488798,0.06335086031571296,0.771133194161813,0.7129663228045962,0.371396796157333,-0.09446713495639414,0.7021322249215999,0.14878139137104435,0.04484308474613103,0.2938759274901582,0.10501856405397553,0.33886360624557366,-0.19648114187478014,0.2765565396717991,0.07605011113515057,0.2896842424474936,0.337452358274498,-0.010345484510078535,0.4219092932600748,1.0,0.3011745421340021,0.3650913760019587
Thal_LP_R,-0.13562707352721046,-0.4262252272770836,-0.4859985255148866,0.08733907581639166,0.11788585017803264,0.488997520169784,0.5807901610779255,0.5177928272063088,0.48190782081760875,0.6905824999905898,0.1617727684332566,-0.11083130114870282,0.22989893127392236,-0.16082299476961812,0.432934286693918,0.19169539068643696,0.2656363336400921,-0.4531719841099701,0.40430475290935014,-0.5386052645064004,0.23233513878374287,-0.6702344518613376,0.1645251044226504,0.7040210696821632,0.07300124102319058,0.2222166753578694,0.3409897232942074,0.60869823019076,-0.6928177380293958,0.5757286313134138,-0.4805169790683674,0.28593480053779535,0.8431077754753609,-0.4303366058509727,-0.06638924134220073,0.24588678777336126,0.6585351254645303,0.44534523826541034,0.4152629977352903,0.29738442394760173,-0.35382481785560105,0.7119734317856544,0.3011745421340021,1.0,0.1187009730403804
Cerebellum_3_L,0.46471544280233884,0.3147523400944015,0.2502309558705977,0.6121686293090888,-0.30950288169973905,0.30542088524559335,-0.1105604365324561,0.6157078781040991,0.45966733384164576,-0.09478113521003706,0.31508118292768267,0.366193229460575,0.5024468390526803,0.46637048004652726,0.08625991086636597,0.3776770089859729,-0.1865371436258546,-0.0883374390311263,0.2676511425324736,0.3418003007419108,0.07734502875049609,0.1062321216892979,0.5508365899742197,-0.05439943256626871,0.23843635970550164,0.41726502146968664,0.28824916265282935,0.023278027097999133,0.12847635630190046,0.4332587621552884,0.19886003992561177,-0.1592503715670961,0.12275043628202027,0.37838691365905114,0.36493941050746975,-0.16067652828464313,-0.022159409204247377,-0.04908635787080195,0.279178630475584,0.31664909603429126,0.24961889336336804,0.13206559414903135,0.3650913760019587,0.1187009730403804,1.0
