,Parietal_Sup_R,Pallidum_L,Vermis_10,Thal_LP_R,Parietal_Inf_L,Occipital_Inf_R,OFClat_R,Fusiform_L,Temporal_Mid_R,Frontal_Mid_2_L,Thal_MDl_L,Cerebellum_Crus2_R,Temporal_Sup_R,Frontal_Sup_2_R,SupraMarginal_L,ACC_sup_L,Frontal_Mid_2_R,Olfactory_R,Parietal_Inf_R,Precentral_R,Thal_AV_L,Raphe_D,Rolandic_Oper_R,Lingual_R,Thal_PuI_L,Cerebellum_10_R,OFClat_L,Precuneus_L,Putamen_L,Thal_MDl_R,Cerebellum_7b_R,Cerebellum_Crus1_R,OFCmed_L,ACC_sub_L,Lingual_L,Thal_VA_R,Precuneus_R,Cerebellum_10_L,Calcarine_R,Thal_PuM_R,N_Acc_R,Thal_VL_L,Temporal_Sup_L,Frontal_Inf_Tri_L,OFCmed_R
Cerebellum_Crus2_R,0.11943380013599304,-0.23320592677678392,-0.026960714523505305,-0.22723166664700314,-0.04820293511501892,-0.08918126132720837,0.3681214121727563,-0.13942710478855735,0.03302942771985848,-0.05990563202798937,-0.11009553493678174,1.0,0.022585054817999335,-0.053865693924933074,-0.1338429539116804,-0.09897260365974514,-0.057661936447863736,0.3973885445603424,0.03153698560808417,0.0031354626760871284,-0.2083917657156067,-0.16682448377424053,0.00536537508946995,-0.026115628563483893,0.20582736388246048,-0.06381755153057284,0.226427708865684,0.04720701527777745,-0.1594091354766678,-0.0295061515306793,0.17787597626427745,-0.05761803397987799,0.04900236307023401,-0.19005593065827914,0.03435395752686713,-0.05935182841642422,-0.03685844364837786,-0.013550054102972527,0.12464501943530758,-0.29301073284533297,-0.135833099897423,-0.12660761342893584,-0.1760643470724225,-0.1688389744439682,-0.12432899731545217
Temporal_Sup_R,0.2764699440965006,0.41194598940365623,0.44719963230297566,0.4548223636649889,0.5015130319514618,0.2646777606000088,-0.015154457621969255,0.40885922020990667,0.7706326902262739,0.7656610131184253,0.5642542969712918,0.022585054817999335,1.0,0.6282764950985413,0.5755557972917983,0.6631506209025975,0.8108857917441752,0.008641429605321518,0.6377847274754642,0.7492219971641233,0.5184127823509692,0.1759706821763118,0.8429602635214568,0.6534426499985352,0.2923547718414024,0.5981225690695201,-0.3528863745424453,0.6373865820155957,0.5984380213042214,0.5965579388523432,-0.2399918173349662,0.44352033039585914,0.3547009767853813,0.1267144418063344,0.5277149807020943,0.5280085085184213,0.6950956829472555,0.44885971410517284,0.44495268327882936,0.43019880279989575,0.44148455433450534,0.5053736733736032,0.6531102096835136,0.6743565307628163,0.18606092158887344
Frontal_Sup_2_R,0.3621822232495455,0.46993799353591836,0.44790802594074686,0.3977343470949042,0.5873754820655889,0.1787639094576909,-0.1887391667872672,0.6233910075426482,0.3043391386927271,0.8214863358446693,0.6081822576968069,-0.053865693924933074,0.6282764950985413,1.0,0.46085302462318967,0.777376144561639,0.807351683271656,-0.07137524316778718,0.6616755321911074,0.6006285641385436,0.6372985018524847,0.1892190309797307,0.5683882111475214,0.4955274066857218,0.2826433680832566,0.5495082443383263,-0.023844266726383054,0.525776522801718,0.7200714420516585,0.6100336174837545,-0.18450621142933213,0.33791105547211236,0.16921250280117453,0.14726511130314932,0.4658618915131731,0.5365805225107425,0.490835507595065,0.49427994365621075,0.37930709680949615,0.4355304170550902,0.4950817072727906,0.44214289134398393,0.39674400611755556,0.5865166260647268,0.23206230597542746
SupraMarginal_L,0.3807951901874248,0.27780954837923366,0.584047949620226,0.3466898823643991,0.7367608309042766,0.334454773187441,-0.18149777950736762,0.4819806788254802,0.5079544682350097,0.602559573334139,0.525326782354541,-0.1338429539116804,0.5755557972917983,0.46085302462318967,1.0,0.4943720191612166,0.6258744633952188,-0.1212999187184512,0.5641343576943054,0.6761805651339472,0.3964419263053699,0.43415052674740523,0.6956752586677455,0.6267723109844952,0.21478830895002482,0.3074882114327185,-0.28853044094692787,0.6017607486902073,0.44756173846773817,0.49097108719300747,-0.0689338195076999,0.25433341653023894,0.16479845222868303,0.09099991902894951,0.4862241263471758,0.3588192674532736,0.6469299217850829,0.20587888047455732,0.3365679728348371,0.5238492897518101,0.2398489920765541,0.4743842201666175,0.8364020959854077,0.7173850281717044,0.010434828324654016
ACC_sup_L,0.10610393278096625,0.46177663162318633,0.44772653348823055,0.5136464860017967,0.3731257457805442,0.1950110970308215,-0.11238259896606165,0.4483299866386141,0.3829835311744843,0.8316053591268745,0.5864002811970345,-0.09897260365974514,0.6631506209025975,0.777376144561639,0.4943720191612166,1.0,0.7919277538345304,0.024723880484018693,0.5001334929182623,0.6159235849182617,0.5964348268676406,0.2537501962922824,0.6294116407867335,0.4999198355457738,0.28068931710674466,0.5874678656109229,-0.16128360950347706,0.4744663683120309,0.7132808466879164,0.7447307857437938,-0.20241937177505884,0.3233249747670823,0.23450807048191585,0.09459999421514405,0.45195802206803815,0.5194135780504271,0.4625483105307668,0.4775718674022541,0.45296081452836573,0.4627839962377417,0.4593174854253066,0.48309366876795473,0.4467175553197227,0.6881333922632015,0.24695633804389874
Frontal_Mid_2_R,0.2540727419743084,0.5003694357325753,0.5048787412755453,0.44263485986061857,0.5729407722037504,0.2340987717454601,-0.00848842366773079,0.5443423962315845,0.5027952012145006,0.8972735526464981,0.6347148964014808,-0.057661936447863736,0.8108857917441752,0.807351683271656,0.6258744633952188,0.7919277538345304,1.0,-0.05268288817182846,0.6513341680460693,0.8155319469622646,0.6425136803150652,0.20801511446586377,0.802772352849646,0.6863116750532875,0.36015135720019,0.6322147312692705,-0.227242696606841,0.6676161586573046,0.772209981522621,0.6824879822898255,-0.22951336563980296,0.4212566238308048,0.33214482051872657,0.16204991196458388,0.6018270394625661,0.5671386323284416,0.7115955838764159,0.4858646310690904,0.5211478075845639,0.46041994759635796,0.5748147478115152,0.5539806022961105,0.6447851169186867,0.8202435488990882,0.22293494614504955
Olfactory_R,-0.16334774468860683,-0.20332618120801718,-0.09106068675995675,-0.34026976948482457,-0.15029329478152942,-0.05011163097008668,0.312289998795617,-0.3164375474822381,-0.022439241242892503,-0.08952520884105875,-0.12852102946605298,0.3973885445603424,0.008641429605321518,-0.07137524316778718,-0.1212999187184512,0.024723880484018693,-0.05268288817182846,1.0,-0.13096990586747703,-0.0013912117842906947,-0.22092688197353005,0.0019882291612042225,0.06666088678336951,-0.14466160193898575,0.3176576457491053,0.04512479284908116,0.10871335786997731,-0.0029320265734618235,-0.2778563707405039,-0.0904294361709365,-0.1297288187023906,0.19876972397443618,0.00513317480977629,-0.03556020019735254,-0.05986823193412251,-0.058925126510570525,-0.09275981934147062,0.0348889098167261,0.1731616533211754,-0.4010309408333512,-0.1874961859665446,-0.008961259472152405,-0.13334138463377643,-0.07904396720424472,0.08718145078575676
Parietal_Inf_R,0.7462668445761995,0.2778177750786765,0.6257098395144889,0.36064671146382793,0.7655028226486301,0.10996857692496674,-0.1916983434809428,0.584353479426893,0.45004351101679635,0.686195949773747,0.4985916337398195,0.03153698560808417,0.6377847274754642,0.6616755321911074,0.5641343576943054,0.5001334929182623,0.6513341680460693,-0.13096990586747703,1.0,0.6295818539414764,0.42561627863650037,0.2786791064855186,0.5537634864962757,0.6024020959216778,0.2783171670105015,0.2646133121241708,-0.22921033119771195,0.6931954499938179,0.5428118775592399,0.45534887269095997,0.04982855645242908,0.15721827468423447,0.21086938964164165,0.10079557568765998,0.5337399295007066,0.32307952007102586,0.6550201886493335,0.19811393386617215,0.4343320689379941,0.5590806662266908,0.2758991197479903,0.36123514282282126,0.547088323155781,0.48243005013404916,-0.022658248968644774
Precentral_R,0.31193598657949523,0.24462673082125908,0.5262703545212072,0.3590496834911868,0.5358395160701159,0.20246431192110464,-0.012393754794526911,0.309908403393893,0.6186541028258844,0.7175616527150475,0.504733478381782,0.0031354626760871284,0.7492219971641233,0.6006285641385436,0.6761805651339472,0.6159235849182617,0.8155319469622646,-0.0013912117842906947,0.6295818539414764,1.0,0.4419070848188191,0.2503568446491622,0.7825718545372983,0.6893298639965381,0.31486236021666764,0.4640979307916221,-0.38442366185749044,0.8214006113321468,0.474101298809331,0.5591130846996838,-0.14122929818188315,0.3807113351151485,0.37018369008049345,0.09055017746366688,0.6382978753776015,0.37148247268912665,0.8366522793134178,0.2708783803819358,0.6347583406579096,0.45801369792855484,0.2946612938425906,0.4957271539388778,0.6990360099188831,0.7838524905317303,0.03436056497251219
Thal_AV_L,0.16378735149570972,0.44781836496608013,0.3703278621224787,0.3574416413385998,0.37696174314735315,0.2070106760635837,-0.4041848012931479,0.7265811733202865,0.228040688778282,0.7411479429931234,0.8274503140095286,-0.2083917657156067,0.5184127823509692,0.6372985018524847,0.3964419263053699,0.5964348268676406,0.6425136803150652,-0.22092688197353005,0.42561627863650037,0.4419070848188191,1.0,0.10154066240864265,0.3519938633428284,0.5835901880828098,0.26660556715400346,0.4874492304119395,-0.43024724423898636,0.35875153261583675,0.8336030723603887,0.6568988182465328,-0.28692619698735555,0.2868408099859627,0.14401239673578276,0.16437228396891537,0.3381255507634996,0.8461737532958513,0.4727609798215596,0.45699613626330954,0.17870337209477843,0.33352098363936533,0.7363172615390726,0.5152772363431976,0.4158598050344556,0.5239581392858931,0.2379843338639718
Raphe_D,0.20169155292794405,0.3840067795687877,0.30820073094038736,0.2706511086855474,0.3514232094720875,0.22600381092262223,-0.12371231004914124,0.16986042409899582,0.10135088559025601,0.21303807469128896,0.37204552094010973,-0.16682448377424053,0.1759706821763118,0.1892190309797307,0.43415052674740523,0.2537501962922824,0.20801511446586377,0.0019882291612042225,0.2786791064855186,0.2503568446491622,0.10154066240864265,1.0,0.30791178314645495,0.21953833043648951,0.4319499609337104,-0.11359715097616613,-0.07309934319564312,0.2403340861410644,0.12967940914388149,0.293255226593103,0.008389091322664593,-0.03469981346552062,0.02108499152547282,0.29104933964088625,0.2263320795825619,0.07340692183949539,0.19239602211066797,-0.16015762522142735,0.16417656604235017,0.4459276331591625,-0.011865937617551954,0.4638641304324631,0.25499561951398425,0.3133951184785249,0.08896570406189475
Rolandic_Oper_R,0.24541193747474394,0.3544240513758982,0.5202513520630392,0.4349414022532519,0.5094576720108155,0.2606076918296458,0.04687005937187031,0.31262963365480884,0.6697984291069022,0.7180449750252215,0.4633291926560897,0.00536537508946995,0.8429602635214568,0.5683882111475214,0.6956752586677455,0.6294116407867335,0.802772352849646,0.06666088678336951,0.5537634864962757,0.7825718545372983,0.3519938633428284,0.30791178314645495,1.0,0.6211217179107741,0.2778235303040176,0.43142223614577,-0.22555954684894436,0.6678431555880182,0.4654814962301939,0.5278865766069919,-0.18257283435187469,0.35417468794387597,0.3545586406154872,0.12791447611521423,0.6205443251644497,0.3429999781593796,0.6855929167267383,0.2694717649893413,0.5361933540285558,0.4465559586495303,0.2534101179187748,0.517520378856552,0.7518204280343125,0.7749305522356253,0.14895867650931416
Lingual_R,0.4009974969362557,0.3260851852042896,0.6446931704307802,0.45078799264898417,0.5297497390464587,0.26888048784156826,-0.16239007988908627,0.6746193339995213,0.6313516924714847,0.6612891377821033,0.6443841482581546,-0.026115628563483893,0.6534426499985352,0.4955274066857218,0.6267723109844952,0.4999198355457738,0.6863116750532875,-0.14466160193898575,0.6024020959216778,0.6893298639965381,0.5835901880828098,0.21953833043648951,0.6211217179107741,1.0,0.40742242965447606,0.4551607713837667,-0.44445353498903856,0.7865387949008311,0.6258984721375382,0.4969786003040521,-0.1162603484981514,0.2663053962759757,0.2835084092441895,0.11938530359580662,0.8118197566790873,0.4872710179087263,0.8725793957583067,0.26503689638450434,0.6197183372323306,0.5470883131624636,0.4951779450526592,0.5712459429747174,0.7021204433589376,0.6547173876515737,0.030053064936759282
Thal_PuI_L,0.12169908463716782,0.3366054607928624,0.289800675534827,0.07047038381344264,0.232309477977892,0.14176079204339415,0.036272587521370483,0.2142741366554754,0.181349841417661,0.3195475085526763,0.48504444747652087,0.20582736388246048,0.2923547718414024,0.2826433680832566,0.21478830895002482,0.28068931710674466,0.36015135720019,0.3176576457491053,0.2783171670105015,0.31486236021666764,0.26660556715400346,0.4319499609337104,0.2778235303040176,0.40742242965447606,1.0,0.15699611799736124,-0.13229591508620733,0.3301756996931218,0.3222342911855424,0.42363713588459606,-0.15407882119360702,0.086884081062508,0.0705993860933098,0.3367190691061862,0.4173200827201411,0.30558338847147204,0.283064641069243,0.08391667887667162,0.3652125294423908,0.14603798779025373,0.2760050241953562,0.5632163465727831,0.1049116981106449,0.3219312361910289,0.20268295100987777
Cerebellum_10_R,-0.0396425521259022,0.4685773552579226,0.17544661027499422,0.2778190071400989,0.15159573503926665,0.19678964977772598,0.10544839579607004,0.36216899774568506,0.47971159868333807,0.5911553011979995,0.3541966658361059,-0.06381755153057284,0.5981225690695201,0.5495082443383263,0.3074882114327185,0.5874678656109229,0.6322147312692705,0.04512479284908116,0.2646133121241708,0.4640979307916221,0.4874492304119395,-0.11359715097616613,0.43142223614577,0.4551607713837667,0.15699611799736124,1.0,-0.19006335320252482,0.38584051736406916,0.5907672238982404,0.5357430248825844,-0.40854530402433786,0.5663731510947346,0.2892112451147691,-0.012603502757979146,0.30292103416507715,0.4889332155457891,0.44805807984269785,0.8501800518275662,0.24279062078077862,0.1133053280603002,0.5674733360595001,0.34021626809769767,0.3835804775535028,0.5461574075011135,0.22328432301390336
OFClat_L,0.016987688414460002,-0.12430410243473938,-0.28582505085236376,-0.18258609621040459,-0.0819695007568168,0.0716492504664441,0.40431470398099284,-0.26130257637537163,-0.33148330039573964,-0.2600699391554335,-0.38247152357734143,0.226427708865684,-0.3528863745424453,-0.023844266726383054,-0.28853044094692787,-0.16128360950347706,-0.227242696606841,0.10871335786997731,-0.22921033119771195,-0.38442366185749044,-0.43024724423898636,-0.07309934319564312,-0.22555954684894436,-0.44445353498903856,-0.13229591508620733,-0.19006335320252482,1.0,-0.3066192800920254,-0.3164748429168942,-0.21715201154839017,0.2643394644523329,-0.14332243056873784,-0.24630630776682025,-0.08348684426613596,-0.2265253827174142,-0.38970326719752657,-0.48568802828852925,-0.11188933854628044,-0.13399749258351495,-0.21257116615916333,-0.30174814591231763,-0.28195188287617007,-0.44708829445528075,-0.30685938937848,0.0047645476613560524
Precuneus_L,0.6315669795198113,0.16813912419437407,0.5795489875157334,0.3499193014452066,0.6001525518213823,0.13350919346532814,-0.0022039096238640186,0.4061011339663004,0.6562630407755321,0.5718252675571444,0.43123245582097575,0.04720701527777745,0.6373865820155957,0.525776522801718,0.6017607486902073,0.4744663683120309,0.6676161586573046,-0.0029320265734618235,0.6931954499938179,0.8214006113321468,0.35875153261583675,0.2403340861410644,0.6678431555880182,0.7865387949008311,0.3301756996931218,0.38584051736406916,-0.3066192800920254,1.0,0.38182423542615523,0.4060970924823196,-0.10931906280777003,0.2248026675606293,0.3504763377066342,0.05007729204499597,0.7457940301916907,0.26008247868140383,0.9231216534818348,0.18120588493870193,0.7538352108633717,0.5680622191385407,0.19769704926769302,0.39623537005420756,0.6166169142883334,0.6032927236173156,-0.03736356819287007
Putamen_L,0.19318027294297707,0.6198749778874494,0.5203406876906348,0.4630841568050922,0.3939245085391119,0.21376544708046463,-0.21335038813058657,0.7713987579933935,0.29472689344802394,0.8595690279505707,0.742549016825497,-0.1594091354766678,0.5984380213042214,0.7200714420516585,0.44756173846773817,0.7132808466879164,0.772209981522621,-0.2778563707405039,0.5428118775592399,0.474101298809331,0.8336030723603887,0.12967940914388149,0.4654814962301939,0.6258984721375382,0.3222342911855424,0.5907672238982404,-0.3164748429168942,0.38182423542615523,1.0,0.6995433076955879,-0.18230430930670247,0.29857215509129753,0.24663084674571428,0.11486360912021025,0.4671956471532052,0.7143293726734776,0.47188114804878906,0.5415319250029761,0.24946966658174152,0.4598148653356946,0.7582322500873602,0.5011358265266507,0.46838023476309903,0.6608922466050728,0.22175421765152908
Thal_MDl_R,0.10450538968106414,0.4359554331941163,0.3876034815886517,0.5094564840224373,0.33153516397530813,0.20086930972993203,-0.09395153336428877,0.42812267431121964,0.2882658573029551,0.706571973078278,0.6542196696735004,-0.0295061515306793,0.5965579388523432,0.6100336174837545,0.49097108719300747,0.7447307857437938,0.6824879822898255,-0.0904294361709365,0.45534887269095997,0.5591130846996838,0.6568988182465328,0.293255226593103,0.5278865766069919,0.4969786003040521,0.42363713588459606,0.5357430248825844,-0.21715201154839017,0.4060970924823196,0.6995433076955879,1.0,-0.17782954187432365,0.24292816680120158,0.13359526273748282,0.06688161022522553,0.4519689994611898,0.6100223423271574,0.40574627291972015,0.45776705838118364,0.3830351466798738,0.4332070416719196,0.4322259998612193,0.5787829803413199,0.43419876176785654,0.6284174678163489,0.13009215290536913
Cerebellum_7b_R,0.16552766389051343,-0.25698792658551944,0.23751735389065465,0.004201684856407994,0.008624797753004418,-0.010713198660971989,0.14515219787849143,-0.013810651279826048,-0.050960816803938894,-0.1947574329153922,-0.27888258654607045,0.17787597626427745,-0.2399918173349662,-0.18450621142933213,-0.0689338195076999,-0.20241937177505884,-0.22951336563980296,-0.1297288187023906,0.04982855645242908,-0.14122929818188315,-0.28692619698735555,0.008389091322664593,-0.18257283435187469,-0.1162603484981514,-0.15407882119360702,-0.40854530402433786,0.2643394644523329,-0.10931906280777003,-0.18230430930670247,-0.17782954187432365,1.0,-0.29589918853339364,-0.16609786084242076,-0.2025419339682859,-0.007080827069749664,-0.3014032381899578,-0.17798486021795093,-0.44964507424182704,-0.061202428177997856,0.02540120078268432,-0.20413698359208932,-0.34384309744692365,-0.12023349432345025,-0.21210370930067676,-0.1946996142245328
