,Cerebellum_3_R,Cerebellum_6_R,Fusiform_R,Red_N_L,Thal_MDm_L,ACC_sup_R,Temporal_Pole_Sup_R,Occipital_Sup_L,ACC_sub_L,Thal_AV_L,Parietal_Inf_L,Thal_VL_L,Olfactory_L,Thal_LP_L,Cerebellum_4_5_L,Thal_VL_R,VTA_L,ACC_sup_L,Thal_PuI_R,Parietal_Inf_R,Rolandic_Oper_R,Vermis_4_5,LC_R,Temporal_Inf_R,ParaHippocampal_R,LC_L,Parietal_Sup_L,Frontal_Sup_Medial_L,Cerebellum_6_L,Thal_LP_R,OFCant_L,Cingulate_Post_R,Cerebellum_4_5_R,VTA_R,Olfactory_R
Vermis_4_5,0.48733949983965763,0.8332067300040991,0.7935629378075262,0.5167808550494396,0.44345091888909305,0.5598791533165124,-0.055270362638461766,0.6694002648549714,0.1276094165557781,0.6172652219333282,0.6141002765133589,0.5673870401729695,0.26685189066703985,0.48400306874989557,0.8534604392714554,0.4801595664334391,0.44269285535698977,0.4784540191103524,0.4343956024132576,0.6589769327156522,0.6047962996557612,1.0,0.011073639931900076,0.7264801957721031,0.44775302875825246,-0.09224559073657689,0.5757554716484434,0.592407460380655,0.7818360797977686,0.4579688574590566,0.0024321076635791038,0.8635026657323863,0.826638731465091,0.46016600778926736,-0.22160751090163752
LC_R,0.3971160721264674,0.14959560410099013,0.18691224511885082,0.3118251929814757,0.04254532711995427,-0.0006128427793597157,-0.19760812068652542,-0.012287019667827883,-0.19662964430505883,0.10747894666533916,0.11638054852593657,0.06966919827907754,0.10256996524210588,-0.09082612201187096,0.2495168625085385,-0.1311557170474183,0.28174940537789656,0.0376895895724384,0.12365520373238702,0.1594597354181257,0.011169076016180373,0.011073639931900076,1.0,0.16145961361211497,0.3491675246206585,-0.09935857480318447,0.08608056500419968,0.004418502882445938,0.19656179754936878,0.057145948482961575,-0.19310945438220095,-0.03171064969021615,0.229128709524769,0.233946443351616,0.03846111753101019
Temporal_Inf_R,0.5398236004286162,0.8380190400290687,0.877922463361711,0.5929343232097081,0.3527452052487008,0.386053850218459,-0.1881296008593193,0.4184665778518548,0.1353192487368018,0.6804423829750063,0.4851890595414299,0.46221066854016835,0.38599159814554146,0.3887754081931489,0.7473231355662568,0.43607096535281725,0.5438167252451495,0.39325984299827627,0.3426809797662856,0.49251201225773705,0.3923052253856055,0.7264801957721031,0.16145961361211497,1.0,0.5860465414901895,-0.19767168527862752,0.3970956270009757,0.5055516031467064,0.8154137327066132,0.3782207539509961,-0.2265674513800895,0.5718899393729051,0.7759729731625521,0.6310690644480714,-0.3519368692126519
ParaHippocampal_R,0.6118226326640445,0.6874703382042706,0.7000424409951953,0.8343395332344021,0.5854182718565124,0.45251534733812915,-0.3666556328370304,0.09223023527298382,-0.01645834105038485,0.7780766764866885,0.3771576567953977,0.30839994185214414,0.6447110006197443,0.30615797641242265,0.7190658215337995,0.48750693138952333,0.7261448838799414,0.5328968010063604,0.2781695677917991,0.42140712065945873,0.2075458519322627,0.44775302875825246,0.3491675246206585,0.5860465414901895,1.0,-0.5747648138770324,0.28804543642762104,0.562458056391195,0.7060210125251635,0.32744165047099066,-0.2868768629027049,0.29535444166993924,0.6792755119316481,0.868253731028875,-0.2156752340754882
LC_L,-0.1828074162486966,-0.34885115200830563,-0.2881485592186926,-0.40098023471837124,-0.16897738250965272,-0.03684603405897383,0.44451938611982555,0.07263783441858815,0.09993336615612061,-0.4401879346958701,-0.06977564923813294,0.004482843664391483,-0.4236647725582797,0.024634694040398437,-0.2398339907952118,-0.18098561562228332,-0.32963703899774066,-0.061781318869823604,0.005061641351428068,-0.063672334799725,0.2450421541090831,-0.09224559073657689,-0.09935857480318447,-0.19767168527862752,-0.5747648138770324,1.0,-0.10343362570998911,-0.20083021283425662,-0.3637148515056319,-0.011267673779831986,0.3461213678022081,0.012481602644406394,-0.1908501924276616,-0.522859845659409,0.09061490219846927
Parietal_Sup_L,0.42016758875795346,0.5415851387830979,0.4975106079894373,0.19257172886803844,0.2794337612030444,0.18905694199416992,-0.14479857392232884,0.6463662537116538,0.08348981272725743,0.24117444624117804,0.8706787990842179,0.21169192781718896,0.006126320346181525,0.2099285999910622,0.5685286302299537,0.17127532618545496,0.2953482254049045,0.18222667601903147,0.38924274255588204,0.7389510948759066,0.3906392274946922,0.5757554716484434,0.08608056500419968,0.3970956270009757,0.28804543642762104,-0.10343362570998911,1.0,0.32039724849643764,0.3660182842273069,0.2379839233074366,-0.30023896064213584,0.41611028022428964,0.5044125762041944,0.2581286452535106,-0.1255181818948027
Frontal_Sup_Medial_L,0.5275607463018901,0.5624449658715154,0.6158721985305702,0.6040968828246722,0.5781850280639493,0.8136145114711532,0.010397058789596141,0.34263584270737546,0.13851706585809173,0.7277528116303298,0.4907380768400628,0.5172854093078564,0.43300078022747074,0.4496270173936421,0.5781493482836606,0.47245072034240587,0.6106060246621671,0.8069901540242692,0.37671908674199506,0.5918295859997771,0.5852234303671154,0.592407460380655,0.004418502882445938,0.5055516031467064,0.562458056391195,-0.20083021283425662,0.32039724849643764,1.0,0.5945732061734772,0.3257356114068201,0.20415184371417464,0.6365838226289989,0.7150771149337984,0.6270509116877905,-0.035566336269030295
Cerebellum_6_L,0.4884195718526429,0.887894408268359,0.8230879841163411,0.6875959231309482,0.47913741203477206,0.48826427153160734,-0.3137384431639477,0.4098161932434872,0.12244979022364987,0.7519549570562273,0.4804653734524249,0.510802458838015,0.4820084430006327,0.442357098858192,0.8684852220496971,0.5255534267686315,0.5860441789557712,0.48443218650855197,0.37413730432582365,0.5580000697864566,0.3831016484958683,0.7818360797977686,0.19656179754936878,0.8154137327066132,0.7060210125251635,-0.3637148515056319,0.3660182842273069,0.5945732061734772,1.0,0.4224761291866287,-0.2106109648969225,0.5955718457944892,0.8572335762566485,0.7385992584395809,-0.3426227363091234
Thal_LP_R,0.39899131628877516,0.42686164718565817,0.4057951449780967,0.4021151445427938,0.5295328678071242,0.5238002765608188,0.008971654000805337,0.2671556382778196,0.13923811505053063,0.3574416413385998,0.2989532339781032,0.5141551701511443,0.03984883776027307,0.6220734664079532,0.4638370048751094,0.5943065744861288,0.2653082323109265,0.5136464860017967,0.6159717507183969,0.36064671146382793,0.4349414022532519,0.4579688574590566,0.057145948482961575,0.3782207539509961,0.32744165047099066,-0.011267673779831986,0.2379839233074366,0.3257356114068201,0.4224761291866287,1.0,-0.13255541565860002,0.4046869792577034,0.5701688852502892,0.30023017264933316,-0.34026976948482457
OFCant_L,-0.30441201122842054,-0.20967328900917526,-0.20244912998974363,-0.18610562082849982,-0.022418043128487428,0.30778372034166357,0.6571377346061036,0.01677104992469587,-0.08953310871331405,-0.11790108696904016,-0.31480286227625714,0.03895040951303722,0.08180750095182329,-0.10672792123345878,-0.2150784662953137,-0.08026766770291256,-0.19134323400101325,0.2152203876153598,-0.16292729956252275,-0.1010747919908629,0.32500086975293857,0.0024321076635791038,-0.19310945438220095,-0.2265674513800895,-0.2868768629027049,0.3461213678022081,-0.30023896064213584,0.20415184371417464,-0.2106109648969225,-0.13255541565860002,1.0,0.15527061206816317,-0.2026946890987502,-0.3629925865980988,0.36216861499004543
Cingulate_Post_R,0.48908747818620346,0.6099582569569547,0.5902396250282747,0.4467344410322318,0.4248280266616963,0.6299128990184499,0.08253664796947772,0.6097109379625709,0.06975983688101323,0.5921042789172634,0.5099625904630618,0.4865682582429268,0.17903722739386785,0.4661318030625192,0.6126498203161311,0.36884259776993583,0.3316502962342939,0.52991156577215,0.2917881927752681,0.5610448179684614,0.6124898989426291,0.8635026657323863,-0.03171064969021615,0.5718899393729051,0.29535444166993924,0.012481602644406394,0.41611028022428964,0.6365838226289989,0.5955718457944892,0.4046869792577034,0.15527061206816317,1.0,0.7081415733537011,0.3279627952980855,-0.1441211218880182
Cerebellum_4_5_R,0.7423265638433111,0.821569853478006,0.8201011227228812,0.695474200943647,0.6139954247493182,0.6651221561002881,-0.1814272195793767,0.5076677691913166,0.1211491722631416,0.7224255956673468,0.6801368385053304,0.5989831946887926,0.3342297086905586,0.5724506716732254,0.9068776793871065,0.5923257147103352,0.6473408016254124,0.6622895468078303,0.5175704391072591,0.7268399619812739,0.5934497100715076,0.826638731465091,0.229128709524769,0.7759729731625521,0.6792755119316481,-0.1908501924276616,0.5044125762041944,0.7150771149337984,0.8572335762566485,0.5701688852502892,-0.2026946890987502,0.7081415733537011,1.0,0.7178875870254053,-0.28806410012287786
VTA_R,0.6004248263103189,0.6606485386470945,0.6845784144631176,0.8368765485217505,0.4904167527759397,0.4491145115883209,-0.4337912676266418,0.12753634008209583,0.13998161131722672,0.8020539033598871,0.3961631971033586,0.42449467938569085,0.59477164532288,0.4098755264306917,0.6991825117783336,0.4635777576166586,0.8070736735438234,0.5211096391713057,0.3227456888284424,0.4334053297953127,0.20296592965356258,0.46016600778926736,0.233946443351616,0.6310690644480714,0.868253731028875,-0.522859845659409,0.2581286452535106,0.6270509116877905,0.7385992584395809,0.30023017264933316,-0.3629925865980988,0.3279627952980855,0.7178875870254053,1.0,-0.2597925425190425
Olfactory_R,-0.25131523462312594,-0.3381422760467283,-0.2663896701992116,-0.1459260313589171,-0.394196464317195,0.047379477504747865,0.33948397928295526,0.017693387671946996,-0.03556020019735254,-0.22092688197353005,-0.15029329478152942,-0.008961259472152405,0.08986688568168955,-0.37875161779260486,-0.24769796245044542,-0.5915466608388654,-0.0938941389903791,0.024723880484018693,-0.2263332384177263,-0.13096990586747703,0.06666088678336951,-0.22160751090163752,0.03846111753101019,-0.3519368692126519,-0.2156752340754882,0.09061490219846927,-0.1255181818948027,-0.035566336269030295,-0.3426227363091234,-0.34026976948482457,0.36216861499004543,-0.1441211218880182,-0.28806410012287786,-0.2597925425190425,1.0
