,N_Acc_L,Cerebellum_Crus2_R,Amygdala_L,ACC_pre_L,Postcentral_R,Cerebellum_8_R,N_Acc_R,Temporal_Inf_R,VTA_L,Lingual_R,Frontal_Inf_Tri_R,Cerebellum_6_R,Frontal_Sup_Medial_L,OFCmed_R,Cerebellum_10_R,Cerebellum_9_R,Cerebellum_3_L,Frontal_Inf_Oper_L,Frontal_Inf_Orb_2_L,Cuneus_L,Angular_L,SN_pr_R,Parietal_Sup_L,ACC_sup_R,SupraMarginal_R,Temporal_Mid_L,Vermis_10,Vermis_3,Hippocampus_L,Pallidum_L
OFCmed_R,-0.08254755287418045,0.0407737513686013,-0.23332159840228145,0.16856875625994838,0.08809013708773644,-0.3016871179173597,-0.09814420836970883,0.067819185052979,-0.17986973510688842,-0.054547931281521286,0.16544788163239746,0.17526995620678135,0.14432179083436145,1.0,-0.3238763141477267,-0.36721427935020495,-0.04562569652130714,0.08674667730943116,-0.13267418702886494,0.23966604808694966,0.11059901374849948,-0.2583612514830472,0.030117446370419527,-0.07252841227237235,0.17475294882764852,0.016071747423734614,-0.2386549833506717,-0.10379604795441065,-0.40412509899953475,-0.40613212127726206
Cerebellum_10_R,0.41634934757127046,-0.07443986656422391,0.05406042335918568,-0.1674953306612563,0.1286182306859038,0.5300609410588988,0.26497709868983377,-0.17166558207215257,0.3202388352895177,0.25767537920814065,0.07250238287674557,0.09519790758622744,0.11143113982972551,-0.3238763141477267,1.0,0.49322437167533784,0.14200979279369894,0.14732306683425278,0.1782381696551855,-0.1600257298969774,0.03852211728460838,0.45523793397403345,0.2991817029677402,0.34602012173842456,0.1723893865678385,0.1038268170246323,0.1315796672637701,0.2794149350107078,0.48203322430593404,0.2655898497675081
Cerebellum_9_R,0.014291800737509332,-0.09215356584521764,0.22628257459557757,-0.05996773657712336,-0.008200495511154624,0.6778353214180489,-0.045340529695059265,-0.20278198315842624,0.5372680838103562,0.11397770978772043,0.031225067563078364,0.07194863286854154,0.21367010319656266,-0.36721427935020495,0.49322437167533784,1.0,0.16588020419088262,0.10825156117873935,0.38670145146822354,-0.38662941551695096,-0.2733678397521659,0.4565310220604571,0.089644874858305,0.5089588828873123,-0.06716064954388616,-0.1260994058657917,0.18906193775332852,0.1519742189515549,0.6959191133077579,0.5349756811890415
Cerebellum_3_L,0.041205283647395,0.21917772093272947,-0.2245508861059204,0.1553621788646618,0.657537018044183,0.3326252228722738,-0.014427523864192932,0.05683212918131772,0.04343084744166951,0.7083109032904004,0.5690357459708888,0.35981304369607275,0.43210560837716494,-0.04562569652130714,0.14200979279369894,0.16588020419088262,1.0,0.6653999670940299,0.0070831941894067075,0.2949243277462048,0.4776239849846452,0.4667291805960431,0.3848528479452871,0.35894555027233394,0.5068134127194404,0.5550565738534667,0.23901302095719243,0.7126194369269635,0.23402715510281769,0.053906026678756505
Frontal_Inf_Oper_L,0.09580496958124407,0.1516097322848032,-0.11211096421075366,0.2885791593031195,0.7236605921104532,0.2203428201528891,0.16828341048775633,0.08269860575247648,-0.04538435935428842,0.36298026454462423,0.698420929467118,0.3503933615411083,0.5885591849104744,0.08674667730943116,0.14732306683425278,0.10825156117873935,0.6653999670940299,1.0,0.18047033658232325,0.42553178325774044,0.5494908230858881,0.3280354004256103,0.48068488366676476,0.3775760578867668,0.634814411238695,0.43748056962632215,-0.07979609538809157,0.6081919290608012,0.20172780453618175,0.07604200065007194
Frontal_Inf_Orb_2_L,0.1555757146842994,-0.23077490381300275,0.3507484203528567,0.26327304247060973,-0.20143051227650666,0.29778386280988384,-0.03078489558738962,0.1731006468650235,0.41220923581378105,-0.38211856509511716,0.014232591238972846,-0.15874126441219488,0.5183815513999162,-0.13267418702886494,0.1782381696551855,0.38670145146822354,0.0070831941894067075,0.18047033658232325,1.0,-0.24847420150516097,-0.30653001507967925,0.2516378966448801,-0.11019307822061679,0.38373641013195303,-0.35977583683905173,-0.031789138150095396,-0.1366432194260189,-0.03036758549209199,0.5076517795960496,0.49072979487831814
Cuneus_L,-0.3388591983247819,0.33171760240692166,-0.06344294216068382,-0.08934315467164326,0.37324668876387423,-0.3032772758672255,-0.22590908409317906,0.278418477661199,-0.5529199746105237,0.12530716935130906,0.21200254330907198,0.2711582360226652,0.1624707943672876,0.23966604808694966,-0.1600257298969774,-0.38662941551695096,0.2949243277462048,0.42553178325774044,-0.24847420150516097,1.0,0.7176775288480943,-0.25814528472697257,0.5476145264017108,-0.1316248172533174,0.37002315486050014,0.3964457209395343,-0.41280609481500113,0.22595608548311957,-0.42194926012294043,-0.48659901600572814
Angular_L,0.005668613095737682,0.30323260596484547,-0.197661311463942,-0.1516050016848517,0.45428649901729673,-0.05194264545243076,0.06510473294358239,0.11094068002911042,-0.33281696553967377,0.41356926983508757,0.23584152795612526,0.3137369969946357,0.17540759465463063,0.11059901374849948,0.03852211728460838,-0.2733678397521659,0.4776239849846452,0.5494908230858881,-0.30653001507967925,0.7176775288480943,1.0,0.050427418606267316,0.5729453204653483,-0.10072241237317732,0.5744279302032849,0.6028833778912956,-0.1881382434030076,0.44814767247771836,-0.25725745575955666,-0.3742375431679833
SN_pr_R,0.3460092869943371,0.10170508808382382,0.08961927837690771,-0.02661168654313893,0.4093653412261752,0.5375806018790606,0.3151693021729474,-0.15460050629079444,0.4984600637241683,0.4731129018359146,0.3289093480684958,0.20215494769529394,0.3219223369588719,-0.2583612514830472,0.45523793397403345,0.4565310220604571,0.4667291805960431,0.3280354004256103,0.2516378966448801,-0.25814528472697257,0.050427418606267316,1.0,0.2962444410808306,0.49566838486322595,0.31553561326716906,0.14583393057485333,0.45728555006693544,0.6024058648732611,0.6609591867163418,0.4639295562074345
Parietal_Sup_L,0.01789896347461088,0.20437278096428305,0.09172656906845457,-0.24835040375344652,0.6057752399362488,0.18079766518763773,0.11481623289234409,-0.024869730467777077,-0.07888451061191457,0.45603485466035687,0.33291671665220113,0.3437103515245371,0.20093009526242933,0.030117446370419527,0.2991817029677402,0.089644874858305,0.3848528479452871,0.48068488366676476,-0.11019307822061679,0.5476145264017108,0.5729453204653483,0.2962444410808306,1.0,0.18638657511344778,0.5116293605225041,0.2830952545645418,-0.023252177197104266,0.484566610986101,0.2016024241993736,-0.04822011352344117
ACC_sup_R,0.13123348500396817,0.020750636844992964,0.21994370708694028,0.42653125505223155,0.3093495815601373,0.4691115205672812,-0.05323369193338987,-0.27358525056160027,0.4554088033967639,0.22309533549860527,0.5000749496465106,0.11544233444267185,0.6471070213014646,-0.07252841227237235,0.34602012173842456,0.5089588828873123,0.35894555027233394,0.3775760578867668,0.38373641013195303,-0.1316248172533174,-0.10072241237317732,0.49566838486322595,0.18638657511344778,1.0,0.10867550508977092,-0.03371731740345566,0.11666984270328004,0.3828176412453604,0.5413369122508107,0.4397642883701203
SupraMarginal_R,0.16420199831347224,0.2259170806574916,-0.273944250802512,-0.049166236428383206,0.80085993022228,0.13020958940510738,0.35288599175202295,-0.0896417360281535,-0.08762310404014938,0.6247691126126798,0.56298931511707,0.42861034511199775,0.12099677700487574,0.17475294882764852,0.1723893865678385,-0.06716064954388616,0.5068134127194404,0.634814411238695,-0.35977583683905173,0.37002315486050014,0.5744279302032849,0.31553561326716906,0.5116293605225041,0.10867550508977092,1.0,0.3687248441123835,0.08554730675502646,0.5331654549762317,-0.006063333699655673,-0.1593134183244188
Temporal_Mid_L,0.23126092405197768,-0.03478117188609866,-0.2719079246980574,-0.07812401059427301,0.3113377601867925,0.2221913309441864,0.0896408603236046,0.009601779391109178,-0.05364873085383777,0.5090678577676993,0.06966131093983387,0.1850125316529058,0.20314395314884115,0.016071747423734614,0.1038268170246323,-0.1260994058657917,0.5550565738534667,0.43748056962632215,-0.031789138150095396,0.3964457209395343,0.6028833778912956,0.14583393057485333,0.2830952545645418,-0.03371731740345566,0.3687248441123835,1.0,-0.11952066843420543,0.30619130435505365,-0.13400340368675437,-0.2843827302441938
Vermis_10,0.3208525972294518,0.04990820570102399,-0.06747958865764292,-0.0415162158459755,0.19909808992410374,0.2143483707574555,0.33158867707564554,-0.28657772815616217,0.34798127546848906,0.43520379753718463,0.1265273471490036,-0.039584550227218594,-0.17401827964160463,-0.2386549833506717,0.1315796672637701,0.18906193775332852,0.23901302095719243,-0.07979609538809157,-0.1366432194260189,-0.41280609481500113,-0.1881382434030076,0.45728555006693544,-0.023252177197104266,0.11666984270328004,0.08554730675502646,-0.11952066843420543,1.0,0.3236322532049302,0.4335947969838318,0.456021251363794
Vermis_3,0.1604628707030719,0.26822385961009354,0.0446227880440499,0.12581381526567093,0.6811259953270481,0.23315830035423132,0.1599590252647034,0.15154424873694453,0.24971523246673563,0.6289623384585772,0.5420697324922871,0.4993528606775716,0.3345487650407774,-0.10379604795441065,0.2794149350107078,0.1519742189515549,0.7126194369269635,0.6081919290608012,-0.03036758549209199,0.22595608548311957,0.44814767247771836,0.6024058648732611,0.484566610986101,0.3828176412453604,0.5331654549762317,0.30619130435505365,0.3236322532049302,1.0,0.46261909202046975,0.2900929425084711
Hippocampus_L,0.22114183789752012,-0.07201012807082702,0.35689921654229134,0.0625289519314542,0.20264402691431135,0.47946511860965324,0.15073007683910714,-0.0840605439649363,0.7136001009529448,0.19363616024300634,0.2050090607368189,0.08110107558251878,0.23781999729354486,-0.40412509899953475,0.48203322430593404,0.6959191133077579,0.23402715510281769,0.20172780453618175,0.5076517795960496,-0.42194926012294043,-0.25725745575955666,0.6609591867163418,0.2016024241993736,0.5413369122508107,-0.006063333699655673,-0.13400340368675437,0.4335947969838318,0.46261909202046975,1.0,0.8517913751948262
Pallidum_L,0.1817481496154851,-0.13922034291718988,0.35708697284447427,0.1907039896991848,0.04821769338928107,0.2482922782494738,0.2328724130640696,-0.09727058824655979,0.5861324138561465,-0.014129532871115486,0.20480092375145664,-0.10041475782996376,0.10862284407701384,-0.40613212127726206,0.2655898497675081,0.5349756811890415,0.053906026678756505,0.07604200065007194,0.49072979487831814,-0.48659901600572814,-0.3742375431679833,0.4639295562074345,-0.04822011352344117,0.4397642883701203,-0.1593134183244188,-0.2843827302441938,0.456021251363794,0.2900929425084711,0.8517913751948262,1.0
