,Hippocampus_R,Cerebellum_10_R,Cerebellum_3_R,Insula_L,Precuneus_L,Calcarine_R,Occipital_Inf_R,Cerebellum_Crus1_R,Thal_PuL_R,VTA_R,OFClat_L,Thal_PuM_R,SN_pr_L,Occipital_Mid_L,Frontal_Inf_Orb_2_R,Thal_MDl_L,Frontal_Mid_2_R,Thal_LGN_L,Red_N_R,Calcarine_L,Cerebellum_10_L,Frontal_Inf_Orb_2_L,Thal_MGN_L,SN_pc_R,Frontal_Med_Orb_L,Occipital_Inf_L,Cerebellum_6_L,Lingual_R,Thal_VPL_R,Vermis_10,Amygdala_L,Cerebellum_Crus2_R,Cingulate_Post_R,Temporal_Mid_R,Angular_L,Vermis_7,Lingual_L,Thal_LP_R,Cingulate_Mid_R,Rolandic_Oper_L,N_Acc_L,Cerebellum_Crus2_L,Fusiform_L,Insula_R,Cerebellum_7b_R
Amygdala_L,0.05789218757017714,0.05406042335918568,-0.09678355866599012,0.07881141344787528,0.008093431332409777,-0.3151561548703204,0.13971142593269395,-0.16321126577314177,0.05533182405089622,0.30084936705615467,0.08912086595942734,0.046134012416837976,0.11528161424619908,-0.012771746383775288,-0.028306084588051613,0.14842797509707256,0.08033694266156828,0.13900843078421019,0.07547960271466607,-0.30272119922227236,0.10585728245549077,0.3507484203528567,-0.17756156376641194,-0.1085767534440863,-0.29403217779218693,-0.1888586745128992,0.32455685586760813,-0.2921172087482607,0.0005943995601234922,-0.06747958865764292,1.0,-0.0676678672278352,-0.03645005970065315,-0.37816036990258883,-0.197661311463942,-0.3098919794696566,-0.34000791410208414,0.18463637610959108,-0.0324785832066444,0.1288736057219315,-0.1505207570345094,-0.1385729593499427,0.11064512749619422,-0.08271574891926159,0.34474837021807336
Cerebellum_Crus2_R,0.10254404275788213,-0.07443986656422391,0.15680027273001296,-0.06290307603839054,0.20158262855244122,0.307496837419043,0.08782793210941435,0.3176793680454157,-0.06352175560086805,-0.15519814957327974,-0.043533529910189626,-0.11314098298860452,0.1166420016478908,0.2640179723669784,-0.1499972602099058,-0.012698360498625695,0.15569968293493222,0.008059675418494394,0.011955473465949433,0.30060271111838044,-0.018134656697547574,-0.23077490381300275,0.20851160463142046,-0.09506985850512996,0.019430425075114447,0.11571297908691767,-0.1596914544062768,0.12962046889779408,-0.06644922053818124,0.04990820570102399,-0.0676678672278352,1.0,0.11207361124473926,0.3562271456137478,0.30323260596484547,0.30375144782768815,0.14327329021484314,0.08815384974624127,0.06364207741602582,-0.10752453187189961,-0.27732938201136287,0.3614999147113077,0.03231086491591026,0.045721029716917286,0.40071960606012036
Cingulate_Post_R,0.4028998327222188,0.14947468174235007,0.5096799398771207,0.1329787928663397,0.8519296769692201,0.6057280590997353,0.07866343654548559,-0.036312992455429544,0.23638872749686388,0.07932867654993192,-0.10499609146903195,0.3813858845218382,0.14291921959330134,0.3161314276577234,0.2159031531525888,0.18999994021801206,0.5183363065822552,0.3102061824853134,0.35247610649258887,0.575866992054721,-0.11415329821319867,-0.010912552212869783,0.21444266993687405,0.12393320495214097,0.23293960201626882,0.00031549088563218795,0.175438646655829,0.4683065161637023,0.2862671585214666,0.1663642571792608,-0.03645005970065315,0.11207361124473926,1.0,0.35292967841819795,0.4504221903652239,0.18362068604927193,0.5486318230064661,0.19625324138802153,0.5398378548669999,0.2447004821627424,0.15918702053332565,0.14540011561567165,0.1373255402379899,0.3043146124142435,-0.09407838653510642
Temporal_Mid_R,0.0820302384367267,-0.1616690810249112,0.26717917063097274,-0.05180251050144337,0.4534406308919251,0.7312796055249922,0.2713451861579845,0.4351996815965045,-0.016432341074452527,-0.39759955751184245,-0.06377370295388071,-0.059239685940624454,-0.2084416100214659,0.41991951128463584,-0.04862725788935433,-0.12723991341338606,0.23043581025037346,-0.21999577935035464,-0.07380310117065537,0.7432425822729123,-0.18806084763152606,-0.5852096684563208,0.5773494325904553,-0.041628682223136246,0.5296052436481574,0.3034303202173126,-0.19965149909029628,0.5531948626121773,-0.04476281339168385,-0.10796662040327568,-0.37816036990258883,0.3562271456137478,0.35292967841819795,1.0,0.66877811190996,0.7040199967326648,0.5987543842477926,-0.07432337313824643,0.23705280202093545,-0.34563384195135105,-0.12264962317350496,0.4017541117354876,-0.08633543276391449,0.19285944493107182,0.03552348106209287
Angular_L,0.02737129359359392,0.03852211728460838,0.1409499381594145,0.11827789601725312,0.5472873220328001,0.6027840974185912,0.21353822273480602,0.4320691855882709,0.11789233125396939,-0.22863636609627774,0.05147367446764134,0.039170025787610224,-0.053067514811758164,0.7073438604489398,-0.2188525603168822,-0.18104358349512006,0.2850985699220646,0.009117809426772028,-0.03759274165002413,0.6691715679882732,-0.14667240059753797,-0.30653001507967925,0.5189835684379579,0.11345179681888624,0.26433295406926793,0.3407510243084131,-0.0005642246859141741,0.41356926983508757,0.046858013500482416,-0.1881382434030076,-0.197661311463942,0.30323260596484547,0.4504221903652239,0.66877811190996,1.0,0.5079058591702257,0.5359028020487916,-0.10437079787879298,0.3174452426063062,-0.16794991435929785,0.005668613095737682,0.27249162362094886,0.0713143050803673,0.11548943783849051,0.1772651982093328
Vermis_7,0.036936475087285224,-0.004026267895769436,0.09891744014733596,0.10937278636555979,0.2706258071960739,0.50037282910232,0.3734695174982884,0.4723116028018553,-0.0008922177930996635,-0.41144119879081603,0.11872483678203165,-0.10804975251478399,-0.039743522956278664,0.39160278807109017,-0.11450189821682581,-0.024728413987479908,0.09574743723307828,-0.20804322245127377,-0.16943685566291294,0.5253045576455087,-0.15077532135979888,-0.3211577266404572,0.5790672558951747,0.05910804985086295,0.40919608884829184,0.25826663549657114,-0.2887066616135991,0.35574376756073545,-0.04793649716154768,-0.20898247397914327,-0.3098919794696566,0.30375144782768815,0.18362068604927193,0.7040199967326648,0.5079058591702257,1.0,0.4253432517849859,-0.01675059057375786,0.1280791246233132,-0.19974280779345624,-0.11740987008823221,0.2713225463324084,0.067691863966376,0.15660641880252332,0.13301888344214993
Lingual_L,0.5509975439710337,0.21802851817996136,0.6523458985155235,0.03342509411958933,0.5486952940209768,0.8108457836303108,0.012225606715198128,-0.08732524402344381,0.37638283562436103,0.0946263415302978,-0.3065169964368971,0.44845775682214234,0.11922691053213821,0.2616554443992137,0.23990582533372212,0.28001647129964297,0.30026183764985875,0.2756721189817402,0.431662167228299,0.6818020173112167,0.001006825678998868,-0.3373810230160663,0.41069358515225635,0.32313855698160004,0.5033074920470783,0.041335063613104524,0.010465401795041103,0.8994573802666246,0.45847988161646974,0.3075078195535803,-0.34000791410208414,0.14327329021484314,0.5486318230064661,0.5987543842477926,0.5359028020487916,0.4253432517849859,1.0,0.01895060969982791,0.5688316296346728,0.07166107282869498,0.2848726148815753,0.1952420504588891,0.25351601143489855,0.39106339045454525,-0.2358452059791771
Thal_LP_R,0.3604003298835816,0.07678715936326272,0.3196829309469989,0.21531022404868477,0.17218122778210082,-0.04699413672240691,0.09511326042078884,-0.2576248855012237,0.10011135506329241,0.16565806964415972,-0.03889152954499487,0.3863584993836128,0.4406392878830437,-0.1687155092923774,0.23334818542488794,0.4948291174383912,0.2957366098751528,0.20777880234208845,0.3020589056624745,-0.16276200620641001,-0.2541171359712037,0.11458728408633496,0.005800372903493765,-0.0647261935919377,0.03129988893074657,-0.04472125151031213,0.04341927349739131,0.06687697013256519,0.07176942789407073,0.19019613993054943,0.18463637610959108,0.08815384974624127,0.19625324138802153,-0.07432337313824643,-0.10437079787879298,-0.01675059057375786,0.01895060969982791,1.0,0.3482480487328527,0.2548736457162046,-0.2539791088117314,0.06037484835361163,-0.005415875383274144,0.3444554873443071,-0.05698616022839837
Cingulate_Mid_R,0.7183460988410864,0.4247623694254786,0.7477717920279232,0.4373754829293372,0.6410995266987444,0.29779289973198014,0.06612094029655562,-0.1892391597607937,0.6550129548818715,0.36403047628738117,0.03519620326957982,0.7250395367434116,0.5108868149811948,-0.011618825125250679,0.5063494746902907,0.6183114099187214,0.7584550179375155,0.6232711010938063,0.6858834218756873,0.17043262926049962,0.11975011895386084,0.24364979784350724,0.39100280273824106,0.463716282848404,0.28526099630544544,-0.10357042446526207,0.3856255279644476,0.5924732345059587,0.621397618036302,0.2307454237142494,-0.0324785832066444,0.06364207741602582,0.5398378548669999,0.23705280202093545,0.3174452426063062,0.1280791246233132,0.5688316296346728,0.3482480487328527,1.0,0.5478735896246042,0.2864712494679472,0.04763817854228597,0.45118376842544416,0.6458594928910146,-0.14222157666460014
Rolandic_Oper_L,0.4648345852081432,0.3345235475535936,0.42650519315504826,0.6891541142094233,0.2240925237863473,-0.15489512857881846,-0.0036373558617980115,-0.27617435715271316,0.3733127463144716,0.4138674777837605,0.3228801698668392,0.48029992846471004,0.5198004557052035,-0.18792742524815387,0.4551894164760403,0.5463849169391849,0.4326550445092911,0.6673105621665735,0.450486277043448,-0.21299561644899348,0.17671272419909398,0.769813909067506,0.13278285267357975,0.40487415630113976,-0.18658641624596473,-0.1937965268453779,0.19010409280185897,0.04385203911773471,0.4661843213751359,0.0946370984112083,0.1288736057219315,-0.10752453187189961,0.2447004821627424,-0.34563384195135105,-0.16794991435929785,-0.19974280779345624,0.07166107282869498,0.2548736457162046,0.5478735896246042,1.0,0.1503135136375831,-0.21018944062935982,0.46590612844291834,0.41955140924397555,-0.09366859533108116
N_Acc_L,0.28570988797165403,0.41634934757127046,0.23959326938059378,-0.01599028509923445,0.027547224997838377,0.003362633737422125,-0.29466012978274725,-0.1232644309456416,0.4192339088273362,0.4580677664553199,-0.135429868421735,0.42071532320580174,0.11713022063087565,-0.20872499441259462,0.36056730459193254,0.1700719929523871,0.11572453162268516,0.237221977315667,0.3424205121560103,-0.06619901146471822,0.5395335707412816,0.1555757146842994,-0.17408640483592602,0.25111627643478646,0.14262272373103357,-0.22245760123260513,0.2715848447520567,0.2831917043963922,0.5245513737485715,0.3208525972294518,-0.1505207570345094,-0.27732938201136287,0.15918702053332565,-0.12264962317350496,0.005668613095737682,-0.11740987008823221,0.2848726148815753,-0.2539791088117314,0.2864712494679472,0.1503135136375831,1.0,0.07436701407722317,0.18304374678219246,0.2896475331855818,-0.18429146914757036
Cerebellum_Crus2_L,0.011846400620195438,0.08877757824712967,-0.007904862377692232,-0.19500697533829495,0.18566991052341708,0.24390639865366007,0.13517267916548306,0.31969650490040163,-0.014867946040707947,-0.3010556697808516,-0.10403216791597661,-0.015902243369218732,0.05237439590638514,0.16420637701418903,0.027829248643904216,-0.06095492652726716,0.03199019525279956,-0.13642556879786166,-0.09884429887315033,0.21681099510634355,0.15961706453823077,-0.3251320328239286,0.2151675560164313,0.0048745787692784925,0.1721485816088231,0.11453927550237901,-0.07476374496962523,0.18142526448790994,-0.027414989603018792,0.0014388397916750605,-0.1385729593499427,0.3614999147113077,0.14540011561567165,0.4017541117354876,0.27249162362094886,0.2713225463324084,0.1952420504588891,0.06037484835361163,0.04763817854228597,-0.21018944062935982,0.07436701407722317,1.0,-0.049688660680018835,0.07178529490474318,0.30595927180988897
Fusiform_L,0.5222760295739282,0.413287450023238,0.4397901062997133,0.33703616333636505,0.2670193068113059,-0.007218223697494486,0.006927903907306987,-0.2477759792657655,0.5530890756321861,0.3826420214907419,0.017746360824913585,0.407495857740382,0.29147237810519455,0.038759295452343384,0.2733382842332231,0.5626024421067289,0.24947333787586834,0.6237042392583757,0.5447716663428989,-0.14801283419888805,0.3066714321344302,0.3640047046711803,0.3235241973712291,0.5791938453681346,0.002985969448537233,-0.1955280294110255,0.2425609924857028,0.3115879462344017,0.6413601831224669,0.1872864581771175,0.11064512749619422,0.03231086491591026,0.1373255402379899,-0.08633543276391449,0.0713143050803673,0.067691863966376,0.25351601143489855,-0.005415875383274144,0.45118376842544416,0.46590612844291834,0.18304374678219246,-0.049688660680018835,1.0,0.3784813059932559,0.174595747239857
Insula_R,0.7051016193405513,0.1261566196520776,0.6849462312992577,0.5466139438218256,0.28101469781962385,0.23797624057397068,0.13024366824052533,-0.22196271611629598,0.400102816713038,0.3489960430318063,0.2413657721012865,0.49001230680914004,0.34099541499613567,-0.12798373970317548,0.657514201704693,0.5481559131193486,0.5854251343466825,0.3526779225045197,0.4893910414754713,0.10800984787590223,-0.06766508960531128,0.25358190527181507,0.18210492572321382,0.09047485721631536,0.3706329418970656,-0.053106029354024,-0.06356607208538838,0.4464508612197669,0.5409130103799409,0.3060888806255575,-0.08271574891926159,0.045721029716917286,0.3043146124142435,0.19285944493107182,0.11548943783849051,0.15660641880252332,0.39106339045454525,0.3444554873443071,0.6458594928910146,0.41955140924397555,0.2896475331855818,0.07178529490474318,0.3784813059932559,1.0,-0.1503115570182938
Cerebellum_7b_R,-0.14797413573414853,0.010943831757611799,-0.29909096232202326,0.013097522337187022,0.009663941119790607,-0.09265432592612174,0.24828777379836983,0.38245988811302306,-0.10004584204561631,-0.1245046234078829,0.15612131659353093,-0.23579324982208197,-0.03018442508000673,0.3049276459689488,-0.18649034910799572,-0.15491671538386323,-0.02697970565741511,-0.07386258521063589,-0.2267321614644396,-0.030890071433765324,0.1767359118493163,0.06393528372433067,0.13630850947503614,-0.07763226485040672,-0.22863106435116196,0.1647146686615036,0.11353656073927344,-0.24952158613158656,-0.14883720601297748,-0.25356716606680135,0.34474837021807336,0.40071960606012036,-0.09407838653510642,0.03552348106209287,0.1772651982093328,0.13301888344214993,-0.2358452059791771,-0.05698616022839837,-0.14222157666460014,-0.09366859533108116,-0.18429146914757036,0.30595927180988897,0.174595747239857,-0.1503115570182938,1.0
