,SN_pr_R,Thal_LGN_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_L,Vermis_8,Thal_AV_R,Thal_MGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_pre_R,Thal_MDm_R,Precentral_L,Red_N_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7
Vermis_8,0.1062231885873837,0.11538871968870039,0.0843766190980509,0.29696094717559157,0.1654832485317281,-0.11014554139597811,-0.029960687722647813,-0.08395096018783255,-0.18401101715154186,0.01961230116356756,1.0,0.32649088598845305,-0.051292098348046156,0.20232582777160288,0.5708001228856109,-0.328179589961824,0.4530578735310722,0.41642307475143636,-0.04929784690112075,0.1557190920294011,0.13339284656650124,0.22521003939677925,0.2832163847842262,0.27908102030838555,0.11789508849514747
Thal_AV_R,0.5604196660088151,0.5904559647962804,-0.1922262644972371,0.4431981806672273,-0.32280002567533744,0.4316614925844402,-0.20255216226923883,-0.12367837584948715,-0.2954728072838897,0.3045769461402055,0.32649088598845305,1.0,0.16458311983329127,0.30138538058876757,0.39371846876289346,0.07143291422794892,0.3209880418025144,0.1272525915508337,0.5971182832463435,0.4350937974901761,0.7043091424988989,0.44496011867661267,0.1340002867221797,0.586702176992053,-0.1316828366243455
Thal_MGN_R,0.3181955161044347,0.2811065293503336,-0.002250033053556665,0.3570386694939007,-0.08991828868992639,0.35006502143924634,0.21531972436781893,0.14023928630999283,0.17316579797449733,0.18744886461988225,-0.051292098348046156,0.16458311983329127,1.0,0.47088027622719436,-0.0024662762397846968,0.22842461145293727,0.22106947412713943,0.04280335185734659,0.3199261722930123,0.47786641777016853,0.27398299827700573,0.029241425785188353,0.09611843076921621,0.48687881792000187,0.1092363222278942
Paracentral_Lobule_R,0.27372507518184735,0.1509465447020321,-0.01546304653070517,0.6160669294556715,0.01306113820422467,0.45657672008097483,0.45045864522353823,0.2048929980552039,0.061601986774303945,0.13360834955775466,0.20232582777160288,0.30138538058876757,0.47088027622719436,1.0,0.2842682588051103,0.1508189908962695,0.40639073562289585,0.2630592456330512,0.30609136997783215,0.8753473715300601,0.2943229376214655,0.28841644718715215,0.20016764937176582,0.8580577743308938,0.33926811293250997
Vermis_9,0.3331092920215743,0.27373427802887607,0.0747717701115303,0.5808089471489106,-0.07991723358363417,0.20200949756434938,-0.14214294800651797,-0.061185881159542176,-0.1559205809144041,0.18581711557550173,0.5708001228856109,0.39371846876289346,-0.0024662762397846968,0.2842682588051103,1.0,-0.33902358157573736,0.5387877807866356,0.2576319032796458,0.10617433134261625,0.2626230978168391,0.4198056061378926,0.39907061118439774,0.13220522430075604,0.41124220930788213,0.2665677862926812
Amygdala_R,0.14693546807044272,0.05079868022621468,-0.07262392465831351,-0.15245350603778354,-0.16302678032900153,0.27367904179537245,0.01805043135801893,0.008597438370553176,-0.13910418716738226,0.21484739574398592,-0.328179589961824,0.07143291422794892,0.22842461145293727,0.1508189908962695,-0.33902358157573736,1.0,-0.09240614324949338,-0.13505662216553455,0.5072489084713958,0.2045346890855239,0.06244031418706209,-0.032288085900916405,-0.11016237922815611,0.19011225079153393,-0.18072407410696406
Temporal_Sup_L,0.36386656665371175,0.40786692885410397,0.24788523874184407,0.39954533734751413,0.2187288707035673,0.1983489225807014,0.2010288396974072,0.08890488298351128,-0.03628269807337277,0.3724439009702027,0.4530578735310722,0.3209880418025144,0.22106947412713943,0.40639073562289585,0.5387877807866356,-0.09240614324949338,1.0,0.3232900456937919,0.1261476643950951,0.3089536060508295,0.2668349858253312,0.20729730160053372,0.5756097502133559,0.5276721856527528,0.2600218347894871
ACC_pre_R,0.03840853831497323,-0.06225412006449158,0.2872615996565339,0.18013753065496435,0.4425137831734416,0.20496963398922818,-0.06169879086208461,0.15280852152377122,-0.06128107178579892,-0.01804165548626941,0.41642307475143636,0.1272525915508337,0.04280335185734659,0.2630592456330512,0.2576319032796458,-0.13505662216553455,0.3232900456937919,1.0,0.13863426225195957,0.16750411033290621,0.041252689750216266,0.47988291502951674,0.5658660829177845,0.24505747685070653,0.05503896533513573
Thal_MDm_R,0.5872034849585039,0.48094507071816334,-0.156583066856194,0.2844330284044751,-0.3209438606535842,0.7196940727398805,-0.37564255216546405,-0.1174310226311566,-0.3315116054087352,0.3422415150555862,-0.04929784690112075,0.5971182832463435,0.3199261722930123,0.30609136997783215,0.10617433134261625,0.5072489084713958,0.1261476643950951,0.13863426225195957,1.0,0.4467572667178832,0.6711526546935601,0.44090679649845815,0.001949301319148195,0.5453127647970173,-0.340510552034891
Precentral_L,0.397501958614827,0.2869542853318527,-0.07799858355907412,0.6281651916318636,-0.12679985910574768,0.5387126285279594,0.3646798096850979,0.13651059896932555,-0.07836869348872441,0.17988772402051054,0.1557190920294011,0.4350937974901761,0.47786641777016853,0.8753473715300601,0.2626230978168391,0.2045346890855239,0.3089536060508295,0.16750411033290621,0.4467572667178832,1.0,0.41656113394899036,0.30486175450722997,0.108604313547502,0.9186779820395742,0.25760218454751044
Red_N_R,0.7271394148271565,0.715193849541769,-0.1054716882949458,0.48681834461187046,-0.34097186991786566,0.668504635795441,-0.3611984028456573,-0.17939885195917457,-0.18443812167237641,0.3557023449953835,0.13339284656650124,0.7043091424988989,0.27398299827700573,0.2943229376214655,0.4198056061378926,0.06244031418706209,0.2668349858253312,0.041252689750216266,0.6711526546935601,0.41656113394899036,1.0,0.4785224291807071,0.051473408416628605,0.5973913137331376,-0.16943685566291294
Frontal_Inf_Orb_2_R,0.4400772768162469,0.3008811157120292,0.0646275282876956,0.40884110103851534,0.06153186912779574,0.6041086229337832,-0.33093983972219626,-0.06019330975552999,-0.19456365101594716,0.24834550496367988,0.22521003939677925,0.44496011867661267,0.029241425785188353,0.28841644718715215,0.39907061118439774,-0.032288085900916405,0.20729730160053372,0.47988291502951674,0.44090679649845815,0.30486175450722997,0.4785224291807071,1.0,0.3270989941302676,0.40507139947321547,-0.11450189821682581
Insula_L,0.20027342012316987,0.3011598634268114,0.6009989922389923,-0.013297484390007924,0.7212485406639669,0.1177570397945155,0.14777097176025622,0.23417532133320457,0.1830943404558001,0.3347389339066643,0.2832163847842262,0.1340002867221797,0.09611843076921621,0.20016764937176582,0.13220522430075604,-0.11016237922815611,0.5756097502133559,0.5658660829177845,0.001949301319148195,0.108604313547502,0.051473408416628605,0.3270989941302676,1.0,0.24677255522813704,0.10937278636555979
Postcentral_L,0.5768194207609738,0.4854654467581628,-0.03944586080110462,0.6551067327791088,-0.10286647770016132,0.6024067278174212,0.2105401390492249,0.09572204239752992,-0.10199409264503555,0.3476968999349574,0.27908102030838555,0.586702176992053,0.48687881792000187,0.8580577743308938,0.41124220930788213,0.19011225079153393,0.5276721856527528,0.24505747685070653,0.5453127647970173,0.9186779820395742,0.5973913137331376,0.40507139947321547,0.24677255522813704,1.0,0.2192083618579339
Vermis_7,-0.061162956119602326,-0.20804322245127377,0.046827378197532396,0.40868924558865344,0.11872483678203165,-0.10093162512961787,0.519052037570858,0.3734695174982884,0.1547060550226116,-0.039743522956278664,0.11789508849514747,-0.1316828366243455,0.1092363222278942,0.33926811293250997,0.2665677862926812,-0.18072407410696406,0.2600218347894871,0.05503896533513573,-0.340510552034891,0.25760218454751044,-0.16943685566291294,-0.11450189821682581,0.10937278636555979,0.2192083618579339,1.0
