,Vermis_6,Thal_PuI_R,Thal_VA_L,Rolandic_Oper_R,Cerebellum_9_L,Frontal_Inf_Orb_2_R,Cerebellum_7b_L,Temporal_Sup_R,LC_L,Thal_PuL_L,N_Acc_L,Thal_MDm_L,Cerebellum_Crus1_R,Thal_VL_R,Paracentral_Lobule_L,Angular_R,Thal_PuI_L,Thal_PuM_L,Lingual_L,Thal_MGN_R,SN_pr_L,Vermis_9,Temporal_Mid_R,SupraMarginal_R,Rectus_L,Cingulate_Post_R,Thal_MGN_L,Frontal_Inf_Oper_R,Occipital_Mid_L,Thal_MDm_R
Thal_MDm_L,-0.24958672077386548,0.48965961856663215,0.6337084994024105,-0.3305792394604525,0.16380864156060754,-0.3421565054789554,0.4026437474048417,-0.2787811103394277,0.26625403566865624,0.276046833343275,-0.027919695043145308,1.0,-0.31488480420446097,0.3944614737148058,0.3347453287019012,-0.31585139696030634,-0.00015407301829039523,0.4744943638535099,0.36066128269105907,0.3960941594268428,-0.18981402940713346,0.16192603756249194,-0.19862272247948543,-0.15993189507823896,-0.31510922621170223,0.1465043094069309,0.3270626058820907,0.047030398180317214,-0.17350146967019994,0.62841376239898
Cerebellum_Crus1_R,0.6552240577726147,-0.30437292556710605,-0.27716457978268044,0.32340623693921405,-0.05429369351656429,0.2716878008144549,-0.3267977345903152,0.5125379383465098,-0.1895197925866516,0.13241023894239404,-0.1509254166355265,-0.31488480420446097,1.0,-0.05866594220049329,-0.3592443859338546,0.5223139126302804,-0.0849149432421016,-0.15395417137642564,-0.05438648739217277,-0.14943351300393945,0.4214411094261216,0.20819962076769405,0.7372552651955379,0.3943354923224659,0.1158993111711876,-0.0295910600945503,0.020217879452106735,0.2892312539712832,0.4397252360743797,-0.1189247505156928
Thal_VL_R,0.02447866184382443,0.2254052484875418,0.3878007949203904,0.4838940903800056,-0.38988932765042394,0.462194174582543,-0.246189320472139,0.41331539194449257,-0.06921618383822443,-0.2710404566941228,0.4719240303527226,0.3944614737148058,-0.05866594220049329,1.0,0.07088895764775811,-0.3757777743220405,-0.10095708711035979,0.23637342784739473,-0.09142997620271964,0.11918952451791806,-0.3477540333364129,-0.13780950836650613,0.16457602037662386,-0.006801603388561953,0.4799415374679935,0.11717263524595024,0.13889312789443978,-0.011242870415987951,-0.17080456681784803,0.6679442535743324
Paracentral_Lobule_L,-0.13771769334128786,0.3866252234055756,0.2643619449411497,-0.11008802110029865,0.07599929120581422,-0.2651578853244435,0.33017940653530525,-0.04360624266612921,0.36182322059737637,-0.15333087288200353,0.10630013325295475,0.3347453287019012,-0.3592443859338546,0.07088895764775811,1.0,-0.20793063414200294,-0.16245650829633604,0.46710863634901423,0.45688066630135943,0.21595802829881908,-0.15097533482216716,0.27655447666833105,-0.20728734002900168,0.10182441324040097,-0.13632596942186534,0.30417468624218186,0.4524516071258429,0.18282760452242067,-0.30208731575888026,0.20355992108500787
Angular_R,0.3450146399603557,-0.1120784768191274,-0.18634361387545118,-0.07994447841487802,0.2784448538712712,-0.22989067488374987,-0.06453655426305684,0.10171134506769587,-0.22519852370492086,0.37915044237548656,-0.6086714102685734,-0.31585139696030634,0.5223139126302804,-0.3757777743220405,-0.20793063414200294,1.0,-0.058559349968565017,-0.2055448689934646,-0.0055230322231727275,-0.23707604698528967,0.5110361087038947,-0.1142705128689504,0.45362336019792043,0.7304708313136916,-0.07264061399868511,0.3051369311540623,-0.12772997951701193,0.4340597364912092,0.5129609321710978,-0.4027362372314866
Thal_PuI_L,-0.308814988463096,0.32339579574602656,0.1719712324149769,-0.10458631741677427,0.13044141439609358,0.009719590301717373,-0.03772441465893577,-0.09411240615837954,-0.05023091721254158,0.3589444320301272,-0.10551874758589178,-0.00015407301829039523,-0.0849149432421016,-0.10095708711035979,-0.16245650829633604,-0.058559349968565017,1.0,0.21888941706815843,-0.17809252239382498,0.541387511994604,0.3192641860590216,-0.1659911558982076,0.07783331505932144,-0.04905675066922042,-0.2201145724865618,-0.16870792854954905,-0.07634637602751933,0.005360163145887885,0.16035179621453052,0.061393096373940026
Thal_PuM_L,0.0038505553710999874,0.566930779037589,0.3889422061920219,-0.05906368920567899,0.06757737130174732,-0.0942839689344517,-0.1407261768436229,0.12116160732536714,0.23652655704169565,0.0492184609756884,0.23928242356508253,0.4744943638535099,-0.15395417137642564,0.23637342784739473,0.46710863634901423,-0.2055448689934646,0.21888941706815843,1.0,0.5890296852840193,0.3937340501088562,-0.14815113774020416,0.31431838058779565,0.2052867435159413,-0.06732112024755976,-0.1488120216882182,0.27528991347791815,0.5421908548516868,0.14415107135368826,0.016290493297476623,0.39962252193972575
Lingual_L,0.2524018049770678,0.23512760209085712,0.2430815606838677,-0.2806250826738283,0.2430687098242055,-0.5042719070563001,0.234090806673244,0.035044552639315815,0.2679523436033548,0.16784708712515528,-0.13622707344048599,0.36066128269105907,-0.05438648739217277,-0.09142997620271964,0.45688066630135943,-0.0055230322231727275,-0.17809252239382498,0.5890296852840193,1.0,0.17518867309597408,-0.08121452148906297,0.5800269564435019,0.06912248862137874,0.07110543360813824,-0.263527791183726,0.20223436074443135,0.5440890326869616,-0.02006454307151519,0.09878684634615935,0.2598961010266407
Thal_MGN_R,-0.14595212615388878,0.46477981964469534,0.5193292346738406,-0.11349922710989897,0.25599443422891255,-0.1845362038815495,0.12182006186848036,0.01564966761018055,0.056846562946892026,0.430734425396938,-0.06705710254033515,0.3960941594268428,-0.14943351300393945,0.11918952451791806,0.21595802829881908,-0.23707604698528967,0.541387511994604,0.3937340501088562,0.17518867309597408,1.0,0.26180282824502676,0.06834028310066753,0.1395664273965122,0.07489931252340182,-0.2987237720085628,-0.19853561146628618,0.27416599035538086,0.07252249422651497,0.022814846520426334,0.27517738251925006
SN_pr_L,0.27147306086943807,0.07668027838823407,-0.05944268650603847,-0.10909331602356238,0.3546373365067941,-0.16555270983785672,-0.02302018734695143,0.03554950996715663,-0.1584570300001543,0.4865182010569367,-0.6062799618887624,-0.18981402940713346,0.4214411094261216,-0.3477540333364129,-0.15097533482216716,0.5110361087038947,0.3192641860590216,-0.14815113774020416,-0.08121452148906297,0.26180282824502676,1.0,-0.021376889992863097,0.42071708624335385,0.3621396292464627,-0.3089661416035774,0.03569205987047311,0.08963638016671271,0.2650961296971131,0.3668921211028162,-0.1942837363913161
Vermis_9,0.42983107591984027,-0.09252210500588388,-0.03046415092583988,-0.034131992362334496,-0.12083262088263139,-0.13780913622103827,0.2602635699405993,0.08748217823625602,0.28452052626475505,-0.06357809767454421,0.032593525715801715,0.16192603756249194,0.20819962076769405,-0.13780950836650613,0.27655447666833105,-0.1142705128689504,-0.1659911558982076,0.31431838058779565,0.5800269564435019,0.06834028310066753,-0.021376889992863097,1.0,0.1383613712059601,-0.10799354215144816,-0.21718421212564687,0.09072560658902622,0.45838041257247225,0.19577607984483572,-0.04570860710572145,0.14154146427186237
Temporal_Mid_R,0.6430359169001624,-0.018697811175858885,-0.023834307384898782,0.4612170832411512,-0.027411306849536087,0.32045229322565116,-0.52977676760778,0.7177876863114284,-0.25147387573377655,0.15066858213092116,-0.04946911418028177,-0.19862272247948543,0.7372552651955379,0.16457602037662386,-0.20728734002900168,0.45362336019792043,0.07783331505932144,0.2052867435159413,0.06912248862137874,0.1395664273965122,0.42071708624335385,0.1383613712059601,1.0,0.5213169931653021,0.1585192469341762,0.17185010582192642,0.17502602033551434,0.3938141233143559,0.42311456657427676,0.011818100723959474
SupraMarginal_R,0.2515550405216647,0.05585124283306998,0.0735020603300738,0.2195622481916668,0.09934892502607402,-0.10042026216502431,-0.0334603626718472,0.42035144206464475,-0.24876177872203706,0.2722845302415461,-0.37081970090077804,-0.15993189507823896,0.3943354923224659,-0.006801603388561953,0.10182441324040097,0.7304708313136916,-0.04905675066922042,-0.06732112024755976,0.07110543360813824,0.07489931252340182,0.3621396292464627,-0.10799354215144816,0.5213169931653021,1.0,0.10934730060447709,0.40648818157977534,0.04600718671330748,0.546438205758638,0.28040709196378993,-0.11097718852569209
Rectus_L,0.24243766395295283,-0.2500735132811784,-0.06531636625780952,0.6290972179978495,-0.45398882885957303,0.6048188645903148,-0.4449706350178427,0.4874026343872464,-0.3000765211805567,-0.5584526916705121,0.5090957603001395,-0.31510922621170223,0.1158993111711876,0.4799415374679935,-0.13632596942186534,-0.07264061399868511,-0.2201145724865618,-0.1488120216882182,-0.263527791183726,-0.2987237720085628,-0.3089661416035774,-0.21718421212564687,0.1585192469341762,0.10934730060447709,1.0,0.14189340365464784,-0.16994875748766766,0.01034370274296119,-0.00038400043527099065,0.07855262548619447
Cingulate_Post_R,0.12054513275734391,0.2875768086614817,0.18995967886689502,0.1585539452896372,-0.04003669938888507,0.03485611606907484,0.11036918462112527,0.1440721839401581,0.02229853998592821,-0.06846576049134297,-0.0011699297167040814,0.1465043094069309,-0.0295910600945503,0.11717263524595024,0.30417468624218186,0.3051369311540623,-0.16870792854954905,0.27528991347791815,0.20223436074443135,-0.19853561146628618,0.03569205987047311,0.09072560658902622,0.17185010582192642,0.40648818157977534,0.14189340365464784,1.0,0.17050447037033684,0.5224829154968735,0.009541131743708868,0.11868881182168346
Thal_MGN_L,0.29736666764377795,0.2796999186391966,0.1482331640136337,0.03331758834262963,-0.10409768556333186,-0.11017423722664225,0.0680997592866659,0.20655009107467645,0.11640044913447396,0.01958200780105948,0.05879210222821422,0.3270626058820907,0.020217879452106735,0.13889312789443978,0.4524516071258429,-0.12772997951701193,-0.07634637602751933,0.5421908548516868,0.5440890326869616,0.27416599035538086,0.08963638016671271,0.45838041257247225,0.17502602033551434,0.04600718671330748,-0.16994875748766766,0.17050447037033684,1.0,0.24515216859843705,-0.18931225958641862,0.2890182329984319
Frontal_Inf_Oper_R,0.1787259942760634,0.08897236754670752,0.07348788731587855,0.32782897167375635,-0.003160711725420259,0.16168154038153437,4.285129938807363e-05,0.30913284856258416,-0.049727432030635996,0.06425368362545775,-0.06079592683821513,0.047030398180317214,0.2892312539712832,-0.011242870415987951,0.18282760452242067,0.4340597364912092,0.005360163145887885,0.14415107135368826,-0.02006454307151519,0.07252249422651497,0.2650961296971131,0.19577607984483572,0.3938141233143559,0.546438205758638,0.01034370274296119,0.5224829154968735,0.24515216859843705,1.0,0.010617644051480852,-0.020897040783388367
Occipital_Mid_L,0.33097702047925964,-0.004658316251872018,-0.05249483051047721,-0.05737287456323784,0.2635051840813854,-0.032848493752048284,-0.27333978714631707,0.11324489707785067,-0.11040460736046016,0.3512455446194185,-0.3506501951539078,-0.17350146967019994,0.4397252360743797,-0.17080456681784803,-0.30208731575888026,0.5129609321710978,0.16035179621453052,0.016290493297476623,0.09878684634615935,0.022814846520426334,0.3668921211028162,-0.04570860710572145,0.42311456657427676,0.28040709196378993,-0.00038400043527099065,0.009541131743708868,-0.18931225958641862,0.010617644051480852,1.0,-0.18373282867079113
Thal_MDm_R,-0.06912100240915078,0.45451513019938244,0.3694784394145955,0.0761138161832822,-0.08162141480928847,0.042034967262136604,0.16112758289302584,0.08690194149413547,0.10870813103255093,0.051549345238063926,0.1844512346948622,0.62841376239898,-0.1189247505156928,0.6679442535743324,0.20355992108500787,-0.4027362372314866,0.061393096373940026,0.39962252193972575,0.2598961010266407,0.27517738251925006,-0.1942837363913161,0.14154146427186237,0.011818100723959474,-0.11097718852569209,0.07855262548619447,0.11868881182168346,0.2890182329984319,-0.020897040783388367,-0.18373282867079113,1.0
