,Thal_MDm_L,Putamen_R,Frontal_Sup_Medial_R,Frontal_Med_Orb_R,Angular_R,Vermis_1_2,Cuneus_L,Parietal_Inf_L,Olfactory_L,Cerebellum_7b_L,Thal_VA_R,Cerebellum_7b_R,N_Acc_R,ParaHippocampal_R,Thal_VL_R,LC_L,Red_N_R,Vermis_9,Raphe_D,ACC_pre_L,Insula_R,Frontal_Inf_Orb_2_R,Thal_AV_R,Frontal_Inf_Tri_R,Fusiform_R,LC_R,Parietal_Inf_R,Rectus_L,Caudate_L,Supp_Motor_Area_L,Cerebellum_3_R,Vermis_10,SN_pr_R,ACC_sup_R,Raphe_M,ACC_sub_R,Occipital_Mid_R,ACC_sub_L,Frontal_Inf_Orb_2_L,Frontal_Inf_Oper_R,OFCant_R,Thal_LGN_L,Thal_MGN_L,Frontal_Sup_Medial_L,Fusiform_L,Hippocampus_R,ACC_pre_R,Caudate_R,ACC_sup_L,Thal_VL_L,Cerebellum_Crus2_L,Occipital_Mid_L,Cerebellum_6_R,OFClat_L,Frontal_Med_Orb_L,Thal_IL_R,Temporal_Inf_R,Heschl_L,Thal_PuA_L,OFCant_L
Hippocampus_R,-0.09841739616214568,0.7402204810640796,0.38553970645508545,0.5990028169398134,-0.18570003619983175,-0.5053248426619071,-0.5736149134198808,-0.1264992652847527,0.3789568154260983,-0.6447875772163879,0.7019128519546317,-0.25249352953129606,0.5211822462029889,0.8941888748853095,0.688924434019558,-0.24316793233892484,0.3645554698495058,-0.2957417249510882,-0.5799652556374035,0.5923242111498578,0.727504042804713,0.7368663568240112,0.3556088485630675,0.7804713642928216,0.6532898090174655,-0.5268153897575041,-0.17941953844233247,0.7005135194951916,0.7558349866317607,-0.0460247999025714,-0.2199815843373183,0.6989475226702765,0.8469864988843873,0.6068173460924112,-0.4869324840594262,0.028424851489871696,0.5581452610549463,-0.0010787137612165106,-0.07016879547075097,0.10535229325593413,0.43740520191961685,0.4497408764378235,0.0018857139077089354,0.4185239037621983,-0.2424180371261335,1.0,0.46907362015992105,0.6963362289705037,0.4250516099276443,-0.09992262258152838,-0.6482438583624284,0.007432121017718683,-0.12357709285942947,-0.4486767929944912,0.5942286464411267,-0.03605506357265947,0.7202938383016161,-0.25081277496554966,-0.039382196933118375,0.5589300437072036
ACC_pre_R,0.060837282320335105,0.6761088209673091,0.4804938151524463,0.20818196030806563,-0.5690782515656618,-0.34821867482746777,-0.7492011996643506,-0.4349671448738712,0.09681156334887145,-0.24807429601180314,0.6221888422265357,-0.4234504795172841,0.6822210459236142,0.46672991235818345,0.5399297256511538,-0.04412801474970586,0.3445206668299775,-0.06279603526098801,-0.42327433857546604,0.5601766067231791,0.5061819623882893,0.7336588018582719,0.5858938940389216,0.4932984868161197,0.3190544353541008,-0.29048821631605776,-0.5632267241794451,0.2890816714821618,0.5730620553787712,-0.4018373495683874,-0.08407360006638741,0.23981270409837113,0.44062421939349145,0.5734314422207251,-0.16736957256888957,0.021546079538990622,0.2689340301202661,0.21962074726278308,0.43552997543211913,0.05062551379316572,0.6287331730495463,0.1380003386909279,-0.011752417350782083,0.5863713623593186,-0.10623854877740417,0.46907362015992105,1.0,0.72793382782136,0.6855850111592802,-0.19116851826711642,-0.30341644825231723,-0.30532277106683897,-0.08799345303439356,0.14705546897468944,0.1168022019473994,-0.4821882082443753,0.25452271479180716,-0.1140675828162889,-0.28613477317054953,0.5022603922276974
Caudate_R,0.206811811553069,0.9092359616434942,0.5657185122974547,0.22510420159861422,-0.43069573923521814,-0.26357660705107255,-0.5786255991387173,-0.3458328714552103,0.28100276767729,-0.22692541623688844,0.6998067256080003,-0.33600791809139136,0.6885062530302614,0.5604569761006059,0.7036160775942655,-0.08655778214267952,0.3514429440915673,-0.11808897744860022,-0.34968853890583596,0.6392605862607257,0.5257595931372792,0.6795426596069842,0.52507879071912,0.6234835985333919,0.35836163934557674,-0.21672261600270964,-0.4642570306742004,0.543688983837762,0.8098088061642472,-0.28625940429245694,-0.05453519865534851,0.2790221457409018,0.6629932625285012,0.6443753047384703,-0.2036979653565605,-0.1262850105250947,0.2409367567699957,-0.0516061492647431,0.37289490641479806,0.16353661704024527,0.4874496272866586,0.39613825515596096,0.002260974468767134,0.5858862552556449,0.06602416350614561,0.6963362289705037,0.72793382782136,1.0,0.717281372313404,-0.028824563504567444,-0.262537186234898,-0.275196660091845,-0.1371461963631491,-0.05340915519544555,0.1734486290786641,-0.29686598753438864,0.2954430770938545,-0.10986427919228231,-0.12874432221257906,0.4530692791489173
ACC_sup_L,0.35206732297839743,0.6531379804939411,0.5026225436171653,-0.0702460026758468,-0.6213505556491006,-0.022948957799590428,-0.432464560505162,-0.22105338853726325,0.07790710838562456,0.049007782290198754,0.5773470977628606,-0.3820585787492535,0.5870992738253283,0.2838344864788517,0.5398283084930953,0.13739838379883337,0.40777678469920575,0.0027843788735467845,-0.05557609852104074,0.4017235298115638,0.15436861513473624,0.4233828652977693,0.499383495317199,0.23595107500655824,0.04614023930340243,-0.07200302671845406,-0.5403639968619709,0.2699922516471579,0.4835465005481682,-0.22791192242984987,0.20579708463146953,0.015011577769111528,0.4078829616674798,0.5953655504176142,0.13513326552023874,0.014915893197899087,-0.07277469182064057,-0.02600514853469264,0.7197424671792712,-0.06189750185236411,0.3782431694266251,0.388830837877224,0.057229613295483484,0.6941192073641125,0.20558114414504172,0.4250516099276443,0.6855850111592802,0.717281372313404,1.0,0.10817798604180393,0.08091840791363164,-0.24698946697729918,-0.18275584789963514,0.3556085452694876,-0.20445136744952627,-0.21663548133942181,-0.023658476725628794,0.21438899910692336,-0.07325794906551354,0.21150080313547
Thal_VL_L,0.675145288904299,0.06362670325968833,-0.07836751559818259,-0.4154976830657983,0.05779228848838385,0.5431515882414742,0.47081512359625455,0.07538675022489139,-0.44997510161669957,0.38429080449961556,0.06834918723040535,0.1093233980235012,-0.24163437286593908,-0.17309917055787263,0.22424394028658287,0.12330627216031463,0.07365459386608388,0.05145725343048941,0.3037386299600794,-0.4149061307009944,-0.16173233414797406,-0.4272887251171112,0.08092413350704995,-0.10359027471848697,-0.2523308963007296,0.22041404586338162,0.33273012398126806,-0.27607075901889744,0.16441040365773354,0.32023690783932357,0.6388501947843344,-0.3105845855798284,-0.21625978525242237,0.03419579821259659,0.5469409943184882,-0.30944056481935334,-0.5021698902998647,-0.3502729722500276,0.16941420483851652,0.23164628969108197,-0.28141211094839125,-0.0802990842466104,0.3809512952934836,-0.041922638455073054,0.29770231078777154,-0.09992262258152838,-0.19116851826711642,-0.028824563504567444,0.10817798604180393,1.0,0.45266402487855,0.07727424679158594,0.21315226306362944,0.48492927357484256,-0.3842538264175372,0.227518886553138,-0.28724380729757387,0.4995753945195534,0.3166798427071499,-0.4661414494646346
Cerebellum_Crus2_L,0.4735967272906717,-0.3293592365497353,-0.05605541296860569,-0.7983412820279021,-0.09335071751282707,0.78202102828705,0.5551169768797434,-0.17108200136579618,-0.31820337494150275,0.8862388100241446,-0.38691128241331046,0.13286941789952364,-0.36221733664352984,-0.7104548027387988,-0.23740798968521112,0.35717273267548966,-0.10243526919532318,0.36136182146479434,0.7360488261147723,-0.45530672870004957,-0.7289497329346334,-0.7054226598712834,-0.10201070310394647,-0.6385112504196503,-0.7265701472581056,0.677795044654816,0.005198276795698407,-0.4604247417724058,-0.40158690900364424,-0.01565716067912897,0.6068556022960035,-0.7695426560242126,-0.5593543012659077,-0.21473431911870822,0.7206902233327253,-0.18389677876848082,-0.7981966579516303,-0.22778080505414808,0.47568115117714316,-0.0254249263242933,-0.4764628127370344,-0.08960633208248019,0.261890020512678,-0.1109419981244467,0.5540604238493804,-0.6482438583624284,-0.30341644825231723,-0.262537186234898,0.08091840791363164,0.45266402487855,1.0,-0.2185885144192267,0.130057962513177,0.6363028303392169,-0.8097234926557924,0.16204838842571878,-0.8220006833409351,0.47935791144627404,0.14043941378501734,-0.638541374085914
Occipital_Mid_L,-0.17350146967019994,-0.14451201026809513,-0.19486764665580297,0.4143815504504771,0.5129609321710978,-0.11050509784859436,0.3568557279382704,0.6268427582343016,-0.03931782423314521,-0.27333978714631707,-0.19815473366204225,0.26521404011872074,-0.22075522516952645,0.027270415106665363,-0.17080456681784803,-0.11040460736046016,-0.17895997053085225,-0.04570860710572145,-0.18747525873944756,-0.1312273461094133,0.1080878413969061,-0.032848493752048284,-0.21788361233609593,0.04951798257232079,0.28101240359931245,-0.21082819440560105,0.4648548369491266,-0.00038400043527099065,-0.1395117678770883,0.3952423674582265,-0.2194789766714725,0.3011829830392071,-0.08716176874972015,-0.24936478210685148,-0.22139595707456508,0.07479977181744399,0.3261536673584327,0.09096247163695831,-0.35435301348600035,0.010617644051480852,0.1603484285568925,-0.3308440666101137,-0.18931225958641862,-0.06694344905573904,-0.2264729623571579,0.007432121017718683,-0.30532277106683897,-0.275196660091845,-0.24698946697729918,0.07727424679158594,-0.2185885144192267,1.0,0.0243018664571805,-0.1432779713672186,0.35896684872980644,0.048371328709380323,0.335136069016302,-0.23586630938465222,0.34239402670743674,-0.021518816913727742
Cerebellum_6_R,0.17972279827418283,0.04488297402229854,-0.28727641313427565,0.005606981253025748,0.10100065327597571,0.4551835836382478,0.29931442521962986,-0.07018861155095439,0.1181500136486411,0.18014709016325273,-0.09864013735765179,0.5755986469970865,-0.06322739078993946,-0.07210952361275286,-0.03113081387781911,0.1385240038149206,-0.14484018467054766,0.5992589739419667,0.012314611374190298,-0.23207532337339656,0.2001561868268417,-0.0594790519204903,-0.07316524331946404,-0.10714587778585274,0.21952932181732318,0.45672455031673265,0.047639894612153386,-0.23039402571306858,-0.16784739638022836,-0.14616615072271186,0.5351944368677868,0.06010282969099129,-0.18451050648930603,-0.20907634683454293,0.31155941452173713,0.006555943283193585,0.050329319240924125,0.007299274130934355,-0.1773095198696575,0.39448905197755985,-0.0986292141306977,-0.38142540615131554,0.49103673615528415,-0.297295602379863,-0.061610573115344396,-0.12357709285942947,-0.08799345303439356,-0.1371461963631491,-0.18275584789963514,0.21315226306362944,0.130057962513177,0.0243018664571805,1.0,0.018935903712895417,0.062409044438303876,0.16923187180302557,-0.08079985857993473,0.046957996859396195,0.3181081649529566,-0.06392060129179164
OFClat_L,0.5066374160013128,-0.07264874758465699,-0.060477359441101546,-0.6547552071335199,-0.37275391117463624,0.44544449085036586,0.2007630331687875,-0.154423531589881,-0.5839414663152092,0.5949994406912072,0.04034290944608194,-0.17670841571499846,0.043300621528865234,-0.40860756676695725,-0.07466697474474554,0.2694795842573103,0.1831264399436008,0.12583848772353906,0.3576308336753515,-0.39261411560852955,-0.4720357709703917,-0.3638793953765616,0.24443142073900362,-0.4139851375802634,-0.5227392849930788,0.2552587544164187,-0.10470519978775866,-0.5381405335261523,-0.17768971051996582,-0.010314441047454544,0.5305927986080873,-0.6163965175719934,-0.4765842701255907,-0.05390458780494958,0.6463946115761596,-0.11234057760676024,-0.712167661355749,-0.13717138335364654,0.6320657731381162,-0.16265510060907262,-0.027346829941128577,-0.21818416851461514,0.22017337615614915,0.09751836314485376,0.3988274766090579,-0.4486767929944912,0.14705546897468944,-0.05340915519544555,0.3556085452694876,0.48492927357484256,0.6363028303392169,-0.1432779713672186,0.018935903712895417,1.0,-0.74812862640309,-0.20901726405533205,-0.5893052646252782,0.5539174403617759,0.01120699126883278,-0.5007479930047134
Frontal_Med_Orb_L,-0.46780900750206394,0.26764759872704463,0.05962744034849835,0.8674250259178731,0.27468557876071525,-0.5671250010862706,-0.3043075763365727,0.18802345751425453,0.45897562253742824,-0.7379100132012612,0.18721410109496686,0.07138575635692275,0.16040685637163274,0.6019344160253576,0.20606851608005033,-0.3883878332598828,-0.0676058012465012,-0.11787941642338148,-0.5995332677326887,0.4169878816246496,0.7020595483529908,0.6002088394653143,-0.047924011172471324,0.6129299141803467,0.7522101124367987,-0.4363464551970331,0.07470685120176275,0.5220538950252516,0.3131216046879613,0.01075771785672396,-0.5289939670352158,0.7690285107454611,0.5293442999371768,0.16608758008069713,-0.7081670085403973,0.09818608336552812,0.8343841456365206,0.12895347980684702,-0.596385077219854,0.19665748668628188,0.33405821050007645,0.041873023878770566,-0.21273134497606414,0.0032635442345141964,-0.4485514018550253,0.5942286464411267,0.1168022019473994,0.1734486290786641,-0.20445136744952627,-0.3842538264175372,-0.8097234926557924,0.35896684872980644,0.062409044438303876,-0.74812862640309,1.0,0.044291820931605975,0.7773805292034164,-0.5844440416491805,0.056182950038489575,0.6210507986030693
Thal_IL_R,-0.008690668155864285,-0.2550590756110463,-0.03427057414680827,-0.024900849213156013,0.468248496160313,0.3498826025966399,0.46225819781752775,0.2706834255238446,0.3141095359410488,0.12644139675396038,-0.34356460953718587,0.23997517747374536,-0.4884712711684499,-0.16719875545972085,-0.054645297637866026,0.035458991693284,-0.16096204530190025,0.09349315035090001,0.4232253247213193,-0.006854607680296416,-0.08265074748717799,-0.22816077571045326,-0.557797211168547,-0.07014214091350261,0.027293128227093517,0.2958107659474728,0.2565152021721536,0.02628585645968241,-0.1271471028311592,0.19375155923579035,0.15947762663126056,-0.05129649953888563,0.0034337554836996404,-0.008265442927476876,0.039793403616370036,0.013145761332600174,-0.03170040042337456,-0.14054540738986418,-0.14045566651729385,0.30982585241443145,-0.308070754087385,0.1921133483520992,0.16546261530720385,-0.11734045719956686,0.14614754559530946,-0.03605506357265947,-0.4821882082443753,-0.29686598753438864,-0.21663548133942181,0.227518886553138,0.16204838842571878,0.048371328709380323,0.16923187180302557,-0.20901726405533205,0.044291820931605975,1.0,-0.0342270726813258,-0.0211325637484636,0.4059510120252218,-0.02747484886789794
Temporal_Inf_R,-0.37986625346157715,0.4001128192033761,0.09269697766472028,0.7981013230932594,0.1799216572096765,-0.6261653774237095,-0.4096452458088571,0.10310251130154126,0.3200257094159241,-0.8427473775881416,0.409187247113885,-0.016687510903095774,0.2936746200685033,0.7905974631069814,0.3971733137548502,-0.3758243608529734,0.14275169311900016,-0.3200885940751571,-0.7428391758035304,0.4368603493587154,0.7279001816691668,0.6137943292167094,0.09345680064170789,0.6443492702398109,0.8026511186771917,-0.6485293369684167,0.07293291323549192,0.5626624506883946,0.44205733738158626,0.05364313038768998,-0.4777141835339968,0.8628036659601367,0.6311298848597244,0.2508746477055711,-0.6419637198676579,0.12134217428454304,0.7860022080361636,0.21517764080239027,-0.46542827150886074,0.007761788140238615,0.4910742998458475,-0.024067840750592637,-0.178879634963488,0.17086670366041523,-0.6140031768137566,0.7202938383016161,0.25452271479180716,0.2954430770938545,-0.023658476725628794,-0.28724380729757387,-0.8220006833409351,0.335136069016302,-0.08079985857993473,-0.5893052646252782,0.7773805292034164,-0.0342270726813258,1.0,-0.4650100186141929,0.03399615003210143,0.5294945924909448
Heschl_L,0.6513271114364775,-0.09551778069784929,-0.23072257531479262,-0.6081525105526623,-0.43780956570522644,0.4291279136420901,0.2684455714213484,-0.07230626138455742,-0.36484456390327324,0.2963795688308196,0.006671058840773332,0.09212698313888067,0.02998347487256148,-0.19796298162075343,0.04012293450994934,0.4303414669821654,0.2667586477864593,0.24137646665780288,0.302247696049593,-0.4064970441134155,-0.3731334973031854,-0.5038983949483482,0.2543852373511403,-0.4320901137025289,-0.5275742023787545,0.3033466124729718,-0.10324917511862294,-0.4133429320133531,-0.027974155051015154,-0.010078249527886654,0.627509835612497,-0.32787965142195113,-0.28879990393995386,-0.1948340270555772,0.5275935594020414,-0.05860114019552714,-0.6033286224258768,-0.29014289069584476,0.5153168941685696,-0.1703927845757524,-0.5125360996855507,0.1428723376156333,0.39853248084112713,-0.053645607722601525,0.16496948378142057,-0.25081277496554966,-0.1140675828162889,-0.10986427919228231,0.21438899910692336,0.4995753945195534,0.47935791144627404,-0.23586630938465222,0.046957996859396195,0.5539174403617759,-0.5844440416491805,-0.0211325637484636,-0.4650100186141929,1.0,0.11393980635339576,-0.3565854284533247
Thal_PuA_L,0.09037137373312111,0.027758354119964468,-0.07379485955723156,0.11262813064084523,0.29300104888353623,0.36799967310553705,0.5276780273363842,0.3769847298672871,0.22270755172411197,-0.006377656826022085,-0.20662983995103848,0.41428044638913725,-0.10082333878143536,-0.1104393737170671,-0.08986906530874386,0.098333528393916,-0.17947191130668538,0.41304076996967604,0.13098061116562634,-0.031203214709346196,0.0764866181784541,-0.11761339054248375,-0.3270829431770616,-0.11215130942380527,0.13752343072611056,0.31586558459460695,0.1703297344706371,-0.027264034470702966,-0.050933186451372105,0.13613775812596482,0.2185046407349023,0.18081974145926547,-0.10215995669698157,-0.18690006213202695,0.006800440653267292,-0.03244543299759039,0.0265906555586996,-0.10279526102721533,0.04300649344267881,0.2614590609421208,-0.06988864395880548,-0.09541595985946917,0.31567958201093943,-0.02458334948482162,-0.017578856318348463,-0.039382196933118375,-0.28613477317054953,-0.12874432221257906,-0.07325794906551354,0.3166798427071499,0.14043941378501734,0.34239402670743674,0.3181081649529566,0.01120699126883278,0.056182950038489575,0.4059510120252218,0.03399615003210143,0.11393980635339576,1.0,-0.0115261930102994
OFCant_L,-0.3230162015553801,0.4251557313133376,0.3560111146041326,0.5872952156700654,-0.011861416212024153,-0.45792713503445626,-0.5040488987005587,-0.050816287165742643,0.6053652801775996,-0.6113210411392608,0.2873468209436345,-0.09906653353798675,0.3558739537753136,0.5124068635949969,0.26766680912253066,-0.13448031803277255,-0.003366732216336301,-0.07367159875813135,-0.4019004852120992,0.7528897949709232,0.6836810924331217,0.7590311299900534,0.088549933430199,0.6207407805165421,0.6442826603711298,-0.2736848870694307,-0.3263486446428519,0.4791200937290665,0.5103505553810277,-0.28999700866136574,-0.38911934271283377,0.54450820954387,0.5372383901839728,0.40089417306831143,-0.5833543124483437,0.12027496611036198,0.7002327498768997,0.3034367895536333,0.010497324740303723,0.2871863164558747,0.44378818481543497,0.2952761072983967,-0.09418354436170082,0.37515935716679283,-0.34337822713405314,0.5589300437072036,0.5022603922276974,0.4530692791489173,0.21150080313547,-0.4661414494646346,-0.638541374085914,-0.021518816913727742,-0.06392060129179164,-0.5007479930047134,0.6210507986030693,-0.02747484886789794,0.5294945924909448,-0.3565854284533247,-0.0115261930102994,1.0
