,Thal_MDm_L,Putamen_R,Frontal_Sup_Medial_R,Frontal_Med_Orb_R,Angular_R,Vermis_1_2,Cuneus_L,Parietal_Inf_L,Olfactory_L,Cerebellum_7b_L,Thal_VA_R,Cerebellum_7b_R,N_Acc_R,ParaHippocampal_R,Thal_VL_R,LC_L,Red_N_R,Vermis_9,Raphe_D,ACC_pre_L,Insula_R,Frontal_Inf_Orb_2_R,Thal_AV_R,Frontal_Inf_Tri_R,Fusiform_R,LC_R,Parietal_Inf_R,Rectus_L,Caudate_L,Supp_Motor_Area_L,Cerebellum_3_R,Vermis_10,SN_pr_R,ACC_sup_R,Raphe_M,ACC_sub_R,Occipital_Mid_R,ACC_sub_L,Frontal_Inf_Orb_2_L,Frontal_Inf_Oper_R,OFCant_R,Thal_LGN_L,Thal_MGN_L,Frontal_Sup_Medial_L,Fusiform_L,Hippocampus_R,ACC_pre_R,Caudate_R,ACC_sup_L,Thal_VL_L,Cerebellum_Crus2_L,Occipital_Mid_L,Cerebellum_6_R,OFClat_L,Frontal_Med_Orb_L,Thal_IL_R,Temporal_Inf_R,Heschl_L,Thal_PuA_L,OFCant_L
Thal_VA_R,0.057578048796492885,0.7654608399589384,0.38116641469081963,0.24414889269991857,-0.46738748614907694,-0.39946474870505844,-0.5968131021639896,-0.22458042435602457,-0.010721658114137512,-0.3361293703400019,1.0,-0.3143206570581166,0.7483469105702084,0.6999441804500087,0.5513822565680033,-0.17856908000033153,0.4182335802978038,-0.2575592333360636,-0.46303379892315044,0.40565946497806427,0.5128294654660452,0.59162041784856,0.562313777424441,0.5587578954437361,0.36246849747053306,-0.4511187611726645,-0.26228515131996927,0.4369393391417846,0.6280217786305708,-0.0721647219287761,-0.02529133160756895,0.3542746149434803,0.5610194453689029,0.6186461525949257,-0.1248883309381872,0.02909820156536353,0.19211835751215087,-0.07246857301682019,0.2244985570102546,-0.03945915993856632,0.4592838990180094,0.2439567921249828,-0.009815927537367253,0.4918196113837813,-0.06845603324521989,0.7019128519546317,0.6221888422265357,0.6998067256080003,0.5773470977628606,0.06834918723040535,-0.38691128241331046,-0.19815473366204225,-0.09864013735765179,0.04034290944608194,0.18721410109496686,-0.34356460953718587,0.409187247113885,0.006671058840773332,-0.20662983995103848,0.2873468209436345
Cerebellum_7b_R,0.06388024269840768,-0.16219310293113462,-0.33556473381460195,0.03283215470497548,0.36026215355373614,0.36374868735222404,0.5358692117408053,0.19912714524741634,0.22885418587012388,0.05020454174316757,-0.3143206570581166,1.0,-0.1854299044488324,-0.19694554383043497,-0.22490770700360094,0.13925114784275083,-0.2872950387804065,0.5197741039970408,0.15569436541476672,-0.2575406305633156,0.024482694494347285,-0.26246748182310675,-0.3558448934130319,-0.2995367173314763,0.1655664089535611,0.46325252872139555,0.20184480507109145,-0.10707395204374272,-0.2971637472552257,-0.08084250541997123,0.1807771473109017,0.1241632529381429,-0.1546087491459916,-0.41628341414111847,0.08037110820609294,-0.04075393165474843,0.09546896884234005,-0.07114268466181578,-0.238863658790626,0.15907642394269167,-0.24268206110213078,-0.27733381495404713,0.3355150195035402,-0.3637547065345179,-0.16074013110414262,-0.25249352953129606,-0.4234504795172841,-0.33600791809139136,-0.3820585787492535,0.1093233980235012,0.13286941789952364,0.26521404011872074,0.5755986469970865,-0.17670841571499846,0.07138575635692275,0.23997517747374536,-0.016687510903095774,0.09212698313888067,0.41428044638913725,-0.09906653353798675
N_Acc_R,0.007803835453198114,0.7301924797498126,0.3610456447043572,0.2797759485660385,-0.6022581187678184,-0.4340579865128605,-0.6231952833407861,-0.26307909142439484,0.21297730947015808,-0.375983282977092,0.7483469105702084,-0.1854299044488324,1.0,0.5487716210123783,0.3726707792352556,-0.0027186933727933677,0.42303619608381265,0.05963054987229323,-0.44244304124484174,0.46299987064327086,0.4850561355668012,0.6489901758344756,0.4412547407697477,0.3585269143459695,0.3179421828926682,-0.21053237394441507,-0.5371479934890516,0.3552640268551386,0.45871509762485874,-0.32228164391786934,-0.1371876679770142,0.3896448936915315,0.5253279761868948,0.44831833612421224,-0.2516225798769911,0.002685037393045647,0.2768797089448343,-0.12656001343193743,0.36685690109024455,-0.1190873282552107,0.514091371896534,0.16919716306539376,0.017535565211293642,0.4832647766786646,-0.2004451326234389,0.5211822462029889,0.6822210459236142,0.6885062530302614,0.5870992738253283,-0.24163437286593908,-0.36221733664352984,-0.22075522516952645,-0.06322739078993946,0.043300621528865234,0.16040685637163274,-0.4884712711684499,0.2936746200685033,0.02998347487256148,-0.10082333878143536,0.3558739537753136
ParaHippocampal_R,-0.17020667385037325,0.668233239301016,0.24069796845785427,0.6290358209591165,-0.25030202479663927,-0.5891575875509686,-0.6184743352102343,-0.13312407237080004,0.24508100820683137,-0.7323571218736499,0.6999441804500087,-0.19694554383043497,0.5487716210123783,1.0,0.6179981073107425,-0.20982942110060065,0.40228220139483384,-0.2672391373973913,-0.6609635688575592,0.5007798320671915,0.7253038277148425,0.7212075737256788,0.4129042734753067,0.6762561265386964,0.6362379034637411,-0.611852696101039,-0.18328795721858987,0.6029633936014726,0.6389778509380634,-0.07033892222680718,-0.2245771896431804,0.7625951840656932,0.7397313223803916,0.49199292897075464,-0.5029289818761811,0.12958685719558255,0.5919985693893688,0.10103361883025005,-0.1358049738852206,-0.04108194643018311,0.47093703178565727,0.28498504877150554,0.0025101096506063765,0.3222097017903414,-0.39683369958477854,0.8941888748853095,0.46672991235818345,0.5604569761006059,0.2838344864788517,-0.17309917055787263,-0.7104548027387988,0.027270415106665363,-0.07210952361275286,-0.40860756676695725,0.6019344160253576,-0.16719875545972085,0.7905974631069814,-0.19796298162075343,-0.1104393737170671,0.5124068635949969
Thal_VL_R,0.3944614737148058,0.7291697429625423,0.1930164055110082,0.198401611351863,-0.3757777743220405,-0.16680155001115138,-0.4379489624352191,-0.3238810002935687,0.13572676249718124,-0.246189320472139,0.5513822565680033,-0.22490770700360094,0.3726707792352556,0.6179981073107425,1.0,-0.06921618383822443,0.4038411156847169,-0.13780950836650613,-0.3660046080504334,0.33495916714666724,0.47867029280878687,0.462194174582543,0.5138528431134025,0.459457290248829,0.3583588827369287,-0.28460086789416633,-0.29381898335880624,0.4799415374679935,0.7442205189265414,-0.20720271080427943,0.10394966788394543,0.367528266357136,0.6271263707002019,0.48582143100603514,-0.10740067404358483,-0.07841015382932669,0.193078554644189,-0.10207361583110057,0.1549388195160719,-0.011242870415987951,0.30315213605162905,0.31936194891841135,0.13889312789443978,0.26162217255917963,-0.04155672252756959,0.688924434019558,0.5399297256511538,0.7036160775942655,0.5398283084930953,0.22424394028658287,-0.23740798968521112,-0.17080456681784803,-0.03113081387781911,-0.07466697474474554,0.20606851608005033,-0.054645297637866026,0.3971733137548502,0.04012293450994934,-0.08986906530874386,0.26766680912253066
LC_L,0.26625403566865624,-0.11129550374060532,-0.02987859823512988,-0.31957801096065996,-0.22519852370492086,0.3044307384083475,0.13364312889663474,-0.0629006240619762,-0.036294908857180945,0.25706408124114416,-0.17856908000033153,0.13925114784275083,-0.0027186933727933677,-0.20982942110060065,-0.06921618383822443,1.0,0.10867370456455701,0.28452052626475505,0.30521136223698314,-0.1480653941292973,-0.2364444109041255,-0.2388978382530911,0.04970734213592085,-0.3313414956299988,-0.30656667474258975,0.3096656577244552,-0.1488928720932629,-0.3000765211805567,-0.11773190398843586,-0.05238534464063136,0.38324293175738183,-0.24896725596953756,-0.20406060149244043,-0.08929465816929398,0.2763978164701575,0.04884104752603723,-0.2751404384386088,-0.031200757656463716,0.3535880456464501,-0.049727432030635996,-0.23028916288991144,0.08993723352677926,0.11640044913447396,0.018800899445423326,0.11342707813325975,-0.24316793233892484,-0.04412801474970586,-0.08655778214267952,0.13739838379883337,0.12330627216031463,0.35717273267548966,-0.11040460736046016,0.1385240038149206,0.2694795842573103,-0.3883878332598828,0.035458991693284,-0.3758243608529734,0.4303414669821654,0.098333528393916,-0.13448031803277255
Red_N_R,0.20840285530572938,0.35432255981963895,0.19079895801755317,-0.0424807844476057,-0.3884159234819207,-0.18738214513783844,-0.31194807131004976,-0.09026105614269342,-0.1224460173694119,-0.1348069517391354,0.4182335802978038,-0.2872950387804065,0.42303619608381265,0.40228220139483384,0.4038411156847169,0.10867370456455701,1.0,-0.08535984627299592,-0.22428099127188833,0.029175497197011565,0.1393721923994353,0.189587489401772,0.4576243297609137,0.19760236358834238,-0.018245300206362045,-0.26531859087599774,-0.1191978841113181,0.11027173764206633,0.3355000795047538,0.13079264228913115,0.12696211734813867,0.14043048293734253,0.3976545681467192,0.21744393656135488,0.045080446736834714,-0.12197540916441962,-0.03507068836545346,-0.1678083534683363,0.22341787229058246,-0.11487053607451239,0.14514975864509738,0.22390396089302128,0.027927972649988433,0.3297858791697735,0.017271051997128438,0.3645554698495058,0.3445206668299775,0.3514429440915673,0.40777678469920575,0.07365459386608388,-0.10243526919532318,-0.17895997053085225,-0.14484018467054766,0.1831264399436008,-0.0676058012465012,-0.16096204530190025,0.14275169311900016,0.2667586477864593,-0.17947191130668538,-0.003366732216336301
Vermis_9,0.16192603756249194,-0.0038273621933551786,-0.13755609056029683,-0.14455281600730382,-0.1142705128689504,0.477805472159349,0.32754657794604874,-0.09521048506843204,0.22446364048389275,0.2602635699405993,-0.2575592333360636,0.5197741039970408,0.05963054987229323,-0.2672391373973913,-0.13780950836650613,0.28452052626475505,-0.08535984627299592,1.0,0.21555736866994105,-0.12394470831622469,-0.0453054680976845,-0.13780913622103827,-0.10852028891634154,-0.3397072373570923,-0.12611565846855433,0.6744365202501501,-0.2179211679933152,-0.21718421212564687,-0.2731787411107638,-0.3122930610862197,0.37105602539435983,-0.008378972385733346,-0.17705372317278817,-0.27368819355240387,0.2482413616664071,-0.06735185250464792,-0.08011109491732464,-0.09507879791192385,0.20166121385042354,0.19577607984483572,-0.16877949613338014,-0.1880381057768263,0.45838041257247225,-0.11855634846169019,0.06523935081487427,-0.2957417249510882,-0.06279603526098801,-0.11808897744860022,0.0027843788735467845,0.05145725343048941,0.36136182146479434,-0.04570860710572145,0.5992589739419667,0.12583848772353906,-0.11787941642338148,0.09349315035090001,-0.3200885940751571,0.24137646665780288,0.41304076996967604,-0.07367159875813135
Raphe_D,0.2710517199531863,-0.42983196039814886,0.055847771618807156,-0.6001568741218875,0.109852553149823,0.6256194349700235,0.510267216245492,0.08174701668062957,-0.08120298093096738,0.7379843971850549,-0.46303379892315044,0.15569436541476672,-0.44244304124484174,-0.6609635688575592,-0.3660046080504334,0.30521136223698314,-0.22428099127188833,0.21555736866994105,1.0,-0.27035429070929345,-0.675855060914447,-0.5588753054528606,-0.3871546926550484,-0.5392547381942511,-0.6015070837057749,0.6288269959246577,0.05575340230950484,-0.3951416091236519,-0.41937089564068075,0.06955457776256664,0.4028497882958681,-0.7159963644112097,-0.467898284303576,-0.08574134216283948,0.49184553798619596,-0.06759861364530467,-0.6047485481072477,-0.1798369115931704,0.3568812933309711,0.09644577359738915,-0.44999316534274786,0.16964876576254773,0.07068841111268753,-0.07478270189961855,0.5720760148509123,-0.5799652556374035,-0.42327433857546604,-0.34968853890583596,-0.05557609852104074,0.3037386299600794,0.7360488261147723,-0.18747525873944756,0.012314611374190298,0.3576308336753515,-0.5995332677326887,0.4232253247213193,-0.7428391758035304,0.302247696049593,0.13098061116562634,-0.4019004852120992
ACC_pre_L,-0.35424259549820036,0.5907555243553745,0.5758456343856054,0.4894587852955818,-0.15616292859168227,-0.4101538318117385,-0.5901883908708753,-0.17297077053337587,0.5756378748207531,-0.4530932698603367,0.40565946497806427,-0.2575406305633156,0.46299987064327086,0.5007798320671915,0.33495916714666724,-0.1480653941292973,0.029175497197011565,-0.12394470831622469,-0.27035429070929345,1.0,0.5832080801946699,0.8030008614180046,0.10747063165688542,0.6123105799314494,0.48504366430605644,-0.2336513893274861,-0.4908387757026413,0.6336556024143587,0.5355801572470479,-0.348809357887192,-0.39521020968136483,0.4315518050811696,0.577349213225304,0.5661880326107334,-0.551650252865657,0.17397297129206177,0.5686115886184336,0.26529361135354457,0.23875264325119622,0.21778559176134055,0.5500006244075492,0.42771398178702574,-0.11439619221576094,0.5648761245386388,-0.15866575076335063,0.5923242111498578,0.5601766067231791,0.6392605862607257,0.4017235298115638,-0.4149061307009944,-0.45530672870004957,-0.1312273461094133,-0.23207532337339656,-0.39261411560852955,0.4169878816246496,-0.006854607680296416,0.4368603493587154,-0.4064970441134155,-0.031203214709346196,0.7528897949709232
Insula_R,-0.21724627264188012,0.6709798702645666,0.19527446866478343,0.7292992877288972,0.03287259153869108,-0.44822557363729304,-0.4674488851230434,-0.09837192225595108,0.45585366205149774,-0.7415561960623319,0.5128294654660452,0.024482694494347285,0.4850561355668012,0.7253038277148425,0.47867029280878687,-0.2364444109041255,0.1393721923994353,-0.0453054680976845,-0.675855060914447,0.5832080801946699,1.0,0.8008250260326166,0.20614517461832751,0.7579705609271333,0.7809364444709185,-0.3806630793845728,-0.1538174860241499,0.505010991196402,0.6861004195221578,-0.16889366761519997,-0.26512439839131047,0.755287944214519,0.6208272725028726,0.40042635343642236,-0.5302488918984825,0.0031418051274577485,0.7697985291901901,0.11691766945543972,-0.2145594302593272,0.396559119803356,0.5581738315198532,0.03700542047679979,0.15192169395821273,0.24505955024841267,-0.5216586332327893,0.727504042804713,0.5061819623882893,0.5257595931372792,0.15436861513473624,-0.16173233414797406,-0.7289497329346334,0.1080878413969061,0.2001561868268417,-0.4720357709703917,0.7020595483529908,-0.08265074748717799,0.7279001816691668,-0.3731334973031854,0.0764866181784541,0.6836810924331217
Frontal_Inf_Orb_2_R,-0.3421565054789554,0.7215059435797002,0.4475024299991556,0.6740568134515854,-0.22989067488374987,-0.5886626145531303,-0.7277151985721715,-0.1490290427019179,0.4833682433561146,-0.6120367379841738,0.59162041784856,-0.26246748182310675,0.6489901758344756,0.7212075737256788,0.462194174582543,-0.2388978382530911,0.189587489401772,-0.13780913622103827,-0.5588753054528606,0.8030008614180046,0.8008250260326166,1.0,0.27868760401010273,0.7163168092594219,0.6849175909468818,-0.43179193029043117,-0.4377079262709588,0.6048188645903148,0.5973956660724481,-0.31971077303236023,-0.4235515030488332,0.6126783756935474,0.6768943596414464,0.5924160742454961,-0.5947826693916038,0.16640162242872564,0.7068166521228341,0.23339376261786068,0.06605247016378606,0.16168154038153437,0.7642255442724492,0.26432936576661836,-0.11017423722664225,0.47841085718173987,-0.2737437358379886,0.7368663568240112,0.7336588018582719,0.6795426596069842,0.4233828652977693,-0.4272887251171112,-0.7054226598712834,-0.032848493752048284,-0.0594790519204903,-0.3638793953765616,0.6002088394653143,-0.22816077571045326,0.6137943292167094,-0.5038983949483482,-0.11761339054248375,0.7590311299900534
