,SN_pr_L,Thal_PuM_L,Frontal_Inf_Tri_L,Vermis_10,Thal_PuL_R,Temporal_Pole_Mid_R,Frontal_Sup_Medial_L,Olfactory_R,Temporal_Mid_L,Cuneus_R,Insula_R,Frontal_Sup_2_R,Angular_R,Fusiform_R,Parietal_Sup_R,Parietal_Inf_R,Thal_LP_R,Frontal_Mid_2_L,Cerebellum_8_R,Rectus_R,Heschl_L,Thal_VA_R,Rolandic_Oper_L,Thal_IL_L,Cuneus_L,Thal_MGN_L,VTA_R,Vermis_4_5,Thal_LGN_L,Paracentral_Lobule_L,Vermis_1_2,SN_pr_R,Thal_VL_L,Amygdala_R,SN_pc_L,Thal_MDm_L,Postcentral_L,Vermis_8,Frontal_Inf_Oper_L,Frontal_Inf_Orb_2_R,Occipital_Mid_R,Precentral_L,Supp_Motor_Area_R,Red_N_L,Calcarine_L
SN_pr_R,0.4218650008784769,0.3067630814120345,0.43426766052292515,-0.22465485106849797,-0.018957376101345316,0.17440159988607687,0.3801534444050365,0.10644882558367057,0.08255387987964997,-0.16523640405856738,-0.016787904564163975,0.393790244112732,-0.30158092470898806,0.0632000856709184,0.1827229930213842,-0.007814778247240667,0.03213558123122441,0.41875733502479356,0.2369299320591593,0.2594105082675747,0.16612147825354387,0.3561076378684683,0.34994215776666054,0.4702028608642758,-0.17802807068919052,0.14063094505492615,0.42176594776376264,-0.1528127443451647,0.2428802284321079,0.28874592583247743,0.3443700467921995,1.0,0.31629105864899854,-0.12054366411469863,0.2959924789815189,0.3382025218448863,0.3576183531783039,0.21121239682626053,0.04065500093895438,0.2277775198173271,-0.21668000037975235,0.2783900193154952,0.267689770137021,0.39134113130012027,-0.1627330141782286
Thal_VL_L,0.5659347595037022,0.7469126524179908,0.7977165597739708,-0.2843688484139139,0.29949485095630674,0.14422565640179083,0.8220329983967807,0.029188074026247353,0.1717965646740908,-0.27836437628759664,0.05812225290781013,0.7337483653800446,-0.20471224582158845,0.45153421020801365,0.09153538396360127,-0.004504270473508039,0.39975592612160155,0.6933296058538204,0.5755887938422181,0.2526556123187664,0.7399418204041287,0.6790040387449007,0.7383999822045608,0.6925695326578019,-0.1682481741476787,0.4201678271879513,0.639101020370139,-0.11613218464145153,0.6898202354305987,0.6414189713722767,0.6463736693956439,0.31629105864899854,1.0,-0.31468063474872804,0.5850399924499136,0.5547189167319689,0.7584399506276688,0.29874144026281535,0.3278132911165837,0.16158542248371507,-0.11433629000725412,0.7861679068726132,0.6132269256584713,0.6368601328165341,-0.09347451514017135
Amygdala_R,-0.5487010987153197,-0.001874569988274162,-0.3868808551217104,0.6864413971697131,0.24003972967826115,0.17038162071542368,-0.37527335715822585,-0.13709411986431208,0.48248391097180965,0.5142595494116652,0.27353057485402166,-0.38481316290524203,0.46639887638485106,-0.38921370503411135,-0.3654207624217406,-0.08263685805858041,-0.48263339204798056,-0.5286664084673152,-0.4406855891535927,-0.40924788604052764,-0.22878561647699155,-0.3436988671422876,-0.22089995679966093,-0.280575070031398,0.6387574225579107,-0.13248489934974333,-0.41494128122422835,0.5835462384466106,-0.26281256586847085,-0.22475987825520827,-0.5192076470258248,-0.12054366411469863,-0.31468063474872804,1.0,-0.5110105906418633,-0.0660409314792679,-0.16392128309274373,0.21206946221050527,0.370571563175013,-0.3362050092366166,0.05183913632887401,-0.2232745492515947,-0.34699632710534223,-0.6751263283053608,0.6097370306481236
SN_pc_L,0.8802549889029757,0.3425478351795537,0.6328712223544513,-0.504044093177644,-0.11793432168824892,0.19361435857103043,0.5974509888673143,0.17055548350963895,-0.21306025500623507,-0.35291430765802495,0.09221618669501096,0.701051095482041,-0.358994524880572,0.4436717921038284,0.33657085976787365,0.19971566333220303,0.24613387635941253,0.6941720552160627,0.47000697165278943,0.5029362939978833,0.44114316859359104,0.6810093429091214,0.5186738844120158,0.5098523885093338,-0.3687344894889789,0.3106266318549271,0.6328106827552133,-0.3362511557072443,0.5759434553299942,0.45614770609318017,0.5860390986281064,0.2959924789815189,0.5850399924499136,-0.5110105906418633,1.0,0.4906991545477173,0.47778969475490934,-0.08519832780294677,0.03601010069421904,0.5700793927189385,-0.19019050288083145,0.49366342832080595,0.44205612682078865,0.84083084045621,-0.37903940844142214
Thal_MDm_L,0.4470974385217041,0.693918265835347,0.7354504456166275,-0.09305647636256342,0.46979907669702387,0.3494321007650612,0.6074512239128549,-0.12211919511154216,0.09505832875281436,0.03996414568520514,0.2631796977315363,0.6379504041381975,-0.011890839395740302,0.5538717432391593,0.16027768285318447,0.231146171291154,0.076118552167122,0.5939083989773702,0.35102451700860754,0.22762920138109619,0.5022758065384323,0.540313957723838,0.4966001342322278,0.7057907336127079,0.2806297648547752,0.4214080491036767,0.45444722676405364,0.14186745211603435,0.565824368607835,0.6796336030454747,0.5386318503446036,0.3382025218448863,0.5547189167319689,-0.0660409314792679,0.4906991545477173,1.0,0.7234993664879883,0.2656903192638046,0.4056354404993094,0.23206009148061907,-0.0366531420115803,0.7350510216892024,0.5658978558733321,0.4685299701156055,0.15656377398139393
Postcentral_L,0.4600220354211985,0.8236067664384109,0.8327923415529783,-0.25096680467667987,0.5692662542477267,0.305270655420026,0.8821391237540379,-0.18625610862924014,0.28225420566848075,-0.1397806913362377,0.008682309963127414,0.829792111473271,-0.14732802885355384,0.49877026842249766,0.26795568783082696,0.1109231583106376,0.12792905100525623,0.7651871387883766,0.6156864227969565,0.24688929989263586,0.6609882793614469,0.4964094208044723,0.684706268102585,0.7510342327891264,0.17023904444073729,0.39643304088889836,0.6298335016690646,0.10316425952268207,0.6201004139209974,0.8943752708829082,0.740599886800693,0.3576183531783039,0.7584399506276688,-0.16392128309274373,0.47778969475490934,0.7234993664879883,1.0,0.47421972066797224,0.39522937687766646,0.07605736847039704,-0.016004739368464253,0.9278524407882773,0.8094235430112182,0.5104190290684985,0.036480116891601175
Vermis_8,-0.06014478742658614,0.4533397351352841,0.2671494214482895,-0.000717439411451667,0.3941887233044872,0.1839171809170732,0.3729283464510829,-0.39956536775198254,0.4263011339634538,-0.23742678516451762,-0.22609507436769335,0.21152618581937083,-0.15245929767844216,-0.08928870539596441,-0.27047217835543935,-0.46325578561791636,-0.2835861978967517,0.11085844655022885,0.2515570381601255,-0.03146193797838335,0.28809651684587567,0.051825918100203816,0.33027046676057464,0.42137551459920397,0.13333792261759433,0.14389788521312888,0.23004947912439125,0.04510109992810771,0.2472595645107473,0.3027803149357769,0.2737126874207325,0.21121239682626053,0.29874144026281535,0.21206946221050527,-0.08519832780294677,0.2656903192638046,0.47421972066797224,1.0,0.06928062130575656,-0.4042013999856664,-0.09583215785111177,0.38665377860271916,0.35479974649481694,-0.03686043013943986,0.15613675062887325
Frontal_Inf_Oper_L,-0.07243277977401685,0.4722341537092403,0.20922453805018287,0.5878062854096338,0.43764336328828096,0.3945026254602014,0.18935410059625282,-0.030829605295713488,0.5876317884407061,0.5705880090442299,0.5599387987074254,0.18052215036687858,0.530726739045121,0.05827324659371599,-0.11966358836767214,0.2469347529736833,-0.14857567552620768,0.06363093621238425,-0.05230054655592842,-0.24500219700214376,0.42746163219170735,0.1421245538333369,0.3564226083641568,0.09343929166934441,0.6013015087366087,0.26225914776161774,-0.15015286646441642,0.6598398826653571,0.2668496939140742,0.23139619210578022,-0.07458324887761941,0.04065500093895438,0.3278132911165837,0.370571563175013,0.03601010069421904,0.4056354404993094,0.39522937687766646,0.06928062130575656,1.0,-0.01954832307050991,0.19823116973839872,0.3722844383326188,0.024871770173970183,-0.1960203609074237,0.6465744720303902
Frontal_Inf_Orb_2_R,0.5698302242469324,0.0029176406569659495,0.3078323920555894,-0.2795715134034711,-0.1919404803272305,0.19486976308884002,0.28507239220311215,0.5004488756093798,-0.4838600786637921,-0.044918199275089825,0.531005709271322,0.4954613103167746,-0.16444781837424507,0.2918166998201968,0.4131100802776204,0.4304134392739715,0.30992550332938035,0.5226679349872976,0.005315931119498533,0.34131895738930984,-0.07833609499728306,0.48800287304661155,-0.0005946724059449419,0.08065996481289009,-0.25873315450532647,0.2892079351278196,0.27493224623837414,-0.09479919416553295,0.101206576406456,0.1703411538465828,0.3165183709364652,0.2277775198173271,0.16158542248371507,-0.3362050092366166,0.5700793927189385,0.23206009148061907,0.07605736847039704,-0.4042013999856664,-0.01954832307050991,1.0,0.024888621999835697,0.1734014810636725,0.17355245233744235,0.5245293874613842,-0.4174100291486979
Occipital_Mid_R,-0.2531465938263362,-0.07158148604211025,-0.038862800886969764,0.17262420100013512,0.31637301135271395,-0.05627907208195447,-0.017172283324494553,0.13100674451199346,-0.08902514984777483,0.22077713257155657,0.23626271453918862,-0.07890839717125407,0.32719641357230195,-0.01203910016107689,0.04935797238512676,0.14789506738127842,0.19625067398341076,-0.011837550353063234,-0.13338275412792178,-0.32352839820259827,-0.15929986673465862,-0.16679255674350713,-0.2801910465393485,-0.22568313363886944,0.16042974037066407,0.11625748875910748,-0.2615234739257426,0.2852262403633804,-0.23607207089473445,0.0437165337627459,-0.08900070344158735,-0.21668000037975235,-0.11433629000725412,0.05183913632887401,-0.19019050288083145,-0.0366531420115803,-0.016004739368464253,-0.09583215785111177,0.19823116973839872,0.024888621999835697,1.0,0.07944946572458164,0.08693745563876387,-0.263036905785191,0.08526996202554442
Precentral_L,0.46581225504799484,0.8280976421582853,0.8308481794207951,-0.21741811268421873,0.6298635117206935,0.3012737212529557,0.8969344115483976,-0.13111258597146375,0.11940562610615549,-0.09831332646569652,0.1144938678446145,0.801058713209327,-0.06896946159688778,0.5972931080694013,0.2503588330940289,0.2104764088933108,0.28198924992048613,0.789562215146975,0.6065363108430074,0.11015767272137997,0.6456587651982288,0.5707193209742638,0.5818913254655484,0.6829161668038677,0.13215880257930798,0.4606155494634737,0.5915573082504773,0.11552788762390358,0.6201674169445327,0.8894602995307126,0.7807487574570936,0.2783900193154952,0.7861679068726132,-0.2232745492515947,0.49366342832080595,0.7350510216892024,0.9278524407882773,0.38665377860271916,0.3722844383326188,0.1734014810636725,0.07944946572458164,1.0,0.8690637491169007,0.5276230969972011,0.014196682483396632
Supp_Motor_Area_R,0.4741381613081927,0.5923844704325303,0.7751332893207837,-0.48017862259570426,0.49326114380306063,0.20509417285940046,0.8819577524256668,-0.11605310060025616,-0.12984172365840094,-0.28074009131733485,-0.14688589141288136,0.7685676322195258,-0.27841689245884815,0.5149653658643968,0.4839154865644023,0.1915348028013752,0.378674798165184,0.8219501058342468,0.6767501406934301,0.2513946530374673,0.3614590851476566,0.38658216603167966,0.3676537747569836,0.6067791847697113,-0.06946463937828426,0.3045656903601476,0.6731969035337511,-0.06365191498194421,0.3510751424363728,0.8321900755014625,0.8503388856575202,0.267689770137021,0.6132269256584713,-0.34699632710534223,0.44205612682078865,0.5658978558733321,0.8094235430112182,0.35479974649481694,0.024871770173970183,0.17355245233744235,0.08693745563876387,0.8690637491169007,1.0,0.5659336484561043,-0.3048905323839638
Red_N_L,0.9180715808360455,0.3272301549729756,0.734984033098952,-0.7668380233566272,-0.1448393791887729,0.06317024409348561,0.6794043283816339,0.14204089142364706,-0.362707924192311,-0.5735217416745177,-0.16666345351964695,0.7622889278371563,-0.5631944942835262,0.5527100980480036,0.4159937781836214,0.12378266305887742,0.4041828547676693,0.8176960094356671,0.6235165382310873,0.6007993848646944,0.4604102720810085,0.7092120949782627,0.5731395757279271,0.6307555053693332,-0.5659951152231233,0.2721041651743819,0.7794725097139349,-0.5960032852720486,0.5888416652592252,0.5077336735690368,0.7456147101980322,0.39134113130012027,0.6368601328165341,-0.6751263283053608,0.84083084045621,0.4685299701156055,0.5104190290684985,-0.03686043013943986,-0.1960203609074237,0.5245293874613842,-0.263036905785191,0.5276230969972011,0.5659336484561043,1.0,-0.5923269221060953
Calcarine_L,-0.5185556655967367,0.3191681836232688,-0.2839256172657853,0.8650844184410676,0.44293457870527153,0.1688833054032781,-0.25491389491907823,-0.24517061938491724,0.7292033498988734,0.7410628918657588,0.4434691575786242,-0.3383351364143887,0.7387387394556396,-0.05244323870902122,-0.46514279931349684,0.11765871783666955,-0.46010038628342975,-0.491879592143696,-0.3365474322704844,-0.5116307577954409,0.1603362462649685,-0.15447057215957422,-0.023764751458633108,-0.15089677300334398,0.7918359917127132,0.06735253124369171,-0.4726112346905833,0.7354260019896666,0.09571781714481614,-0.006098465390790273,-0.4776967773617464,-0.1627330141782286,-0.09347451514017135,0.6097370306481236,-0.37903940844142214,0.15656377398139393,0.036480116891601175,0.15613675062887325,0.6465744720303902,-0.4174100291486979,0.08526996202554442,0.014196682483396632,-0.3048905323839638,-0.5923269221060953,1.0
