,SN_pr_R,Occipital_Sup_L,Thal_PuA_L,Thal_MGN_L,Thal_PuL_R,Thal_VL_L,Occipital_Mid_R,Cerebellum_Crus2_L,Temporal_Pole_Sup_L,Thal_MDm_R,Angular_R,Cuneus_L,ACC_sup_R,OFCpost_R,Rectus_L,Thal_VL_R,Cerebellum_Crus1_R,Hippocampus_L,Thal_IL_L,Parietal_Inf_R,Frontal_Inf_Tri_R,Vermis_6,Calcarine_R,Frontal_Med_Orb_R,Thal_LGN_R,Temporal_Mid_R,Cerebellum_4_5_L,Thal_IL_R,Cingulate_Mid_L,N_Acc_L
Angular_R,-0.30158092470898806,0.7387344902663918,0.08870636473667644,0.017059482032255352,0.3074859879704572,-0.20471224582158845,0.32719641357230195,0.7308667655537638,-0.1674390519854699,-0.1492846482118145,1.0,0.6451759364387081,-0.17783783296347178,0.3430682893922979,0.5694490913501911,0.16398960238532523,0.35695617530074963,-0.28301288460038393,-0.4012304115842683,0.402964717375856,-0.19050326009120405,0.7215589761863854,0.7794932332668918,0.5270186011080883,-0.5789212699271739,0.49622295223926605,-0.01508465935089707,-0.2598008590638912,-0.10727972040424663,-0.32175517508627227
Cuneus_L,-0.17802807068919052,0.776099266601044,0.21295802814052825,0.02537645351003601,0.5477568265786009,-0.1682481741476787,0.16042974037066407,0.5908694928569415,-0.23364402024767003,-0.08474045084749736,0.6451759364387081,1.0,-0.2579736807349389,0.3814907802784191,0.47881221147920294,0.0039036991024721437,0.24191650141239215,-0.04048014588452786,-0.08570930748309188,0.28460766421170997,-0.3019417160306608,0.7680809287299148,0.775875088196317,0.4802869990183053,-0.5518812916384352,0.45260562523155407,0.2972174595841045,-0.1421618871568618,0.16218340402234777,-0.42833973321295826
ACC_sup_R,0.19874000668294284,-0.21184472403932328,0.22196210072491632,0.34280376915001715,0.07611011031247017,0.37944373542960214,0.16423611077567407,-0.11660026883477603,0.3310555041128013,0.37938889472207205,-0.17783783296347178,-0.2579736807349389,1.0,-0.05521975081987313,-0.07154408630521661,0.550741647766373,-0.19002453824415644,0.22535085808894384,0.19570767287371948,0.34492768632971976,0.8294618336991036,-0.38601186197027515,-0.2926558617881094,-0.2056188693149318,0.4732884516637062,-0.25860999566649173,0.056370707054518486,0.5143787759756329,0.4245246645806583,0.36781683278160143
OFCpost_R,0.030622163043478524,0.540195022142428,-0.01201905031474567,0.1206345498129336,0.09292496117184479,-0.006794186063340728,-0.003681288561414989,0.23699602157918495,0.13395447374258548,0.004463310265322344,0.3430682893922979,0.3814907802784191,-0.05521975081987313,1.0,0.3840796979978336,0.12671406735781784,0.0006571193763243753,-0.04599416383655445,-0.1256848547457311,0.20758915538064265,-0.19926282071939524,0.4965818857446914,0.407681603938484,0.31677590167202585,-0.39057506870058695,0.3733529822103033,0.06728108719716562,-0.13845342862026777,0.04855753481466155,-0.08425807981001208
Rectus_L,-0.18686845282884204,0.5440565124792058,0.00921977705701081,0.08380420546215975,0.1839590979872029,-0.019791789015429526,0.12971265030209775,0.47227695102350536,-0.020718290604946073,-0.06341607487108489,0.5694490913501911,0.47881221147920294,-0.07154408630521661,0.3840796979978336,1.0,0.10997701369915475,0.3032097719518421,-0.1663641457872005,-0.2406852232975629,0.3404216626634322,-0.10488238956252573,0.5277705307199947,0.5141775759444639,0.4755525989230385,-0.3861664167729739,0.2617493981451397,0.09418697836233526,-0.1465807144298144,-0.038125508488493935,-0.25542241238337404
Thal_VL_R,0.2146564876263965,0.01724564569276102,0.4222299080118486,0.45905606519334025,0.37949624150586203,0.6892941623593994,0.20401708540758418,0.12139369119519147,0.3502461878176068,0.6552679348154404,0.16398960238532523,0.0039036991024721437,0.550741647766373,0.12671406735781784,0.10997701369915475,1.0,-0.058246798312538255,0.3837699359686344,0.35003849063537884,0.3068276310665083,0.6274165511219516,-0.042359267418425585,0.12316714014427979,-0.05812941783437363,0.3374385844931601,0.019000543468673397,0.277303240882949,0.5810326304294657,0.5822870399760918,0.29831008702663564
Cerebellum_Crus1_R,-0.22870808394309186,0.2905167540584081,0.0274415406341246,-0.219322798150638,0.06813841120165634,-0.10897538157459948,0.1709436800601871,0.4903727700137915,-0.01547197380187345,-0.17952462303149483,0.35695617530074963,0.24191650141239215,-0.19002453824415644,0.0006571193763243753,0.3032097719518421,-0.058246798312538255,1.0,-0.18038392398203434,-0.15405725864265413,0.4954293241423224,-0.008422395803074707,0.22103790101196674,0.18098696991076865,0.22300498039525107,-0.17625245918892815,-0.14804686887154742,0.03332542232175315,-0.10382043875839767,-0.02018571118791003,-0.3088032642844007
Hippocampus_L,0.4084924717421595,-0.37565851226136815,0.6236390871257629,0.34437192173883274,0.33804859695793094,0.7744127371635816,-0.28181228067327424,-0.27178792466401613,0.5018477650173688,0.8503119339445098,-0.28301288460038393,-0.04048014588452786,0.22535085808894384,-0.04599416383655445,-0.1663641457872005,0.3837699359686344,-0.18038392398203434,1.0,0.791653866867604,-0.016793351765850048,0.37914754595640127,-0.32553155500668046,-0.05148114514185293,-0.3037297365228099,0.6893843191748802,-0.3225772171826646,0.7843013162874698,0.7490119701456072,0.8095376048992253,0.13765002778559673
Thal_IL_L,0.4702028608642758,-0.4211439518032883,0.5532561407681607,0.252720847664092,0.27057035466978907,0.6925695326578019,-0.22568313363886944,-0.32945124667265413,0.4142421694090132,0.6871700455172792,-0.4012304115842683,-0.08570930748309188,0.19570767287371948,-0.1256848547457311,-0.2406852232975629,0.35003849063537884,-0.15405725864265413,0.791653866867604,1.0,-0.06400398581703756,0.3369169500855235,-0.3457611808133468,-0.19669296777343467,-0.3005048004928252,0.6411773893181572,-0.3773611637979485,0.7024922462881965,0.7118121886664074,0.6674396513654459,0.2567880218566067
Parietal_Inf_R,-0.007814778247240667,0.4209406989724278,0.21207498813516973,0.129976194354155,0.12217857594575272,-0.004504270473508039,0.14789506738127842,0.4625912945980663,0.2516667006612873,0.04230044499034179,0.402964717375856,0.28460766421170997,0.34492768632971976,0.20758915538064265,0.3404216626634322,0.3068276310665083,0.4954293241423224,-0.016793351765850048,-0.06400398581703756,1.0,0.4260400767758614,0.07115002688648961,0.17943269196471592,0.28368833685726014,0.035790002016027986,-0.1327894213052574,0.16091796630600755,0.21289396132815439,0.29300001014310395,0.025851097060638345
Frontal_Inf_Tri_R,0.223236511346503,-0.29873770866871163,0.3451828146471874,0.37284822360414543,0.19650678109257566,0.4963901249327459,0.15530404685888152,-0.06602934789833959,0.378278450963944,0.4910821448331928,-0.19050326009120405,-0.3019417160306608,0.8294618336991036,-0.19926282071939524,-0.10488238956252573,0.6274165511219516,-0.008422395803074707,0.37914754595640127,0.3369169500855235,0.4260400767758614,1.0,-0.5182074050076527,-0.3714108551095025,-0.3101991860345989,0.6800819901118009,-0.4117603986345575,0.2680223842390349,0.6643849453529508,0.5701333577402307,0.29629563044726315
Vermis_6,-0.2428582013308935,0.8233419685635797,-0.01795196657305899,-0.06589671308296946,0.3366371129874603,-0.2913781385377739,0.1730585475596007,0.6455677143957044,-0.30927475216379646,-0.26067177502636035,0.7215589761863854,0.7680809287299148,-0.38601186197027515,0.4965818857446914,0.5277705307199947,-0.042359267418425585,0.22103790101196674,-0.32553155500668046,-0.3457611808133468,0.07115002688648961,-0.5182074050076527,1.0,0.8593258620928501,0.5779254674607494,-0.8258683587390725,0.6740398908544997,-0.009434569240864903,-0.4040823714476693,-0.22443753886433393,-0.45678649634510254
Calcarine_R,-0.19882148720592943,0.7303972949027144,0.25822053288559815,0.10780454307644492,0.443844822461239,-0.08263048033886974,0.11320373266528401,0.6437234985181179,-0.14908121450093334,0.04720415866879137,0.7794932332668918,0.775875088196317,-0.2926558617881094,0.407681603938484,0.5141775759444639,0.12316714014427979,0.18098696991076865,-0.05148114514185293,-0.19669296777343467,0.17943269196471592,-0.3714108551095025,0.8593258620928501,1.0,0.5527227248886272,-0.6025547558310291,0.6275454313194838,0.1884125020040693,-0.13805257978162547,0.0036946836358731187,-0.4227624010230582
Frontal_Med_Orb_R,-0.2063131702386271,0.5811569989218813,0.06320944290457377,-0.01257271591148669,0.073519747530944,-0.23697565498155732,0.012525209308918622,0.4732569901580888,-0.08180195237947616,-0.22247436815137914,0.5270186011080883,0.4802869990183053,-0.2056188693149318,0.31677590167202585,0.4755525989230385,-0.05812941783437363,0.22300498039525107,-0.3037297365228099,-0.3005048004928252,0.28368833685726014,-0.3101991860345989,0.5779254674607494,0.5527227248886272,1.0,-0.5232925156154117,0.29571923897138175,-0.048549445367153214,-0.2801982559587029,-0.1981189126845607,-0.18675862892704007
Thal_LGN_R,0.37748472679019934,-0.7494844268353429,0.41250070371927133,0.25837307214096183,-0.02367707955536292,0.630001357261235,-0.2264651375003583,-0.5032867124409912,0.49112307854753967,0.6410995460534801,-0.5789212699271739,-0.5518812916384352,0.4732884516637062,-0.39057506870058695,-0.3861664167729739,0.3374385844931601,-0.17625245918892815,0.6893843191748802,0.6411773893181572,0.035790002016027986,0.6800819901118009,-0.8258683587390725,-0.6025547558310291,-0.5232925156154117,1.0,-0.6370401171522299,0.39160122202909503,0.7418130515351523,0.5647763770196318,0.42786864745437575
Temporal_Mid_R,-0.17864178387272153,0.5254291845583022,-0.10798171656730346,0.05471934576615417,0.20946183333186938,-0.268135316620399,0.13007516481128953,0.32726896882690604,-0.28879228358653547,-0.21598365162708638,0.49622295223926605,0.45260562523155407,-0.25860999566649173,0.3733529822103033,0.2617493981451397,0.019000543468673397,-0.14804686887154742,-0.3225772171826646,-0.3773611637979485,-0.1327894213052574,-0.4117603986345575,0.6740398908544997,0.6275454313194838,0.29571923897138175,-0.6370401171522299,1.0,-0.2098389088015214,-0.3744945188666997,-0.25835455519597095,-0.3658834561431172
Cerebellum_4_5_L,0.21506115215053123,-0.007979369285620893,0.6200247835761797,0.32417537957798903,0.5337319330215425,0.5962728821013337,-0.1292166221780357,0.06307094909809229,0.265212580654765,0.6172835110907845,-0.01508465935089707,0.2972174595841045,0.056370707054518486,0.06728108719716562,0.09418697836233526,0.277303240882949,0.03332542232175315,0.7843013162874698,0.7024922462881965,0.16091796630600755,0.2680223842390349,-0.009434569240864903,0.1884125020040693,-0.048549445367153214,0.39160122202909503,-0.2098389088015214,1.0,0.5635027852256933,0.775743501976466,-0.08341549369202209
Thal_IL_R,0.394674006288084,-0.38581571721664215,0.6279370867175873,0.4276161140339651,0.23972092397058314,0.7304279338957785,-0.12615597230943498,-0.2402343247389995,0.5212385596048732,0.8109550354204275,-0.2598008590638912,-0.1421618871568618,0.5143787759756329,-0.13845342862026777,-0.1465807144298144,0.5810326304294657,-0.10382043875839767,0.7490119701456072,0.7118121886664074,0.21289396132815439,0.6643849453529508,-0.4040823714476693,-0.13805257978162547,-0.2801982559587029,0.7418130515351523,-0.3744945188666997,0.5635027852256933,1.0,0.7369980118805256,0.2525478252426734
Cingulate_Mid_L,0.31294653794064015,-0.09236080562592197,0.5932122904838351,0.45501402462593626,0.5161507634524598,0.7540107912806172,-0.012658099330397396,-0.0441828882470541,0.44426858177382106,0.7523009625253091,-0.10727972040424663,0.16218340402234777,0.4245246645806583,0.04855753481466155,-0.038125508488493935,0.5822870399760918,-0.02018571118791003,0.8095376048992253,0.6674396513654459,0.29300001014310395,0.5701333577402307,-0.22443753886433393,0.0036946836358731187,-0.1981189126845607,0.5647763770196318,-0.25835455519597095,0.775743501976466,0.7369980118805256,1.0,0.11165781268450137
N_Acc_L,0.3718468386784828,-0.35135554069132346,-0.041899738969051456,0.12533026480521295,-0.23790569011366314,0.2934981037260323,-0.0934078482165916,-0.3288761027419117,0.3820475568074503,0.25218945855694214,-0.32175517508627227,-0.42833973321295826,0.36781683278160143,-0.08425807981001208,-0.25542241238337404,0.29831008702663564,-0.3088032642844007,0.13765002778559673,0.2567880218566067,0.025851097060638345,0.29629563044726315,-0.45678649634510254,-0.4227624010230582,-0.18675862892704007,0.42786864745437575,-0.3658834561431172,-0.08341549369202209,0.2525478252426734,0.11165781268450137,1.0
