,Thal_PuI_L,Cingulate_Mid_R,Thal_MDl_L,SupraMarginal_L,N_Acc_L,Paracentral_Lobule_R,ACC_sup_L,Thal_PuM_L,Heschl_L,Temporal_Pole_Mid_R,ParaHippocampal_R,Occipital_Inf_L,Vermis_8,Cerebellum_3_L,Rectus_R,Rolandic_Oper_L,Thal_IL_R,Precentral_L,Postcentral_R,Parietal_Sup_L,ACC_sub_R,Thal_MDl_R,Cerebellum_9_R,LC_R,Cerebellum_Crus1_L,Frontal_Sup_Medial_L,Parietal_Inf_L,ParaHippocampal_L,Precuneus_R,OFCant_R,Thal_VPL_R,Temporal_Inf_L,Insula_L,Cerebellum_7b_R,Cerebellum_6_R,Thal_PuI_R,Thal_AV_R,OFCpost_R,Cerebellum_6_L,Angular_R,Calcarine_R,Thal_PuL_L,Vermis_4_5,Amygdala_R,OFCmed_R,Thal_PuM_R,Temporal_Mid_R,Thal_AV_L,Thal_LP_L,Cuneus_L,Hippocampus_R,OFCpost_L,Frontal_Mid_2_R,Temporal_Pole_Mid_L,Thal_MGN_R
ParaHippocampal_R,0.20236955984918942,0.3771041393953036,0.5067219102741621,-0.036446410012183704,0.08940499681368504,0.14966014062452906,0.3356963861909996,0.040519391429355296,0.13990379085169344,-0.38782382961560824,1.0,-0.019624075626780774,0.14920769214278304,-0.12692444703285952,0.3171721619275489,-0.20878170304880378,0.35197501795573966,0.11192947924678397,0.2164361986108728,0.17498456845254917,0.28678701392669015,0.627025841315196,0.0376110249623975,-0.033759583016910434,0.10336862691128985,0.17381941438857546,0.31600995531983134,0.6868137902634767,0.23507563039988907,0.03346791486145057,0.2216045288146334,0.06104610972965747,-0.043261660099641136,0.17434060161522633,0.07077222732354874,0.29115183975040865,0.5826727846329067,0.3811097037524428,-0.08023773304239974,-0.08139352025312371,0.06161280236604099,0.15842627224278255,0.29492365695153616,0.6228416069106381,0.3827383349897646,0.2154282045691243,0.0672721169712479,0.49913761083553243,0.16754382322399175,-0.20595453551860401,0.7468776099616556,0.1276123214000105,0.4163603364942206,-0.2277778501617942,0.4047951018352805
Occipital_Inf_L,0.19950174607875917,0.36351321447988094,0.3036359489494646,0.3770452010593148,-0.1709450069538052,0.27037691548331927,0.4481062432985026,0.31310606765168947,0.4135641907369633,-0.12683211107413225,-0.019624075626780774,1.0,0.09964003362968504,0.13022228883353676,-0.1000439166760777,0.49935799017427523,0.16098898183104696,0.3879507657544282,0.32109230735925953,-0.1824277259018972,0.45427889541983074,0.38440579663316177,0.4259604685767653,-0.03112482728577717,-0.05761271802056414,0.40088593919754073,0.058381247399938704,-0.03172867544570976,0.07029909191143609,0.3597420824352734,-0.018788463054795895,0.43254529117599166,0.3978977865435221,0.13735481363354324,0.17852814378139886,0.3423107014928135,0.07845034095989938,0.15426223462525415,0.3924974808571504,0.05960114962760997,0.13908303114378595,0.28729761514200747,0.17185193714344582,-0.1968869066316294,-0.05136733209027608,-0.07310841309064735,0.16717606097345608,0.28109762741625455,0.22846084533949604,0.21709347941341933,-0.14964271703187115,0.03177871660504789,0.34237770891540736,0.008776496381697411,0.1167174863094959
Vermis_8,-0.016808998023498254,0.03295293681529599,0.17053635589962562,0.16720030978669378,0.016759739953082612,0.13973084502496355,-0.1304727578959313,0.04228096343803118,-0.09017987095705582,-0.0221542582397007,0.14920769214278304,0.09964003362968504,1.0,-0.6811326326837707,-0.03303385325384968,0.08681656042430011,-0.545887703689115,-0.01918668260583825,0.28347683570203147,0.0003012013313174469,0.1838382776779803,0.16479247171110908,0.2253397916790813,0.3219629284599378,-0.27291254038517293,-0.030720522084271198,0.19395239700678993,-0.011051465684551126,0.01219493771621821,-0.17114134808950623,0.4472878650225774,-0.3288596128786324,0.051872490811435065,0.048493042884625866,0.4702721396288944,-0.026357982436143845,-0.05089431817317052,-0.18597207898187632,0.20875335891447047,0.24578780557282842,0.3237297315000299,0.07208329316390936,0.5673467323067,-0.039689864177398726,-0.4933263859207969,0.2546934717737525,0.816169492419171,0.20014361577333661,0.18385189315280567,0.05389533927787834,0.1587196359928856,-0.46543066276380907,-0.011249838839076478,-0.09923923365685963,0.37648282727561544
Cerebellum_3_L,0.3602553921339837,0.2629314085495151,-0.04960508145911435,0.3507152483820357,-0.07570741617016918,0.27672570807779945,0.23917039347387015,0.42651489047145824,0.1826723984694705,0.17534839229953658,-0.12692444703285952,0.13022228883353676,-0.6811326326837707,1.0,-0.020034672935071045,0.3362639674997674,0.4873194670000299,0.2860851428955973,0.12248923832935427,0.2586182713844923,-0.19379224587709654,-0.026365939005479535,0.13062684307616895,-0.18173949777252105,0.3505674255058697,0.21438164353789288,0.24511282598155612,0.23000395328056758,0.3608490824449989,0.3248981393836289,-0.14156026479530653,0.7105122976579388,0.2260634605561973,0.14725716147904594,0.022613173967574136,0.2930051385523808,0.09182331226783756,0.042924715202283574,0.3385692836457761,0.1360334642768608,0.18416013056625313,0.31413213602101664,0.037714400633161185,-0.24768978102260542,0.18169786300727936,-0.01117045049071027,-0.40971676238950305,0.05988971100036149,0.3269209805587768,0.46770079429661027,-0.1496452428078144,0.2188387867133616,0.35421793837546717,0.1660106050654321,-0.08523716771626909
Rectus_R,0.11628218206335718,0.15802565664142415,0.2016861944078722,0.0987270771808935,0.48109873947953613,0.0934128326489424,0.12931778156632376,0.1190745459602111,0.1603811207161719,-0.15853100079482016,0.3171721619275489,-0.1000439166760777,-0.03303385325384968,-0.020034672935071045,1.0,-0.008769857886332033,0.12061723673264291,0.0892277832789111,0.06545191554126288,0.2614359450810238,0.1747751764139838,0.14308187853552892,-0.15607293229003577,-0.0391270216343489,-0.00392182929802055,0.024307068615055934,0.21012897765001812,0.15799680970430416,0.21451729578999887,-0.08313624383746225,0.043463750549433626,-0.05163694128049823,-0.03316119188467343,-0.0017064406782468788,-0.23324847138022733,0.12273582002702967,0.20469799440098715,-0.2322679673621213,-0.22046976957756756,0.09745145232353158,-0.011577780447878487,0.1614835579895069,0.05582508123589407,0.2708388282324931,0.028892940495260623,0.07321787025412774,-0.014721154038476942,0.0029610880370184844,0.15836247019352778,-0.0058471242571085215,0.14910351547609244,0.029383700349263017,0.05733661784663479,-0.34796900153387217,-0.09390489800771132
Rolandic_Oper_L,0.25812496153615455,0.4727177284292609,-0.049566988164680595,0.588632651240005,0.0406817211090912,0.32467402453605265,0.48956247535774955,0.4394998019716989,0.6663572770686975,0.09068744049549138,-0.20878170304880378,0.49935799017427523,0.08681656042430011,0.3362639674997674,-0.008769857886332033,1.0,0.17656409192310685,0.3134484424160228,0.2639236326309342,-0.0828123773361786,0.026408386583402558,-0.042025637533519455,0.41392470909317536,-0.053183079258317875,-0.10185862809172726,0.6645348849239897,0.15241736114150314,0.12975305187691127,0.189562943537669,0.55991456100445,-0.0858101357215424,0.6441171913245458,0.8196456870174597,-0.0692295051853799,0.1295459694176886,0.26563173752444397,-0.3105230522969005,-0.009309227023012102,0.5234552632702961,0.08763997211633935,0.1612852874877001,0.2835124454767229,0.2805066909636542,-0.3789704586693479,-0.2926747223874853,0.006788400938099773,0.13266722819750923,-0.03923397673632061,0.2703439643983046,0.37465466250450524,-0.20249433430472735,-0.05136522712604329,0.38205009386270516,0.1230707604926053,0.1107025002908825
Thal_IL_R,0.25980422365737793,0.4506048842773609,0.3016817931531419,0.17978935473737753,0.017838909269238572,0.26041724412310274,0.5607740042403683,0.2941623019824742,0.5073579168695365,-0.22718200257388246,0.35197501795573966,0.16098898183104696,-0.545887703689115,0.4873194670000299,0.12061723673264291,0.17656409192310685,1.0,0.49378123882688946,0.22747936846524963,-0.009002100044920969,-0.1525291896631318,0.2425885140851124,0.04344649173080666,-0.4448675582899431,0.3270106707275295,0.4319471451273206,0.09964749930549792,0.4264767796127101,0.2662477846343923,0.41158085741255107,-0.05918250137043426,0.5681386763127156,0.22792399832945723,0.09075630494962512,-0.3205775501752344,0.4801682165107275,0.25846221307058354,0.3270200816286471,-0.007184056750778079,-0.216209927652751,-0.16396796959565907,0.25888818444578365,-0.21340997206023699,0.39560813185980326,0.4456353901429915,0.181928700509578,-0.4819198960701557,0.07996777048877514,-0.05183860878013564,-0.1124723456722933,0.2939915528723916,0.35122734439961256,0.597364410017809,-0.00283789506395691,0.06037607382698291
Precentral_L,0.5449093540213339,0.48139492782418053,0.36021293090696516,0.7160705416979506,0.1879928789696708,0.7632260332465642,0.4597310334387294,0.694310322785415,0.40482945112107055,-0.13774534737206096,0.11192947924678397,0.3879507657544282,-0.01918668260583825,0.2860851428955973,0.0892277832789111,0.3134484424160228,0.49378123882688946,1.0,0.8448742221122937,0.22969496999011507,-0.1355407967135473,0.28329428800215056,0.17943566797788307,-0.037173750192083806,-0.002146492017774978,0.43804876023359757,0.4340018356525871,0.2662616751287661,0.6290608575784237,0.15605162834395636,0.33815139135199523,0.38996355618636996,0.3651328222962699,0.11613083668283398,-0.027083156874285284,0.7322283109824798,0.21205415127423913,-0.016070687248764256,0.14366950953271007,0.40334578022566825,0.3553228780616631,0.6689831937819657,0.26405136636068555,-0.02645602411180523,-0.07411724267308271,0.3109550178023086,0.26359549958946116,0.16211973534535343,0.1625516858261856,0.29945414713026874,0.3239022910992033,-0.10554277036599062,0.7412280163118689,-0.0841937895842669,0.23837061990565714
Postcentral_R,0.6190281295607362,0.4541717701374998,0.4431329651662825,0.7553034420008428,0.22669634597909458,0.881941635142166,0.34792320200516286,0.7420496007884427,0.24887783172186304,-0.1681196496326865,0.2164361986108728,0.32109230735925953,0.28347683570203147,0.12248923832935427,0.06545191554126288,0.2639236326309342,0.22747936846524963,0.8448742221122937,1.0,0.3747320024147641,-0.03829112632304204,0.37116058450473877,0.22020452391875242,0.21108116918886646,-0.10364458445666187,0.3918490699604283,0.5982075003697557,0.3617095300290053,0.7521074520420751,0.03974287073328816,0.5521914108629371,0.22450544598839323,0.3360788968305552,0.11058217307803837,0.2059241037835734,0.7408319267001032,0.22125947879129684,-0.05308168207710534,0.21022569851714182,0.5986936165937923,0.6291194587719544,0.74190139180794,0.606356444280476,-0.08275523883717267,-0.2447278436453506,0.39478121235033986,0.5942829731782918,0.28087271749772047,0.31079832655470346,0.40159060648232503,0.42210008434250645,-0.3056357431644391,0.7150401533868233,-0.12209052219918082,0.4921876779037819
Parietal_Sup_L,0.42584625586980684,0.1676503624182745,0.15693668590217738,0.42513932839463686,0.25809434879624743,0.5140292180194455,-0.13453548391741416,0.38906016477448296,-0.21232008500047997,-0.11966696348800304,0.17498456845254917,-0.1824277259018972,0.0003012013313174469,0.2586182713844923,0.2614359450810238,-0.0828123773361786,-0.009002100044920969,0.22969496999011507,0.3747320024147641,1.0,-0.06391962625161522,0.2519488774404966,-0.2423510565617626,0.2144230055214518,-0.01560704655927499,-0.08541746674262772,0.768929526990889,0.30486677340376617,0.7333783945511368,-0.29591399700733545,0.45270722016227327,0.014049992878059416,-0.10902989399545424,0.062470603650829536,0.15747082182608818,0.30904095562478395,0.3644675644708492,-0.23563673837906154,-0.023041966376362612,0.7192702574190332,0.4934253397512063,0.35031676793118094,0.4149817230011356,-0.10405361169690268,0.06935323921394271,0.4023806674993792,0.2131755624713122,0.3261112018504102,0.554393377285534,0.5523217693309793,0.28442478893210027,-0.07863795481533592,0.23255942172632435,-0.28670066491757723,0.18700501075656764
ACC_sub_R,-0.007485239641491037,0.20193890811736012,0.2947066992599038,-0.04983030969378696,-0.1322210402856909,-0.08153200025141301,0.1555777826719996,-0.06857151009929197,0.05647778312098214,-0.30348975715773113,0.28678701392669015,0.45427889541983074,0.1838382776779803,-0.19379224587709654,0.1747751764139838,0.026408386583402558,-0.1525291896631318,-0.1355407967135473,-0.03829112632304204,-0.06391962625161522,1.0,0.5057360763512658,0.08582436240192057,0.0741998575683345,-0.22728815470200317,0.11090964119965477,0.08807354287838408,0.03407705299282889,-0.07062574876287973,0.05399927047299376,-0.08845341488992343,-0.04713409238055479,-0.06873049937209318,0.1565024157071727,0.14293733970055508,0.07546838258165195,0.2741286301121855,0.13567708770896453,0.02158567768650282,-0.11366352963722816,0.03521438455435251,-0.004132614657583976,0.1433667931810334,0.06792538881874327,0.0929634600786066,-0.24888072218907195,0.15513373458383156,0.42643515641314694,0.24653515137722734,-0.05419300428705138,0.08371991093697795,0.044192196268975574,0.03155558940002068,-0.22149976706613328,0.0460459520665703
Thal_MDl_R,0.3056019293920169,0.4854574310853471,0.6946645609612163,0.191857861455168,-0.02997855145477108,0.31940727088488297,0.38188724637517985,0.21136610394270516,0.1892784444448023,-0.34385111927707845,0.627025841315196,0.38440579663316177,0.16479247171110908,-0.026365939005479535,0.14308187853552892,-0.042025637533519455,0.2425885140851124,0.28329428800215056,0.37116058450473877,0.2519488774404966,0.5057360763512658,1.0,0.2092067137684601,0.05373538113080173,-0.012623905021575099,0.2568380149845741,0.42804209006709676,0.5009802643855981,0.36564908598575624,0.07058108655128456,0.3543384316543065,0.1740206048541244,0.06775606471847993,0.18390850699666,0.22625305797224787,0.36985297444816734,0.6517553783377616,0.21946028915582838,0.09809700609357945,0.12341567477099125,0.2463442509086886,0.2680692458239648,0.3719816065820897,0.3195866438357177,0.22828004732094298,0.22098394939670826,0.2212023924144304,0.6920010007586902,0.3283549855410333,0.06851086119245224,0.4710624938153995,0.11619708733046409,0.4677156239764597,-0.21487476003658315,0.42620950958588394
Cerebellum_9_R,-0.01613924403882794,0.3217659879410493,0.07357971200039265,0.19297259464652047,-0.3270052072477996,0.05301427540734383,0.24168384654915082,0.16189054619935586,0.39170713490033376,0.23143078047684779,0.0376110249623975,0.4259604685767653,0.2253397916790813,0.13062684307616895,-0.15607293229003577,0.41392470909317536,0.04344649173080666,0.17943566797788307,0.22020452391875242,-0.2423510565617626,0.08582436240192057,0.2092067137684601,1.0,-0.25955774859788405,0.12840915899446997,0.18402390706532235,0.06928342469961857,0.11344618775192623,-0.07354618904027493,0.303301007302955,-0.038260843008699724,0.4819297688708221,0.31439707626717883,0.3054024915317841,0.4247530226926005,0.06403396188951375,-0.066149512909697,0.03230007764023789,0.6735026609599413,0.03261197381051658,0.1510480528944668,0.1660814872823188,0.26411850340587406,-0.02881596501973683,-0.260233500560099,0.05512745392679831,0.21736640668346055,0.18363003715541956,0.16198835425601193,0.23037013968631134,-0.14841348196507348,-0.11062379750546006,0.2658510148100982,0.18212332882202967,0.3240822271901106
LC_R,0.3259159727746875,-0.11452124346165449,0.11361771316522223,0.15210191275085064,0.3016516498978507,0.20550929441314983,-0.1368009926137598,0.13823726888543791,-0.2705904052299938,0.07295926211091062,-0.033759583016910434,-0.03112482728577717,0.3219629284599378,-0.18173949777252105,-0.0391270216343489,-0.053183079258317875,-0.4448675582899431,-0.037173750192083806,0.21108116918886646,0.2144230055214518,0.0741998575683345,0.05373538113080173,-0.25955774859788405,1.0,-0.2827145825350931,0.02568239123506969,0.14095826593122587,0.09683938014265661,0.23975968555065374,-0.20261116913860405,0.3263658902279636,-0.32012594627994495,0.12866084405921102,-0.19069050825413497,0.13682795927468525,0.14002432924607852,0.04098532129402756,-0.031867371326843814,-0.14012266101661788,0.3545695983365291,0.3469781383529037,0.17461772641466802,0.4206126641248299,-0.3143327018653552,-0.12632736899909905,0.006557382088176953,0.4242897447357214,0.0761463663757138,0.13007804642788984,0.14289927269034108,0.2207418363252153,-0.076336748179417,-0.09372873085199673,0.16727220728315487,0.2553081565310269
Cerebellum_Crus1_L,-0.043733895501537105,0.016318171775217542,0.09944970876965568,-0.2047489931637904,-0.2585794094769371,-0.046177842996476384,-0.012234926550790736,0.018154894682850677,-0.08582296992876869,0.3019781962283691,0.10336862691128985,-0.05761271802056414,-0.27291254038517293,0.3505674255058697,-0.00392182929802055,-0.10185862809172726,0.3270106707275295,-0.002146492017774978,-0.10364458445666187,-0.01560704655927499,-0.22728815470200317,-0.012623905021575099,0.12840915899446997,-0.2827145825350931,1.0,-0.1743701530398992,-0.09595285047212045,0.06469890257627796,-0.08476708825113664,0.2253992113988164,-0.21345492583283285,0.31790148734973933,-0.19349410409922552,0.6185569695012401,0.34203523757324,-0.039016659608060396,0.0637297861571873,0.25346152139748984,0.41749443607338765,-0.19408273949242616,0.056374886686513394,0.0187061366906449,-0.03581030830284132,0.3978869533806296,0.2525322027876592,-0.05903836254157693,-0.30755584401049385,-0.04117479439776411,-0.07481274185568294,0.20181826680861858,-0.04532265711824792,0.28675361542287237,0.20587966888747034,0.31586072940511245,-0.12646840264244488
