,ParaHippocampal_R,Thal_MDm_R,Temporal_Inf_R,Amygdala_R,Occipital_Mid_R,Frontal_Inf_Orb_2_L,Postcentral_R,Insula_L,ACC_sup_L,Occipital_Sup_L,Amygdala_L,Frontal_Mid_2_L,Occipital_Sup_R,ACC_sup_R,Parietal_Sup_L,Precuneus_R,Precentral_L,Pallidum_R,Thal_VL_R,Occipital_Inf_R,Cerebellum_6_R,OFClat_R,Paracentral_Lobule_L,Thal_MGN_L,Cerebellum_3_L,Cerebellum_8_L,Vermis_9,OFCmed_R,Frontal_Sup_2_R,Lingual_L
Amygdala_L,0.22526491889700795,-0.09361643031663264,-0.12306339989214654,0.22934872828927483,-0.3754608181512369,0.4136866755066783,-0.09518060042268084,0.22494953310234958,-0.41691800557827696,-0.3312685718491033,1.0,-0.09528462481693115,-0.3737938827441153,0.04402873714637468,-0.4857155203638535,-0.0958393017694892,-0.29675382032953274,0.11716647577160837,0.1042686343030863,-0.40741086728049763,0.030126048289884213,0.09246543894220197,-0.3007748428230287,0.3440813900112644,0.14888546621604273,0.37270835753489884,-0.013803760668886647,0.21480483146734194,0.2971950140924123,0.2792199283273875
Frontal_Mid_2_L,0.5176251399295372,0.12313708513776729,-0.13449227891752685,0.1557969357349022,-0.13187062608698488,0.2719321981796568,0.3612212095552154,0.7171005487146592,0.6650606180546632,-0.12721903441209492,-0.09528462481693115,1.0,-0.1137612874118596,0.7075834910845128,0.027540797358084096,0.6001549762512557,0.8417957616014472,0.36629357416178165,0.43564440821859635,-0.0913416629666268,0.1091238097953567,0.061954800266645356,0.685943098248178,-0.030224363862674717,0.4311696979646752,-0.10504641529254956,0.04785616801555654,-0.09604533702199967,0.6028030321943411,0.099976619196839
Occipital_Sup_R,-0.03198272947074372,0.47781764755696343,0.7616441149364999,0.39524719299784034,0.895975182448864,-0.5754709018745329,0.08528150695055713,-0.3376772453756155,0.059253504727453166,0.8046239869098626,-0.3737938827441153,-0.1137612874118596,1.0,-0.14177344168594783,0.8333244871760278,0.27281048403447383,0.1256055166310052,0.1515102262057013,0.24864157335650552,0.8932092897282222,0.7460865084369044,0.15083819939999957,0.12821449640135044,-0.2951684486968461,0.23938426376254382,0.12523801863994832,0.6914803486411805,0.41639953061933715,-0.016601209716913253,0.464161523872197
ACC_sup_R,0.7403726652115873,-0.038628290393397595,-0.17097371582873744,0.1597123567492494,-0.10455180576641723,0.5158502743797009,0.43203962970451226,0.7219555361862963,0.7185240764776604,-0.12207752691790369,0.04402873714637468,0.7075834910845128,-0.14177344168594783,1.0,-0.00024211818566829602,0.42442734665562265,0.44606492674255194,0.6053272117942293,0.3761357029253268,-0.07234351637274004,-0.05809260985281785,0.3050321668975205,0.449856253100665,0.3493705730522543,0.3340632721583061,-0.1657567662164236,-0.10768186019536094,0.14398864414852114,0.6299513192977811,-0.0817935039873499
Parietal_Sup_L,-0.012857750647200327,0.3654321353422043,0.5547988926382781,0.30614541256114125,0.7665434223765747,-0.45637643446920556,0.15542445478747874,-0.2063043176942145,0.23172175348571494,0.7443278940766542,-0.4857155203638535,0.027540797358084096,0.8333244871760278,-0.00024211818566829602,1.0,0.2892462197450188,0.23233000087178687,0.116345287259015,0.1997749006452246,0.7743625202078323,0.5408899902591419,0.12349101172096394,0.2761361562724881,-0.33018851850982545,0.18135758161760843,-0.0724153023825856,0.49386671593223447,0.314774208982063,0.051804048701919445,0.223944336587822
Precuneus_R,0.4594410886116965,0.3554429860824214,-0.029193310313212522,0.3987704511821978,0.07022272659423405,0.0666561026873599,0.6783777135512703,0.4869496701050051,0.5278650179115678,0.2309083909767324,-0.0958393017694892,0.6001549762512557,0.27281048403447383,0.42442734665562265,0.2892462197450188,1.0,0.7060011862609712,0.1965264304384872,0.5642229941839919,0.08994892264375175,0.34713354660658574,0.015168108106043625,0.8472972800208578,-0.30835249254660363,0.6767687004663214,-0.17004602092132148,0.27523390660128505,0.004842027004606206,0.695152347272097,0.22851427919346792
Precentral_L,0.3040514734120608,0.17657520542661365,-0.0008005160691821643,0.16748174542007782,0.06942682119585646,-0.013588766290257825,0.2861249544806085,0.4273050187550211,0.5533845811901736,0.12014439800486532,-0.29675382032953274,0.8417957616014472,0.1256055166310052,0.44606492674255194,0.23233000087178687,0.7060011862609712,1.0,0.13641750419468626,0.4011450215881957,0.11463600022196364,0.2379532245227131,-0.006031099925266306,0.8167585999789524,-0.3576551244496074,0.4493791953880686,-0.15848014453763795,0.17564532987076578,-0.07109876056744671,0.404960023634932,0.16503793468934128
Pallidum_R,0.695474495243747,0.053003635092510305,0.28007398547685985,0.28323257799212037,0.2800468036919515,0.39715987988061996,0.11433017751289784,0.41986709134594086,0.25644344101127975,0.07980079624712313,0.11716647577160837,0.36629357416178165,0.1515102262057013,0.6053272117942293,0.116345287259015,0.1965264304384872,0.13641750419468626,1.0,0.31118435294523134,0.2838409296277341,0.20729743902553618,0.5938107453560332,0.041635562316970645,0.5134123932660775,0.26126490208035663,-0.004308341459849429,0.13133783953552522,0.602160608173332,0.46885640801040934,0.16309508761200278
Thal_VL_R,0.23277909426072543,0.7499477617549026,0.24726168058692685,0.434217989179027,0.1255445209492096,0.004543842341993597,0.18344150211134708,0.4287024347840963,0.30493608909847053,0.21166276797471587,0.1042686343030863,0.43564440821859635,0.24864157335650552,0.3761357029253268,0.1997749006452246,0.5642229941839919,0.4011450215881957,0.31118435294523134,1.0,0.1695751516663993,0.4800190410755988,0.032359361962854424,0.3734184539797545,0.05813998192043512,0.4064324517529549,0.240317819735904,0.5917000091154188,0.15233487412250304,0.5111242856131173,0.4508874670255436
Occipital_Inf_R,-0.0143299008981292,0.3576230324987769,0.7720335100782861,0.2868834179959434,0.9661191439867115,-0.48160811209353677,-0.11133828096864667,-0.35849272723711556,0.020650919739571887,0.7816949626926994,-0.40741086728049763,-0.0913416629666268,0.8932092897282222,-0.07234351637274004,0.7743625202078323,0.08994892264375175,0.11463600022196364,0.2838409296277341,0.1695751516663993,1.0,0.6411935620662021,0.22865642696836966,-0.012981379519988316,-0.1218045899950807,0.07722111897721089,0.11147524695524136,0.6026879585002142,0.5054029881114332,-0.13000968353206666,0.42768068556085687
Cerebellum_6_R,0.13029921221621285,0.6056353304503155,0.8096800954259485,0.54947719505737,0.6578716353754538,-0.48606560289724043,0.016077771727826765,-0.06835806503745534,-0.04432699197762461,0.5155532599305399,0.030126048289884213,0.1091238097953567,0.7460865084369044,-0.05809260985281785,0.5408899902591419,0.34713354660658574,0.2379532245227131,0.20729743902553618,0.4800190410755988,0.6411935620662021,1.0,0.11592341663903219,0.10548956165768714,-0.16609176442588222,0.5509182210584185,0.4608060062760873,0.8963179816296949,0.40137782944096406,0.18992025830956452,0.8337997145029112
OFClat_R,0.4233203780144563,-0.19881450021145447,0.42719582079236307,0.5434428629690665,0.22402066981325933,0.24351811460730236,-0.08055877442822422,0.11993795935714281,0.08372752524010524,0.04779194096055402,0.09246543894220197,0.061954800266645356,0.15083819939999957,0.3050321668975205,0.12349101172096394,0.015168108106043625,-0.006031099925266306,0.5938107453560332,0.032359361962854424,0.22865642696836966,0.11592341663903219,1.0,-0.11808922059688004,0.42557255645020653,0.15226930265678382,-0.3471163037452529,-0.02359586379874261,0.6763209249940603,0.18731541466718785,-0.11150034300773859
Paracentral_Lobule_L,0.3608231003934328,0.16181120228507687,-0.2196757757018153,0.12171118318559854,-0.05039392583030506,0.0321367956770748,0.7240420539396248,0.48755539146494514,0.6913542811370489,0.1569969983399379,-0.3007748428230287,0.685943098248178,0.12821449640135044,0.449856253100665,0.2761361562724881,0.8472972800208578,0.8167585999789524,0.041635562316970645,0.3734184539797545,-0.012981379519988316,0.10548956165768714,-0.11808922059688004,1.0,-0.36670239958901424,0.5180575876717903,-0.28677357870210846,0.08775144961245299,-0.19636386754636787,0.609382048474003,-0.008548973320092388
Thal_MGN_L,0.39261975335888105,-0.1106133502179418,0.04785004670679948,0.0590876859862008,-0.12609886159319306,0.4359519180545016,-0.09542065132669199,0.29265962984596694,0.04155185548743573,-0.3067324765165672,0.3440813900112644,-0.030224363862674717,-0.2951684486968461,0.3493705730522543,-0.33018851850982545,-0.30835249254660363,-0.3576551244496074,0.5134123932660775,0.05813998192043512,-0.1218045899950807,-0.16609176442588222,0.42557255645020653,-0.36670239958901424,1.0,-0.09437927246127435,0.04713022032484854,-0.1067905291841483,0.30592300024050745,0.12948960906748214,-0.07234555334636622
Cerebellum_3_L,0.5977324257553741,0.2706148889747393,0.1860647642360577,0.45766746659607327,0.10993100807009815,0.05167440399849772,0.5157318068316641,0.4282278607826532,0.2903439966201815,0.04902228024882601,0.14888546621604273,0.4311696979646752,0.23938426376254382,0.3340632721583061,0.18135758161760843,0.6767687004663214,0.4493791953880686,0.26126490208035663,0.4064324517529549,0.07722111897721089,0.5509182210584185,0.15226930265678382,0.5180575876717903,-0.09437927246127435,1.0,0.13086729330254457,0.40650041499431855,0.14874782266037556,0.6381281135958,0.4696672625567553
Cerebellum_8_L,-0.07878990673810925,0.41851588413188034,0.2755690584119722,-0.10830542974976971,0.1300651038139616,-0.16287917301390165,-0.24548524298103988,-0.04248029955916859,-0.3589162983808842,0.007188732057870184,0.37270835753489884,-0.10504641529254956,0.12523801863994832,-0.1657567662164236,-0.0724153023825856,-0.17004602092132148,-0.15848014453763795,-0.004308341459849429,0.240317819735904,0.11147524695524136,0.4608060062760873,-0.3471163037452529,-0.28677357870210846,0.04713022032484854,0.13086729330254457,1.0,0.5418909747207393,0.08024584612586634,-0.041704761757760125,0.6935235889927677
Vermis_9,-0.02582786046239341,0.7284026287485301,0.7446107264807986,0.4305825288347499,0.5940149748572157,-0.48822897478976923,-0.03026167727309211,-0.021047666376694016,-0.011444063133360003,0.511170954997632,-0.013803760668886647,0.04785616801555654,0.6914803486411805,-0.10768186019536094,0.49386671593223447,0.27523390660128505,0.17564532987076578,0.13133783953552522,0.5917000091154188,0.6026879585002142,0.8963179816296949,-0.02359586379874261,0.08775144961245299,-0.1067905291841483,0.40650041499431855,0.5418909747207393,1.0,0.34031387010814107,0.1261524986586974,0.7871085384921821
OFCmed_R,0.3342026826037839,-0.013013059572909309,0.5519041295691085,0.49318252441765265,0.5235121034069259,0.1434517706728383,-0.17163492308470962,-0.04668181336978541,-0.14845436499806125,0.29299906399204345,0.21480483146734194,-0.09604533702199967,0.41639953061933715,0.14398864414852114,0.314774208982063,0.004842027004606206,-0.07109876056744671,0.602160608173332,0.15233487412250304,0.5054029881114332,0.40137782944096406,0.6763209249940603,-0.19636386754636787,0.30592300024050745,0.14874782266037556,0.08024584612586634,0.34031387010814107,1.0,0.14300356204147335,0.24145881063096003
Frontal_Sup_2_R,0.7113760539621572,0.15241483548480184,-0.1359934374584833,0.375770820471024,-0.13931921546512,0.4036924575746549,0.7137416998066273,0.7277717044312726,0.46877811635122946,-0.010622297322848298,0.2971950140924123,0.6028030321943411,-0.016601209716913253,0.6299513192977811,0.051804048701919445,0.695152347272097,0.404960023634932,0.46885640801040934,0.5111242856131173,-0.13000968353206666,0.18992025830956452,0.18731541466718785,0.609382048474003,0.12948960906748214,0.6381281135958,-0.041704761757760125,0.1261524986586974,0.14300356204147335,1.0,0.16775058784475333
Lingual_L,0.13772363023300196,0.5275064460253295,0.6065142580265405,0.3227857932011757,0.4348395488317441,-0.3304298139962862,-0.0793572998632995,0.020961221242369057,-0.18967953827135733,0.3348477758341859,0.2792199283273875,0.099976619196839,0.464161523872197,-0.0817935039873499,0.223944336587822,0.22851427919346792,0.16503793468934128,0.16309508761200278,0.4508874670255436,0.42768068556085687,0.8337997145029112,-0.11150034300773859,-0.008548973320092388,-0.07234555334636622,0.4696672625567553,0.6935235889927677,0.7871085384921821,0.24145881063096003,0.16775058784475333,1.0
