,Cerebellum_7b_R,Thal_PuL_L,Insula_R,Occipital_Inf_L,OFCpost_R,Thal_PuA_L,Cerebellum_4_5_R,Thal_MGN_L,Parietal_Inf_L,ACC_sub_R,Thal_MGN_R,Heschl_L,Putamen_R,Temporal_Mid_L,Cerebellum_3_R,Frontal_Med_Orb_R,Cuneus_L,Temporal_Mid_R,Precentral_L,Caudate_L,Calcarine_L,Putamen_L,Cerebellum_9_L,Parietal_Sup_L,OFCmed_L,Thal_LGN_L,Thal_LGN_R,Occipital_Mid_L,ParaHippocampal_R,Amygdala_R,Pallidum_R,SN_pc_R,Frontal_Med_Orb_L,Frontal_Inf_Oper_L,Angular_R,Cerebellum_7b_L,Cingulate_Post_L,Thal_MDl_R,Olfactory_L,Cerebellum_10_R,SupraMarginal_R,Thal_PuM_L,Thal_PuI_R,Rolandic_Oper_L,ACC_sup_R
Pallidum_R,0.9901718241113426,0.47384728933853454,0.641289440260763,-0.659027412224949,0.5835458494392902,0.572323834713104,0.8129859984014879,0.5035309292959365,-0.856073120504532,-0.12051772333064056,0.6451244350349127,0.4521730846957045,0.7534832656795233,-0.14002223719061052,0.9964668603052089,0.5139680367124887,-0.5280694783223798,0.7774755411033946,-0.3735810092978231,-0.06396378832598966,0.9313254403137451,0.2546818851393851,0.5693765084842265,-0.8733565166415138,0.44854824648967156,0.43582731066471875,0.9603993865897775,-0.8149706038634461,0.9360383859528507,0.7516799626533078,1.0,0.6704740232537206,0.11968140128804275,-0.14830465786696012,-0.2713144878754975,0.6767092680179267,0.6232985416306716,0.9452903640996227,0.4903366459839951,0.7612983714670877,0.4005988500975691,0.554162213527671,0.9685115295574472,0.45987648267064674,-0.4618183925327976
SN_pc_R,0.5874052101100123,-0.29878985827814286,0.9937175566789774,-0.2152317945863138,0.9849715457348016,-0.20687588495457576,0.12530826482582194,-0.26106949386499334,-0.8415292349314673,-0.19700279853133518,0.9909945671547604,-0.34368749661531983,0.9848732788981378,-0.7110116623445005,0.692354727182867,0.4687607401097042,0.07792357769694538,0.9856289180907722,-0.8700877243014976,0.07071862076933538,0.674411245516087,0.42229737861158717,-0.2104306729051685,-0.9411089962776704,0.8318484140477105,-0.3452728825999891,0.7351472504191433,-0.5837068093534612,0.8837842634890206,0.9759102112311725,0.6704740232537206,1.0,0.25112012876080725,-0.6815502906236316,0.5058786235137565,-0.040144055436358406,-0.14571049375742368,0.7766640902956268,0.5113838604809332,0.985631027326383,0.9142640786631865,-0.23019777254733548,0.788681377366207,-0.3372156983252226,-0.5945072267697463
Frontal_Med_Orb_L,0.07611271307563182,-0.37724142897947655,0.2840359694434021,0.6492087612624151,0.3609491923288261,-0.2144531590783676,0.014173093621262374,-0.1764298433425066,0.1557920410552194,0.7963183999118638,0.14114586488585462,-0.08578000598405017,0.27494085310871824,0.2454140540741935,0.16479541349416857,0.9099726618799608,0.6639998206593638,0.19375853360416284,-0.3029065447440918,0.9534358198288587,0.3317064910938557,0.975614364542131,-0.15856899852950118,-0.21758058374536515,0.7282771540648021,-0.0831341386871928,0.01659390432802891,0.4406759370959288,0.24856540889723797,0.381827513139629,0.11968140128804275,0.25112012876080725,1.0,0.30166050882782913,0.40596424541389914,-0.1588954519295722,-0.022389275025153477,-0.06886139533847074,0.9210692570686153,0.26185334487069156,-0.004969964421924722,-0.18648367400743435,0.07996272231203906,-0.20881858456083785,0.5997396630427548
Frontal_Inf_Oper_L,-0.05393037000315976,0.4883516073914709,-0.7035153433100216,0.22601295878274608,-0.6780997055787787,0.5299012791006941,0.38247684048302877,0.6211596471396306,0.6224382323742388,0.7203472887813818,-0.7287459655472739,0.6992205461177012,-0.6336670022783865,0.9954558379552292,-0.1432589953387702,0.2127928673731902,-0.05360093338853217,-0.6405496623985995,0.7956819921489218,0.45184863139607695,0.001826491314006354,0.19408820038979446,0.5737138396378664,0.5160817567022751,-0.3786751755962499,0.7189042841326799,-0.24579993381334034,0.48022563416873376,-0.3813956054409904,-0.5562549910717781,-0.14830465786696012,-0.6815502906236316,0.30166050882782913,1.0,-0.5878674533748836,0.4574457099215198,0.5908213789209715,-0.43751339031653774,0.154489846124666,-0.6309605175328625,-0.852076802586432,0.5660914725989781,-0.3337543840354772,0.6243793704695149,0.8305569022751363
Angular_R,-0.37532603815178955,-0.972376482079761,0.5465911847181467,0.6233810227456568,0.6173314950736005,-0.9340979491144312,-0.7464771619320182,-0.9212742732832174,-0.02387792740645627,0.07499738942404266,0.494104784239997,-0.9333878132449269,0.4118064893965975,-0.6445422709632909,-0.23509133998660792,0.21075850939024457,0.82987433051572,0.36157294841289905,-0.7149247137792484,0.3739510121132539,-0.16486733162944878,0.45008997059293643,-0.922622277691514,-0.21043659168433282,0.6697532575831882,-0.922878102695908,-0.18755765914351416,0.3050839553975291,0.07959183303226948,0.4272363572995128,-0.2713144878754975,0.5058786235137565,0.40596424541389914,-0.5878674533748836,1.0,-0.835175026635075,-0.8706381988404752,-0.13156096733043207,0.2914504697263365,0.3997270053498376,0.6364954810149853,-0.9354831349960556,-0.10631856161094684,-0.9632528095128893,-0.06387942975564763
Cerebellum_7b_L,0.7635784198206783,0.9222766789501982,-0.10032990455184583,-0.6916482759647843,-0.16355493791022416,0.9577361218150805,0.9479046480841277,0.9620600437326725,-0.3441558176650515,0.061203744128810224,-0.03900966712398178,0.9190513624152654,0.045641225054303014,0.4845763859492396,0.6552149382078555,0.1473758030437129,-0.7903751545361426,0.103414842966683,0.41049474099496075,-0.1684243449167903,0.6370309401629801,-0.10279920091651355,0.964910606710393,-0.26210433583965226,-0.24499451157860555,0.9217533586106172,0.6403458514715875,-0.5436994331520086,0.3936883016218314,0.05014185422206798,0.6767092680179267,-0.040144055436358406,-0.1588954519295722,0.4574457099215198,-0.835175026635075,1.0,0.9544680319737332,0.5029132021687142,0.08349281948074402,0.061107424046845056,-0.2613915771166282,0.9566461917538552,0.53958472351404,0.9291716431331275,-0.07045177530345412
Cingulate_Post_L,0.7059944963577593,0.9301623690930393,-0.19005770384771323,-0.5860367905697158,-0.24796536417512555,0.9807535109729573,0.9617524348834087,0.9687080978027448,-0.2182968063295918,0.16422602705409003,-0.172160953884136,0.9785203099164869,-0.034884091573077654,0.6229128281051339,0.6065549127709832,0.2574032170795526,-0.7229884907446728,0.0003465100326301573,0.4539011697147346,-0.05292939280355869,0.5912669204406217,-0.01313743717725258,0.9891844122146818,-0.17341745897668698,-0.23188661047371892,0.9717434950214835,0.520206759806874,-0.41513096702476887,0.32608190469988146,-0.014266618984545443,0.6232985416306716,-0.14571049375742368,-0.022389275025153477,0.5908213789209715,-0.8706381988404752,0.9544680319737332,1.0,0.4172315617374209,0.1812848648400884,-0.023609021654388163,-0.4242761617276076,0.98472520272665,0.45421909258260096,0.969514166551175,0.09457131995342828
Thal_MDl_R,0.9144757634524897,0.34228648684966334,0.7523383350554195,-0.7328658099240908,0.6837626427603024,0.40640024129098024,0.6432268230065834,0.30946538746350377,-0.9710260672583881,-0.39058780214142047,0.776793867809077,0.2360961856303048,0.8378818613206246,-0.42225487479727447,0.9383983477092153,0.3274197786173101,-0.5369349523575324,0.8692614517996337,-0.529654616286257,-0.27791681161526954,0.8243770152774911,0.08489496958050537,0.38439710031174207,-0.9197195803752899,0.4469425842039031,0.2159336176898266,0.941089495294393,-0.9234335748442553,0.9399328802624131,0.805190886546197,0.9452903640996227,0.7766640902956268,-0.06886139533847074,-0.43751339031653774,-0.13156096733043207,0.5029132021687142,0.4172315617374209,1.0,0.3191405841443209,0.8453599277376171,0.5987204611919195,0.3761924428590323,0.9730417217456834,0.27579355241604653,-0.7082074869672722
Olfactory_L,0.4419125425134005,-0.18557808104434162,0.5328919075736882,0.31771243046942904,0.577906520289489,-0.006037294998787096,0.2967500751456423,-0.0060183984705196245,-0.21747438438761138,0.6152633939629286,0.40494461057706993,0.054236853359451935,0.563768600619049,0.10949724368315004,0.52821593078302,0.9954873923327968,0.39554728898234504,0.4990945778210431,-0.46155656708532056,0.7970711883538071,0.6412579363534153,0.9530257320803995,0.03974548261375498,-0.5498614751067707,0.8396229186105695,0.047572918782969036,0.38408042101316137,0.059486590886482026,0.5935953464467008,0.6538081302644574,0.4903366459839951,0.5113838604809332,0.9210692570686153,0.154489846124666,0.2914504697263365,0.08349281948074402,0.1812848648400884,0.3191405841443209,1.0,0.5543220668043228,0.18731380877129486,0.009868423704801397,0.4534151053617239,-0.04813429521633792,0.31295659642098445
Cerebellum_10_R,0.6810510192815259,-0.18874932724404256,0.9852387097766363,-0.2940339917650772,0.9663119712004147,-0.08965555860349177,0.2477679801955645,-0.16296541180130317,-0.8834003182125657,-0.2071206398265353,0.9660035049433476,-0.2276104257178278,0.999398245286395,-0.6521365339598946,0.7787823835971915,0.522603819677284,-0.016161693463154606,0.995529169868624,-0.8566646565764362,0.05335888781877116,0.7317101896996038,0.42370890265710115,-0.09542258388329178,-0.9759544038048268,0.8207521541090593,-0.23995560227824067,0.7875925675020721,-0.6465106897247309,0.936572346319859,0.9912157768292924,0.7612983714670877,0.985631027326383,0.26185334487069156,-0.6309605175328625,0.3997270053498376,0.061107424046845056,-0.023609021654388163,0.8453599277376171,0.5543220668043228,1.0,0.8493804451995908,-0.11356645818018565,0.8557921867874899,-0.22223259692744937,-0.5977821219732349
SupraMarginal_R,0.3158654512830936,-0.46236472106145177,0.903075699620591,-0.16838407712393128,0.8982448083361408,-0.42898560466279495,-0.17386874314843398,-0.4660508652379062,-0.740638533536255,-0.3695639387065752,0.9494243537625321,-0.5848844016576474,0.8464321094964359,-0.8842188399307743,0.4187609056032035,0.12493453380617121,0.1394523988555606,0.8656452075705053,-0.8237229866815259,-0.12052239349904695,0.39476589918342525,0.17340885224939903,-0.4439046381109515,-0.763720012994573,0.658066758862499,-0.5734679915415491,0.5446578251841125,-0.5102671111350877,0.65950954725644,0.8102917241262183,0.4005988500975691,0.9142640786631865,-0.004969964421924722,-0.852076802586432,0.6364954810149853,-0.2613915771166282,-0.4242761617276076,0.5987204611919195,0.18731380877129486,0.8493804451995908,1.0,-0.45758965443489835,0.5747834140905791,-0.5486155143829473,-0.7031449619551058
Thal_PuM_L,0.6461061773308766,0.9788813215039958,-0.27947100815636233,-0.65785445624681,-0.34672259388649324,0.9986729363793616,0.9280595913754562,0.9857902497393681,-0.19267391515379942,0.05184531134192183,-0.23853684495488564,0.9841006676441667,-0.12666552689473315,0.6072158308647496,0.5300293960806762,0.08809999409867919,-0.808077938651365,-0.07924879584202925,0.5354937594592873,-0.1981439217831844,0.4936860192162591,-0.18178685516015639,0.9988194705686538,-0.08831043788698217,-0.3791467944437157,0.9778534595907824,0.46835600733521576,-0.44065729628574846,0.23453156031862607,-0.12222841284533423,0.554162213527671,-0.23019777254733548,-0.18648367400743435,0.5660914725989781,-0.9354831349960556,0.9566461917538552,0.98472520272665,0.3761924428590323,0.009868423704801397,-0.11356645818018565,-0.45758965443489835,1.0,0.3891407392108401,0.9935139340749808,0.03299700635113423
Thal_PuI_R,0.9406688520763087,0.3222179949211432,0.7619705708796592,-0.6365697385868876,0.7087620588124431,0.4131006056199488,0.6767615384900528,0.34027268212695844,-0.9263660645598425,-0.21647204270291462,0.7780714232224963,0.26797927833757773,0.8490215069468872,-0.3309142699158251,0.9664692969159694,0.4603015270410031,-0.4523292963979369,0.8748290638459274,-0.5138457654372297,-0.11065808623597355,0.897810442106159,0.23694111674013918,0.40477528989947703,-0.9348797872533929,0.5260213615521304,0.2553495305449703,0.9649847076236414,-0.8453561466338801,0.9674157668926548,0.8377578542952934,0.9685115295574472,0.788681377366207,0.07996272231203906,-0.3337543840354772,-0.10631856161094684,0.53958472351404,0.45421909258260096,0.9730417217456834,0.4534151053617239,0.8557921867874899,0.5747834140905791,0.3891407392108401,1.0,0.28650423138617875,-0.5815474599528524
Rolandic_Oper_L,0.5580487008827918,0.9812788736649726,-0.38377252399399653,-0.6125917731194767,-0.4480652207558898,0.9898881548755039,0.883818221723938,0.9830950459700735,-0.09062829093713903,0.06982146676434234,-0.34461942931415807,0.9913646667685141,-0.23474075033264993,0.6681447521952534,0.4337925607757766,0.03258969327392576,-0.7913702143301932,-0.1893092325832826,0.6154306029323579,-0.20139018386440866,0.39988484355211495,-0.22488822031602373,0.9903137473673246,0.022627894653038272,-0.461634296573239,0.9852823403939587,0.36818041677197116,-0.3602386427755893,0.12600126858414754,-0.2295979859470733,0.45987648267064674,-0.3372156983252226,-0.20881858456083785,0.6243793704695149,-0.9632528095128893,0.9291716431331275,0.969514166551175,0.27579355241604653,-0.04813429521633792,-0.22223259692744937,-0.5486155143829473,0.9935139340749808,0.28650423138617875,1.0,0.09913350431306511
ACC_sup_R,-0.41867408650240756,-0.06978801191169332,-0.58196807274989,0.7223590871469293,-0.5051875016530124,-0.010301102526625224,-0.09955994484111524,0.09690888634741521,0.8270865433009008,0.8763432881344088,-0.6628727876805472,0.2061277839824665,-0.5903050438407142,0.7975275010482004,-0.4373973300696102,0.33430288835230487,0.4986032644917501,-0.6416023532338142,0.5211524353576165,0.7533139841729177,-0.23869001872151305,0.46494325744654413,0.04457000554658195,0.5957038237157891,-0.09208286770673436,0.2280978181436548,-0.5506404599064203,0.8519057248694057,-0.5215701778334515,-0.4912244725253227,-0.4618183925327976,-0.5945072267697463,0.5997396630427548,0.8305569022751363,-0.06387942975564763,-0.07045177530345412,0.09457131995342828,-0.7082074869672722,0.31295659642098445,-0.5977821219732349,-0.7031449619551058,0.03299700635113423,-0.5815474599528524,0.09913350431306511,1.0
