,Frontal_Sup_2_L,OFCant_L,Amygdala_R,Rolandic_Oper_R,Precuneus_L,Cerebellum_3_L,Thal_MDl_R,Occipital_Mid_L,Supp_Motor_Area_L,Precentral_L,Red_N_L,Parietal_Inf_L,Temporal_Pole_Mid_L,Raphe_M,Frontal_Inf_Oper_R,Thal_MDl_L,Cerebellum_4_5_R,Frontal_Med_Orb_L,Fusiform_L,Heschl_L,ACC_pre_R,VTA_R,Cerebellum_7b_L,Temporal_Inf_R,Frontal_Inf_Tri_L,Precentral_R,Rectus_L,Precuneus_R,Temporal_Pole_Sup_R,ACC_pre_L
Fusiform_L,-0.39985172527361895,0.24548229882118752,-0.13495049093530184,-0.004846337504918189,0.3741172965005119,0.9982415562927018,0.2831089164638586,-0.2877796836555966,0.26050787024238714,0.5568770711911788,-0.0011655663214694858,-0.07708623683236172,0.9621407973111987,-0.33450485756950504,-0.29092049236951484,0.03282887852462258,0.9146225491976342,0.0015765694139406093,1.0,0.9942470428291458,0.23197777024964908,-0.24642357926522215,0.9280150151103539,0.09533134580793419,0.2701590763918702,-0.6780611474735414,-0.0023228748479956125,0.7590480539683532,-0.10193727931329775,-0.19855205476332818
Heschl_L,-0.36732600584027697,0.1728571239355529,-0.21833063645837125,-0.07681354968085086,0.34615496331498635,0.9954728186162098,0.2360961856303048,-0.27875093859814437,0.3532001006894834,0.6182483042411286,-0.0785369151502876,-0.03603127889685603,0.9508185244908481,-0.4158979857563155,-0.34683714936998306,-0.017451087971445105,0.8863239773015124,-0.08578000598405017,0.9942470428291458,1.0,0.23136632060190232,-0.3286718265624353,0.9190513624152654,0.019675325144700165,0.27168381932249785,-0.7216262840059366,-0.09877459736031789,0.6980318552316018,-0.17672542485248074,-0.23635397877799333
ACC_pre_R,0.7297230307961116,0.7225048386249232,-0.5790026950590645,-0.6932391539618716,0.9476851367646477,0.27867651746947364,-0.74848451148009,0.8541009945502849,0.05253989664138371,0.6061394979387171,-0.6545800804010502,0.8659289522752301,-0.008385505103505013,-0.5161210733680642,-0.8049942398383493,-0.7401175456688168,-0.11090730027499782,0.5049278964457233,0.23197777024964908,0.23136632060190232,1.0,-0.5807199070900845,-0.06520282270111699,-0.6412421081956818,0.9929546690607964,-0.6618496604261834,-0.2766157090010362,0.4509188118227179,-0.6744686363689696,0.8316229034210149
VTA_R,-0.5994808200859457,0.11173004373708703,0.992006659868814,0.945378535010826,-0.377672629233171,-0.29247393779301767,0.7474064580651972,-0.5071303527727342,-0.7710754469005495,-0.8992404443735104,0.950511854230444,-0.7910954901269571,-0.061478994754801786,0.9781973496528253,0.9285335558197841,0.7953024947729672,0.13655521522855882,0.3894241134685016,-0.24642357926522215,-0.3286718265624353,-0.5807199070900845,1.0,-0.06395486533863469,0.9265193344837979,-0.6149049257230704,0.8177194824345092,0.902726077776398,0.09507134719887615,0.9697579886716048,-0.1480244627826823
Cerebellum_7b_L,-0.5787956643519864,0.047535803732233047,0.05014185422206798,0.22473026686683162,0.10697847742603057,0.9093240180389006,0.5029132021687142,-0.5436994331520086,0.27210272510230876,0.41049474099496075,0.2276274550929566,-0.3441558176650515,0.9405492109479469,-0.14860436813715375,-0.012169906352424193,0.3329794885202054,0.9479046480841277,-0.1588954519295722,0.9280150151103539,0.9190513624152654,-0.06520282270111699,-0.06395486533863469,1.0,0.30158327851360256,-0.010999060382984939,-0.4313832695605189,0.04906617527210669,0.6643305790014287,0.13155726636315887,-0.42470749000824526
Temporal_Inf_R,-0.8268026138942717,0.04139908467719749,0.9615023979346446,0.9929512734697046,-0.39563693689750856,0.043515348255683324,0.9283505194897751,-0.737576740839838,-0.5973130699406004,-0.7201100142666477,0.9907459928843455,-0.9183619230058772,0.2926852264931982,0.8672588792779405,0.8997235517501028,0.8935886446968374,0.4792749954636727,0.24104277254771692,0.09533134580793419,0.019675325144700165,-0.6412421081956818,0.9265193344837979,0.30158327851360256,1.0,-0.655870844785416,0.6324810439605041,0.8583807823542193,0.2760520056348405,0.9769577564640597,-0.3747956063861576
Frontal_Inf_Tri_L,0.7242893001300131,0.7057233655262001,-0.6086553196391536,-0.7095548686420673,0.9451176680259382,0.316242521382605,-0.7521534465604428,0.839196292827446,0.08882944195579034,0.6495224168896419,-0.6662873780212953,0.8691031941922329,0.025725856793202564,-0.5561577343264991,-0.824029566915865,-0.7391022511630763,-0.08172421445167488,0.4687642841551901,0.2701590763918702,0.27168381932249785,0.9929546690607964,-0.6149049257230704,-0.010999060382984939,-0.655870844785416,1.0,-0.695049665575692,-0.3144862394274217,0.45940084256209135,-0.6943031518754689,0.8078230215252836
Precentral_R,-0.26828427019732864,-0.22289876889828525,0.7628119455440905,0.7140898672318255,-0.5927232077528,-0.7161488234368958,0.45832407776336975,-0.3527499926478743,-0.4976063951632807,-0.8574589570371309,0.7077843145622098,-0.6182756098510074,-0.5285379456498536,0.8706938026071996,0.8887288684622249,0.6995983305231231,-0.3393138632468742,0.07014990110760157,-0.6780611474735414,-0.7216262840059366,-0.6618496604261834,0.8177194824345092,-0.4313832695605189,0.6324810439605041,-0.695049665575692,1.0,0.5235503278279827,-0.3662469994673111,0.7796855145598127,-0.16956824349309443
Rectus_L,-0.5566365032808458,0.4403452213111909,0.9155499461686056,0.8322739417234896,-0.04382160611826203,-0.036939582948930474,0.6559412533103528,-0.3317169037032875,-0.8992948907974349,-0.7740262222261622,0.8486891550186201,-0.6151927154355192,0.14624497168433448,0.8474017398438313,0.6960905585303705,0.5734762127641957,0.3011891912143614,0.6665708359199717,-0.0023228748479956125,-0.09877459736031789,-0.2766157090010362,0.902726077776398,0.04906617527210669,0.8583807823542193,-0.3144862394274217,0.5235503278279827,1.0,0.3730900688144757,0.8390252157268867,0.07854677045369662
Precuneus_R,-0.19186915682041042,0.7341009461883964,0.17750370533785537,0.18419882478018137,0.6854216603273141,0.7545490302070488,0.22338001860917503,-0.005673341286492582,-0.20933249585429733,0.28192198906135313,0.22249065093543283,-0.023443167726223554,0.6695147017382486,0.08753718748233406,-0.10416198956802791,0.14966760847325042,0.7235725462962613,0.5623432836348803,0.7590480539683532,0.6980318552316018,0.4509188118227179,0.09507134719887615,0.6643305790014287,0.2760520056348405,0.45940084256209135,-0.3662469994673111,0.3730900688144757,1.0,0.1459643244608097,0.30030489475374106
Temporal_Pole_Sup_R,-0.7236398623374132,0.0016381370166035647,0.9840123251574364,0.9929781746249337,-0.4541783748279712,-0.15370091825295232,0.8635052498612028,-0.6734405407428342,-0.6259089095899972,-0.8051474919758538,0.9915147403275477,-0.8967540967096664,0.09097286131309966,0.9400564177755768,0.9624302938223814,0.911122638882066,0.2959746557257927,0.23632991504483108,-0.10193727931329775,-0.17672542485248074,-0.6744686363689696,0.9697579886716048,0.13155726636315887,0.9769577564640597,-0.6943031518754689,0.7796855145598127,0.8390252157268867,0.1459643244608097,1.0,-0.32179357696920613
ACC_pre_L,0.7449216669232721,0.8274022544949139,-0.1895680895761629,-0.39155918838315756,0.8172512567347797,-0.16447515362032145,-0.661217907622679,0.8930760667203433,-0.3986863084217181,0.10943953284861134,-0.33677521098538804,0.699402586312034,-0.3871572910216863,-0.055127214239692614,-0.42690138704981045,-0.5272964463322655,-0.40238335957288696,0.7788397662852714,-0.19855205476332818,-0.23635397877799333,0.8316229034210149,-0.1480244627826823,-0.42470749000824526,-0.3747956063861576,0.8078230215252836,-0.16956824349309443,0.07854677045369662,0.30030489475374106,-0.32179357696920613,1.0
