,Thal_MDm_L,Thal_PuA_R,Raphe_D,Cerebellum_9_R,Olfactory_R,Frontal_Inf_Orb_2_R,Calcarine_R,Cingulate_Mid_L,Temporal_Inf_L,Frontal_Med_Orb_L,SN_pr_R,Occipital_Inf_L,Supp_Motor_Area_L,Thal_MGN_L,N_Acc_R,Cerebellum_3_L,Cerebellum_6_L,Parietal_Inf_L,Cerebellum_7b_R,ACC_sup_L,Cerebellum_7b_L,Occipital_Mid_L,Parietal_Inf_R,Cerebellum_Crus2_R,Pallidum_R,Angular_L,Thal_MDl_L,Paracentral_Lobule_L,Frontal_Sup_2_R,Vermis_6
SN_pr_R,-0.030632245436126478,0.6248749840817555,-0.4334694493416943,-0.3806275249944131,0.4655865648613003,0.3723243458005749,-0.45170126038240316,0.30174062846807476,0.29462780315028914,0.3020627017297166,1.0,-0.43221780001526783,0.3116787788576794,0.3518600490307834,0.4911068005126834,-0.5031318448580466,-0.4592745908254082,-0.21283726882483814,-0.45696665508627826,0.45195833192260093,-0.46517183750188984,-0.3863069052321283,0.06869028676566663,-0.5427779387284747,0.19592953084713038,-0.3341085510282721,0.12320336192308394,-0.0620051256671129,0.3471065779442953,-0.30153751705966925
Occipital_Inf_L,-0.01650703678020901,-0.5490715981506353,0.7772122237860014,0.734219088052401,-0.6115450744396687,-0.8100153635674796,0.8563481118937785,-0.22159362469775107,0.3413336801206842,0.01817494680881819,-0.43221780001526783,1.0,-0.013656606294519766,-0.4793848552939354,-0.4874163042752507,0.8320351557303267,0.8338738046112459,0.26827423263801575,0.5818014628803612,-0.6049888765919528,0.7911064899037717,0.9381281931016439,0.297433333278817,0.704781838034899,0.2392299950272355,0.6852426678195229,-0.1329584453183492,0.2685379701535896,-0.16962882783005856,0.7763069995800678
Supp_Motor_Area_L,0.3751249897905293,0.46848247412199384,-0.05986146584063455,0.1096954161884748,0.04419437012120431,0.07937494545069758,0.17529282371656618,0.6735320824286409,0.3261637242469689,0.055173851162556596,0.3116787788576794,-0.013656606294519766,1.0,0.3130676095724532,0.1295501247496718,0.0816388430258322,0.03772710425736896,0.35546160644809494,-0.07026239847029131,0.2732814336701359,-0.12160527129148838,0.11373718199015105,0.2324024336026566,-0.20875322402574506,0.5647239178379225,0.20079202194747484,0.4165161793874681,0.3939358228935422,0.6657986375841717,-0.021004133574163815
Thal_MGN_L,0.16136292788605458,0.6351525476638933,-0.4030728543147298,-0.20742682531131462,0.6330542112035344,0.600586346058984,-0.2781754401827487,0.1944534627419479,-0.2004541673418557,-0.23822794204766992,0.3518600490307834,-0.4793848552939354,0.3130676095724532,1.0,0.5716157168287197,-0.3098654252611189,-0.19985735586290937,0.028079346171055293,-0.2248260085056739,0.45777277512726394,-0.3166019266661061,-0.4365276818714443,-0.23523295174025283,-0.3244175908890585,0.3361341074085875,-0.38883383210222994,0.07884102202565993,-0.03931398642150526,0.20943254953157467,-0.3877998947404681
N_Acc_R,-0.15183006013951889,0.5271652819117851,-0.26824226301021503,-0.3521037287196526,0.8693544909557287,0.7067401773681447,-0.42052392992982096,0.19734484561065227,-0.06834279451794054,-0.17025797411125224,0.4911068005126834,-0.4874163042752507,0.1295501247496718,0.5716157168287197,1.0,-0.5217476100879748,-0.27464790078978174,-0.2655417417167371,-0.2779495610007573,0.37656618333663205,-0.45084328072808766,-0.4829575285339039,-0.32646098783149813,-0.3330806327825034,0.012816046800318986,-0.5241263762574375,-0.07928603285596808,-0.347068507869455,0.11713197047740355,-0.30854252262901083
Cerebellum_3_L,0.15661146083502708,-0.3860459047572193,0.7232257136278514,0.6573578374076079,-0.5625453220666835,-0.6671823996087739,0.898593767835644,-0.0881885165149924,0.07523875156521588,-0.23696898212982187,-0.5031318448580466,0.8320351557303267,0.0816388430258322,-0.3098654252611189,-0.5217476100879748,1.0,0.8843996432150338,0.4310905770373439,0.6356766139849577,-0.43901296085119057,0.7757235670922605,0.7914855281204134,0.14357081183550643,0.7232969739626367,0.2774678156720161,0.6307780765091305,-0.052747728113088185,0.2935612043236098,-0.14402870066792045,0.6690836470020126
Cerebellum_6_L,0.1679453217638446,-0.36127424419452536,0.776858509433784,0.6877711639800741,-0.3630793996743526,-0.5197842332476086,0.8594773732664935,-0.02169581718489336,0.1296837936095744,-0.31648171634856487,-0.4592745908254082,0.8338738046112459,0.03772710425736896,-0.19985735586290937,-0.27464790078978174,0.8843996432150338,1.0,0.22331301297417835,0.6807375071173095,-0.3691438968433986,0.8138804545121047,0.7460597451893468,-0.09693654603759466,0.8391032360703891,0.2188808045178681,0.4230781258098371,-0.10862986646693386,0.028316616967714727,-0.23581914577980076,0.7892265074863161
Parietal_Inf_L,0.08480836841950862,-0.029891637748921195,0.10077948166043665,0.15797277537034302,-0.30881176655473186,-0.24772626736927442,0.5812156838529906,-0.019910523861340124,-0.3357565071342668,-0.30645258748714255,-0.21283726882483814,0.26827423263801575,0.35546160644809494,0.028079346171055293,-0.2655417417167371,0.4310905770373439,0.22331301297417835,1.0,0.2867851192945451,-0.2102847561870519,0.1474082421321175,0.4351184392191529,0.3833131413758953,0.12397173285101935,0.35595668924992957,0.7870246002406638,0.0026724802863316243,0.8454653026409575,0.0536737032699102,-0.037867403924547696
Cerebellum_7b_R,0.14820641630368536,-0.33381996528083746,0.5683943867104608,0.5268701006261678,-0.373466752254023,-0.43113559611025987,0.6144474477933892,-0.05169636652669307,-0.16427254926250498,-0.501546082629328,-0.45696665508627826,0.5818014628803612,-0.07026239847029131,-0.2248260085056739,-0.2779495610007573,0.6356766139849577,0.6807375071173095,0.2867851192945451,1.0,-0.3999060034201261,0.584968543967923,0.47726206841612867,-0.22634742368160315,0.7657403461463955,-0.07036654275063882,0.3214193063441494,-0.15405635336827228,0.06621930478614557,-0.3841219829275683,0.5190320461012362
ACC_sup_L,0.18679527506276872,0.6834713363757481,-0.6190783288135306,-0.5363303438082628,0.5562944239830253,0.6041596598189074,-0.5157572340989502,0.4774370535391491,0.03973346907197364,0.03520784455247198,0.45195833192260093,-0.6049888765919528,0.2732814336701359,0.45777277512726394,0.37656618333663205,-0.43901296085119057,-0.3691438968433986,-0.2102847561870519,-0.3999060034201261,1.0,-0.37348563869378787,-0.6541478801749452,-0.2728593782421478,-0.40561234441964455,0.22923395683207146,-0.5563828980337818,0.2972263804132827,-0.19410284260702415,0.3217038791334233,-0.45019629033780134
Cerebellum_7b_L,0.1912322923004588,-0.4504626005724763,0.6704892408674586,0.6724130955777706,-0.47116006484236517,-0.5771893765209191,0.7188788668814291,-0.1309422982584671,0.14052328525415034,-0.17006421894497617,-0.46517183750188984,0.7911064899037717,-0.12160527129148838,-0.3166019266661061,-0.45084328072808766,0.7757235670922605,0.8138804545121047,0.1474082421321175,0.584968543967923,-0.37348563869378787,1.0,0.6902634199504925,-0.007438930667216701,0.7340490565297083,0.0798218961522216,0.42031948212846004,-0.07211614703277311,0.06268615273193992,-0.21864936848418387,0.6538544242420478
Occipital_Mid_L,0.006121174799099951,-0.5341386201333346,0.7123805140052015,0.745335408965772,-0.6170674149512969,-0.7674933688873511,0.8920189249321254,-0.1968365504806067,0.3188917335998034,0.04372569110152561,-0.3863069052321283,0.9381281931016439,0.11373718199015105,-0.4365276818714443,-0.4829575285339039,0.7914855281204134,0.7460597451893468,0.4351184392191529,0.47726206841612867,-0.6541478801749452,0.6902634199504925,1.0,0.45239578763235677,0.5555223163904367,0.30552306613679386,0.8303383185429265,-0.11975717536927764,0.44823486608999746,-0.08320400950382435,0.6828438282824248
Parietal_Inf_R,-0.150642519418292,-0.09787345251383278,-0.08396444537683033,0.12978771325277083,-0.3590972139091491,-0.37744277016694333,0.2704787840726864,-0.18418999080923007,0.3258746170878073,0.5501996453977577,0.06869028676566663,0.297433333278817,0.2324024336026566,-0.23523295174025283,-0.32646098783149813,0.14357081183550643,-0.09693654603759466,0.3833131413758953,-0.22634742368160315,-0.2728593782421478,-0.007438930667216701,0.45239578763235677,1.0,-0.26283143883229704,0.4117299927189455,0.6360275414312748,0.0232202741507454,0.730957213545377,0.4545556553031897,-0.03859356029702889
Cerebellum_Crus2_R,0.1122428687759646,-0.4871354684323682,0.7209379661889008,0.5567100668677601,-0.42589817035112776,-0.47572750441536726,0.6828190741497049,-0.09813409416343385,-0.07887616082279114,-0.35777371686658127,-0.5427779387284747,0.704781838034899,-0.20875322402574506,-0.3244175908890585,-0.3330806327825034,0.7232969739626367,0.8391032360703891,0.12397173285101935,0.7657403461463955,-0.40561234441964455,0.7340490565297083,0.5555223163904367,-0.26283143883229704,1.0,-0.10422284347721965,0.2775314199919919,-0.18064138400999613,-0.11119051262459272,-0.3943800733700736,0.7440350359601555
Pallidum_R,0.03678805654210409,0.33484265717844997,-0.06556954447643883,0.19654049948488525,0.07499148873398409,-0.13750291171168497,0.3318695850688661,0.1613068781871567,0.42332864662509323,0.18181303330299606,0.19592953084713038,0.2392299950272355,0.5647239178379225,0.3361341074085875,0.012816046800318986,0.2774678156720161,0.2188808045178681,0.35595668924992957,-0.07036654275063882,0.22923395683207146,0.0798218961522216,0.30552306613679386,0.4117299927189455,-0.10422284347721965,1.0,0.33086336640296177,0.2184175617692849,0.49707918361505854,0.4014016989088574,0.10497645509879655
Angular_L,-0.011944948613365973,-0.4005514675544411,0.4164600199032889,0.46802664382375914,-0.605926290361065,-0.6384415247308955,0.7771616554448774,-0.19735564276559311,0.05694839700686083,0.012131795712425009,-0.3341085510282721,0.6852426678195229,0.20079202194747484,-0.38883383210222994,-0.5241263762574375,0.6307780765091305,0.4230781258098371,0.7870246002406638,0.3214193063441494,-0.5563828980337818,0.42031948212846004,0.8303383185429265,0.6360275414312748,0.2775314199919919,0.33086336640296177,1.0,-0.07555753322898788,0.7900103914325844,0.01611769945553877,0.3005870439047477
Thal_MDl_L,0.5424212374087419,0.32646010227977373,-0.0923165507393271,-0.002072936820081873,-0.12282138621487525,0.06489728528484641,-0.10830470069363132,0.37979156118424584,0.229976758736161,0.12977832830769695,0.12320336192308394,-0.1329584453183492,0.4165161793874681,0.07884102202565993,-0.07928603285596808,-0.052747728113088185,-0.10862986646693386,0.0026724802863316243,-0.15405635336827228,0.2972263804132827,-0.07211614703277311,-0.11975717536927764,0.0232202741507454,-0.18064138400999613,0.2184175617692849,-0.07555753322898788,1.0,0.05791086745094912,0.314522861158562,-0.11233468408698588
Paracentral_Lobule_L,-0.02614311622052128,0.0059368069240285,-0.07080807835235493,0.13413181799443163,-0.3714863359004598,-0.3506354449528901,0.45038654844419407,-0.0898377347789013,-0.0546111922865262,0.08408451156803733,-0.0620051256671129,0.2685379701535896,0.3939358228935422,-0.03931398642150526,-0.347068507869455,0.2935612043236098,0.028316616967714727,0.8454653026409575,0.06621930478614557,-0.19410284260702415,0.06268615273193992,0.44823486608999746,0.730957213545377,-0.11119051262459272,0.49707918361505854,0.7900103914325844,0.05791086745094912,1.0,0.2757019482826893,-0.11010915902419104
Frontal_Sup_2_R,0.25079200964346315,0.40481113726760665,-0.2663021553325464,-0.07091465730804825,0.08715090818876971,0.2354691293289737,-0.0734079696494427,0.5554884098864791,0.3327495204818771,0.3661460249815366,0.3471065779442953,-0.16962882783005856,0.6657986375841717,0.20943254953157467,0.11713197047740355,-0.14402870066792045,-0.23581914577980076,0.0536737032699102,-0.3841219829275683,0.3217038791334233,-0.21864936848418387,-0.08320400950382435,0.4545556553031897,-0.3943800733700736,0.4014016989088574,0.01611769945553877,0.314522861158562,0.2757019482826893,1.0,-0.154482892282418
Vermis_6,0.06065042848128021,-0.4780456235886295,0.6945907442864616,0.691452167191535,-0.403227776755776,-0.5848574367986852,0.6759161974925124,0.010194636700869572,0.41619895157901027,-0.008391303043669876,-0.30153751705966925,0.7763069995800678,-0.021004133574163815,-0.3877998947404681,-0.30854252262901083,0.6690836470020126,0.7892265074863161,-0.037867403924547696,0.5190320461012362,-0.45019629033780134,0.6538544242420478,0.6828438282824248,-0.03859356029702889,0.7440350359601555,0.10497645509879655,0.3005870439047477,-0.11233468408698588,-0.11010915902419104,-0.154482892282418,1.0
