,Cerebellum_7b_L,Red_N_L,Precentral_L,Cerebellum_7b_R,Occipital_Mid_L,Thal_VA_L,Temporal_Pole_Sup_R,Thal_VL_L,Vermis_7,Temporal_Pole_Sup_L,Lingual_L,Cerebellum_9_L,Fusiform_R,Caudate_L,Vermis_4_5,Frontal_Inf_Tri_L,Paracentral_Lobule_R,Angular_R,Thal_VA_R,Vermis_9,Thal_LP_L,Frontal_Med_Orb_R,Vermis_3,Frontal_Med_Orb_L,ACC_sup_R,SN_pr_R,Thal_PuI_L,Pallidum_R,Vermis_1_2,Vermis_10,Cerebellum_6_R,Thal_MDl_L,Cingulate_Mid_R,Occipital_Inf_R,Olfactory_R,Temporal_Inf_R,Cerebellum_Crus2_R,Thal_MGN_L,Frontal_Mid_2_L,OFClat_L,Precuneus_L,Temporal_Pole_Mid_L,Pallidum_L,Rectus_R,Frontal_Inf_Oper_L,OFCmed_R,Temporal_Pole_Mid_R,Cerebellum_8_R,OFCpost_R,ACC_pre_L
Pallidum_R,-0.40987448479013633,0.5625361083805801,0.5575114707997403,-0.32047862344265254,-0.06493668769837416,0.7261318101290223,0.6099024391708863,0.7127808245810203,0.3356971609511342,-0.39000938082940984,0.07382631833536764,0.029566979711175584,0.0054567376038300594,0.7894058212765916,0.10244146578463881,0.7112811034814418,0.6111538483497505,-0.2623351913655037,0.604134413790922,-0.15268495569359228,0.17690724326786328,0.47350897755110166,-0.17543794297425472,0.3338938393366961,0.7062110858666483,0.4974651903272891,0.6984175521519616,1.0,0.4106905446709589,0.22753099278013295,-0.21028122181019956,0.2882706201774151,0.777554749711198,0.06784245682879139,0.507787809051843,0.10292604382641667,-0.2589861305338821,0.532684183359859,0.7514149027459043,0.3486754725242518,0.5164505154292288,0.6336094990500454,0.650128691560903,0.5361404860833443,0.7939710412843733,0.2809375138044666,0.11944765611063618,0.41114090267167297,-0.146616821330783,0.4679963574409891
Vermis_1_2,-0.09506465655122869,0.24611820048554484,0.506103500690676,-0.022445698774781035,-0.12730997448458645,0.3284094007552269,0.28718261819614865,0.33599013805439715,0.24417517898298047,-0.10150184769963745,0.10257122097481221,0.37317643267174105,0.1469309126169895,0.30076585714298926,0.05380207611922908,0.3891012953386749,0.3985831233959254,0.1388715909981914,0.4402985893375856,0.01061989339227968,-0.04186813493246303,0.10616729620131406,0.15564174924617047,0.19684614299163614,0.3388454307507454,0.3810157462311091,0.20219577843121306,0.4106905446709589,1.0,-0.04715273889267268,-0.039518955822510915,0.1623574164738577,0.48733531957569176,-0.0007362009864802813,0.2060111670745191,0.38836984928680707,0.02946243227538201,0.47268553669228947,0.39025512221361647,0.06235089104121252,0.46172540869880135,0.18907610232928165,0.5172944111460492,0.1649861823338012,0.36493163472134577,0.06075330247273403,-0.011759896515592628,0.20063876351868662,-0.0535195339457129,0.2835775777562657
Vermis_10,-0.3165871632591087,0.1576454423909821,0.21142470549913042,-0.6008265264151341,-0.09447585866416036,0.3393016351975283,0.3142900574515891,0.18644605760416516,0.6203840984811574,-0.40653646109675873,-0.5792670561470264,0.19626488232156836,-0.6901063617845756,0.44730785544235024,-0.5149332657327629,0.3421963395656908,0.559241391148653,-0.21190532991889113,0.2940405744652619,-0.6171726257859796,-0.19144679279925914,0.3831622090078556,-0.643353133367498,0.17643511336163764,0.4438344870515859,0.14326970347983145,0.34198138543219686,0.22753099278013295,-0.04715273889267268,1.0,-0.6623376582196775,-0.24944526104029907,0.3464701526448342,0.30001398837773974,0.4802321543533262,-0.1294114555125486,-0.5753760421944775,0.2936498839350764,0.5662168887008698,0.4145128098464405,0.40349014056366533,0.1445141617127061,-0.017643018422115336,0.5438292504832112,0.3843558227309481,0.3093958625872837,-0.25444901010919824,0.03694590095741319,-0.5620922184353975,0.5779750274585216
Cerebellum_6_R,0.7242270964686699,-0.14098488919790977,-0.046505927603329715,0.8972308982427829,0.081518839987105,-0.32135385131509286,-0.3246897076846882,-0.2013971259260873,-0.7885540357354984,0.6375836079135965,0.742862560247718,-0.22237063671816032,0.8291708788509213,-0.501639279649632,0.6646564752854722,-0.19727840920526363,-0.4705668900715791,0.49627226085712045,-0.14907961701219274,0.8735738750829635,0.33273594818769897,-0.46477896194759216,0.9209997662556141,-0.20535324751917775,-0.5939486961718091,0.034396018251770154,-0.415602245393512,-0.21028122181019956,-0.039518955822510915,-0.6623376582196775,1.0,0.4848812187141295,-0.2698178432171979,-0.2444567612155503,-0.6742958491092724,0.5256821586955095,0.8719111303788074,-0.18738191864486317,-0.5464252133553907,-0.4560317010525584,-0.28559581223380004,-0.1833441177368362,0.16871102735403196,-0.7068248213641227,-0.2820276411805975,-0.3307270740120544,0.37850045791573583,0.06390226912363904,0.6647267352093779,-0.7527067986398888
Thal_MDl_L,0.35681702067221643,0.07782417517631374,0.34357449547596675,0.4359781976480383,0.023132686962975768,-0.011982673797563194,0.1031632442418741,0.24736056618976032,-0.3485882896903451,0.15330801641964328,0.5307397729588121,-0.07038752064353586,0.47600416035345156,0.1334837804588498,0.4714964523366957,0.28654200553773124,0.05047650741968961,0.16819991634089856,0.12533543189361734,0.4492980553205667,0.39862101142963347,-0.03048275195626399,0.5241480435978969,0.09535584261190912,-0.07588082942479632,0.15601330816395195,0.09256308276864642,0.2882706201774151,0.1623574164738577,-0.24944526104029907,0.4848812187141295,1.0,0.24944528447600806,-0.21781726618282157,-0.10565528286708369,0.38871080685527787,0.4304983455665738,0.1748478907355208,0.013730112377961812,-0.1026681945336681,0.12104305625419755,0.16028132167082965,0.2690751012464697,-0.134787085390465,0.2929773271107999,-0.0001467359476143357,0.15468236009340047,0.38783049044818446,0.5773369116143661,-0.13577778869464874
Cingulate_Mid_R,-0.4328892878037577,0.7338896599612689,0.7109590882153889,-0.324930325692361,-0.07690747170236382,0.7493853563153722,0.5743909538257491,0.7714513767025173,0.3816111294921297,-0.43372554386480056,0.04736075127595402,0.017977220607696444,-0.005649414352382756,0.8587565194287977,0.14228856044869123,0.7390474225338155,0.7512799312491049,-0.17876695135122192,0.6779284695052438,-0.18700566448707429,0.08041196907820619,0.35181390725211537,-0.1546675292380187,0.242734454188973,0.7929325103953158,0.5282313341425334,0.7109001762346313,0.777554749711198,0.48733531957569176,0.3464701526448342,-0.2698178432171979,0.24944528447600806,1.0,0.10526954438022365,0.6227436425441402,0.07401818263896717,-0.3156301083314732,0.6206226824833028,0.8428543336109928,0.276111009444566,0.6687438038615481,0.368651834508908,0.612334204700412,0.6393299543601245,0.8244741680827742,0.09582458155898467,-0.16104619609143103,0.3937889228635843,-0.35655546524110265,0.5912791473373648
Occipital_Inf_R,-0.19883188974045174,0.05977522815315139,0.08063679587943161,-0.23905713498682382,-0.35842314895071,0.1751656728166371,0.15228807226118676,-0.029065412657952563,0.34816364066934874,-0.009756532411895872,-0.32101095931560925,0.3109331385264828,-0.31799342538940284,0.10690508161371623,-0.32103077705295524,0.21136759729082621,0.26645548633245597,0.06985538165638418,0.18671938639398136,-0.20112467041795806,-0.21814613276130726,0.06908972354287558,-0.23776244671379984,0.05788460440432605,0.1345533646824501,-0.017235446483565894,0.09307555557518536,0.06784245682879139,-0.0007362009864802813,0.30001398837773974,-0.2444567612155503,-0.21781726618282157,0.10526954438022365,1.0,0.1419736606413048,-0.09006912399983179,-0.1710848052629612,0.19357628828741077,0.23218305189426255,0.29491813869994027,0.29508727917099414,0.08251787456293418,-0.005134996722529676,0.16771069153145035,0.1431188754009092,0.02953668796751245,0.048814095169578395,0.03735092592575382,-0.28516431904556827,0.1910138186530632
Olfactory_R,-0.7246564613362622,0.44857798658957204,0.30657623992904287,-0.663354854726509,-0.12736532009376,0.45814571314665253,0.4838629485739802,0.4932155821234157,0.5652522956876372,-0.7225680577847815,-0.3901108006310019,0.013285760642865038,-0.4502209821191456,0.7692251167069352,-0.27581653812983586,0.5604516931937495,0.512988987821765,-0.5595762895530345,0.3245801672741491,-0.544676310440598,-0.22736565286355073,0.4930046285975911,-0.6190349741080111,0.33625730485284844,0.8232843799630714,0.18394113907172469,0.6271100741334272,0.507787809051843,0.2060111670745191,0.4802321543533262,-0.6742958491092724,-0.10565528286708369,0.6227436425441402,0.1419736606413048,1.0,-0.3263096474333459,-0.6883906920644418,0.30314683290379624,0.7866499631331202,0.5120907584503838,0.37810472714235593,0.26908270941140383,0.13712393130462647,0.8663268039902278,0.6132019297007721,0.2653895593312291,-0.34782389238266037,0.06574430168024023,-0.5982249314348976,0.8048968242250121
Temporal_Inf_R,0.5055950044668881,-0.12722921344108187,0.24691241427013447,0.6145676715331841,-0.08403474197118861,-0.11847347407914843,0.0006078366576905362,-0.051891178272052904,-0.3301248937758284,0.24531580006295942,0.4890305470346782,0.11238836687196405,0.492207296381177,-0.18210013564843336,0.3592003879834995,0.01988696391503633,0.017153772733598287,0.4674776324873188,0.08949600172386749,0.48321830816889316,0.23872072444089848,-0.19774846162934712,0.6169923742779821,0.08503201110320063,-0.21293448968367523,0.3503472449600676,-0.15807472418533328,0.10292604382641667,0.38836984928680707,-0.1294114555125486,0.5256821586955095,0.38871080685527787,0.07401818263896717,-0.09006912399983179,-0.3263096474333459,1.0,0.6274929165483908,0.15598116012292632,-0.14173554214245712,-0.33465797372824574,0.07656534065005025,0.08122637145446339,0.351336611526543,-0.3629974416005355,-0.0270293441087434,0.019530764083779528,0.2636181757816644,0.06574771956449671,0.46002070131064193,-0.31875867608884445
Cerebellum_Crus2_R,0.7501159071100667,-0.2917304623224234,0.0340200402656769,0.9162563009243562,-0.08366005203513775,-0.42683846661144925,-0.3390095524787971,-0.24038050678563527,-0.6931911761632162,0.6501693181779117,0.643612926973665,-0.07685503028165756,0.7174933183080223,-0.568784383828959,0.5426007336828871,-0.17945022568336072,-0.38079456285983093,0.5759749321782619,-0.23682228717345305,0.8231894528542212,0.2921467992268593,-0.4035563659467257,0.8937788848544079,0.008059446432007933,-0.627677859140867,-0.02451654460342082,-0.4195991277505414,-0.2589861305338821,0.02946243227538201,-0.5753760421944775,0.8719111303788074,0.4304983455665738,-0.3156301083314732,-0.1710848052629612,-0.6883906920644418,0.6274929165483908,1.0,-0.18389783062669904,-0.5534847236509498,-0.4380408670412929,-0.2119521957013463,-0.18598651825400034,0.0637137254509105,-0.6543746296771336,-0.31360202424403805,-0.3167034275301097,0.4189282469472103,-0.039840283910965966,0.6475931320456015,-0.6945086158622696
Thal_MGN_L,-0.17784106448956005,0.2993762153750324,0.6506462393221728,-0.2503297192519692,-0.11654782438054781,0.5435997394270765,0.2629588554316518,0.46233411678737457,0.4878014441285714,-0.10697962469210952,-0.22186693843032188,0.42840343359669975,-0.21461699748947638,0.5120132278903905,-0.24312052349399882,0.6101537642664895,0.5938464084451957,0.06465988648448066,0.613561520612898,-0.16576810855137658,-0.1892695647010427,0.3137593019062057,-0.06729919571612483,0.14637776803356495,0.4334371880543903,0.3055729323894158,0.4074445650845371,0.532684183359859,0.47268553669228947,0.2936498839350764,-0.18738191864486317,0.1748478907355208,0.6206226824833028,0.19357628828741077,0.30314683290379624,0.15598116012292632,-0.18389783062669904,1.0,0.6082041297092953,0.19846082963405295,0.6198436731738638,0.34550328136357167,0.46516414336656653,0.27341055028403005,0.5995918384577033,0.14893400774899268,0.05780752115279086,0.41954639467648985,-0.20155478777211316,0.38337758367859676
Frontal_Mid_2_L,-0.6067661263912312,0.6134271175890155,0.6105243774201013,-0.5970934889159566,-0.1537652279910732,0.7757241293621739,0.5980410788801601,0.6812502826959573,0.6677105176033696,-0.5418551486966093,-0.3249064133408323,0.1856782940913502,-0.38780060306922315,0.8891887474504115,-0.23611162019297638,0.8057789120411396,0.7719448559520734,-0.33746375577204907,0.6833210707541045,-0.44313981165244964,-0.1323928619899253,0.511189644598354,-0.48420376869931586,0.3164572762670926,0.8768757442148137,0.3758465321735193,0.7308752356940748,0.7514149027459043,0.39025512221361647,0.5662168887008698,-0.5464252133553907,0.013730112377961812,0.8428543336109928,0.23218305189426255,0.7866499631331202,-0.14173554214245712,-0.5534847236509498,0.6082041297092953,1.0,0.6336853503067864,0.6902050950997829,0.406576337414491,0.4121239123367365,0.7874670773907329,0.858020197090562,0.2651919902394214,-0.20112302197585216,0.3144674479916301,-0.5524226422420514,0.8235380576024462
OFClat_L,-0.39273237263027444,0.20170487108081486,0.12203550282731701,-0.49701364486933947,-0.11379267536788326,0.3924495685745837,0.30723518598484384,0.2238208938987457,0.4995342229645595,-0.25949132081200876,-0.5038847899097182,0.19526268745867265,-0.520406343918256,0.42394369035420365,-0.4736537600855156,0.5042196707817068,0.3887055071461859,-0.15121355517612842,0.3409189788051348,-0.34039133515933284,-0.15497767895794176,0.39003740879597576,-0.4827372959522,0.21503891984381782,0.4789184058733424,-0.0035342067150612847,0.28364003841486474,0.3486754725242518,0.06235089104121252,0.4145128098464405,-0.4560317010525584,-0.1026681945336681,0.276111009444566,0.29491813869994027,0.5120907584503838,-0.33465797372824574,-0.4380408670412929,0.19846082963405295,0.6336853503067864,1.0,0.42519358305517496,0.1974350903984321,-0.0006380702663223715,0.5134738820149642,0.5249187151989476,0.18352783228762404,-0.05061083228195624,0.1138843692816911,-0.373870178770682,0.6143394018483269
Precuneus_L,-0.24302250429200367,0.4565581496231246,0.6037148348665422,-0.25486354952045304,-0.02708186080127077,0.612416592297672,0.39511259470484567,0.5234904264734337,0.49192155297892504,-0.14346570505545417,-0.14020292533497988,0.2637969025272241,-0.22596633463997787,0.5147161232076,-0.15460891144486807,0.654317766672176,0.8711468746996194,0.31762274350564745,0.5982118904158075,-0.17133794456511955,-0.09691391936759687,0.3021558720281008,-0.12303192129206292,0.2931007391000352,0.48324610169287424,0.3541532087321522,0.40685054630485185,0.5164505154292288,0.46172540869880135,0.40349014056366533,-0.28559581223380004,0.12104305625419755,0.6687438038615481,0.29508727917099414,0.37810472714235593,0.07656534065005025,-0.2119521957013463,0.6198436731738638,0.6902050950997829,0.42519358305517496,1.0,0.34560866422698205,0.4943195702317039,0.38461540511467573,0.6313038239477516,0.16625896106090451,-0.05876860387564333,0.3206068534718519,-0.3783813593692102,0.4528989407983181
Temporal_Pole_Mid_L,-0.19743454715515532,0.21297305093185392,0.18827502584462655,-0.26210327740547756,0.06314801257687058,0.367272996891466,0.39924351251534634,0.2872916288079342,0.2929722218617894,-0.1972145338305752,-0.018001782171239794,0.07963640698847721,-0.09669835172820261,0.36165804712066235,-0.09571277898932147,0.40099383787118653,0.34084453232327383,-0.026768136240145925,0.29399314958952344,-0.23856220679005175,0.0021723506616952793,0.33356724032451524,-0.18722861119522272,0.2638101492570667,0.3071065408905299,0.3510316028658712,0.2660713809704378,0.6336094990500454,0.18907610232928165,0.1445141617127061,-0.1833441177368362,0.16028132167082965,0.368651834508908,0.08251787456293418,0.26908270941140383,0.08122637145446339,-0.18598651825400034,0.34550328136357167,0.406576337414491,0.1974350903984321,0.34560866422698205,1.0,0.5007111710117933,0.21211964761542854,0.4024315674908563,0.383099217272366,0.3197150394876674,0.23661688889700763,0.03860579876513409,0.18885377665512065
Pallidum_L,-0.04971020980908324,0.5236773691879244,0.44713777486046247,0.06295326596499647,0.056749599341005146,0.5911828233231374,0.39480279637328786,0.4608725192116863,0.052440682255153845,-0.03205748150800757,0.3547580018820295,0.010441936316898501,0.3476175192220318,0.4365961655204184,0.30983204427780464,0.4918223066807474,0.42824016251512687,0.23415794380411445,0.616952278145992,0.15341221643074787,0.1595428177246855,0.051527749205797495,0.22638989034903095,0.08526593242600823,0.3272869839396105,0.605957667687509,0.19982850524641282,0.650128691560903,0.5172944111460492,-0.017643018422115336,0.16871102735403196,0.2690751012464697,0.612334204700412,-0.005134996722529676,0.13712393130462647,0.351336611526543,0.0637137254509105,0.46516414336656653,0.4121239123367365,-0.0006380702663223715,0.4943195702317039,0.5007111710117933,1.0,0.0645943794348735,0.5254532110121325,0.2086590057692599,0.07438081353022273,0.36477585183661154,-0.0030134306016218523,0.07054364445299288
Rectus_R,-0.7249593045957897,0.4712158688870354,0.3635019019688549,-0.7153562475487317,-0.14248326679425657,0.5346297331180259,0.5843180780570408,0.6079241820495002,0.5741071285238522,-0.6544994686603541,-0.38047371241887684,-0.018829383394042224,-0.44444107808263084,0.8019184199816773,-0.2286133283092651,0.5565166055955004,0.5962560690087733,-0.6038268757696267,0.2745688506170471,-0.5655307027579765,-0.1316526709519879,0.5181368512817105,-0.6510666138592046,0.36513910168727975,0.8175419434917366,0.17609334187432737,0.7275814831654495,0.5361404860833443,0.1649861823338012,0.5438292504832112,-0.7068248213641227,-0.134787085390465,0.6393299543601245,0.16771069153145035,0.8663268039902278,-0.3629974416005355,-0.6543746296771336,0.27341055028403005,0.7874670773907329,0.5134738820149642,0.38461540511467573,0.21211964761542854,0.0645943794348735,1.0,0.63839733321932,0.12616231522719365,-0.3100135953404008,0.11693842187604793,-0.6318105964285845,0.7950440023944294
Frontal_Inf_Oper_L,-0.3422515782208964,0.6286448864432291,0.7393927767962645,-0.38230975254677807,-0.14869771336036516,0.7570562982985992,0.5680010180516689,0.7737660183899725,0.4165408075938514,-0.28496258025287013,-0.0443872720844364,0.19046055177523152,-0.1491009476491879,0.8201024727175983,0.010400968089640177,0.9137454120550133,0.7322192224880701,-0.2581943229204978,0.6394358399622718,-0.24468590337656368,0.10351480455853981,0.4388194509505615,-0.21402755761174003,0.31169915016376865,0.6855935980501254,0.38406899491197627,0.7203143078659316,0.7939710412843733,0.36493163472134577,0.3843558227309481,-0.2820276411805975,0.2929773271107999,0.8244741680827742,0.1431188754009092,0.6132019297007721,-0.0270293441087434,-0.31360202424403805,0.5995918384577033,0.858020197090562,0.5249187151989476,0.6313038239477516,0.4024315674908563,0.5254532110121325,0.63839733321932,1.0,0.08399164730212696,-0.10726693930107832,0.49059686661593743,-0.3309496201728307,0.5924731256991065
OFCmed_R,-0.289244414087942,-0.042201085971249275,-0.04405748127291417,-0.28462822747308153,-0.028518166241517453,0.0683294685477037,0.18250463631451225,-0.16460809782814315,0.43657491946403,-0.43182393345165565,-0.223510204169469,0.24531232818911475,-0.349686592447597,0.20058903175021572,-0.3431584122963313,0.010641316430611832,0.13216351907004087,-0.14930861038156923,0.16850340590780202,-0.32836546162179636,-0.1433626430102639,0.09025864951127127,-0.41541211978729026,0.1599368276406783,0.23039634022622968,0.10682037979239314,-0.026215851732597155,0.2809375138044666,0.06075330247273403,0.3093958625872837,-0.3307270740120544,-0.0001467359476143357,0.09582458155898467,0.02953668796751245,0.2653895593312291,0.019530764083779528,-0.3167034275301097,0.14893400774899268,0.2651919902394214,0.18352783228762404,0.16625896106090451,0.383099217272366,0.2086590057692599,0.12616231522719365,0.08399164730212696,1.0,-0.10099895516775366,0.006996474306357574,-0.013091011260331572,0.3804815936561242
Temporal_Pole_Mid_R,0.398054247768501,-0.20495986753152062,-0.10491874253472605,0.3216700184184392,0.04323447784946995,-0.10066094397228892,-0.16115597233239273,-0.12434578314474215,-0.2444889855073007,0.4175407635775325,0.16472564477385507,0.020788779635361982,0.22559381628507155,-0.24981233560466468,0.09675814687637135,0.04257209674217119,-0.18584922867623316,0.3065829980946285,-0.07346620374308513,0.37019277611526524,0.09595313686977217,0.028913054692709814,0.35154363401634936,0.03946697508094049,-0.2805662349612605,0.06649735584634038,-0.1471737013933464,0.11944765611063618,-0.011759896515592628,-0.25444901010919824,0.37850045791573583,0.15468236009340047,-0.16104619609143103,0.048814095169578395,-0.34782389238266037,0.2636181757816644,0.4189282469472103,0.05780752115279086,-0.20112302197585216,-0.05061083228195624,-0.05876860387564333,0.3197150394876674,0.07438081353022273,-0.3100135953404008,-0.10726693930107832,-0.10099895516775366,1.0,0.08318832006588629,0.3471939645108021,-0.43473740588972154
Cerebellum_8_R,-0.053863513724553384,0.39876824948257356,0.34336687788663706,-0.06976035349805734,0.20449373755677716,0.47606936693675256,0.1527997279617452,0.38484685554542086,0.19700845455138405,0.05466937716493151,0.09640871491669609,0.1200766189825189,0.08158984474393223,0.3775436002647327,0.06304366965054257,0.42673025424320926,0.27146412550347426,-0.01890149113525891,0.4206595371115631,0.002331334420619652,0.15381599786978134,0.06438006954666746,0.04933592133177231,-0.07367473797933713,0.18161566549182556,0.15236556792877687,0.2902422463535897,0.41114090267167297,0.20063876351868662,0.03694590095741319,0.06390226912363904,0.38783049044818446,0.3937889228635843,0.03735092592575382,0.06574430168024023,0.06574771956449671,-0.039840283910965966,0.41954639467648985,0.3144674479916301,0.1138843692816911,0.3206068534718519,0.23661688889700763,0.36477585183661154,0.11693842187604793,0.49059686661593743,0.006996474306357574,0.08318832006588629,1.0,0.018463269348030185,0.044833548196298506
OFCpost_R,0.610222693068805,-0.3868083744096975,-0.16495852924850055,0.6692059864311901,0.08281079749907244,-0.4639958009108182,-0.22000690542043005,-0.3190637608046667,-0.5643896030348422,0.35556295575022706,0.5463396034195374,-0.09941047046645969,0.5239018834796498,-0.4620114034623837,0.3850987876975383,-0.3049962199160084,-0.46562116420377403,0.3148349442013365,-0.28681229269257325,0.5437597970295128,0.28200552046615723,-0.36032954996922834,0.6306673722426982,-0.0996444877981115,-0.5211949407249572,-0.07358777857266491,-0.390150927116115,-0.146616821330783,-0.0535195339457129,-0.5620922184353975,0.6647267352093779,0.5773369116143661,-0.35655546524110265,-0.28516431904556827,-0.5982249314348976,0.46002070131064193,0.6475931320456015,-0.20155478777211316,-0.5524226422420514,-0.373870178770682,-0.3783813593692102,0.03860579876513409,-0.0030134306016218523,-0.6318105964285845,-0.3309496201728307,-0.013091011260331572,0.3471939645108021,0.018463269348030185,1.0,-0.5442378663787009
ACC_pre_L,-0.7197561696595892,0.3428289655785484,0.3957549233445008,-0.7139256314321072,-0.23357850971857855,0.4864310115232606,0.4874189669400832,0.42092712289094825,0.7445886901599451,-0.6787945967042063,-0.5102599642516754,0.24604786914829252,-0.5898972698896118,0.7435953496350033,-0.44147266232424653,0.49040894437853766,0.5932090401532287,-0.5112035070364624,0.425460292632785,-0.6538507819067437,-0.29018500802934416,0.4351290997477359,-0.6992651112616423,0.34309983424005747,0.7964979379758858,0.11948119438103488,0.5625739752514713,0.4679963574409891,0.2835775777562657,0.5779750274585216,-0.7527067986398888,-0.13577778869464874,0.5912791473373648,0.1910138186530632,0.8048968242250121,-0.31875867608884445,-0.6945086158622696,0.38337758367859676,0.8235380576024462,0.6143394018483269,0.4528989407983181,0.18885377665512065,0.07054364445299288,0.7950440023944294,0.5924731256991065,0.3804815936561242,-0.43473740588972154,0.044833548196298506,-0.5442378663787009,1.0
