,Parietal_Sup_L,Vermis_1_2,Paracentral_Lobule_R,Cerebellum_Crus2_R,Thal_PuI_R,Heschl_R,Vermis_9,Olfactory_L,Cerebellum_8_R,Thal_LGN_R,Thal_Re_L,N_Acc_L,Frontal_Inf_Tri_L,Heschl_L,Pallidum_L,VTA_R,OFCant_L,Lingual_L,Vermis_10,Precuneus_L,Frontal_Sup_Medial_L,Thal_MGN_L,Thal_PuL_R,Thal_PuM_L,Rolandic_Oper_R,Temporal_Pole_Sup_L,Fusiform_R,Thal_VPL_R,Precuneus_R,Insula_R
Thal_Re_L,0.08433632515225628,-0.38673833707768596,0.15448716019612035,-0.013434942686739107,0.059538935754834044,0.21997784554925243,0.15852457248706167,0.09646672281236114,0.09209310623696676,0.006542602566847796,1.0,0.07678844059465377,0.14049067970863777,0.3592697184269744,0.1340841868425475,0.018972197732343838,-0.013637282758822667,-0.21751253285252342,0.136072972603075,0.2159308322895458,0.11684219690242455,0.04408329369693095,-0.0637892645273488,-0.08133119939136259,-0.1645654246048402,-0.08229038855892942,-0.1808800314142463,0.23604935803540897,0.21971470163187204,0.05616537397267978
N_Acc_L,0.06053326956467326,-0.115964420928823,0.13449088969920378,0.019493431177242334,-0.21557141103101696,-0.0005195905937403038,-0.19279053511825328,-0.012584050775451336,-0.15611866812821576,0.4832093727030544,0.07678844059465377,1.0,0.3008754407014679,0.026019301461969988,0.4032641543252269,-0.2738817955273801,0.331053246189682,0.23698032246463996,-0.39683057491739426,0.149598751637487,0.38229439308889857,0.3135063252052832,0.00190416652008009,0.016217019236915958,0.44547283208738847,0.10028762104558349,0.24746599162140445,0.0015564948201150174,0.1779327798529118,0.3501778094911352
Frontal_Inf_Tri_L,0.14621465095481806,0.24523026926427183,0.617238324239875,0.26046797578253106,0.3022289822309967,0.4458806256083605,0.352737193225737,0.00034484801327136613,0.22458678607480265,0.5888884258340998,0.14049067970863777,0.3008754407014679,1.0,0.40954227997949355,0.6210622347724992,0.18304047215727218,0.37345006852742313,0.28449388744809356,0.06370302441336949,0.4398137610077204,0.6499002884199968,0.33982536183677636,0.2672830569902531,0.5312308181546357,0.203065802367283,0.08968917609440237,0.22365948411845288,0.4378330616577016,0.38794908762629327,0.5415740960300635
Heschl_L,0.2797179521575148,-0.16678256705407057,0.43374778054049107,0.21925876015481804,0.31412383336280303,0.48764502564650253,0.3073689438602766,0.19037496488842892,0.4049974701452492,0.33147956598563183,0.3592697184269744,0.026019301461969988,0.40954227997949355,1.0,0.2977244672360842,0.10406158461774054,0.04383185787361044,-0.1269374490269506,0.27649602697030057,0.3736267954018345,0.4168624227129601,0.16115523282038283,0.018585875747620433,0.32595202699360115,-0.06465990690556139,-0.24334555720204287,-0.10122325846903302,0.5402369894602922,0.37036418310679303,0.3829389056159541
Pallidum_L,-0.2796557881050077,0.03468966440415394,0.3883183577743252,-0.13469289369332607,0.0058413087165273695,0.34305675967273247,0.48761087072624687,-0.10257390821266275,-0.15095662536134552,0.5933499847200692,0.1340841868425475,0.4032641543252269,0.6210622347724992,0.2977244672360842,1.0,0.043314863304037096,0.6363112012671804,0.11576154857949482,0.0008189381571076523,0.08815974811847302,0.6925038383150982,0.4529196938966231,-0.10847755017780587,0.35683495544718213,0.07472665089859364,-0.13666514164824564,0.0930421218741391,0.27672829789023407,0.1577309165373176,0.47954172555794006
VTA_R,-0.14204507457226864,0.22875440256106883,0.10186448839294608,0.05311462118931512,0.24750389799002892,0.3218530897238672,0.13693435472978824,-0.07125736553325876,0.07991619023488394,-0.08979467507756253,0.018972197732343838,-0.2738817955273801,0.18304047215727218,0.10406158461774054,0.043314863304037096,1.0,0.09717226131103664,0.10804444368665819,0.4491115828952502,-0.05342864391213972,0.10783974448131059,-0.22820965399034115,0.4210417539422078,0.21744032297171587,-0.18275330007560325,-0.20369952943625472,0.01812458595961842,0.2882180351888852,0.01486243303035382,0.19867039936887224
OFCant_L,-0.22195968500259713,0.047263569523540265,0.14590351059303983,0.03710535536647159,-0.016496627931732268,0.21772074716120035,0.27491135791120874,-0.0009079145145377215,-0.22382368430309196,0.36837529789742046,-0.013637282758822667,0.331053246189682,0.37345006852742313,0.04383185787361044,0.6363112012671804,0.09717226131103664,1.0,0.05437791557425398,-0.026971969996827022,-0.018937239081510366,0.516042520080329,0.1821917780498689,0.019756791458855883,0.11066318340685735,0.15295996390583655,-0.19802674712242435,0.11190694211332838,0.2119176775899225,0.023608366354816633,0.3629458238708082
Lingual_L,0.3723706475590048,0.6524321865844299,0.32365964357692517,0.16497070029152267,0.1801550061216881,0.024281814997841312,-0.18044417731393592,-0.17885495097485116,-0.12509363383649907,0.4898897064512809,-0.21751253285252342,0.23698032246463996,0.28449388744809356,-0.1269374490269506,0.11576154857949482,0.10804444368665819,0.05437791557425398,1.0,-0.26592278336877545,0.4886473795256001,0.12872349287637297,0.1425946252571775,0.45215860641736627,0.4638381161229868,0.5976788146420625,0.29556732994727075,0.6966068092407115,0.27999314541117104,0.5465720909780816,0.3558129577912492
Vermis_10,-0.10151780875288512,-0.002032349706840037,0.11476818611365708,0.03408336831859741,0.4055441762259151,0.31458573160998726,0.2943747564379151,0.12307484398258797,0.28581064776156984,-0.3366566528655724,0.136072972603075,-0.39683057491739426,0.06370302441336949,0.27649602697030057,0.0008189381571076523,0.4491115828952502,-0.026971969996827022,-0.26592278336877545,1.0,-0.019989156973120984,-0.053711040280678184,-0.23455428860982488,0.13890216899188057,0.1910926608011418,-0.5514416063242449,-0.3084568665122308,-0.3869520344297092,0.25979786946170585,0.0063821117161431285,-0.09406774931545911
Precuneus_L,0.7344282688667528,0.09426311407029533,0.7600902566732736,0.37206839203235814,0.4326441790316298,0.24155137603579022,0.009603460574413808,-0.05403905456723253,0.31617224163536883,0.39518135746813815,0.2159308322895458,0.149598751637487,0.4398137610077204,0.3736267954018345,0.08815974811847302,-0.05342864391213972,-0.018937239081510366,0.4886473795256001,-0.019989156973120984,1.0,0.21657178441451064,0.13425547449029954,0.4629737176885673,0.5312240343977535,0.22812549453624967,0.056673488444892936,0.3825065814191671,0.5632121488882683,0.9370183105414672,0.3498083253409235
Frontal_Sup_Medial_L,-0.008201726701251284,-0.009057066645876796,0.45392013087147715,0.20890235387985423,0.17449080814766496,0.5555721136966825,0.3387351219164625,-0.13378842478392264,0.2805182821127168,0.5365415635717936,0.11684219690242455,0.38229439308889857,0.6499002884199968,0.4168624227129601,0.6925038383150982,0.10783974448131059,0.516042520080329,0.12872349287637297,-0.053711040280678184,0.21657178441451064,1.0,0.25341175778775504,0.12231491626115328,0.40346562362825406,0.27629416589467637,-0.04935400105783174,0.3347210941705385,0.4714933504101164,0.25602930986771577,0.6506030434459162
Thal_MGN_L,0.02145558872993393,-0.07811908758594856,0.22891322380267348,-0.16574237108840378,-0.05839816971803371,-0.030497631259610802,0.10606461513119622,-0.11416595812636203,-0.13259447638274888,0.46482022285329244,0.04408329369693095,0.3135063252052832,0.33982536183677636,0.16115523282038283,0.4529196938966231,-0.22820965399034115,0.1821917780498689,0.1425946252571775,-0.23455428860982488,0.13425547449029954,0.25341175778775504,1.0,-0.23701707132558028,0.2246867979517126,0.14361179114201555,0.04560789302016527,0.15355109980889947,-0.04182683196691531,0.11683992009988002,0.21608614473477605
Thal_PuL_R,0.39342942473085024,0.33702499737110525,0.4011207442662824,0.26262043447108957,0.22527672558976414,0.2566627266430747,-0.09702496898000869,-0.03584005269206151,0.0888997447510792,0.07556474811197973,-0.0637892645273488,0.00190416652008009,0.2672830569902531,0.018585875747620433,-0.10847755017780587,0.4210417539422078,0.019756791458855883,0.45215860641736627,0.13890216899188057,0.4629737176885673,0.12231491626115328,-0.23701707132558028,1.0,0.31059073304295387,0.2335041295238569,-0.022379293137940407,0.321244262289366,0.37856230758044435,0.5164383832341466,0.21335882560434766
Thal_PuM_L,0.2531936793885263,0.2738023889420827,0.6332721102319887,0.2946426795636099,0.6257331156788434,0.4155908821799974,0.2540935305512942,-0.2064925767771346,0.342972686505742,0.3704013363502883,-0.08133119939136259,0.016217019236915958,0.5312308181546357,0.32595202699360115,0.35683495544718213,0.21744032297171587,0.11066318340685735,0.4638381161229868,0.1910926608011418,0.5312240343977535,0.40346562362825406,0.2246867979517126,0.31059073304295387,1.0,-0.00838414133661717,0.11198934909270947,0.3702653872958004,0.6134457431346435,0.5446101525284138,0.4133408657284023
Rolandic_Oper_R,0.34102872862508316,0.42439099981696987,0.09628963314369507,0.1376680303284816,-0.30370376758300904,-0.04178645718546494,-0.32038655993424126,0.017128337381925398,-0.1757315672840215,0.519381928171676,-0.1645654246048402,0.44547283208738847,0.203065802367283,-0.06465990690556139,0.07472665089859364,-0.18275330007560325,0.15295996390583655,0.5976788146420625,-0.5514416063242449,0.22812549453624967,0.27629416589467637,0.14361179114201555,0.2335041295238569,-0.00838414133661717,1.0,0.2780371805169474,0.6038707996725122,-0.04674287390423538,0.24115440921812978,0.38138719393345705
Temporal_Pole_Sup_L,0.020552568544248594,0.1662108740598791,-0.11922061056107844,0.24915072077162606,0.07471025766181669,-0.03610956185447934,-0.15563182310023177,-0.14681454154739937,0.13289021406206214,0.1157895549313282,-0.08229038855892942,0.10028762104558349,0.08968917609440237,-0.24334555720204287,-0.13666514164824564,-0.20369952943625472,-0.19802674712242435,0.29556732994727075,-0.3084568665122308,0.056673488444892936,-0.04935400105783174,0.04560789302016527,-0.022379293137940407,0.11198934909270947,0.2780371805169474,1.0,0.3688489662686391,-0.09661291718631106,-0.030009358873342475,0.13769925297779667
Fusiform_R,0.3048920073562059,0.3108666048724879,0.2392696405539408,0.2858380111744735,0.14702494739102567,0.11294645579075774,-0.19608248132989878,-0.31632015988977474,0.06769619497053014,0.4738522506279579,-0.1808800314142463,0.24746599162140445,0.22365948411845288,-0.10122325846903302,0.0930421218741391,0.01812458595961842,0.11190694211332838,0.6966068092407115,-0.3869520344297092,0.3825065814191671,0.3347210941705385,0.15355109980889947,0.321244262289366,0.3702653872958004,0.6038707996725122,0.3688489662686391,1.0,0.3465009082796825,0.3712319864878506,0.5631566621055107
Thal_VPL_R,0.270866282294943,0.0677285801575085,0.5664278852586558,0.39400030031654043,0.5832529466924955,0.5747823647697138,0.31345538874368356,-0.030311162425632126,0.4423968675868675,0.3595945698371332,0.23604935803540897,0.0015564948201150174,0.4378330616577016,0.5402369894602922,0.27672829789023407,0.2882180351888852,0.2119176775899225,0.27999314541117104,0.25979786946170585,0.5632121488882683,0.4714933504101164,-0.04182683196691531,0.37856230758044435,0.6134457431346435,-0.04674287390423538,-0.09661291718631106,0.3465009082796825,1.0,0.5764945909763021,0.5421416442644067
Precuneus_R,0.7141967280490409,0.1092753878503622,0.7599810495652852,0.2763556376754721,0.3577082691234321,0.23850285787339567,0.001980935794572012,-0.05834361983965106,0.23432436223000233,0.3989912273931208,0.21971470163187204,0.1779327798529118,0.38794908762629327,0.37036418310679303,0.1577309165373176,0.01486243303035382,0.023608366354816633,0.5465720909780816,0.0063821117161431285,0.9370183105414672,0.25602930986771577,0.11683992009988002,0.5164383832341466,0.5446101525284138,0.24115440921812978,-0.030009358873342475,0.3712319864878506,0.5764945909763021,1.0,0.32270173811213493
Insula_R,0.07615502074411779,0.17501890032904827,0.36852457138415645,0.43053082065897336,0.29757266176394087,0.5307006994549195,0.22505516049608543,-0.09499209241684281,0.22715651969536851,0.5725716779997876,0.05616537397267978,0.3501778094911352,0.5415740960300635,0.3829389056159541,0.47954172555794006,0.19867039936887224,0.3629458238708082,0.3558129577912492,-0.09406774931545911,0.3498083253409235,0.6506030434459162,0.21608614473477605,0.21335882560434766,0.4133408657284023,0.38138719393345705,0.13769925297779667,0.5631566621055107,0.5421416442644067,0.32270173811213493,1.0
